,from date,to date,from SCHH price,to SCHH price,SCHH cod,SCHH pct cod,from USRT price,to USRT price,USRT cod,USRT pct cod,to USRT / to SCHH,to USRT / to USRT
744,2024-08-07,2024-08-08,21.41,21.56,0.14999999999999858,0.006981643439204882,56.75,57.34,0.5900000000000034,0.010342804093711784,2.6595547309833028,1.0
745,2024-08-08,2024-08-09,21.56,21.68,0.120000000000001,0.0055504305306490415,57.34,57.77,0.4299999999999997,0.007471149337950428,2.6646678966789668,1.0
746,2024-08-09,2024-08-12,21.68,21.53,-0.14999999999999858,-0.006942865195173732,57.77,57.19,-0.5800000000000054,-0.010090551865949432,2.656293543892243,1.0
747,2024-08-12,2024-08-13,21.53,21.69,0.16000000000000014,0.007404013462511258,57.19,57.74,0.5500000000000043,0.009571116307564341,2.6620562471184877,1.0
748,2024-08-13,2024-08-14,21.69,21.76,0.07000000000000028,0.0032220971489588567,57.74,58.04,0.29999999999999716,0.005182253781198064,2.6672794117647056,1.0
749,2024-08-14,2024-08-15,21.76,21.73,-0.030000000000001137,-0.0013796277194036866,58.04,58.02,-0.01999999999999602,-0.00034464932272903256,2.670041417395306,1.0
750,2024-08-15,2024-08-16,21.73,21.71,-0.019999999999999574,-0.000920810378137762,58.02,57.93,-0.09000000000000341,-0.0015523935847253066,2.668355596499309,1.0
751,2024-08-16,2024-08-19,21.71,21.87,0.16000000000000014,0.0073428507984759864,57.93,58.46,0.5300000000000011,0.009107374574567163,2.6730681298582533,1.0
752,2024-08-19,2024-08-20,21.87,21.87,0.0,0.0,58.46,58.38,-0.0799999999999983,-0.001369394257131189,2.6694101508916326,1.0
753,2024-08-20,2024-08-21,21.87,21.97,0.09999999999999787,0.0045620517078423725,58.38,58.72,0.3399999999999963,0.005807018880291473,2.6727355484751936,1.0
754,2024-08-21,2024-08-22,21.97,22.05,0.08000000000000185,0.003634715496336144,58.72,58.99,0.2700000000000031,0.004587553708723768,2.6752834467120183,1.0
755,2024-08-22,2024-08-23,22.05,22.48,0.4299999999999997,0.019313423132635288,58.99,59.99,1.0,0.01680994365001787,2.668594306049822,1.0
756,2024-08-23,2024-08-26,22.48,22.47,-0.010000000000001563,-0.00044493882825259154,59.99,59.99,0.0,0.0,2.6697819314641746,1.0
757,2024-08-26,2024-08-27,22.47,22.51,0.0400000000000027,0.0017785687214031676,59.99,60.22,0.22999999999999687,0.0038266413885858835,2.675255442025766,1.0
758,2024-08-27,2024-08-28,22.51,22.45,-0.060000000000002274,-0.0026690407303776734,60.22,60.04,-0.17999999999999972,-0.0029935162883265145,2.674387527839644,1.0
759,2024-08-28,2024-08-29,22.45,22.37,-0.0799999999999983,-0.0035698386862250187,60.04,59.81,-0.22999999999999687,-0.003838135708795499,2.6736700938757263,1.0
760,2024-08-29,2024-08-30,22.37,22.59,0.21999999999999886,0.009786554977873549,59.81,60.53,0.7199999999999989,0.01196623884713011,2.6795042054006197,1.0
761,2024-08-30,2024-09-03,22.59,22.63,0.03999999999999915,0.0017691291655341783,60.53,60.45,-0.0799999999999983,-0.001322532842794189,2.6712328767123292,1.0
762,2024-09-03,2024-09-04,22.63,22.68,0.05000000000000071,0.002207019214105252,60.45,60.48,0.02999999999999403,0.0004961548104756834,2.6666666666666665,1.0
763,2024-09-04,2024-09-05,22.68,22.6,-0.0799999999999983,-0.003533572581311016,60.48,60.24,-0.23999999999999488,-0.0039761483796392945,2.6654867256637167,1.0
