FALN_price,ANGL_price,FALN_price_chg,ANGL_price_chg,ANGL/FALN,ANGL/ANGL,ANGL/FALN_moving_avg,ANGL/ANGL_moving_avg,ANGL/FALN_prev_moving_avg,ANGL/ANGL_prev_moving_avg,FALN_scaled_price,ANGL_scaled_price,FALN_scaled_comm,ANGL_scaled_comm,FALN_scaled_price_minus_comm,ANGL_scaled_price_minus_comm,FALN_scaled_price_plus_comm,ANGL_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,FALN_shs_per_unit,ANGL_shs_per_unit,FALN_current_shs,ANGL_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,FALN_tgt_shs,ANGL_tgt_shs,FALN_tgt_inv_amt,ANGL_tgt_inv_amt,gross_inv_amt,net_inv_amt,FALN_shs_to_trade,ANGL_shs_to_trade,FALN_shs_to_buy,ANGL_shs_to_buy,FALN_shs_to_sell,ANGL_shs_to_sell,FALN_daily_comm,ANGL_daily_comm,daily_comm,FALN_daily_profit,ANGL_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
27.33,29.4,,,1.0757409440175631,1.0,,,,,,,,,,,,,,,,,,,2026-01-02,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.41,29.48,0.08000000000000185,0.08000000000000185,1.0755198832542867,1.0,,,,,,,,,,,,,,,,,,,2026-01-05,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.45,29.53,0.03999999999999915,0.05000000000000071,1.0757741347905283,1.0,,,,,,,,,,,,,,,,,,,2026-01-06,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.46,29.52,0.010000000000001563,-0.010000000000001563,1.0750182083029862,1.0,,,,,,,,,,,,,,,,,,,2026-01-07,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.49,29.55,0.029999999999997584,0.030000000000001137,1.0749363404874501,1.0,,,,,,,,,,,,,,,,,,,2026-01-08,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.52,29.57,0.030000000000001137,0.019999999999999574,1.0744912790697674,1.0,,,,,,,,,,,,,,,,,,,2026-01-09,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.54,29.55,0.019999999999999574,-0.019999999999999574,1.0729847494553377,1.0,,,,,,,,,,,,,,,,,,,2026-01-12,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.51,29.56,-0.029999999999997584,0.00999999999999801,1.074518356961105,1.0,,,,,,,,,,,,,,,,,,,2026-01-13,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.54,29.58,0.029999999999997584,0.019999999999999574,1.074074074074074,1.0,,,,,,,,,,,,,,,,,,,2026-01-14,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.53,29.57,-0.00999999999999801,-0.00999999999999801,1.0741009807482746,1.0,,,,,,,,,,,,,,,,,,,2026-01-15,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.53,29.58,0.0,0.00999999999999801,1.0744642208499817,1.0,,,,,,,,,,,,,,,,,,,2026-01-16,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.45,29.49,-0.08000000000000185,-0.08999999999999986,1.0743169398907104,1.0,,,,,,,,,,,,,,,,,,,2026-01-20,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.57,29.61,0.120000000000001,0.120000000000001,1.073993471164309,1.0,,,,,,,,,,,,,,,,,,,2026-01-21,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.57,29.62,0.0,0.010000000000001563,1.0743561842582519,1.0,,,,,,,,,,,,,,,,,,,2026-01-22,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.54,29.59,-0.030000000000001137,-0.030000000000001137,1.0744371822803196,1.0,,,,,,,,,,,,,,,,,,,2026-01-23,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.55,29.6,0.010000000000001563,0.010000000000001563,1.074410163339383,1.0,,,,,,,,,,,,,,,,,,,2026-01-26,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.59,29.61,0.03999999999999915,0.00999999999999801,1.0732149329467198,1.0,,,,,,,,,,,,,,,,,,,2026-01-27,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.57,29.59,-0.019999999999999574,-0.019999999999999574,1.0732680449764236,1.0,,,,,,,,,,,,,,,,,,,2026-01-28,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.58,29.58,0.00999999999999801,-0.010000000000001563,1.0725163161711384,1.0,,,,,,,,,,,,,,,,,,,2026-01-29,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
27.57,29.59,-0.00999999999999801,0.010000000000001563,1.0732680449764236,1.0,1.0742702226007517,1.0,,,,,,,,,,,,,,,,,2026-01-30,False,,,,,,,,,,False,False,False,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
27.45,29.46,-0.120000000000001,-0.129999999999999,1.0732240437158471,1.0,1.0741443775856658,1.0,1.0742702226007517,1.0,29.488717610390633,29.46,0.005371351113003758,0.005,29.48334625927763,29.455000000000002,29.494088961503635,29.465,29.465,29.48334625927763,0.01834625927763156,0.0006227515029745946,ANGL,FALN,2026-02-02,True,3646.0,3394.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
27.45,29.45,0.0,-0.010000000000001563,1.0728597449908925,1.0,1.074011370672496,1.0,1.0741443775856658,1.0,29.485263164726526,29.45,0.005370721887928329,0.005,29.479892442838597,29.445,29.490633886614454,29.455,29.455,29.479892442838597,0.024892442838599038,0.0008452442390016651,ANGL,FALN,2026-02-03,False,3648.0,3396.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
27.43,29.44,-0.019999999999999574,-0.00999999999999801,1.073277433467007,1.0,1.07388653560632,1.0,1.074011370672496,1.0,29.460131897546567,29.44,0.00537005685336248,0.005,29.454761840693205,29.435000000000002,29.46550195439993,29.445,29.445,29.454761840693205,0.00976184069320496,0.0003315842626767989,ANGL,FALN,2026-02-04,False,3648.0,3397.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
27.4,29.41,-0.030000000000001137,-0.030000000000001137,1.0733576642335767,1.0,1.0738035084028497,1.0,1.07388653560632,1.0,29.42449107561317,29.41,0.005369432678031601,0.005,29.41912164293514,29.405,29.4298605082912,29.415,29.415,29.41912164293514,0.004121642935139391,0.00014014426845084636,ANGL,FALN,2026-02-05,False,3651.0,3400.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
27.45,29.5,0.05000000000000071,0.08999999999999986,1.0746812386156648,1.0,1.0737907533092603,1.0,1.0738035084028497,1.0,29.47590630565822,29.5,0.005369017542014249,0.005,29.470537288116205,29.495,29.481275323200236,29.505,29.481275323200236,29.495,0.013724676799764524,0.00046524328134794993,FALN,ANGL,2026-02-06,False,3640.0,3390.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.51,29.55,0.060000000000002274,0.05000000000000071,1.074154852780807,1.0,1.0737739319948125,1.0,1.0737907533092603,1.0,29.539983623537754,29.55,0.005368953766546301,0.005,29.53461466977121,29.545,29.5453525773043,29.555,29.5453525773043,29.545,-0.0003525773042980518,-1.1931550060847777e-05,FALN,ANGL,2026-02-09,False,3634.0,3384.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.53,29.58,0.019999999999999574,0.029999999999997584,1.0744642208499817,1.0,1.0738479055645445,1.0,1.0737739319948125,1.0,29.56099634781719,29.58,0.0053688696599740625,0.005,29.555627478157216,29.575,29.566365217477166,29.584999999999997,29.566365217477166,29.575,0.008634782522833007,0.0002919128641931375,FALN,ANGL,2026-02-10,False,3630.0,3381.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.53,29.62,0.0,0.0400000000000027,1.0759171812568107,1.0,1.0739178467793298,1.0,1.0738479055645445,1.0,29.56303284019191,29.62,0.005369239527822723,0.005,29.557663600664085,29.615000000000002,29.568402079719732,29.625,29.568402079719732,29.615000000000002,0.04659792028026999,0.0015731910965654959,FALN,ANGL,2026-02-11,False,3625.0,3376.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
