,symbol,base,quote,status,qty_precision,qty_increment,price_precision,cost_precision,marginable,has_index,ws_display_price_precision,cost_min,tick_size,price_increment,qty_min,margin_initial,position_limit_long,position_limit_short
0,EUR/USD,EUR,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,4.0,,,
1,GBP/USD,GBP,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,4.0,,,
2,USD/JPY,USD,JPY,online,8,1e-08,3,3,False,True,3,50.0,0.001,0.001,5.0,,,
3,USD/CAD,USD,CAD,online,8,1e-08,5,5,False,True,5,1.0,1e-05,1e-05,5.0,,,
4,USD/CHF,USD,CHF,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,5.0,,,
5,EUR/CAD,EUR,CAD,online,8,1e-08,5,5,False,True,5,1.0,1e-05,1e-05,4.0,,,
6,EUR/CHF,EUR,CHF,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,4.0,,,
7,EUR/GBP,EUR,GBP,online,8,1e-08,5,5,False,True,5,0.43,1e-05,1e-05,4.0,,,
8,EUR/JPY,EUR,JPY,online,8,1e-08,3,3,False,True,3,50.0,0.001,0.001,4.0,,,
9,AUD/JPY,AUD,JPY,online,8,1e-08,3,3,False,True,3,50.0,0.001,0.001,7.0,,,
10,EUR/AUD,EUR,AUD,online,8,1e-08,5,5,False,True,5,1.0,1e-05,1e-05,4.0,,,
11,AUD/USD,AUD,USD,online,8,1e-08,5,5,False,True,5,0.5,1e-05,1e-05,7.0,,,
12,BTC/USD,BTC,USD,online,8,1e-08,1,5,True,True,1,0.5,0.1,0.1,5e-05,0.1,350.0,250.0
13,BTC/EUR,BTC,EUR,online,8,1e-08,1,5,True,True,1,0.45,0.1,0.1,5e-05,0.1,130.0,100.0
14,BTC/GBP,BTC,GBP,online,8,1e-08,1,5,True,True,1,0.43,0.1,0.1,5e-05,0.2,14.0,16.0
15,BTC/AUD,BTC,AUD,online,8,1e-08,1,5,True,True,1,1.0,0.1,0.1,5e-05,0.25,7.0,8.0
16,BTC/CAD,BTC,CAD,online,8,1e-08,1,5,True,True,1,1.0,0.1,0.1,5e-05,0.2,14.0,14.0
17,BTC/JPY,BTC,JPY,online,8,1e-08,0,3,False,True,0,50.0,1.0,1.0,5e-05,,,
18,LTC/USD,LTC,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.1,0.1,21000.0,20000.0
19,LTC/EUR,LTC,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.1,0.1,7800.0,9300.0
20,LTC/GBP,LTC,GBP,online,8,1e-08,5,5,False,True,5,0.43,1e-05,1e-05,0.1,,,
21,BTC/CHF,BTC,CHF,online,8,1e-08,1,5,True,True,1,0.5,0.1,0.1,5e-05,0.2,13.0,14.0
22,ETH/CHF,ETH,CHF,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.001,0.2,270.0,130.0
23,ETH/USD,ETH,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.001,0.1,4000.0,4000.0
24,ETH/EUR,ETH,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.001,0.1,2300.0,2300.0
25,ETH/GBP,ETH,GBP,online,8,1e-08,2,5,True,True,2,0.43,0.01,0.01,0.001,0.2,280.0,230.0
26,ETH/CAD,ETH,CAD,online,8,1e-08,2,5,True,True,2,1.0,0.01,0.01,0.001,0.2,320.0,110.0
27,ETH/JPY,ETH,JPY,online,8,1e-08,0,5,False,True,0,50.0,1.0,1.0,0.001,,,
28,ETH/BTC,ETH,BTC,online,8,1e-08,5,10,True,True,5,2e-05,1e-05,1e-05,0.001,0.2,1000.0,800.0
29,LTC/BTC,LTC,BTC,online,8,1e-08,6,8,True,True,6,2e-05,1e-06,1e-06,0.1,0.33,2000.0,1500.0
30,XRP/BTC,XRP,BTC,online,8,1e-08,8,9,True,True,8,2e-05,1e-08,1e-08,1.65,0.33,450000.0,360000.0
31,XLM/BTC,XLM,BTC,online,8,1e-08,9,9,True,True,9,2e-05,1e-09,1e-09,30.0,0.5,480000.0,310000.0
32,DOGE/BTC,DOGE,BTC,online,8,1e-08,9,9,True,True,9,2e-05,1e-09,1e-09,13.0,0.33,4000000.0,2800000.0
33,ETC/ETH,ETC,ETH,online,8,1e-08,6,8,False,True,6,0.0002,1e-06,1e-06,0.6,,,
34,ETC/BTC,ETC,BTC,online,8,1e-08,7,8,False,True,7,2e-05,1e-07,1e-07,0.6,,,
35,ETC/USD,ETC,USD,online,8,1e-08,3,8,True,True,3,0.5,0.001,0.001,0.6,0.5,15000.0,5200.0
36,ETC/EUR,ETC,EUR,online,8,1e-08,3,8,True,True,3,0.45,0.001,0.001,0.6,0.5,12000.0,5900.0
37,REP/EUR,REP,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,6.0,,,
38,REP/USD,REP,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,6.0,,,
39,ZEC/EUR,ZEC,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,0.02,0.2,1200.0,2100.0
40,ZEC/USD,ZEC,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.02,0.2,3300.0,3700.0
41,XRP/USD,XRP,USD,online,8,1e-08,5,8,True,True,5,0.5,1e-05,1e-05,1.65,0.1,3200000.0,1800000.0
42,XRP/EUR,XRP,EUR,online,8,1e-08,5,8,True,True,5,0.45,1e-05,1e-05,1.65,0.1,1400000.0,1400000.0
43,XLM/USD,XLM,USD,online,8,1e-08,6,8,True,True,6,0.5,1e-06,1e-06,30.0,0.5,2600000.0,2100000.0
44,XLM/EUR,XLM,EUR,online,8,1e-08,6,8,True,True,6,0.45,1e-06,1e-06,30.0,0.5,2000000.0,1600000.0
45,XMR/BTC,XMR,BTC,online,8,1e-08,6,8,True,True,6,2e-05,1e-06,1e-06,0.015,0.33,320.0,810.0
46,XMR/USD,XMR,USD,online,8,1e-08,2,8,True,True,2,0.5,0.01,0.01,0.015,0.2,1700.0,2000.0
47,XMR/EUR,XMR,EUR,online,8,1e-08,2,8,True,True,2,0.45,0.01,0.01,0.015,0.33,230.0,410.0
48,USDT/USD,USDT,USD,online,8,1e-08,5,8,True,True,5,0.5,1e-05,1e-05,5.0,0.1,3200000.0,4600000.0
49,MLN/BTC,MLN,BTC,online,8,1e-08,7,8,False,False,7,2e-05,1e-07,1e-07,1.6,,,
50,MLN/USD,MLN,USD,online,8,1e-08,3,6,False,False,3,0.5,0.001,0.001,1.6,,,
51,MLN/EUR,MLN,EUR,online,8,1e-08,3,6,False,False,3,0.45,0.001,0.001,1.6,,,
52,DASH/USD,DASH,USD,online,8,1e-08,3,6,True,True,3,0.5,0.001,0.001,0.15,0.33,5500.0,3400.0
53,DASH/EUR,DASH,EUR,online,8,1e-08,3,6,True,True,3,0.45,0.001,0.001,0.15,0.33,2100.0,1100.0
54,GNO/USD,GNO,USD,online,8,1e-08,2,6,False,True,2,0.5,0.01,0.01,0.04,,,
55,GNO/EUR,GNO,EUR,online,8,1e-08,2,6,False,True,2,0.45,0.01,0.01,0.04,,,
56,XRP/CAD,XRP,CAD,online,8,1e-08,5,8,True,True,5,1.0,1e-05,1e-05,1.65,0.33,170000.0,170000.0
57,BCH/BTC,BCH,BTC,online,8,1e-08,6,8,True,True,6,2e-05,1e-06,1e-06,0.01,0.5,260.0,310.0
58,BCH/USD,BCH,USD,online,8,1e-08,2,6,True,True,2,0.5,0.01,0.01,0.01,0.2,1300.0,1500.0
59,BCH/EUR,BCH,EUR,online,8,1e-08,2,6,True,True,2,0.45,0.01,0.01,0.01,0.2,630.0,700.0
60,ADA/BTC,ADA,BTC,online,8,1e-08,9,9,True,True,9,2e-05,1e-09,1e-09,20.0,0.33,630000.0,340000.0
61,ADA/ETH,ADA,ETH,online,8,1e-08,7,9,True,True,7,0.0002,1e-07,1e-07,20.0,0.33,150000.0,130000.0
62,ADA/USD,ADA,USD,online,8,1e-08,6,6,True,True,6,0.5,1e-06,1e-06,20.0,0.1,4000000.0,4000000.0
63,ADA/EUR,ADA,EUR,online,8,1e-08,6,6,True,True,6,0.45,1e-06,1e-06,20.0,0.1,3800000.0,3800000.0
64,QTUM/USD,QTUM,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,6.0,0.33,12000.0,11000.0
65,QTUM/EUR,QTUM,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,6.0,,,
66,XTZ/USD,XTZ,USD,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,15.0,0.33,270000.0,140000.0
67,XTZ/EUR,XTZ,EUR,online,8,1e-08,4,6,True,True,4,0.45,0.0001,0.0001,15.0,0.33,87000.0,69000.0
68,ATOM/BTC,ATOM,BTC,online,8,1e-08,8,8,True,True,8,2e-05,1e-08,1e-08,3.0,0.5,5200.0,4300.0
69,ATOM/ETH,ATOM,ETH,online,8,1e-08,6,8,False,True,6,0.0002,1e-06,1e-06,3.0,,,
70,ATOM/USD,ATOM,USD,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,3.0,0.5,160000.0,70000.0
71,ATOM/EUR,ATOM,EUR,online,8,1e-08,4,6,True,True,4,0.45,0.0001,0.0001,3.0,0.5,88000.0,47000.0
72,BAT/USD,BAT,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,50.0,0.33,870000.0,810000.0
73,BAT/EUR,BAT,EUR,online,8,1e-08,5,6,True,True,5,0.45,1e-05,1e-05,50.0,0.33,490000.0,460000.0
74,ICX/USD,ICX,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,150.0,,,
75,ICX/EUR,ICX,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,150.0,,,
76,OMG/USD,OMG,USD,online,8,1e-08,6,6,True,True,6,0.5,1e-06,1e-06,90.0,0.5,2100.0,9600.0
77,OMG/EUR,OMG,EUR,online,8,1e-08,6,6,True,True,6,0.45,1e-06,1e-06,90.0,0.5,0.0,0.0
78,SC/BTC,SC,BTC,online,8,1e-08,10,10,False,True,10,2e-05,1e-10,1e-10,5500.0,,,
79,SC/USD,SC,USD,online,8,1e-08,6,6,True,True,6,0.5,1e-06,1e-06,5500.0,0.33,39000000.0,42000000.0
80,SC/EUR,SC,EUR,online,8,1e-08,6,6,True,True,6,0.45,1e-06,1e-06,5500.0,0.33,6200000.0,7000000.0
81,LINK/BTC,LINK,BTC,online,8,1e-08,8,9,True,True,8,2e-05,1e-08,1e-08,0.55,0.33,13000.0,6000.0
82,LINK/ETH,LINK,ETH,online,8,1e-08,8,9,True,True,8,0.0002,1e-08,1e-08,0.55,0.33,2600.0,2100.0
83,LINK/USD,LINK,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,0.55,0.1,98000.0,78000.0
84,LINK/EUR,LINK,EUR,online,8,1e-08,5,6,True,True,5,0.45,1e-05,1e-05,0.55,0.1,35000.0,31000.0
85,ETH/DAI,ETH,DAI,online,8,1e-08,3,6,False,True,3,0.5,0.001,0.001,0.001,,,
86,DAI/USDT,DAI,USDT,online,8,1e-08,5,8,True,True,5,0.5,1e-05,1e-05,5.0,0.33,56000.0,79000.0
87,DAI/USD,DAI,USD,online,8,1e-08,5,8,True,True,5,0.5,1e-05,1e-05,5.0,0.25,200000.0,260000.0
88,DAI/EUR,DAI,EUR,online,8,1e-08,5,8,True,True,5,0.45,1e-05,1e-05,5.0,0.25,79000.0,50000.0
89,PAXG/BTC,PAXG,BTC,online,8,1e-08,6,9,True,True,6,2e-05,1e-06,1e-06,0.001,0.25,88.0,71.0
90,PAXG/ETH,PAXG,ETH,online,8,1e-08,6,9,False,True,6,0.0002,1e-06,1e-06,0.001,,,
91,PAXG/USD,PAXG,USD,online,8,1e-08,2,6,True,True,2,0.5,0.01,0.01,0.001,0.2,410.0,350.0
92,PAXG/EUR,PAXG,EUR,online,8,1e-08,2,6,True,True,2,0.45,0.01,0.01,0.001,0.33,110.0,110.0
93,NANO/USD,NANO,USD,online,8,1e-08,6,6,True,True,6,0.5,1e-06,1e-06,10.0,0.33,13000.0,15000.0
94,NANO/EUR,NANO,EUR,online,8,1e-08,6,6,True,True,6,0.45,1e-06,1e-06,10.0,0.5,4800.0,3200.0
95,LSK/USD,LSK,USD,online,8,1e-08,6,6,False,True,6,0.5,1e-06,1e-06,40.0,,,
96,LSK/EUR,LSK,EUR,online,8,1e-08,6,6,False,True,6,0.45,1e-06,1e-06,40.0,,,
97,USDT/EUR,USDT,EUR,online,8,1e-08,4,8,True,True,4,0.45,0.0001,0.0001,5.0,0.1,16000000.0,16000000.0
98,USDT/CAD,USDT,CAD,online,8,1e-08,4,8,True,True,4,1.0,0.0001,0.0001,5.0,0.1,630000.0,1100000.0
99,USDT/GBP,USDT,GBP,online,8,1e-08,4,8,True,True,4,0.43,0.0001,0.0001,5.0,0.1,1500000.0,1900000.0
100,BTC/USDT,BTC,USDT,online,8,1e-08,1,5,True,True,1,0.5,0.1,0.1,5e-05,0.1,80.0,80.0
101,ETH/USDT,ETH,USDT,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.001,0.1,1500.0,1500.0
102,BTC/DAI,BTC,DAI,online,8,1e-08,1,5,False,True,1,0.5,0.1,0.1,5e-05,,,
103,DOGE/USD,DOGE,USD,online,8,1e-08,7,9,True,True,7,0.5,1e-07,1e-07,13.0,0.1,30000000.0,30000000.0
104,DOGE/EUR,DOGE,EUR,online,8,1e-08,7,9,True,True,7,0.45,1e-07,1e-07,13.0,0.1,15000000.0,15000000.0
105,BTC/USDC,BTC,USDC,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,5e-05,0.1,40.0,40.0
106,ETH/USDC,ETH,USDC,online,8,1e-08,2,6,True,True,2,0.5,0.01,0.01,0.001,0.1,1300.0,1300.0
107,USDC/USDT,USDC,USDT,online,8,1e-08,4,8,True,True,4,0.5,0.0001,0.0001,5.0,0.1,4000000.0,4000000.0
108,USDC/USD,USDC,USD,online,8,1e-08,4,8,True,True,4,0.5,0.0001,0.0001,5.0,0.1,15000000.0,15000000.0
109,USDC/EUR,USDC,EUR,online,8,1e-08,4,8,True,True,4,0.45,0.0001,0.0001,5.0,0.1,5000000.0,5000000.0
110,BCH/JPY,BCH,JPY,online,8,1e-08,0,6,False,True,0,50.0,1.0,1.0,0.01,,,
111,LTC/JPY,LTC,JPY,online,8,1e-08,0,5,False,True,0,50.0,1.0,1.0,0.1,,,
112,ALGO/BTC,ALGO,BTC,online,8,1e-08,9,9,True,True,9,2e-05,1e-09,1e-09,50.0,0.5,270000.0,210000.0
113,ALGO/ETH,ALGO,ETH,online,8,1e-08,8,9,False,True,8,0.0002,1e-08,1e-08,50.0,,,
114,ALGO/EUR,ALGO,EUR,online,8,1e-08,5,6,True,True,5,0.45,1e-05,1e-05,50.0,0.5,1500000.0,1100000.0
115,ALGO/USD,ALGO,USD,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,50.0,0.5,3200000.0,1700000.0
116,TRX/BTC,TRX,BTC,online,8,1e-08,10,10,True,True,10,2e-05,1e-10,1e-10,16.0,0.33,210000.0,230000.0
117,TRX/ETH,TRX,ETH,online,8,1e-08,8,10,False,True,8,0.0002,1e-08,1e-08,16.0,,,
118,TRX/EUR,TRX,EUR,online,8,1e-08,6,7,True,True,6,0.45,1e-06,1e-06,16.0,0.2,2600000.0,2600000.0
119,TRX/USD,TRX,USD,online,8,1e-08,6,7,True,True,6,0.5,1e-06,1e-06,16.0,0.2,3700000.0,3700000.0
120,ETH/AUD,ETH,AUD,online,8,1e-08,2,6,True,True,2,1.0,0.01,0.01,0.001,0.25,230.0,98.0
121,BCH/AUD,BCH,AUD,online,8,1e-08,2,6,False,True,2,1.0,0.01,0.01,0.01,,,
122,XRP/AUD,XRP,AUD,online,8,1e-08,5,8,True,True,5,1.0,1e-05,1e-05,1.65,0.33,110000.0,110000.0
123,LTC/AUD,LTC,AUD,online,8,1e-08,2,5,False,True,2,1.0,0.01,0.01,0.1,,,
124,XRP/ETH,XRP,ETH,online,8,1e-08,7,10,True,True,7,0.0002,1e-07,1e-07,1.65,0.33,150000.0,140000.0
125,BCH/ETH,BCH,ETH,online,8,1e-08,4,8,False,True,4,0.0002,0.0001,0.0001,0.01,,,
126,LTC/ETH,LTC,ETH,online,8,1e-08,5,6,False,True,5,0.0002,1e-05,1e-05,0.1,,,
127,XRP/GBP,XRP,GBP,online,8,1e-08,5,8,True,True,5,0.43,1e-05,1e-05,1.65,0.33,210000.0,150000.0
128,BCH/GBP,BCH,GBP,online,8,1e-08,2,6,False,True,2,0.43,0.01,0.01,0.01,,,
129,XRP/USDT,XRP,USDT,online,8,1e-08,5,8,True,True,5,0.5,1e-05,1e-05,1.65,0.1,980000.0,980000.0
130,BCH/USDT,BCH,USDT,online,8,1e-08,2,6,False,True,2,0.5,0.01,0.01,0.01,,,
131,LTC/USDT,LTC,USDT,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,0.1,0.33,2100.0,2100.0
132,USDT/JPY,USDT,JPY,online,8,1e-08,3,6,True,True,3,50.0,0.001,0.001,5.0,0.33,270000.0,5400.0
133,USDT/CHF,USDT,CHF,online,8,1e-08,5,6,True,True,5,0.5,1e-05,1e-05,5.0,0.1,1500000.0,1500000.0
134,USDT/AUD,USDT,AUD,online,8,1e-08,4,6,True,True,4,1.0,0.0001,0.0001,5.0,0.1,1100000.0,1300000.0
135,OXT/EUR,OXT,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,330.0,,,
136,OXT/USD,OXT,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,330.0,,,
137,DOT/USD,DOT,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,3.9,0.2,430000.0,360000.0
138,DOT/EUR,DOT,EUR,online,8,1e-08,4,5,True,True,4,0.45,0.0001,0.0001,3.9,0.2,230000.0,210000.0
139,DOT/BTC,DOT,BTC,online,8,1e-08,8,10,True,True,8,2e-05,1e-08,1e-08,3.9,0.33,43000.0,12000.0
140,DOT/ETH,DOT,ETH,online,8,1e-08,6,8,True,True,6,0.0002,1e-06,1e-06,3.9,0.33,8000.0,6300.0
141,KAVA/USD,KAVA,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,85.0,0.33,560000.0,390000.0
142,KAVA/EUR,KAVA,EUR,online,8,1e-08,4,5,True,True,4,0.45,0.0001,0.0001,85.0,0.33,340000.0,130000.0
143,STORJ/USD,STORJ,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,55.0,,,
144,STORJ/EUR,STORJ,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,55.0,,,
145,KNC/USD,KNC,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,35.0,0.33,130000.0,18000.0
146,KNC/EUR,KNC,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,35.0,,,
147,COMP/USD,COMP,USD,online,8,1e-08,2,4,True,True,2,0.5,0.01,0.01,0.3,0.33,5900.0,4700.0
148,COMP/BTC,COMP,BTC,online,8,1e-08,7,7,False,True,7,2e-05,1e-07,1e-07,0.3,,,
149,COMP/EUR,COMP,EUR,online,8,1e-08,2,4,True,True,2,0.45,0.01,0.01,0.3,0.5,4000.0,2100.0
150,REPV2/EUR,REPV2,EUR,online,8,1e-08,3,5,False,False,3,0.45,0.001,0.001,6.0,,,
151,REPV2/USD,REPV2,USD,online,8,1e-08,3,5,False,False,3,0.5,0.001,0.001,6.0,,,
152,ZRX/USD,ZRX,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,50.0,0.33,520000.0,140000.0
153,ZRX/BTC,ZRX,BTC,online,8,1e-08,9,10,False,True,9,2e-05,1e-09,1e-09,50.0,,,
154,ZRX/EUR,ZRX,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,50.0,,,
155,ENJ/USD,ENJ,USD,online,8,1e-08,5,5,False,False,5,0.5,1e-05,1e-05,240.0,,,
156,ENJ/EUR,ENJ,EUR,online,8,1e-08,5,5,False,False,5,0.45,1e-05,1e-05,240.0,,,
157,SNX/USD,SNX,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,17.0,0.5,100000.0,79000.0
158,SNX/BTC,SNX,BTC,online,8,1e-08,8,8,False,True,8,2e-05,1e-08,1e-08,17.0,,,
159,SNX/EUR,SNX,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,17.0,,,
160,CRV/USD,CRV,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,25.0,0.2,2100000.0,1700000.0
161,CRV/EUR,CRV,EUR,online,8,1e-08,4,5,True,True,4,0.45,0.0001,0.0001,25.0,0.5,440000.0,250000.0
162,KSM/USD,KSM,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,1.1,0.25,27000.0,7400.0
163,KSM/EUR,KSM,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,1.1,0.33,13000.0,3700.0
164,BAL/USD,BAL,USD,online,8,1e-08,4,5,False,True,4,0.5,0.0001,0.0001,35.0,,,
165,BAL/EUR,BAL,EUR,online,8,1e-08,4,5,False,True,4,0.45,0.0001,0.0001,35.0,,,
166,LINK/USDT,LINK,USDT,online,8,1e-08,5,7,True,True,5,0.5,1e-05,1e-05,0.55,0.1,18000.0,14000.0
167,DOT/USDT,DOT,USDT,online,8,1e-08,4,6,True,True,4,0.5,0.0001,0.0001,3.9,0.33,62000.0,59000.0
168,ADA/USDT,ADA,USDT,online,8,1e-08,6,8,True,True,6,0.5,1e-06,1e-06,20.0,0.1,1200000.0,1200000.0
169,FIL/BTC,FIL,BTC,online,8,1e-08,8,9,True,True,8,2e-05,1e-08,1e-08,6.0,0.5,31000.0,26000.0
170,FIL/ETH,FIL,ETH,online,8,1e-08,7,7,False,True,7,0.0002,1e-07,1e-07,6.0,,,
171,FIL/EUR,FIL,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,6.0,0.5,74000.0,56000.0
172,FIL/USD,FIL,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,6.0,0.5,210000.0,130000.0
173,UNI/USD,UNI,USD,online,8,1e-08,3,5,True,True,3,0.5,0.001,0.001,1.3,0.2,74000.0,65000.0
174,UNI/BTC,UNI,BTC,online,8,1e-08,7,9,False,True,7,2e-05,1e-07,1e-07,1.3,,,
175,UNI/ETH,UNI,ETH,online,8,1e-08,6,7,False,True,6,0.0002,1e-06,1e-06,1.3,,,
176,UNI/EUR,UNI,EUR,online,8,1e-08,3,5,True,True,3,0.45,0.001,0.001,1.3,0.33,71000.0,63000.0
177,YFI/USD,YFI,USD,online,8,1e-08,0,5,True,True,0,0.5,1.0,1.0,0.002,0.33,10.0,9.0
178,YFI/EUR,YFI,EUR,online,8,1e-08,0,5,False,True,0,0.45,1.0,1.0,0.002,,,
179,MOON/USD,MOON,USD,online,5,1e-05,5,8,False,False,5,0.5,1e-05,1e-05,220.0,,,
180,MOON/EUR,MOON,EUR,online,5,1e-05,5,8,False,False,5,0.45,1e-05,1e-05,220.0,,,
181,FLOW/USD,FLOW,USD,online,8,1e-08,4,5,True,True,4,0.5,0.0001,0.0001,170.0,0.33,530000.0,480000.0
182,FLOW/EUR,FLOW,EUR,online,8,1e-08,4,5,True,True,4,0.45,0.0001,0.0001,170.0,0.33,120000.0,110000.0
183,KEEP/USD,KEEP,USD,online,8,1e-08,5,6,False,True,5,0.5,1e-05,1e-05,160.0,,,
184,KEEP/EUR,KEEP,EUR,online,8,1e-08,5,6,False,True,5,0.45,1e-05,1e-05,160.0,,,
185,AAVE/USD,AAVE,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.05,0.2,5000.0,4000.0
186,AAVE/BTC,AAVE,BTC,online,8,1e-08,6,7,False,True,6,2e-05,1e-06,1e-06,0.05,,,
187,AAVE/ETH,AAVE,ETH,online,8,1e-08,4,10,False,True,4,0.0002,0.0001,0.0001,0.05,,,
188,AAVE/EUR,AAVE,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.05,0.33,2100.0,2100.0
189,TBTC/USD,TBTC,USD,online,8,1e-08,1,5,False,False,1,0.5,0.1,0.1,8e-05,,,
190,TBTC/BTC,TBTC,BTC,online,8,1e-08,5,10,False,False,5,2e-05,1e-05,1e-05,8e-05,,,
191,TBTC/EUR,TBTC,EUR,online,8,1e-08,1,5,False,False,1,0.45,0.1,0.1,8e-05,,,
192,GRT/USD,GRT,USD,online,8,1e-08,5,7,True,True,5,0.5,1e-05,1e-05,200.0,0.5,4900000.0,2600000.0
193,GRT/BTC,GRT,BTC,online,8,1e-08,9,9,False,True,9,2e-05,1e-09,1e-09,200.0,,,
194,GRT/EUR,GRT,EUR,online,8,1e-08,5,7,True,True,5,0.45,1e-05,1e-05,200.0,0.5,1700000.0,1100000.0
195,MANA/USD,MANA,USD,online,8,1e-08,5,7,True,True,5,0.5,1e-05,1e-05,55.0,0.25,2300000.0,1300000.0
196,MANA/BTC,MANA,BTC,online,8,1e-08,9,9,True,True,9,2e-05,1e-09,1e-09,55.0,0.33,70000.0,53000.0
197,MANA/EUR,MANA,EUR,online,8,1e-08,5,7,True,True,5,0.45,1e-05,1e-05,55.0,0.25,270000.0,200000.0
198,AAVE/GBP,AAVE,GBP,online,8,1e-08,2,5,False,True,2,0.43,0.01,0.01,0.05,,,
199,ALGO/GBP,ALGO,GBP,online,8,1e-08,5,6,False,True,5,0.43,1e-05,1e-05,50.0,,,
200,ADA/GBP,ADA,GBP,online,8,1e-08,5,6,False,True,5,0.43,1e-05,1e-05,20.0,,,
201,ATOM/GBP,ATOM,GBP,online,8,1e-08,4,6,False,True,4,0.43,0.0001,0.0001,3.0,,,
202,DOT/GBP,DOT,GBP,online,8,1e-08,4,5,False,True,4,0.43,0.0001,0.0001,3.9,,,
203,FIL/GBP,FIL,GBP,online,8,1e-08,3,5,False,True,3,0.43,0.001,0.001,6.0,,,
204,GRT/GBP,GRT,GBP,online,8,1e-08,5,7,False,True,5,0.43,1e-05,1e-05,200.0,,,
205,KSM/GBP,KSM,GBP,online,8,1e-08,2,5,False,True,2,0.43,0.01,0.01,1.1,,,
206,LINK/GBP,LINK,GBP,online,8,1e-08,3,6,False,True,3,0.43,0.001,0.001,0.55,,,
207,USDC/GBP,USDC,GBP,online,8,1e-08,4,8,True,True,4,0.43,0.0001,0.0001,5.0,0.1,1500000.0,2100000.0
208,XLM/GBP,XLM,GBP,online,8,1e-08,5,8,False,True,5,0.43,1e-05,1e-05,30.0,,,
209,ADA/AUD,ADA,AUD,online,8,1e-08,5,6,False,True,5,1.0,1e-05,1e-05,20.0,,,
210,LINK/AUD,LINK,AUD,online,8,1e-08,3,6,False,True,3,1.0,0.001,0.001,0.55,,,
211,USDC/AUD,USDC,AUD,online,8,1e-08,4,8,True,True,4,1.0,0.0001,0.0001,5.0,0.1,770000.0,740000.0
212,DOGE/USDT,DOGE,USDT,online,8,1e-08,5,9,True,True,5,0.5,1e-05,1e-05,13.0,0.1,7100000.0,6200000.0
213,OCEAN/USD,OCEAN,USD,online,8,1e-08,4,7,False,True,4,0.5,0.0001,0.0001,40.0,,,
214,OCEAN/EUR,OCEAN,EUR,online,8,1e-08,4,7,False,True,4,0.45,0.0001,0.0001,40.0,,,
215,EWT/USD,EWT,USD,online,8,1e-08,3,6,False,True,3,0.5,0.001,0.001,10.0,,,
216,EWT/EUR,EWT,EUR,online,8,1e-08,3,6,False,True,3,0.45,0.001,0.001,10.0,,,
