,symbol,base,quote,status,qty_precision,qty_increment,price_precision,cost_precision,marginable,has_index,ws_display_price_precision,cost_min,tick_size,price_increment,qty_min,margin_initial,position_limit_long,position_limit_short
1269,ANIME/EUR,ANIME,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,1100.0,,,
1270,U2U/EUR,U2U,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,3200.0,,,
1271,ASTER/USD,ASTER,USD,online,5,1e-05,5,5,True,True,5,0.5,1e-05,1e-05,8.0,0.33,330000.0,330000.0
1272,BLUAI/EUR,BLUAI,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,800.0,,,
1273,BKS/USD,BKS,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,13000.0,,,
1274,BKS/EUR,BKS,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,13000.0,,,
1275,OBOL/USD,OBOL,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,360.0,,,
1276,OBOL/EUR,OBOL,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,360.0,,,
1277,SHX/USD,SHX,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,1200.0,,,
1278,SHX/EUR,SHX,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,1200.0,,,
1279,ZRC/USD,ZRC,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,3300.0,,,
1280,ZRC/EUR,ZRC,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,3300.0,,,
1281,RIVER/USD,RIVER,USD,online,5,1e-05,3,5,False,False,3,0.5,0.001,0.001,0.3,,,
1282,RIVER/EUR,RIVER,EUR,online,5,1e-05,3,5,False,False,3,0.45,0.001,0.001,0.3,,,
1283,BLUAI/USD,BLUAI,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,800.0,,,
1284,ASTER/EUR,ASTER,EUR,online,5,1e-05,5,5,False,True,5,0.45,1e-05,1e-05,8.0,,,
1285,SIDEKICK/USDT,SIDEKICK,USDT,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,9900.0,,,
1286,APR/USD,APR,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,30.0,,,
1287,APR/EUR,APR,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,30.0,,,
1288,CGN/USD,CGN,USD,post_only,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,100.0,,,
1289,CGN/EUR,CGN,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,100.0,,,
1290,XNAP/USD,XNAP,USD,cancel_only,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,2440.0,,,
1291,XNAP/EUR,XNAP,EUR,cancel_only,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,2440.0,,,
1292,LION/USD,LION,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,1900.0,,,
1293,LION/EUR,LION,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,1900.0,,,
1294,MET/USD,MET,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,40.0,,,
1295,MET/EUR,MET,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,40.0,,,
1296,EAT/USD,EAT,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,185.0,,,
1297,EAT/EUR,EAT,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,185.0,,,
1298,ALLO/USD,ALLO,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,50.0,,,
1299,ALLO/EUR,ALLO,EUR,post_only,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,50.0,,,
1300,BOS/USD,BOS,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,6500.0,,,
1301,BOS/EUR,BOS,EUR,post_only,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,6500.0,,,
1302,TEA/USD,TEA,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,1300.0,,,
1303,TEA/EUR,TEA,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,1300.0,,,
1304,CC/USD,CC,USD,online,5,1e-05,5,5,True,True,5,0.5,1e-05,1e-05,35.0,0.33,910000.0,800000.0
1305,CC/EUR,CC,EUR,online,5,1e-05,5,5,False,True,5,0.45,1e-05,1e-05,35.0,,,
1306,VELVET/USD,VELVET,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,75.0,,,
1307,VELVET/EUR,VELVET,EUR,post_only,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,75.0,,,
1308,GAIB/USD,GAIB,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,190.0,,,
1309,GAIB/EUR,GAIB,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,190.0,,,
1310,FOREST/USD,FOREST,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,340.0,,,
1311,FOREST/EUR,FOREST,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,340.0,,,
1312,AIN/USD,AIN,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,100.0,,,
1313,DAG/USD,DAG,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,570.0,,,
1314,DAG/EUR,DAG,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,570.0,,,
1315,RVV/USD,RVV,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,31000.0,,,
1316,AIO/USD,AIO,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,65.0,,,
1317,AIO/EUR,AIO,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,65.0,,,
1318,TRUST/USD,TRUST,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,75.0,,,
1319,TRUST/EUR,TRUST,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,75.0,,,
1320,UAI/USD,UAI,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,25.0,,,
1321,UAI/EUR,UAI,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,25.0,,,
1322,OBOL/USDT,OBOL,USDT,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,360.0,,,
1323,PLANCK/USD,PLANCK,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,11000.0,,,
1324,PLANCK/EUR,PLANCK,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,11000.0,,,
1325,BMB/USD,BMB,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,1100.0,,,
1326,BMB/EUR,BMB,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,1100.0,,,
1327,LAVA/USD,LAVA,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,200.0,,,
1328,LAVA/EUR,LAVA,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,200.0,,,
1329,IAG/USD,IAG,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,110.0,,,
1330,IAG/EUR,IAG,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,110.0,,,
1331,OOB/USD,OOB,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,350.0,,,
1332,OOB/EUR,OOB,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,350.0,,,
1333,CC/USDT,CC,USDT,online,5,1e-05,5,5,False,True,5,0.5,1e-05,1e-05,35.0,,,
1334,CC/USDC,CC,USDC,online,5,1e-05,5,5,False,True,5,0.5,1e-05,1e-05,35.0,,,
1335,TGBP/USD,TGBP,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,4.0,,,
1336,TGBP/GBP,TGBP,GBP,cancel_only,8,1e-08,5,8,False,False,5,0.43,1e-05,1e-05,4.0,,,
1337,RSC/USD,RSC,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,85.0,,,
1338,RSC/EUR,RSC,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,85.0,,,
1339,RAVE/USD,RAVE,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,0.3,,,
1340,RAVE/EUR,RAVE,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,0.3,,,
1341,BOB/USD,BOB,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,950.0,,,
1342,BOB/EUR,BOB,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,950.0,,,
1343,CHECK/USD,CHECK,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,140.0,,,
1344,CHECK/EUR,CHECK,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,140.0,,,
1345,FIGHT/USD,FIGHT,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,2100.0,,,
1346,FIGHT/EUR,FIGHT,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,2100.0,,,
1347,TAKE/USD,TAKE,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,320.0,,,
1348,TAKE/EUR,TAKE,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,320.0,,,
1349,MON/USD,MON,USD,online,5,1e-05,5,5,True,True,5,0.5,1e-05,1e-05,200.0,0.33,2700000.0,1300000.0
1350,MON/EUR,MON,EUR,online,5,1e-05,5,5,False,True,5,0.45,1e-05,1e-05,200.0,,,
1351,SPACE/USD,SPACE,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,890.0,,,
1352,SPACE/EUR,SPACE,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,890.0,,,
1353,ACU/USD,ACU,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,55.0,,,
1354,ACU/EUR,ACU,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,55.0,,,
1355,GAME2/USD,GAME2,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,3800.0,,,
1356,GAME2/EUR,GAME2,EUR,online,5,1e-05,7,5,False,False,7,0.45,1e-07,1e-07,3800.0,,,
1357,ESPORTS/USD,ESPORTS,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,15.0,,,
1358,RLS/USD,RLS,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,1500.0,,,
1359,RLS/EUR,RLS,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,1500.0,,,
1360,VOOI/USD,VOOI,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,700.0,,,
1361,BSU/USD,BSU,USD,cancel_only,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,110.0,,,
1362,BSU/EUR,BSU,EUR,cancel_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,110.0,,,
1363,BRL1/USD,BRL1,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,25.0,,,
1364,OMI/USD,OMI,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,41000.0,,,
1365,OMI/EUR,OMI,EUR,online,5,1e-05,7,5,False,False,7,0.45,1e-07,1e-07,41000.0,,,
1366,NIGHT/USD,NIGHT,USD,online,5,1e-05,5,5,True,True,5,0.5,1e-05,1e-05,100.0,0.33,4500000.0,3100000.0
1367,NIGHT/EUR,NIGHT,EUR,online,5,1e-05,5,5,False,True,5,0.45,1e-05,1e-05,100.0,,,
1368,THQ/USD,THQ,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,230.0,,,
1369,THQ/EUR,THQ,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,230.0,,,
1370,ADI/USD,ADI,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,1.2,,,
1371,ADI/EUR,ADI,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,1.2,,,
1372,US/USD,US,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,1200.0,,,
1373,US/EUR,US,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,1200.0,,,
1374,ZKP/USD,ZKP,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,70.0,,,
1375,ZKP/EUR,ZKP,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,70.0,,,
1376,STABLE/USD,STABLE,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,170.0,,,
1377,STABLE/EUR,STABLE,EUR,cancel_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,170.0,,,
1378,EVAA/USD,EVAA,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,12.0,,,
1379,ALMANAK/USD,ALMANAK,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,2100.0,,,
1380,ALMANAK/EUR,ALMANAK,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,2100.0,,,
1381,KULA/USD,KULA,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,25.0,,,
1382,KULA/EUR,KULA,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,25.0,,,
1383,IR/USD,IR,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,140.0,,,
1384,IR/EUR,IR,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,140.0,,,
1385,AUDX/USD,AUDX,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,7.0,,,
1386,AUDX/AUD,AUDX,AUD,online,8,1e-08,4,8,False,False,4,1.0,0.0001,0.0001,7.0,,,
1387,ELIZAOS/USD,ELIZAOS,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,6700.0,,,
1388,FRNT/USD,FRNT,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,5.0,,,
1389,COPM/USD,COPM,USD,online,8,1e-08,7,8,False,False,7,0.5,1e-07,1e-07,20000.0,,,
1390,VET/USD,VET,USD,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,700.0,,,
1391,VET/EUR,VET,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,700.0,,,
1392,BTC/AUSD,BTC,AUSD,online,8,1e-08,2,5,False,False,2,0.5,0.01,0.01,5e-05,,,
1393,VTHO/USD,VTHO,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,8500.0,,,
1394,VTHO/EUR,VTHO,EUR,online,5,1e-05,7,5,False,False,7,0.45,1e-07,1e-07,8500.0,,,
1395,FLOCK/USD,FLOCK,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,100.0,,,
1396,FLOCK/EUR,FLOCK,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,100.0,,,
1397,BREV/USD,BREV,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,45.0,,,
1398,BREV/EUR,BREV,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,45.0,,,
1399,AUSD/USD,AUSD,USD,online,8,1e-08,5,8,False,False,5,0.5,1e-05,1e-05,5.0,,,
1400,AUSD/EUR,AUSD,EUR,post_only,8,1e-08,4,8,False,False,4,0.45,0.0001,0.0001,5.0,,,
1401,MON/AUSD,MON,AUSD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,200.0,,,
1402,ROLL/USD,ROLL,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,65.0,,,
1403,ROLL/EUR,ROLL,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,65.0,,,
1404,FUN/USD,FUN,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,160.0,,,
1405,FUN/EUR,FUN,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,160.0,,,
1406,ELIZAOS/EUR,ELIZAOS,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,6700.0,,,
1407,IN/USD,IN,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,90.0,,,
1408,IN/EUR,IN,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,90.0,,,
1409,VET/USDT,VET,USDT,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,700.0,,,
1410,VET/USDC,VET,USDC,online,5,1e-05,6,5,False,False,6,0.5,1e-06,1e-06,700.0,,,
1411,BDX/USD,BDX,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,60.0,,,
1412,FRNT/USDC,FRNT,USDC,online,5,1e-05,5,8,False,False,5,0.5,1e-05,1e-05,5.0,,,
1413,SKR/USD,SKR,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,270.0,,,
1414,SKR/EUR,SKR,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,270.0,,,
1415,GWEI/USD,GWEI,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,110.0,,,
1416,GWEI/EUR,GWEI,EUR,post_only,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,110.0,,,
1417,SENT/USD,SENT,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,290.0,,,
1418,SENT/EUR,SENT,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,290.0,,,
1419,ALEO/USD,ALEO,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,120.0,,,
1420,ALEO/EUR,ALEO,EUR,post_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,120.0,,,
1421,SUP/USD,SUP,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,1000.0,,,
1422,SUP/EUR,SUP,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,1000.0,,,
1423,FIDD/USD,FIDD,USD,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1424,FIDD/USDC,FIDD,USDC,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1425,FIDD/USDT,FIDD,USDT,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1426,BTC/FIDD,BTC,FIDD,online,8,1e-08,1,5,False,False,1,0.5,0.1,0.1,5e-05,,,
1427,ETH/FIDD,ETH,FIDD,online,8,1e-08,2,6,False,False,2,0.5,0.01,0.01,0.001,,,
1428,HSK/USD,HSK,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,30.0,,,
1429,HSK/EUR,HSK,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,30.0,,,
1430,MEZO/USD,MEZO,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,12.0,,,
1431,MEZO/EUR,MEZO,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,12.0,,,
1432,BGB/USD,BGB,USD,online,5,1e-05,3,5,False,False,3,0.5,0.001,0.001,2.6,,,
1433,BGB/EUR,BGB,EUR,online,5,1e-05,3,5,False,False,3,0.45,0.001,0.001,2.6,,,
1434,CASH/USD,CASH,USD,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1435,CASH/USDC,CASH,USDC,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1436,USAT/USDT,USAT,USDT,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1437,USAT/USD,USAT,USD,online,5,1e-05,4,8,False,False,4,0.5,0.0001,0.0001,5.0,,,
1438,HYPE/USD,HYPE,USD,online,8,1e-08,2,5,True,True,2,0.5,0.01,0.01,0.15,0.2,15000.0,12000.0
1439,HYPE/EUR,HYPE,EUR,online,8,1e-08,2,5,True,True,2,0.45,0.01,0.01,0.15,0.33,3500.0,2700.0
1440,INX/USD,INX,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,400.0,,,
1441,INX/EUR,INX,EUR,online,5,1e-05,6,5,False,False,6,0.45,1e-06,1e-06,400.0,,,
1442,ALEO/USDT,ALEO,USDT,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,120.0,,,
1443,CFX/USD,CFX,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,95.0,,,
1444,CFX/EUR,CFX,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,95.0,,,
1445,ZAMA/USD,ZAMA,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,220.0,,,
1446,ZAMA/EUR,ZAMA,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,220.0,,,
1447,TRIA/USD,TRIA,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,175.0,,,
1448,TRIA/EUR,TRIA,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,175.0,,,
1449,WARD/USD,WARD,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,1200.0,,,
1450,WARD/EUR,WARD,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,1200.0,,,
1451,RAILS/USD,RAILS,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,30.0,,,
1452,RAILS/EUR,RAILS,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,30.0,,,
1453,RNBW/USD,RNBW,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,270.0,,,
1454,RNBW/EUR,RNBW,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,270.0,,,
1455,ESP/USD,ESP,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,65.0,,,
1456,RAIN/USD,RAIN,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,610.0,,,
1457,RAIN/EUR,RAIN,EUR,online,8,1e-08,6,5,False,False,6,0.45,1e-06,1e-06,610.0,,,
1458,UP/USD,UP,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,80.0,,,
1459,UP/EUR,UP,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,80.0,,,
1460,PEPECOIN/USD,PEPECOIN,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,60.0,,,
1461,ESP/EUR,ESP,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,65.0,,,
1462,PACT/USD,PACT,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,140000.0,,,
1463,PEP/USD,PEP,USD,online,5,1e-05,7,5,False,False,7,0.5,1e-07,1e-07,39000.0,,,
1464,PEP/EUR,PEP,EUR,online,5,1e-05,7,5,False,False,7,0.45,1e-07,1e-07,39000.0,,,
1465,AZTEC/USD,AZTEC,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,230.0,,,
1466,AZTEC/EUR,AZTEC,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,230.0,,,
1467,WAR/USD,WAR,USD,cancel_only,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,3500.0,,,
1468,WAR/EUR,WAR,EUR,cancel_only,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,3500.0,,,
1469,QCAD/USD,QCAD,USD,post_only,8,1e-08,4,8,False,False,4,0.5,0.0001,0.0001,7.0,,,
1470,RAVE/USDT,RAVE,USDT,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,0.3,,,
1471,ROBO/USD,ROBO,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,230.0,,,
1472,MANTRA/USD,MANTRA,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,440.0,,,
1473,MANTRA/EUR,MANTRA,EUR,online,8,1e-08,6,5,False,False,6,0.45,1e-06,1e-06,440.0,,,
1474,DOVU/USD,DOVU,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,1700.0,,,
1475,IDOS/USD,IDOS,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,340.0,,,
1476,IDOS/EUR,IDOS,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,340.0,,,
1477,OPN/USD,OPN,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,30.0,,,
1478,WBT/USD,WBT,USD,online,8,1e-08,2,5,False,False,2,0.5,0.01,0.01,0.1,,,
1479,WBT/EUR,WBT,EUR,online,8,1e-08,2,5,False,False,2,0.45,0.01,0.01,0.1,,,
1480,AMI/USD,AMI,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,690.0,,,
1481,AMI/EUR,AMI,EUR,online,8,1e-08,6,5,False,False,6,0.45,1e-06,1e-06,690.0,,,
1482,TX/USD,TX,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,470.0,,,
1483,TX/EUR,TX,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,470.0,,,
1484,WFB/EUR,WFB,EUR,online,5,1e-05,4,5,False,False,4,0.45,0.0001,0.0001,12.0,,,
1485,PACK/USD,PACK,USD,online,8,1e-08,6,5,False,False,6,0.5,1e-06,1e-06,600.0,,,
1486,PI/USD,PI,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,30.0,,,
1487,PI/EUR,PI,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,30.0,,,
1488,WFB/USD,WFB,USD,online,5,1e-05,4,5,False,False,4,0.5,0.0001,0.0001,12.0,,,
1489,UNITAS/USD,UNITAS,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,30.0,,,
1490,UNITAS/USDT,UNITAS,USDT,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,30.0,,,
1491,BONZO/USD,BONZO,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,102.6062,,,
1492,KAT/USD,KAT,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,480.0,,,
1493,KAT/EUR,KAT,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,480.0,,,
1494,SHAPE/USD,SHAPE,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,9400.0,,,
1495,SAUCE/USD,SAUCE,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,250.0,,,
1496,SAUCE/EUR,SAUCE,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,250.0,,,
1497,SCOR/USD,SCOR,USD,online,5,1e-05,5,5,False,False,5,0.5,1e-05,1e-05,390.0,,,
1498,SCOR/EUR,SCOR,EUR,online,5,1e-05,5,5,False,False,5,0.45,1e-05,1e-05,390.0,,,
1499,OKB/USD,OKB,USD,online,5,1e-05,2,5,True,False,2,0.5,0.01,0.01,0.035,0.2,0.0,0.0
1500,OKB/EUR,OKB,EUR,online,5,1e-05,2,5,True,False,2,0.45,0.01,0.01,0.035,0.2,0.0,0.0
