,product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description,best_bid_price,best_ask_price
228,EDGE-USDC,0.11089,-2.94941361806406,4080602.6,111.79022991936032,0.1,0.00001,1,10000000,0.1,111095135.5935810422927024,Definitive,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,EDGE,,,EDGE-USD,[],EDGE,USD,False,0.00001,EDGE-USDC,CBE,452498.02,2025-04-02T19:43:00.014Z,,,,,,,,False,,,
229,ME-USD,0.1087,-4.39753737906772,4154577.49,109.63281422330778,0.01,0.0001,1,10000000,0.01,1988359.5875663555105732,Magic Eden,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ME,,,,['ME-USDC'],ME,USD,False,0.0001,ME-USD,CBE,451602.57,2024-12-10T20:40:01.148Z,,,,,,,,False,,,
230,FAI-USDC,0.00323,-5.83090379008746,139782404,83.22258418990625,1,0.00001,1,10000000,1,394150168.6260002934208652,Freysa,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FAI,,,FAI-USD,[],FAI,USD,False,0.00001,FAI-USDC,CBE,451497.16,2025-03-26T18:17:01.157Z,,,,,,,,False,,,
231,HNT-USDC,1.079,1.98487712665406,417398.67,-29.41976282360673,0.01,0.001,1,10000000,0.01,7031336.3755551802914817,Helium,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,HNT,,,HNT-USD,[],HNT,USD,False,0.001,HNT-USDC,CBE,450373.16,2023-07-11T16:04:00.718Z,,,,,,,,False,,,
232,HNT-USD,1.079,1.98487712665406,416790.3,-29.10595648844854,0.01,0.001,1,10000000,0.01,7031336.3755551802914817,Helium,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,HNT,,,,['HNT-USDC'],HNT,USD,False,0.001,HNT-USD,CBE,449716.73,2023-07-11T16:04:00.718Z,,,,,,,,False,,,
233,EDGE-USD,0.11089,-2.94941361806406,4019584.4,114.69817579552296,0.1,0.00001,1,10000000,0.1,111095135.5935810422927024,Definitive,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,EDGE,,,,['EDGE-USDC'],EDGE,USD,False,0.00001,EDGE-USD,CBE,445731.71,2025-04-02T19:43:00.014Z,,,,,,,,False,,,
234,TRU-USDC,0.0041,-18,108637761.4,22.90768118126852,0.1,0.0001,1,10000000,0.1,111470500,TrueFi,USDC,False,False,False,online,False,True,False,False,False,SPOT,USDC,TRU,,,TRU-USD,[],TRU,USD,False,0.0001,TRU-USDC,CBE,445414.82,2023-01-01T00:00:00Z,,,,,,,,False,,,
235,PIRATE-USDC,0.0041,-14.58333333333333,108355065.1,-34.96454338719775,0.1,0.0001,1,10000000,0.1,50000000,Pirate Nation Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PIRATE,,,PIRATE-USD,[],PIRATE,USD,False,0.0001,PIRATE-USDC,CBE,444255.77,2024-06-13T16:36:00.035Z,,,,,,,,False,,,
236,PIRATE-USD,0.0041,-14.58333333333333,108353804.5,-34.93255672632894,0.1,0.0001,1,10000000,0.1,50000000,Pirate Nation Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PIRATE,,,,['PIRATE-USDC'],PIRATE,USD,False,0.0001,PIRATE-USD,CBE,444250.6,2024-06-13T16:36:00.035Z,,,,,,,,False,,,
237,USDT-GBP,0.7406,0.08108108108108,598720.04,-50.47345936956933,0.01,0.0001,1,10000000,0.01,1200000,Tether,British Pound,False,False,False,online,False,False,False,False,False,SPOT,GBP,USDT,,,,[],USDT,GBP,False,0.0001,USDT-GBP,CBE,443412.0616,2023-01-01T00:00:00Z,,,,,,,,False,,,
238,TRU-USD,0.0041,-18,106355596.2,22.30108256130271,0.1,0.0001,1,10000000,0.1,111470500,TrueFi,US Dollar,False,False,False,online,False,True,False,False,False,SPOT,USD,TRU,,,,['TRU-USDC'],TRU,USD,False,0.0001,TRU-USD,CBE,436057.94,2023-01-01T00:00:00Z,,,,,,,,False,,,
239,FAI-USD,0.00323,-5.83090379008746,134886273,90.81209361393308,1,0.00001,1,10000000,1,394150168.6260002934208652,Freysa,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,FAI,,,,['FAI-USDC'],FAI,USD,False,0.00001,FAI-USD,CBE,435682.66,2025-03-26T18:17:01.157Z,,,,,,,,False,,,
240,SKL-USD,0.0069,-5.47945205479452,62077697.4,-72.38029589118384,0.1,0.0001,1,10000000,0.1,257817000,SKALE,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SKL,,,,['SKL-USDC'],SKL,USD,False,0.0001,SKL-USD,CBE,428336.11,2023-01-01T00:00:00Z,,,,,,,,False,,,
241,ARKM-USDC,0.132,1.53846153846154,3193456,-25.24043006613959,0.01,0.001,1,10000000,0.01,3970579.1275286476687433,Arkham,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ARKM,,,ARKM-USD,[],ARKM,USD,False,0.001,ARKM-USDC,CBE,421536.19,2024-04-01T15:56:00.068Z,,,,,,,,False,,,
242,QI-USDC,0.001492,-39.66841892438334,282096555,71.45286538159483,1,0.000001,1,10000000,1,1264062697.5097964859057009,BENQI,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,QI,,,QI-USD,[],QI,USD,False,0.000001,QI-USDC,CBE,420888.06,2023-01-01T00:00:00Z,,,,,,,,False,,,
243,QI-USD,0.001492,-39.66841892438334,282086990,76.24192513441285,1,0.000001,1,10000000,1,1264062697.5097964859057009,BENQI,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,QI,,,,['QI-USDC'],QI,USD,False,0.000001,QI-USD,CBE,420873.79,2023-01-01T00:00:00Z,,,,,,,,False,,,
244,MOODENG-USDC,0.0532,-2.91970802919708,7889340.83,-24.46786882277162,0.01,0.0001,1,10000000,0.01,18787322.1873138644445961,Moo Deng,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MOODENG,,,MOODENG-USD,[],MOODENG,USD,False,0.0001,MOODENG-USDC,CBE,419712.93,2024-12-03T17:03:00.045Z,,,,,,,,False,,,
245,MOODENG-USD,0.0532,-2.91970802919708,7875368.85,-24.60163581914128,0.01,0.0001,1,10000000,0.01,18787322.1873138644445961,Moo Deng,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,MOODENG,,,,['MOODENG-USDC'],MOODENG,USD,False,0.0001,MOODENG-USD,CBE,418969.62,2024-12-03T17:03:00.045Z,,,,,,,,False,,,
246,ARKM-USD,0.132,1.53846153846154,3160787.82,-22.70034114426391,0.01,0.001,1,10000000,0.01,3970579.1275286476687433,Arkham,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ARKM,,,,['ARKM-USDC'],ARKM,USD,False,0.001,ARKM-USD,CBE,417223.99,2024-04-01T15:56:00.068Z,,,,,,,,False,,,
247,ZEN-USDC,5.915,0.76660988074957,70038.032,-19.66234663381739,0.001,0.001,1,10000000,0.001,1005700,Horizen,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZEN,,,ZEN-USD,[],ZEN,USD,False,0.001,ZEN-USDC,CBE,414274.96,2023-01-01T00:00:00Z,,,,,,,,False,,,
248,STRK-USD,0.034,-2.85714285714286,12139996.9,38.4374494269138,0.01,0.001,1,10000000,0.01,8333333.3333333333333333,Starknet Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,STRK,,,,['STRK-USDC'],STRK,USD,False,0.001,STRK-USD,CBE,412759.89,2024-02-21T16:53:02.145Z,,,,,,,,False,,,
249,STRK-USDC,0.034,-2.85714285714286,12139996.9,38.4374494269138,0.01,0.001,1,10000000,0.01,8333333.3333333333333333,Starknet Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,STRK,,,STRK-USD,[],STRK,USD,False,0.001,STRK-USDC,CBE,412759.89,2024-02-21T16:53:02.145Z,,,,,,,,False,,,
250,ZEN-USD,5.915,0.76660988074957,69537.131,-19.86172430894711,0.001,0.001,1,10000000,0.001,1005700,Horizen,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZEN,,,,['ZEN-USDC'],ZEN,USD,False,0.001,ZEN-USD,CBE,411312.13,2023-01-01T00:00:00Z,,,,,,,,False,,,
251,ZK-USDC,0.01577,-2.47371675943105,25848189.3,-56.74106496863893,0.1,0.00001,1,10000000,0.1,79078014.4304218071867549,ZKsync,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZK,,,ZK-USD,[],ZK,USD,False,0.00001,ZK-USDC,CBE,407625.95,2024-09-24T20:49:00.013Z,,,,,,,,False,,,
252,CLANKER-USD,24.76,-4.62249614791988,16400.6828,-12.36689840792084,0.0001,0.01,1,10000000,0.0001,182233.0469269270877112,tokenbot,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,CLANKER,,,,['CLANKER-USDC'],CLANKER,USD,False,0.01,CLANKER-USD,CBE,406080.91,2025-04-22T16:25:00.031Z,,,,,,,,False,,,
253,CLANKER-USDC,24.76,-4.62249614791988,16400.6828,-12.36689840792084,0.0001,0.01,1,10000000,0.0001,182233.0469269270877112,tokenbot,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,CLANKER,,,CLANKER-USD,[],CLANKER,USD,False,0.01,CLANKER-USDC,CBE,406080.91,2025-04-22T16:25:00.031Z,,,,,,,,False,,,
254,ZK-USD,0.01577,-2.47371675943105,25739936.4,-56.89091131567487,0.1,0.00001,1,10000000,0.1,79078014.4304218071867549,ZKsync,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZK,,,,['ZK-USDC'],ZK,USD,False,0.00001,ZK-USD,CBE,405918.8,2024-09-24T20:49:00.013Z,,,,,,,,False,,,
255,ZETA-USDC,0.0557,-0.17921146953405,7156524.6,43.77334576090072,0.1,0.0001,1,10000000,0.1,70028011.2044817927170868,Zetachain,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ZETA,,,ZETA-USD,[],ZETA,USD,False,0.0001,ZETA-USDC,CBE,398618.42,2024-01-31T16:56:00.239Z,,,,,,,,False,,,
256,ZETA-USD,0.0557,-0.17921146953405,7133690.9,43.98574991982448,0.1,0.0001,1,10000000,0.1,70028011.2044817927170868,Zetachain,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ZETA,,,,['ZETA-USDC'],ZETA,USD,False,0.0001,ZETA-USD,CBE,397346.58,2024-01-31T16:56:00.239Z,,,,,,,,False,,,
257,AXL-USDC,0.0581,-11.56773211567732,6739382.8,-74.60580330053581,0.1,0.0001,1,10000000,0.1,16200817.8205237436026818,Axelar,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,AXL,,,AXL-USD,[],AXL,USD,False,0.0001,AXL-USDC,CBE,391558.14,2023-01-01T00:00:00Z,,,,,,,,False,,,
258,AXL-USD,0.0581,-11.56773211567732,6722686.2,-74.66871659054989,0.1,0.0001,1,10000000,0.1,16200817.8205237436026818,Axelar,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,AXL,,,,['AXL-USDC'],AXL,USD,False,0.0001,AXL-USD,CBE,390588.07,2023-01-01T00:00:00Z,,,,,,,,False,,,
259,RED-USDC,0.1363,-2.36389684813754,2812667.57,19.19179841809255,0.01,0.0001,1,10000000,0.01,20201650.6342478415528703,Redstone,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,RED,,,RED-USD,[],RED,USD,False,0.0001,RED-USDC,CBE,383366.59,2025-03-11T16:01:00.018Z,,,,,,,,False,,,
260,RED-USD,0.1363,-2.36389684813754,2810063.69,19.08145436486165,0.01,0.0001,1,10000000,0.01,20201650.6342478415528703,Redstone,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,RED,,,,['RED-USDC'],RED,USD,False,0.0001,RED-USD,CBE,383011.68,2025-03-11T16:01:00.018Z,,,,,,,,False,,,
261,FORT-USDC,0.0163,3.16455696202532,23380779.73,414.94616710290711,0.01,0.0001,1,10000000,0.01,75788300,Forta,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,FORT,,,FORT-USD,[],FORT,USD,False,0.0001,FORT-USDC,CBE,381106.71,2023-01-01T00:00:00Z,,,,,,,,False,,,
262,BNT-USDC,0.3146,0.03179650238474,1210978.250979,1488.69427032933091,0.000001,0.0001,1,10000000,0.000001,20929800,Bancor Network Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BNT,,,BNT-USD,[],BNT,USD,False,0.0001,BNT-USDC,CBE,380973.76,2023-01-01T00:00:00Z,,,,,,,,False,,,
263,PNUT-USDC,0.0562,-2.7681660899654,6776296.4,-18.02151331345764,0.01,0.0001,1,10000000,0.01,20157287.0332798151287933,Peanut the Squirrel,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,PNUT,,,PNUT-USD,[],PNUT,USD,False,0.0001,PNUT-USDC,CBE,380827.86,2025-01-13T18:39:00.019Z,,,,,,,,False,,,
264,PNUT-USD,0.0562,-2.7681660899654,6776276.4,-18.02175527007183,0.01,0.0001,1,10000000,0.01,20157287.0332798151287933,Peanut the Squirrel,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,PNUT,,,,['PNUT-USDC'],PNUT,USD,False,0.0001,PNUT-USD,CBE,380826.73,2025-01-13T18:39:00.019Z,,,,,,,,False,,,
265,BNT-USD,0.3146,0.03179650238474,1209578.733817,1705.2866323267343,0.000001,0.0001,1,10000000,0.000001,20929800,Bancor Network Token,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,BNT,,,,['BNT-USDC'],BNT,USD,False,0.0001,BNT-USD,CBE,380533.47,2023-01-01T00:00:00Z,,,,,,,,False,,,
266,RECALL-USDC,0.0489,-6.6793893129771,7734860.9,-57.66666511286577,0.01,0.0001,1,10000000,0.01,15794245.2063211340889846,Recall Network,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,RECALL,,,RECALL-USD,[],RECALL,USD,False,0.0001,RECALL-USDC,CBE,378234.7,2025-10-15T17:57:00.020Z,,,,,,,,False,,,
267,RECALL-USD,0.0489,-6.6793893129771,7719239.33,-57.75216285649977,0.01,0.0001,1,10000000,0.01,15794245.2063211340889846,Recall Network,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,RECALL,,,,['RECALL-USDC'],RECALL,USD,False,0.0001,RECALL-USD,CBE,377470.8,2025-10-15T17:57:00.020Z,,,,,,,,False,,,
268,WIF-USD,0.201,-2.42718446601942,1870106.24,-20.83450122267977,0.01,0.001,1,10000000,0.01,2407777.5875855558493855,dogwifhat,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,WIF,,,,['WIF-USDC'],WIF,USD,False,0.001,WIF-USD,CBE,375891.35,2024-11-13T19:37:00.035Z,,,,,,,,False,,,
269,ELSA-USDC,0.0682,-8.20995962314939,5453191.5,45.41265063766928,0.1,0.0001,1,10000000,0.1,68582850.1531169732306758,Elsa,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ELSA,,,ELSA-USD,[],ELSA,USD,False,0.0001,ELSA-USDC,CBE,371907.66,2026-01-20T16:54:03.382Z,,,,,,,,False,,,
270,WIF-USDC,0.201,-2.42718446601942,1848236.48,-26.77947278117073,0.01,0.001,1,10000000,0.01,2407777.5875855558493855,dogwifhat,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,WIF,,,WIF-USD,[],WIF,USD,False,0.001,WIF-USDC,CBE,371495.53,2024-11-13T19:37:00.035Z,,,,,,,,False,,,
271,SYRUP-USD,0.234,-3.06545153272577,1582517.9,-50.22950934336435,0.1,0.0001,1,10000000,0.1,73281086.2795751710857166,Maple Finance,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SYRUP,,,,['SYRUP-USDC'],SYRUP,USD,False,0.0001,SYRUP-USD,CBE,370309.19,2025-03-12T19:08:04.564Z,,,,,,,,False,,,
272,SYRUP-USDC,0.234,-3.06545153272577,1582517.9,-50.22950934336435,0.1,0.0001,1,10000000,0.1,73281086.2795751710857166,Maple Finance,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SYRUP,,,SYRUP-USD,[],SYRUP,USD,False,0.0001,SYRUP-USDC,CBE,370309.19,2025-03-12T19:08:04.564Z,,,,,,,,False,,,
273,KERNEL-USDC,0.0695,-15.75757575757576,5312922.15,233.70853848549013,0.01,0.0001,1,10000000,0.01,33337516.9395567566980866,KernelDAO,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,KERNEL,,,KERNEL-USD,[],KERNEL,USD,False,0.0001,KERNEL-USDC,CBE,369248.09,2025-04-14T17:50:00.020Z,,,,,,,,False,,,
274,KERNEL-USD,0.0695,-15.75757575757576,5306645.44,239.82455300447902,0.01,0.0001,1,10000000,0.01,33337516.9395567566980866,KernelDAO,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,KERNEL,,,,['KERNEL-USDC'],KERNEL,USD,False,0.0001,KERNEL-USD,CBE,368811.86,2025-04-14T17:50:00.020Z,,,,,,,,False,,,
275,ELSA-USD,0.0682,-8.20995962314939,5350436.2,43.36076856114043,0.1,0.0001,1,10000000,0.1,68582850.1531169732306758,Elsa,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ELSA,,,,['ELSA-USDC'],ELSA,USD,False,0.0001,ELSA-USD,CBE,364899.75,2026-01-20T16:54:03.382Z,,,,,,,,False,,,
276,SUKU-USDC,0.0086,19.44444444444444,41846714.6,129.76855010718405,0.1,0.0001,1,10000000,0.1,136062700,SUKU,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SUKU,,,SUKU-USD,[],SUKU,USD,False,0.0001,SUKU-USDC,CBE,359881.75,2023-01-01T00:00:00Z,,,,,,,,False,,,
277,JASMY-USDC,0.00573,0.35026269702277,62618456,-59.22363507439138,1,0.00001,1,10000000,1,2085013800,Jasmy,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,JASMY,,,JASMY-USD,[],JASMY,USD,False,0.00001,JASMY-USDC,CBE,358803.75,2023-01-01T00:00:00Z,,,,,,,,False,,,
278,JASMY-USD,0.00573,0.35026269702277,62450362,-57.68085346672847,1,0.00001,1,10000000,1,2085013800,Jasmy,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,JASMY,,,,['JASMY-USDC'],JASMY,USD,False,0.00001,JASMY-USD,CBE,357840.57,2023-01-01T00:00:00Z,,,,,,,,False,,,
279,POPCAT-USDC,0.0602,-4.89731437598736,5887678.11,-46.98200752180403,0.01,0.0001,1,10000000,0.01,36204897.8297954941278624,Popcat (SOL),USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,POPCAT,,,POPCAT-USD,[],POPCAT,USD,False,0.0001,POPCAT-USDC,CBE,354438.22,2025-02-12T21:19:00.014Z,,,,,,,,False,,,
280,TURBO-USDC,0.00115,1.14335971855761,306282262,-11.91593206827853,1,0.000001,1,10000000,1,1105518620.0411492567469846,Turbo,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,TURBO,,,TURBO-USD,[],TURBO,USD,False,0.000001,TURBO-USDC,CBE,352224.6,2024-12-10T17:09:00.014Z,,,,,,,,False,,,
281,TURBO-USD,0.00115,1.14335971855761,306167187,-11.884285174072,1,0.000001,1,10000000,1,1105518620.0411492567469846,Turbo,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TURBO,,,,['TURBO-USDC'],TURBO,USD,False,0.000001,TURBO-USD,CBE,352092.27,2024-12-10T17:09:00.014Z,,,,,,,,False,,,
282,POPCAT-USD,0.0602,-4.89731437598736,5837871,-47.35620400677034,0.01,0.0001,1,10000000,0.01,36204897.8297954941278624,Popcat (SOL),US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,POPCAT,,,,['POPCAT-USDC'],POPCAT,USD,False,0.0001,POPCAT-USD,CBE,351439.83,2025-02-12T21:19:00.014Z,,,,,,,,False,,,
283,FORT-USD,0.0163,3.16455696202532,21560598.78,429.37499395231647,0.01,0.0001,1,10000000,0.01,75788300,Forta,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,FORT,,,,['FORT-USDC'],FORT,USD,False,0.0001,FORT-USD,CBE,351437.76,2023-01-01T00:00:00Z,,,,,,,,False,,,
284,SPX-USDC,0.3326,-3.59420289855072,1053655.15,-35.90214334240112,0.01,0.0001,1,10000000,0.01,7294721.529334157263164,SPX6900,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SPX,,,SPX-USD,[],SPX,USD,False,0.0001,SPX-USDC,CBE,350445.7,2025-09-08T17:21:00.028Z,,,,,,,,False,,,
285,SPX-USD,0.3326,-3.59420289855072,1052544.02,-35.96753246176491,0.01,0.0001,1,10000000,0.01,7294721.529334157263164,SPX6900,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SPX,,,,['SPX-USDC'],SPX,USD,False,0.0001,SPX-USD,CBE,350076.14,2025-09-08T17:21:00.028Z,,,,,,,,False,,,
286,TNSR-USDC,0.03853,-10.20741085993941,9061654.42,-26.39806614890543,0.01,0.00001,1,10000000,0.01,8000000,Tensor,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,TNSR,,,TNSR-USD,[],TNSR,USD,False,0.00001,TNSR-USDC,CBE,349145.54,2024-04-08T16:01:00.477Z,,,,,,,,False,,,
287,TNSR-USD,0.03853,-10.20741085993941,9060154.42,-26.29540558111955,0.01,0.00001,1,10000000,0.01,8000000,Tensor,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,TNSR,,,,['TNSR-USDC'],TNSR,USD,False,0.00001,TNSR-USD,CBE,349087.75,2024-04-08T16:01:00.477Z,,,,,,,,False,,,
288,SUKU-USD,0.0086,19.44444444444444,40425879.3,145.3074512345614,0.1,0.0001,1,10000000,0.1,136062700,SUKU,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SUKU,,,,['SUKU-USDC'],SUKU,USD,False,0.0001,SUKU-USD,CBE,347662.56,2023-01-01T00:00:00Z,,,,,,,,False,,,
289,W-USDC,0.01274,0.5524861878453,27183055.05,-33.59245483157769,0.01,0.00001,1,10000000,0.01,137807552.0236653473097724,Wormhole,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,W,,,W-USD,[],W,USD,False,0.00001,W-USDC,CBE,346312.12,2025-07-01T15:59:00.015Z,,,,,,,,False,,,
290,W-USD,0.01274,0.5524861878453,26958398.44,-33.92845373338847,0.01,0.00001,1,10000000,0.01,137807552.0236653473097724,Wormhole,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,W,,,,['W-USDC'],W,USD,False,0.00001,W-USD,CBE,343450,2025-07-01T15:59:00.015Z,,,,,,,,False,,,
291,RARE-USDC,0.0162,-6.35838150289017,21152711,-86.54489131421793,0.1,0.0001,1,10000000,0.1,85065400,SuperRare,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,RARE,,,RARE-USD,[],RARE,USD,False,0.0001,RARE-USDC,CBE,342673.92,2023-01-01T00:00:00Z,,,,,,,,False,,,
292,RARE-USD,0.0162,-6.35838150289017,20798703.9,-86.76789902639571,0.1,0.0001,1,10000000,0.1,85065400,SuperRare,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,RARE,,,,['RARE-USDC'],RARE,USD,False,0.0001,RARE-USD,CBE,336939,2023-01-01T00:00:00Z,,,,,,,,False,,,
293,ILV-USDC,4.53,-5.82120582120582,74306.2823,-45.93038413580125,0.0001,0.01,1,10000000,0.0001,170164.7793158944197489,Illuvium,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ILV,,,ILV-USD,[],ILV,USD,False,0.01,ILV-USDC,CBE,336607.46,2023-01-01T00:00:00Z,,,,,,,,False,,,
294,ILV-USD,4.53,-5.82120582120582,73835.0816,-46.17900944019277,0.0001,0.01,1,10000000,0.0001,170164.7793158944197489,Illuvium,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ILV,,,,['ILV-USDC'],ILV,USD,False,0.01,ILV-USD,CBE,334472.92,2023-01-01T00:00:00Z,,,,,,,,False,,,
295,ICNT-USDC,0.4026,2.88780986455405,825389.1,-62.53600294995427,0.1,0.0001,1,10000000,0.1,29057138.2158902684762159,Impossible Cloud Network,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,ICNT,,,ICNT-USD,[],ICNT,USD,False,0.0001,ICNT-USDC,CBE,332301.65,2026-03-24T15:55:00.032Z,,,,,,,,False,,,
296,ICNT-USD,0.4026,2.88780986455405,825116.8,-62.08067217545018,0.1,0.0001,1,10000000,0.1,29057138.2158902684762159,Impossible Cloud Network,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,ICNT,,,,['ICNT-USDC'],ICNT,USD,False,0.0001,ICNT-USD,CBE,332192.02,2026-03-24T15:55:00.032Z,,,,,,,,False,,,
297,SKR-USDC,0.01609,-3.99761336515513,20575471,42.04751962402833,1,0.00001,1,10000000,1,826684534.0599443867942041,Seeker,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SKR,,,SKR-USD,[],SKR,USD,False,0.00001,SKR-USDC,CBE,331059.33,2026-01-21T14:33:00.011Z,,,,,,,,False,,,
298,BERA-USDC,0.402,-3.59712230215827,809138.37,-15.67746411858569,0.01,0.001,1,10000000,0.01,1065546.4187233999373465,Berachain,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,BERA,,,BERA-USD,[],BERA,USD,False,0.001,BERA-USDC,CBE,325273.62,2025-02-06T16:57:04.557Z,,,,,,,,False,,,
299,RSR-USDC,0.001821,8.45741512805241,178492479,56.02739694294922,1,0.000001,1,10000000,1,1362448236.9755508431536587,Reserve Rights,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,RSR,,,RSR-USD,[],RSR,USD,False,0.000001,RSR-USDC,CBE,325034.8,2025-04-21T17:16:00.026Z,,,,,,,,False,,,
300,SKR-USD,0.01609,-3.99761336515513,20163610,41.51366544958162,1,0.00001,1,10000000,1,826684534.0599443867942041,Seeker,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,SKR,,,,['SKR-USDC'],SKR,USD,False,0.00001,SKR-USD,CBE,324432.48,2026-01-21T14:33:00.011Z,,,,,,,,False,,,
301,RSR-USD,0.001821,8.45741512805241,177661640,56.11372605095329,1,0.000001,1,10000000,1,1362448236.9755508431536587,Reserve Rights,US Dollar,False,False,False,online,False,False,False,False,False,SPOT,USD,RSR,,,,['RSR-USDC'],RSR,USD,False,0.000001,RSR-USD,CBE,323521.85,2025-04-21T17:16:00.026Z,,,,,,,,False,,,
302,SHPING-USDC,0.001047,-8.47902097902098,305943828,194.43292849552806,1,0.000001,1,10000000,1,2192946700,SHPING,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,SHPING,,,SHPING-USD,[],SHPING,USD,False,0.000001,SHPING-USDC,CBE,320323.19,2023-01-01T00:00:00Z,,,,,,,,False,,,
303,MDT-USDC,0.00483,-22.09677419354839,66057236,-18.70094776557325,1,0.00001,1,10000000,1,158911500,Measurable Data Token,USDC,False,False,False,online,False,False,False,False,False,SPOT,USDC,MDT,,,MDT-USD,[],MDT,USD,False,0.00001,MDT-USDC,CBE,319056.45,2023-01-01T00:00:00Z,,,,,,,,False,,,
