,id,base,base_name,quote,quote_name,fee,min_base_amount,min_quote_amount,max_quote_amount,amount_precision,precision,trade_status,sell_start,buy_start,type,trade_url,st_tag,slippage,market_order_max_stock,market_order_max_money,up_rate,down_rate,delisting_time,max_base_amount
0,ALEPH_USDT,ALEPH,Aleph.im,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1608264000,1608350400,normal,https://www.gate.com/trade/ALEPH_USDT,False,0.1,7228044.81,200000,0.4,0.4,,
1,POOL_USDT,POOL,PoolTogether,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1613815200,normal,https://www.gate.com/trade/POOL_USDT,False,0.1,249454.32,200000,0.4,0.4,,
2,PEIPEI_USDT,PEIPEI,PeiPei,USDT,Tether,0.2,1,3,5000000,0,12,tradable,1607313600,1718373600,normal,https://www.gate.com/trade/PEIPEI_USDT,False,0.1,18783752054472.9,200000,0.4,0.4,,
3,ACN3S_USDT,ACN3S,ACN3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769482800,normal,https://www.gate.com/trade/ACN3S_USDT,False,0.1,0,0,0.6,0.6,,
4,HFT_USDT,HFT,Hashflow,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1667829600,normal,https://www.gate.com/trade/HFT_USDT,False,0.08,10674257.25,300000,0.35,0.35,,
5,COINX_USDT,COINX,Coinbase xStock,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1751443200,normal,https://www.gate.com/trade/COINX_USDT,False,0.08,1189.51,300000,0.15,0.15,,
6,VET_USDT,VET,Vechain,USDT,Tether,0.2,1,3,5000000,0,6,tradable,0,0,normal,https://www.gate.com/trade/VET_USDT,False,0.08,28261893.55,300000,0.3,0.3,,
7,ARG_USDT,ARG,Argentine Football Association Fan Token,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1608782400,1663988400,normal,https://www.gate.com/trade/ARG_USDT,False,0.1,295377.34,200000,0.4,0.4,,
8,BLUE_USDT,BLUE,Bluefin,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1733911200,normal,https://www.gate.com/trade/BLUE_USDT,False,0.1,6193868.07,200000,0.35,0.35,,
9,HGPT_USDT,HGPT,HyperGPT,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1607313600,1708599600,normal,https://www.gate.com/trade/HGPT_USDT,False,0.1,34042553.19,200000,0.4,0.4,,
10,CLEAR_USDT,CLEAR,Everclear,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1577808000,1738062000,normal,https://www.gate.com/trade/CLEAR_USDT,False,0.1,54644808.74,200000,0.4,0.4,,
11,XPD3L_USDT,XPD3L,XPD3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769688000,normal,https://www.gate.com/trade/XPD3L_USDT,False,0.1,0,0,0.6,0.6,,
12,ACNON_USDT,ACNON,Accenture Ondo Tokenized,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1756895400,normal,https://www.gate.com/trade/ACNON_USDT,False,0.08,1821.63,500000,0.15,0.15,,
13,PYM_USDT,PYM,Playermon,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1640318400,normal,https://www.gate.com/trade/PYM_USDT,False,0.1,285795941.7,200000,0.4,0.4,,
14,FLOCK3S_USDT,FLOCK3S,FLOCK3xShort,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1756456200,normal,https://www.gate.com/trade/FLOCK3S_USDT,False,0.1,9380643.04,200000,0.6,0.6,,
15,KGEN_USDT,KGEN,KGeN,USDT,Tether,0.2,0.1,3,5000000,1,5,tradable,1577808000,1759849200,normal,https://www.gate.com/trade/KGEN_USDT,False,0.06,2435638.26,500000,0.35,0.35,,
16,COTI_USDT,COTI,Coti,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1590640500,1590640500,normal,https://www.gate.com/trade/COTI_USDT,False,0.1,13895321.91,300000,0.4,0.4,,
17,XRP_USDC,XRP,XRP,USDC,USDCoin,0.2,0.01,1,5000000,2,4,tradable,0,0,normal,https://www.gate.com/trade/XRP_USDC,False,0.04,524741.56,1000000,0.15,0.15,,
18,SKYA_USDT,SKYA,Sekuya,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1716300000,normal,https://www.gate.com/trade/SKYA_USDT,False,0.1,107497984.41,200000,0.4,0.4,,
19,BRISE_USDT,BRISE,Bitgert,USDT,Tether,0.2,0.1,3,5000000,1,11,tradable,1607313600,1644908400,normal,https://www.gate.com/trade/BRISE_USDT,False,0.1,11072153533862.3,300000,0.4,0.4,,
20,XRP_USDT,XRP,XRP,USDT,Tether,0.2,0.001,3,5000000,3,3,tradable,0,0,normal,https://www.gate.com/trade/XRP_USDT,False,0.03,1573564.12,3000000,0.08,0.08,,
21,SMX_USDT,SMX,Snapmuse.io,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1713531600,normal,https://www.gate.com/trade/SMX_USDT,False,0.1,203863207.79,200000,0.4,0.4,,
22,PAXG_USDT,PAXG,PAX Gold,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1742544000,normal,https://www.gate.com/trade/PAXG_USDT,False,0.03,230.67,1000000,0.08,0.08,,
23,ZBT_USDT,ZBT,ZEROBASE,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1760706000,normal,https://www.gate.com/trade/ZBT_USDT,False,0.08,6026637.74,500000,0.3,0.3,,
24,WIF5S_USDT,WIF5S,WIF5xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1765962000,normal,https://www.gate.com/trade/WIF5S_USDT,False,0.08,269424.37,300000,0.6,0.6,,
25,XAVA_USDT,XAVA,Avalaunch,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1625025600,normal,https://www.gate.com/trade/XAVA_USDT,False,0.1,1301236.17,200000,0.4,0.4,,
26,MDUS_USDT,MDUS,Medieus,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1596702900,1716800400,normal,https://www.gate.com/trade/MDUS_USDT,False,0.1,536193029.49,100000,0.4,0.4,,
27,CBK_USDT,CBK,Cobak,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1608724800,1608778800,normal,https://www.gate.com/trade/CBK_USDT,False,0.1,582580.83,200000,0.4,0.4,,
28,SIN_USDT,SIN,Sinverse,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,1607313600,1645603200,normal,https://www.gate.com/trade/SIN_USDT,False,0.1,523971705.53,200000,0.4,0.4,,
29,UNA_USDT,UNA,Unagi,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1607313600,1718186400,normal,https://www.gate.com/trade/UNA_USDT,False,0.1,21853146.85,200000,0.4,0.4,,
30,BOB_USDT,BOB,BOB,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1763641800,normal,https://www.gate.com/trade/BOB_USDT,False,0.08,42204777.58,500000,0.4,0.4,,
31,FORT_USDT,FORT,Forta,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1662465600,normal,https://www.gate.com/trade/FORT_USDT,False,0.1,10057832.54,200000,0.4,0.4,,
32,ROUTE_USDT,ROUTE,Router Protocol,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1623297600,normal,https://www.gate.com/trade/ROUTE_USDT,False,0.1,99354197.71,200000,0.4,0.4,,
33,GLM_USDT,GLM,Golem,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607140800,1607162400,normal,https://www.gate.com/trade/GLM_USDT,False,0.08,1448225.92,300000,0.35,0.35,,
34,GETA_USDT,GETA,Getaverse,USDT,Tether,0.2,0.1,3,5000000,1,8,tradable,1607313600,1688644800,normal,https://www.gate.com/trade/GETA_USDT,False,0.1,11695906432.75,200000,0.4,0.4,,
35,AITECH_USDT,AITECH,Solidus Ai Tech,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1693220400,normal,https://www.gate.com/trade/AITECH_USDT,False,0.1,26121027.43,300000,0.4,0.4,,
36,NBOT_USDT,NBOT,NBOT,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,0,1554436800,normal,https://www.gate.com/trade/NBOT_USDT,False,0.1,11918240.87,100000,0.4,0.4,,
37,WSB_USDT,WSB,WALL STREET BABY,USDT,Tether,0.2,1,3,5000000,0,12,tradable,1607313600,1683297000,normal,https://www.gate.com/trade/WSB_USDT,False,0.1,30764497769573.9,100000,0.4,0.4,,
38,UNO_USDT,UNO,Lunos,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1637640000,normal,https://www.gate.com/trade/UNO_USDT,False,0.1,449438202.25,200000,0.4,0.4,,
39,HVLO_USDT,HVLO,Hivello,USDT,Tether,0.2,0.1,3,5000000,1,8,tradable,1577808000,1739268000,normal,https://www.gate.com/trade/HVLO_USDT,False,0.1,1437607820.59,200000,0.4,0.4,,
40,NIGHT3L_USDT,NIGHT3L,NIGHT3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1767942000,normal,https://www.gate.com/trade/NIGHT3L_USDT,False,0.1,0,0,0.6,0.6,,
41,SOMI_USDT,SOMI,Somnia,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1756823400,normal,https://www.gate.com/trade/SOMI_USDT,False,0.06,1595914.46,500000,0.3,0.3,,
42,WAG_USDT,WAG,Waggle Network,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1596702900,1633701600,normal,https://www.gate.com/trade/WAG_USDT,False,0.1,798562587.34,200000,0.4,0.4,,
43,POPCAT3L_USDT,POPCAT3L,POPCAT3xLong,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1761123600,normal,https://www.gate.com/trade/POPCAT3L_USDT,False,0.1,1359018.79,200000,0.6,0.6,,
44,SLP_USDT,SLP,SmoothLovePotion,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1622444400,normal,https://www.gate.com/trade/SLP_USDT,False,0.1,383754397.19,300000,0.35,0.35,,
45,TA_USDT,TA,Trusta.AI,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1753088400,normal,https://www.gate.com/trade/TA_USDT,False,0.1,11607661.06,300000,0.4,0.4,,
46,ACNX_USDT,ACNX,Accenture xStock,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1753970400,normal,https://www.gate.com/trade/ACNX_USDT,False,0.1,1095.81,300000,0.3,0.3,,
47,KSM_USDT,KSM,Kusama,USDT,Tether,0.2,0.01,3,5000000,2,3,tradable,1595658900,1595658900,normal,https://www.gate.com/trade/KSM_USDT,False,0.08,41747.84,300000,0.35,0.35,,
48,DOGE3S_USDT,DOGE3S,DOGE3xShort,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1608523200,1608523200,normal,https://www.gate.com/trade/DOGE3S_USDT,False,0.1,88644623.7,500000,0.6,0.6,,
49,NOS_USDT,NOS,Nosana,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1596702900,1642431600,normal,https://www.gate.com/trade/NOS_USDT,False,0.1,875273.52,200000,0.4,0.4,,
50,ONE_USDT,ONE,Harmony,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1566275700,1566275700,normal,https://www.gate.com/trade/ONE_USDT,False,0.1,85384943.79,300000,0.35,0.35,,
51,CRYPTOBURG_USDT,CRYPTOBURG,Crypto Burger,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1577808000,1772020800,normal,https://www.gate.com/trade/CRYPTOBURG_USDT,False,0.1,0,0,0.4,0.4,,
52,BREV_USDT,BREV,Brevis,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1767708000,normal,https://www.gate.com/trade/BREV_USDT,False,0.05,0,0,0.3,0.3,,
53,ENJ_USDT,ENJ,Enjin Coin,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1610100000,normal,https://www.gate.com/trade/ENJ_USDT,False,0.1,10822510.82,300000,0.35,0.35,,
54,ORBS_USDT,ORBS,Orbs,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1617415200,normal,https://www.gate.com/trade/ORBS_USDT,False,0.1,30287733.47,300000,0.4,0.4,,
55,SOON_USDT,SOON,Soon,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1747990800,normal,https://www.gate.com/trade/SOON_USDT,False,0.08,905523.69,300000,0.35,0.35,,
56,ASR_USDT,ASR,AS Roma Fan Token,USDT,Tether,0.2,0.01,3,5000000,2,3,tradable,1608782400,1648038600,normal,https://www.gate.com/trade/ASR_USDT,False,0.1,238663.48,300000,0.35,0.35,,
57,CROWN_USDT,CROWN,CROWN,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1681797600,normal,https://www.gate.com/trade/CROWN_USDT,False,0.1,9076469.25,200000,0.6,0.6,,
58,SBUXON_USDT,SBUXON,Starbucks Ondo Tokenized,USDT,Tether,0.2,0.01,3,5000000,2,2,tradable,1577808000,1765269000,normal,https://www.gate.com/trade/SBUXON_USDT,False,0.08,5836.01,500000,0.15,0.15,,
59,PALM_USDT,PALM,PaLM AI,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1710835200,normal,https://www.gate.com/trade/PALM_USDT,False,0.1,5200208.01,200000,0.4,0.4,,
60,AVGOON_USDT,AVGOON,Broadcom Ondo Tokenized,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1756895400,normal,https://www.gate.com/trade/AVGOON_USDT,False,0.05,1458.51,500000,0.15,0.15,,
61,NATIX_USDT,NATIX,NATIX Network,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1596702900,1719914400,normal,https://www.gate.com/trade/NATIX_USDT,False,0.1,670578373.85,200000,0.4,0.4,,
62,MIRAI_USDT,MIRAI,MIRAI,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1577808000,1747375200,normal,https://www.gate.com/trade/MIRAI_USDT,False,0.1,79365079.37,100000,0.4,0.4,,
63,GALA_ETH,GALA,Gala Games,ETH,Ethereum,0.2,0.1,0.001,1000,1,9,tradable,1607313600,1628740800,normal,https://www.gate.com/trade/GALA_ETH,False,0.1,45085662.76,100,0.6,0.6,,
64,XDC_USDT,XDC,XDC Network,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1596702900,1637899200,normal,https://www.gate.com/trade/XDC_USDT,False,0.06,10625863.35,500000,0.2,0.2,,
65,WATER_USDT,WATER,Waterfall,USDT,Tether,0.2,1,3,5000000,0,8,tradable,0,1721208600,normal,https://www.gate.com/trade/WATER_USDT,True,0.1,836260244,100000,0.4,0.4,1776826800.0,
66,PRO_USDT,PRO,Propy,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1710410400,normal,https://www.gate.com/trade/PRO_USDT,False,0.1,877577.89,300000,0.35,0.35,,
67,XAG3L_USDT,XAG3L,XAG3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1768892400,normal,https://www.gate.com/trade/XAG3L_USDT,False,0.1,0,0,0.6,0.6,,
68,HEI_USDT,HEI,Heima,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1739512800,normal,https://www.gate.com/trade/HEI_USDT,False,0.1,2442996.74,300000,0.35,0.35,,
69,XLM3L_USDT,XLM3L,XLM3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1603252800,1603252800,normal,https://www.gate.com/trade/XLM3L_USDT,False,0.1,3948147.66,300000,0.6,0.6,,
70,XAR_USDT,XAR,Arcana Network,USDT,Tether,0.2,0.01,3,5000000,2,6,untradable,1607313600,1712131200,normal,https://www.gate.com/trade/XAR_USDT,True,0.1,50000000,100000,0.6,0.6,,
71,VT_USDT,VT,Vtrading,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1716879600,normal,https://www.gate.com/trade/VT_USDT,False,0.1,83087533,100000,0.4,0.4,,
72,CHO_USDT,CHO,Choise,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1607313600,1661947200,normal,https://www.gate.com/trade/CHO_USDT,False,0.1,75457460.86,200000,0.4,0.4,,
73,HIGH_USDT,HIGH,Highstreet,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1607313600,1640170800,normal,https://www.gate.com/trade/HIGH_USDT,False,0.1,1431297.71,300000,0.35,0.35,,
74,FRAX_USDT,FRAX,Frax,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1608523200,1750831200,normal,https://www.gate.com/trade/FRAX_USDT,False,0.1,298596.6,200000,0.35,0.35,,
75,XRD_ETH,XRD,Radix,ETH,Ethereum,0.2,0.001,0.001,1000,3,10,tradable,1607313600,1654142400,normal,https://www.gate.com/trade/XRD_ETH,False,0.1,128998968.01,66.66666667,0.6,0.6,,
76,CHZ_USDT,CHZ,Chiliz,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1608782400,1608789600,normal,https://www.gate.com/trade/CHZ_USDT,False,0.06,16652789.34,500000,0.3,0.3,,
77,ATA_USDT,ATA,Automata,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1630389600,normal,https://www.gate.com/trade/ATA_USDT,False,0.1,17910447.76,300000,0.35,0.35,,
78,VOXEL_USDT,VOXEL,Voxies,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1607313600,1642320000,normal,https://www.gate.com/trade/VOXEL_USDT,False,0.1,35050823.69,500000,0.4,0.4,,
79,EMYC_USDT,EMYC,E Money,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1577808000,1737640800,normal,https://www.gate.com/trade/EMYC_USDT,False,0.1,16220600.16,200000,0.4,0.4,,
80,AVGOX_USDT,AVGOX,Broadcom xStock,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1754056800,normal,https://www.gate.com/trade/AVGOX_USDT,False,0.1,874.61,300000,0.4,0.4,,
81,VLR_USDT,VLR,Velora,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1577808000,1758074400,normal,https://www.gate.com/trade/VLR_USDT,False,0.1,50000000,200000,0.4,0.4,,
82,SQT_USDT,SQT,Subquery Network,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1607313600,1712304000,normal,https://www.gate.com/trade/SQT_USDT,False,0.1,523217789.4,200000,0.4,0.4,,
83,LDO3S_USDT,LDO3S,LDO3xShort,USDT,Tether,0.2,0.01,3,5000000,2,4,tradable,1582704000,1755246600,normal,https://www.gate.com/trade/LDO3S_USDT,False,0.1,875401.23,300000,0.6,0.6,,
84,CRO_USDT,CRO,Cronos,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1568694900,1568694900,normal,https://www.gate.com/trade/CRO_USDT,False,0.05,10596026.49,1000000,0.2,0.2,,
85,MCDX_USDT,MCDX,McDonald's xStock,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1751898600,normal,https://www.gate.com/trade/MCDX_USDT,False,0.06,946.69,300000,0.4,0.4,,
86,ZETA_USDT,ZETA,ZetaChain,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1706756400,normal,https://www.gate.com/trade/ZETA_USDT,False,0.08,4029820.67,300000,0.3,0.3,,
87,BRKL_USDT,BRKL,Brokoli,USDT,Tether,0.2,0.1,3,5000000,1,6,tradable,1607313600,1633435200,normal,https://www.gate.com/trade/BRKL_USDT,False,0.1,72542619,200000,0.4,0.4,,
88,ORDI3S_USDT,ORDI3S,ORDI3xShort,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1582704000,1763715600,normal,https://www.gate.com/trade/ORDI3S_USDT,False,0.1,384437.95,300000,0.6,0.6,,
89,CWAR_USDT,CWAR,Cryowar Token,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1596702900,1637632800,normal,https://www.gate.com/trade/CWAR_USDT,False,0.1,248926504.45,200000,0.4,0.4,,
90,KAIA3L_USDT,KAIA3L,KLAY3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1763715600,normal,https://www.gate.com/trade/KAIA3L_USDT,False,0.1,242662.49,200000,0.6,0.6,,
91,SLV3L_USDT,SLV3L,SLV3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769427000,normal,https://www.gate.com/trade/SLV3L_USDT,False,0.1,0,0,0.6,0.6,,
92,ID_USDT,ID,Space ID,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1679486400,normal,https://www.gate.com/trade/ID_USDT,False,0.1,4623564.77,300000,0.3,0.3,,
93,DOGELONMARS_USDT,DOGELONMARS,Dogelon Mars,USDT,Tether,0.2,1,3,5000000,0,11,tradable,1607313600,1770123600,normal,https://www.gate.com/trade/DOGELONMARS_USDT,False,0.1,0,0,0.4,0.4,,
94,PSI_USDT,PSI,TridentDao,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,1607313600,1677492000,normal,https://www.gate.com/trade/PSI_USDT,False,0.1,60459492,100000,0.4,0.4,,
95,HUMA_USDT,HUMA,Huma Finance,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1748264400,normal,https://www.gate.com/trade/HUMA_USDT,False,0.08,9511731.14,300000,0.3,0.3,,
96,SHIB3S_USDT,SHIB3S,SHIB3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1582704000,1630209600,normal,https://www.gate.com/trade/SHIB3S_USDT,False,0.1,3516586.57,300000,0.6,0.6,,
97,TSLA3S_USDT,TSLA3S,TSLA3xShort,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1769427000,normal,https://www.gate.com/trade/TSLA3S_USDT,False,0.1,0,0,0.6,0.6,,
98,B_USD1,B,BUILDon,USD1,World Liberty Financial USD,0.2,0.1,0.00001,,1,5,tradable,1577808000,1747902600,normal,https://www.gate.com/trade/B_USD1,False,0.1,1302083.33,300000,0.4,0.4,,
99,PRL_USDT,PRL,Perle,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1774436400,normal,https://www.gate.com/trade/PRL_USDT,False,0.05,0,0,0.4,0.4,,
100,TIA3L_USDT,TIA3L,TIA3xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1577808000,1773302400,normal,https://www.gate.com/trade/TIA3L_USDT,False,0.1,71182821.21,300000,0.6,0.6,,
101,LRDS_USDT,LRDS,BLOCKLORDS,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1607313600,1721826000,normal,https://www.gate.com/trade/LRDS_USDT,False,0.1,4156707.89,200000,0.4,0.4,,
102,B_USDT,B,BUILDon,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1577808000,1747902600,normal,https://www.gate.com/trade/B_USDT,False,0.06,2172024.33,500000,0.35,0.35,,
103,QTC_USDT,QTC,Qitcoin,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1596702900,1645696800,normal,https://www.gate.com/trade/QTC_USDT,False,0.1,8009611.53,200000,0.4,0.4,,
104,LAVA_USDT,LAVA,Lava Network,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1596702900,1736416800,normal,https://www.gate.com/trade/LAVA_USDT,False,0.1,3153778.23,500000,0.35,0.35,,
105,MILO_USDT,MILO,Milo Inu,USDT,Tether,0.2,0.1,3,5000000,1,12,tradable,1607313600,1648879200,normal,https://www.gate.com/trade/MILO_USDT,False,0.1,37678975131876,100000,0.4,0.4,,
106,UNIT0_USDT,UNIT0,Units Network,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1730804400,normal,https://www.gate.com/trade/UNIT0_USDT,False,0.1,2028912,200000,0.4,0.4,,
107,RLS_USDT,RLS,RAYLS,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1764590400,normal,https://www.gate.com/trade/RLS_USDT,False,0.08,36509675.06,500000,0.4,0.4,,
108,DOT5L_USDT,DOT5L,DOT5xLong,USDT,Tether,0.2,0.01,3,5000000,2,5,tradable,1582704000,1775030400,normal,https://www.gate.com/trade/DOT5L_USDT,False,0.08,23837902.26,300000,0.6,0.6,,
109,NCN_USDT,NCN,NeurochainAI,USDT,Tether,0.2,1,3,5000000,0,8,tradable,0,1723204800,normal,https://www.gate.com/trade/NCN_USDT,False,0.1,2823263692.83,200000,0.4,0.4,,
110,TRADE_USDT,TRADE,Polytrade,USDT,Tether,0.2,1,3,5000000,0,5,tradable,1607313600,1629342000,normal,https://www.gate.com/trade/TRADE_USDT,False,0.1,2632964.72,200000,0.4,0.4,,
111,TSLAON_USDT,TSLAON,Tesla Ondo Tokenized,USDT,Tether,0.2,0.001,3,5000000,3,2,tradable,1577808000,1756909800,normal,https://www.gate.com/trade/TSLAON_USDT,False,0.05,1016.53,500000,0.15,0.15,,
112,MCRT_USDT,MCRT,MagicCraft,USDT,Tether,0.2,1,3,5000000,0,8,tradable,1607313600,1662458400,normal,https://www.gate.com/trade/MCRT_USDT,False,0.1,863185153.22,200000,0.4,0.4,,
113,GZONE_USDT,GZONE,GameZone,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1608782400,1635501600,normal,https://www.gate.com/trade/GZONE_USDT,False,0.1,132056784,200000,0.4,0.4,,
114,SUNDOG_USDT,SUNDOG,Sundog,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1571286900,1724241600,normal,https://www.gate.com/trade/SUNDOG_USDT,False,0.1,50658561.3,500000,0.4,0.4,,
115,PUNDIAI_USDT,PUNDIAI,Pundi AI,USDT,Tether,0.2,0.1,3,5000000,1,4,tradable,1577808000,1745301600,normal,https://www.gate.com/trade/PUNDIAI_USDT,False,0.1,157766.03,200000,0.4,0.4,,
116,ETN_USDT,ETN,Electroneum,USDT,Tether,0.2,0.1,3,5000000,1,7,tradable,0,1712833200,normal,https://www.gate.com/trade/ETN_USDT,False,0.1,148709941.26,200000,0.4,0.4,,
117,NAFT_USDT,NAFT,Nafter,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1608782400,1627444800,normal,https://www.gate.com/trade/NAFT_USDT,False,0.1,637551801.08,200000,0.4,0.4,,
118,P_USDT,P,PoP Planet,USDT,Tether,0.2,1,3,5000000,0,6,tradable,1577808000,1759492800,normal,https://www.gate.com/trade/P_USDT,False,0.1,17725258.49,300000,0.4,0.4,,
119,GMX_USDT,GMX,GMX,USDT,Tether,0.2,0.001,3,5000000,3,3,tradable,1607313600,1664978400,normal,https://www.gate.com/trade/GMX_USDT,False,0.1,37078.24,300000,0.35,0.35,,
120,XEN_USDT,XEN,XEN Crypto,USDT,Tether,0.2,1,3,5000000,0,12,tradable,1607313600,1665405000,normal,https://www.gate.com/trade/XEN_USDT,False,0.1,18099547511312.2,200000,0.4,0.4,,
121,KCT_USDT,KCT,Konnect,USDT,Tether,0.2,0.01,3,5000000,2,7,tradable,1607313600,1702461600,normal,https://www.gate.com/trade/KCT_USDT,False,0.1,220252188.76,200000,0.4,0.4,,
122,SBETON_USDT,SBETON,SharpLink Gaming Ondo Tokenized,USDT,Tether,0.2,0.001,3,5000000,3,3,tradable,1577808000,1756909800,normal,https://www.gate.com/trade/SBETON_USDT,False,0.1,31015.77,300000,0.35,0.35,,
123,QORPO_USDT,QORPO,QORPO WORLD,USDT,Tether,0.2,0.01,3,5000000,2,6,tradable,1607313600,1712059200,normal,https://www.gate.com/trade/QORPO_USDT,False,0.1,29821814.66,200000,0.4,0.4,,
124,FAST_USDT,FAST,Edge Video AI,USDT,Tether,0.2,1,3,5000000,0,7,tradable,1596702900,1718100000,normal,https://www.gate.com/trade/FAST_USDT,False,0.1,79189103.58,100000,0.4,0.4,,
