,symbol,contractType,status,baseCoin,quoteCoin,launchTime,deliveryTime,deliveryFeeRate,priceScale,leverageFilter,unifiedMarginTrade,fundingInterval,settleCoin,copyTrading,upperFundingRate,lowerFundingRate,isPreListing,preListingInfo,displayName,symbolType,forbidUplWithdrawal,priceFilter.minPrice,priceFilter.maxPrice,priceFilter.tickSize,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderQty,lotSizeFilter.qtyStep,lotSizeFilter.postOnlyMaxOrderQty,lotSizeFilter.maxMktOrderQty,lotSizeFilter.minNotionalValue,category
360,MNTUSDT-29MAY26,LinearFutures,Trading,MNT,USDT,1775203200000,1780041600000,0,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.0001,1999.9998,0.0001,156000.0,0.1,0.1,156000.0,31200.0,5,linear
361,MOCAUSDT,LinearPerpetual,Trading,MOCA,USDT,1720778262000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,10500000,1,1,10500000,2100000,5,linear
362,MONUSDT,LinearPerpetual,Trading,MON,USDT,1763992686000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.01,-0.01,False,,,,False,0.000001,19.999998,0.000001,20000000,1,1,20000000,4000000,5,linear
363,MOODENGPERP,LinearPerpetual,Trading,MOODENG,USDC,1753943765000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,MOODENGUSDC,,False,0.00001,199.99998,0.00001,600000,1,1,600000,120000,5,linear
364,MOODENGUSDT,LinearPerpetual,Trading,MOODENG,USDT,1727765946000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1500000,1,1,1500000,370000,5,linear
365,MORPHOUSDT,LinearPerpetual,Trading,MORPHO,USDT,1732264559000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,36000,1,1,36000,7100,5,linear
366,MOVEUSDT,LinearPerpetual,Trading,MOVE,USDT,1733745977000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,2475000,1,1,2475000,495000,5,linear
367,MOVRUSDT,LinearPerpetual,Trading,MOVR,USDT,1700719762000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,60000.0,0.1,0.1,60000.0,12000.0,5,linear
368,MTLUSDT,LinearPerpetual,Trading,MTL,USDT,1649831690000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,335000.0,0.1,0.1,335000.0,67000.0,5,linear
369,MUBARAKUSDT,LinearPerpetual,Trading,MUBARAK,USDT,1742197296000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,2300000,1,1,2300000,460000,5,linear
370,MUSDT,LinearPerpetual,Trading,M,USDT,1751967363000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.0001,1999.9998,0.0001,25000,1,1,25000,11000,5,linear
371,MYXUSDT,LinearPerpetual,Trading,MYX,USDT,1754386082000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,innovation,False,0.00010,1999.99980,0.00010,55000,1,1,55000,11000,5,linear
372,NAORISUSDT,LinearPerpetual,Trading,NAORIS,USDT,1753964050000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.0125,-0.0125,False,,,innovation,False,0.000001,19.999998,0.000001,500000,10,10,500000,100000,5,linear
373,NEARUSDT,LinearPerpetual,Trading,NEAR,USDT,1633910400000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,469060.0,0.1,0.1,469060.0,66470.0,5,linear
374,NEOUSDT,LinearPerpetual,Trading,NEO,USDT,1643509229000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,17000.00,0.01,0.01,17000.00,4400.00,5,linear
375,NEWTUSDT,LinearPerpetual,Trading,NEWT,USDT,1750405506000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,200000,1,1,200000,40000,5,linear
376,NIGHTPERP,LinearPerpetual,Trading,NIGHT,USDC,1773913070000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,NIGHTUSDC,,False,0.00001,199.99998,0.00001,2700000,10,10,2700000,540000,5,linear
377,NIGHTUSDT,LinearPerpetual,Trading,NIGHT,USDT,1765275695000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.005,-0.005,False,,,,False,0.00001,199.99998,0.00001,9750000,10,10,9750000,1950000,5,linear
378,NILUSDT,LinearPerpetual,Trading,NIL,USDT,1742468146000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,1550000,1,1,1550000,310000,5,linear
379,NMRUSDT,LinearPerpetual,Trading,NMR,USDT,1693804592000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.001,19999.998,0.001,4200.0,0.1,0.1,4200.0,840.0,5,linear
380,NOMUSDT,LinearPerpetual,Trading,NOM,USDT,1759306658000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,15000000,10,10,15000000,3000000,5,linear
381,NOTPERP,LinearPerpetual,Trading,NOT,USDC,1726653948000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,NOTUSDC,,False,0.0000001,1.9999998,0.0000001,10000000,100,100,10000000,2000000,5,linear
382,NOTUSDT,LinearPerpetual,Trading,NOT,USDT,1715874083000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.0000001,1.9999998,0.0000001,445000000,10,10,445000000,89000000,5,linear
383,NXPCUSDT,LinearPerpetual,Trading,NXPC,USDT,1747289965000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,250000.0,0.1,0.1,250000.0,50000.0,5,linear
384,OGNUSDT,LinearPerpetual,Trading,OGN,USDT,1647671419000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,,False,0.000001,19.999998,0.000001,2700000,1,1,2700000,540000,5,linear
385,OGUSDT,LinearPerpetual,Trading,OG,USDT,1693210797000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,,False,0.0010,19999.9980,0.0010,24500.0,0.1,0.1,24500.0,4900.0,5,linear
386,OKBUSDT,LinearPerpetual,Trading,OKB,USDT,1757591356000,0,,2,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.01,199999.98,0.01,640.00,0.01,0.01,640.00,128.00,5,linear
387,OLUSDT,LinearPerpetual,Trading,OL,USDT,1732178996000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,220000,1,1,220000,78000,5,linear
388,ONDOPERP,LinearPerpetual,Trading,ONDO,USDC,1715156869000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,ONDOUSDC,,False,0.0001,1999.9998,0.0001,140000,1,1,140000,28000,5,linear
389,ONDOUSDT,LinearPerpetual,Trading,ONDO,USDT,1705919392000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,4500000,1,1,4500000,900000,5,linear
390,ONGUSDT,LinearPerpetual,Trading,ONG,USDT,1701155663000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,192100,1,1,192100,44300,5,linear
391,ONTUSDT,LinearPerpetual,Trading,ONT,USDT,1654497420000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,370000,1,1,370000,74000,5,linear
392,OPENUSDT,LinearPerpetual,Trading,OPEN,USDT,1757336655000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,250000,1,1,250000,50000,5,linear
393,OPNUSDT,LinearPerpetual,Trading,OPN,USDT,1770803369000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,250000,1,1,250000,50000,5,linear
394,OPPERP,LinearPerpetual,Trading,OP,USDC,1661990400000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.01,-0.01,False,,OPUSDC,,False,0.00001,199.99998,0.00001,144050,1,1,144050,28810,5,linear
395,OPUSDT,LinearPerpetual,Trading,OP,USDT,1654059063000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,841260.0,0.1,0.1,841260.0,84130.0,5,linear
396,ORBSUSDT,LinearPerpetual,Trading,ORBS,USDT,1696837542000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,390000,10,10,390000,210000,5,linear
397,ORCAUSDT,LinearPerpetual,Trading,ORCA,USDT,1711963329000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,15000.0,0.1,0.1,15000.0,3000.0,5,linear
398,ORDERUSDT,LinearPerpetual,Trading,ORDER,USDT,1724749336000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,400000,1,1,400000,80000,5,linear
399,ORDIPERP,LinearPerpetual,Trading,ORDI,USDC,1713792603000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,ORDIUSDC,,False,0.001,19999.998,0.001,14150.00,0.01,0.01,14150.00,2830.00,5,linear
400,ORDIUSDT,LinearPerpetual,Trading,ORDI,USDT,1684739410000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.001,19999.998,0.001,75000.00,0.01,0.01,75000.00,15000.00,5,linear
401,OXTUSDT,LinearPerpetual,Trading,OXT,USDT,1691643171000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,none,0.04,-0.04,False,,,innovation,False,0.000001,19.999998,0.000001,3000000,10,10,3000000,600000,5,linear
402,PARTIUSDT,LinearPerpetual,Trading,PARTI,USDT,1742908134000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,314000,1,1,314000,62800,5,linear
403,PAXGPERP,LinearPerpetual,Trading,PAXG,USDC,1768989487000,0,,1,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,PAXGUSDC,,False,0.1,1999999.8,0.1,25.000,0.001,0.001,25.000,5.000,5,linear
404,PAXGUSDT,LinearPerpetual,Trading,PAXG,USDT,1647245226000,0,,2,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.0058,-0.0058,False,,,,False,0.10,1999999.80,0.10,140.000,0.001,0.001,140.000,17.000,5,linear
405,PEAQUSDT,LinearPerpetual,Trading,PEAQ,USDT,1732005101000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,1600000,1,1,1600000,320000,5,linear
406,PENDLEPERP,LinearPerpetual,Trading,PENDLE,USDC,1758011015000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,PENDLEUSDC,,False,0.0001,1999.9998,0.0001,25000.0,0.1,0.1,25000.0,5000.0,5,linear
407,PENDLEUSDT,LinearPerpetual,Trading,PENDLE,USDT,1688542002000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,390000,1,1,390000,78000,5,linear
408,PENGUPERP,LinearPerpetual,Trading,PENGU,USDC,1753173983000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,PENGUUSDC,,False,0.000001,19.999998,0.000001,4000000,10,10,4000000,800000,5,linear
409,PENGUUSDT,LinearPerpetual,Trading,PENGU,USDT,1734445346000,0,,6,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,60000000,10,10,60000000,12000000,5,linear
410,PEOPLEUSDT,LinearPerpetual,Trading,PEOPLE,USDT,1640749024000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,14455800,1,1,14455800,1485500,5,linear
411,PHAUSDT,LinearPerpetual,Trading,PHA,USDT,1717149720000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,500000,1,1,500000,100000,5,linear
412,PIEVERSEUSDT,LinearPerpetual,Trading,PIEVERSE,USDT,1763127243000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.00010,1999.99980,0.00010,1000000,1,1,1000000,200000,5,linear
413,PIPPINUSDT,LinearPerpetual,Trading,PIPPIN,USDT,1737103122000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,3050000,1,1,3050000,610000,5,linear
414,PIXELUSDT,LinearPerpetual,Trading,PIXEL,USDT,1708416370000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,12500000,1,1,12500000,2500000,5,linear
415,PLAYSOUTUSDT,LinearPerpetual,Trading,PLAYSOUT,USDT,1768902912000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,1562500,10,10,1562500,312500,5,linear
416,PLUMEUSDT,LinearPerpetual,Trading,PLUME,USDT,1737701100000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.000001,19.999998,0.000001,18000000,1,1,18000000,3600000,5,linear
417,PNUTPERP,LinearPerpetual,Trading,PNUT,USDC,1753173737000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,PNUTUSDC,,False,0.00001,199.99998,0.00001,431000,1,1,431000,86200,5,linear
418,PNUTUSDT,LinearPerpetual,Trading,PNUT,USDT,1731313006000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,660000,1,1,660000,132000,5,linear
419,POLPERP,LinearPerpetual,Trading,POL,USDC,1726654249000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.01,-0.01,False,,POLUSDC,,False,0.00001,199.99998,0.00001,150000,1,1,150000,30000,5,linear
420,POLUSDT,LinearPerpetual,Trading,POL,USDT,1725525013000,0,,5,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.0058,-0.0058,False,,,,False,0.00001,199.99998,0.00001,2500000,1,1,2500000,500000,5,linear
421,POLYXUSDT,LinearPerpetual,Trading,POLYX,USDT,1698129996000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.00001,199.99998,0.00001,1400000,1,1,1400000,280000,5,linear
422,POPCATPERP,LinearPerpetual,Trading,POPCAT,USDC,1726653613000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,POPCATUSDC,,False,0.00001,199.99998,0.00001,100000,1,1,100000,20000,5,linear
423,POPCATUSDT,LinearPerpetual,Trading,POPCAT,USDT,1711609319000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,4000000,1,1,4000000,800000,5,linear
424,PORTALUSDT,LinearPerpetual,Trading,PORTAL,USDT,1709264458000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,6000000.0,0.1,0.1,6000000.0,1200000.0,5,linear
425,POWERUSDT,LinearPerpetual,Trading,POWER,USDT,1767004491000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,415000,1,1,415000,83000,5,linear
426,POWRUSDT,LinearPerpetual,Trading,POWR,USDT,1698130882000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.00001,199.99998,0.00001,163000,1,1,163000,32600,5,linear
427,PRLUSDT,LinearPerpetual,Trading,PRL,USDT,1774587057000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.0001,1999.9998,0.0001,726000,1,1,726000,145200,5,linear
428,PROMPTUSDT,LinearPerpetual,Trading,PROMPT,USDT,1744293965000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,450000,1,1,450000,90000,5,linear
429,PROMUSDT,LinearPerpetual,Trading,PROM,USDT,1693891796000,0,,4,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,24750.0,0.1,0.1,24750.0,4950.0,5,linear
430,PROVEUSDT,LinearPerpetual,Trading,PROVE,USDT,1754413429000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,125000,1,1,125000,25000,5,linear
431,PTBUSDT,LinearPerpetual,Trading,PTB,USDT,1756904871000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.0000001,1.9999998,0.0000001,11250000,10,10,11250000,2250000,5,linear
432,PUFFERUSDT,LinearPerpetual,Trading,PUFFER,USDT,1728909421000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,3750000,1,1,3750000,750000,5,linear
433,PUMPBTCUSDT,LinearPerpetual,Trading,PUMPBTC,USDT,1744359394000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.000001,19.999998,0.000001,330000,10,10,330000,130000,5,linear
434,PUMPFUNPERP,LinearPerpetual,Trading,PUMPFUN,USDC,1755070501000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,PUMPFUNUSDC,,False,0.0000001,1.9999998,0.0000001,31000000,100,100,31000000,6200000,5,linear
435,PUMPFUNUSDT,LinearPerpetual,Trading,PUMPFUN,USDT,1752119132000,0,,7,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,135000000,100,100,135000000,27000000,5,linear
436,PUNDIXUSDT,LinearPerpetual,Trading,PUNDIX,USDT,1746011520000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,33000,1,1,33000,18000,5,linear
437,PYRUSDT,LinearPerpetual,Trading,PYR,USDT,1728289161000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.025,-0.025,False,,,innovation,False,0.0001,1999.9998,0.0001,31500,1,1,31500,14500,5,linear
438,PYTHUSDT,LinearPerpetual,Trading,PYTH,USDT,1700543350000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1227500,1,1,1227500,177000,5,linear
439,QNTUSDT,LinearPerpetual,Trading,QNT,USDT,1687154400000,0,,2,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.01,199999.98,0.01,6500.00,0.01,0.01,6500.00,1300.00,5,linear
440,QTUMUSDT,LinearPerpetual,Trading,QTUM,USDT,1639356566000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,26000.0,0.1,0.1,26000.0,5100.0,5,linear
441,QUSDT,LinearPerpetual,Trading,Q,USDT,1757673982000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.000001,19.999998,0.000001,4450000,10,10,4450000,890000,5,linear
442,RAREUSDT,LinearPerpetual,Trading,RARE,USDT,1701067684000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,3700000,1,1,3700000,740000,5,linear
443,RAVEUSDT,LinearPerpetual,Trading,RAVE,USDT,1765777812000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,60,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,270000,1,1,270000,54000,5,linear
444,RAYDIUMUSDT,LinearPerpetual,Trading,RAYDIUM,USDT,1717492319000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,130000.0,0.1,0.1,130000.0,26000.0,5,linear
445,RDNTUSDT,LinearPerpetual,Trading,RDNT,USDT,1681715107000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,11000000,1,1,11000000,2200000,5,linear
446,RECALLUSDT,LinearPerpetual,Trading,RECALL,USDT,1760530869000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,250000,1,1,250000,50000,5,linear
447,REDUSDT,LinearPerpetual,Trading,RED,USDT,1740552652000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,125000,1,1,125000,25000,5,linear
448,RENDERUSDT,LinearPerpetual,Trading,RENDER,USDT,1721982407000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.0001,1999.9998,0.0001,500000.0,0.1,0.1,500000.0,100000.0,5,linear
449,REQUSDT,LinearPerpetual,Trading,REQ,USDT,1638748800000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,60,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,100000,1,1,100000,20000,5,linear
450,RESOLVPERP,LinearPerpetual,Trading,RESOLV,USDC,1753944066000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,RESOLVUSDC,,False,0.00001,199.99998,0.00001,625000,1,1,625000,125000,5,linear
