,symbol,contractType,status,baseCoin,quoteCoin,launchTime,deliveryTime,deliveryFeeRate,priceScale,leverageFilter,unifiedMarginTrade,fundingInterval,settleCoin,copyTrading,upperFundingRate,lowerFundingRate,isPreListing,preListingInfo,displayName,symbolType,forbidUplWithdrawal,priceFilter.minPrice,priceFilter.maxPrice,priceFilter.tickSize,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderQty,lotSizeFilter.qtyStep,lotSizeFilter.postOnlyMaxOrderQty,lotSizeFilter.maxMktOrderQty,lotSizeFilter.minNotionalValue,category
178,DOGEUSDT-01MAY26,LinearFutures,Trading,DOGE,USDT,1775808000000,1777622400000,0,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.00001,199.99998,0.00001,1000000,1,1,1000000,200000,5,linear
179,DOGEUSDT-08MAY26,LinearFutures,Trading,DOGE,USDT,1776412800000,1778227200000,0,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.00001,199.99998,0.00001,1000000,1,1,1000000,200000,5,linear
180,DOGEUSDT-24APR26,LinearFutures,Trading,DOGE,USDT,1772784000000,1777017600000,0,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.00001,199.99998,0.00001,1000000,1,1,1000000,200000,5,linear
181,DOGEUSDT-29MAY26,LinearFutures,Trading,DOGE,USDT,1775203200000,1780041600000,0,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.00001,199.99998,0.00001,1000000,1,1,1000000,200000,5,linear
182,DOGUSDT,LinearPerpetual,Trading,DOG,USDT,1717495120000,0,,7,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.05,-0.05,False,,,,False,0.0000001,1.9999998,0.0000001,33000000,100,100,33000000,6600000,5,linear
183,DOLOUSDT,LinearPerpetual,Trading,DOLO,USDT,1753692850000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.04,-0.04,False,,,innovation,False,0.00001,199.99998,0.00001,2300000,1,1,2300000,460000,5,linear
184,DOODUSDT,LinearPerpetual,Trading,DOOD,USDT,1746796833000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.04,-0.04,False,,,innovation,False,0.000001,19.999998,0.000001,10000000,10,10,10000000,2000000,5,linear
185,DOTPERP,LinearPerpetual,Trading,DOT,USDC,1732785865000,0,,4,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.01,-0.01,False,,DOTUSDC,,False,0.0001,1999.9998,0.0001,12000.0,0.1,0.1,12000.0,2400.0,5,linear
186,DOTUSDT,LinearPerpetual,Trading,DOT,USDT,1616060040000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,198890.0,0.1,0.1,198890.0,32140.0,5,linear
187,DRIFTUSDT,LinearPerpetual,Trading,DRIFT,USDT,1716283968000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,2950000,1,1,2950000,590000,5,linear
188,DUSKUSDT,LinearPerpetual,Trading,DUSK,USDT,1639673130000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,innovation,False,0.00001,199.99998,0.00001,900000,1,1,900000,180000,5,linear
189,DYDXUSDT,LinearPerpetual,Trading,DYDX,USDT,1633910400000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,662810.0,0.1,0.1,662810.0,72560.0,5,linear
190,DYMUSDT,LinearPerpetual,Trading,DYM,USDT,1707273410000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,500000.0,0.1,0.1,500000.0,100000.0,5,linear
191,EDENUSDT,LinearPerpetual,Trading,EDEN,USDT,1759232604000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,156000,1,1,156000,31200,5,linear
192,EDGEUSDT,LinearPerpetual,Trading,EDGE,USDT,1773977854000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,242500,1,1,242500,48500,5,linear
193,EDUUSDT,LinearPerpetual,Trading,EDU,USDT,1683273334000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,173880.0,0.1,0.1,173880.0,29720.0,5,linear
194,EGLDUSDT,LinearPerpetual,Trading,EGLD,USDT,1637596800000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,11410.00,0.01,0.01,11410.00,2534.00,5,linear
195,EIGENPERP,LinearPerpetual,Trading,EIGEN,USDC,1768989267000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,EIGENUSDC,,False,0.00001,199.99998,0.00001,312500,1,1,312500,62500,5,linear
196,EIGENUSDT,LinearPerpetual,Trading,EIGEN,USDT,1722915813000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1250000,1,1,1250000,250000,5,linear
197,ELSAUSDT,LinearPerpetual,Trading,ELSA,USDT,1769066535000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,415000,1,1,415000,83000,5,linear
198,ENAPERP,LinearPerpetual,Trading,ENA,USDC,1732788206000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.02,-0.02,False,,ENAUSDC,,False,0.00001,199.99998,0.00001,160000,1,1,160000,32000,5,linear
199,ENAUSDT,LinearPerpetual,Trading,ENA,USDT,1712050966000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,3500000,1,1,3500000,700000,5,linear
200,ENJUSDT,LinearPerpetual,Trading,ENJ,USDT,1635696000000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,852520.0,0.1,0.1,852520.0,142530.0,5,linear
201,ENSOUSDT,LinearPerpetual,Trading,ENSO,USDT,1760433661000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,305000.0,0.1,0.1,305000.0,61000.0,5,linear
202,ENSUSDT,LinearPerpetual,Trading,ENS,USDT,1636675200000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,7000.0,0.1,0.1,7000.0,1400.0,5,linear
203,EPICUSDT,LinearPerpetual,Trading,EPIC,USDT,1741940281000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.0001,1999.9998,0.0001,44500,1,1,44500,8900,5,linear
204,ERAUSDT,LinearPerpetual,Trading,ERA,USDT,1752767182000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,125000,1,1,125000,25000,5,linear
205,ESPORTSUSDT,LinearPerpetual,Trading,ESPORTS,USDT,1753783524000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,310000,1,1,310000,62000,5,linear
206,ESPUSDT,LinearPerpetual,Trading,ESP,USDT,1770715786000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.015,-0.015,False,,,,False,0.00001,199.99998,0.00001,1560000,10,10,1560000,312000,5,linear
207,ESUSDT,LinearPerpetual,Trading,ES,USDT,1752661653000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.05,-0.05,False,,,innovation,False,0.00001,199.99998,0.00001,416650,1,1,416650,83330,5,linear
208,ETCPERP,LinearPerpetual,Trading,ETC,USDC,1661990400000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.01,-0.01,False,,ETCUSDC,,False,0.001,19999.998,0.001,6800.0,0.1,0.1,6800.0,1360.0,5,linear
209,ETCUSDT,LinearPerpetual,Trading,ETC,USDT,1624950240000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,10000.0,0.1,0.1,10000.0,3300.0,5,linear
210,ETHBTCUSDT,LinearPerpetual,Trading,ETHBTC,USDT,1717749178000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,2000000,10,10,2000000,400000,5,linear
211,ETHFIPERP,LinearPerpetual,Trading,ETHFI,USDC,1713961269000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.02,-0.02,False,,ETHFIUSDC,,False,0.0001,1999.9998,0.0001,30000.0,0.1,0.1,30000.0,6000.0,5,linear
212,ETHFIUSDT,LinearPerpetual,Trading,ETHFI,USDT,1710767803000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,85000.0,0.1,0.1,85000.0,17000.0,5,linear
213,ETHPERP,LinearPerpetual,Trading,ETH,USDC,1659657600000,0,,2,"{'minLeverage': '1', 'maxLeverage': '66.67', 'leverageStep': '0.01'}",True,480,USDC,none,0.005,-0.005,False,,ETHUSDC,,False,0.01,199999.98,0.01,2500.00,0.01,0.01,2500.00,500.00,5,linear
214,ETHUSDT,LinearPerpetual,Trading,ETH,USDT,1615766400000,0,,2,"{'minLeverage': '1', 'maxLeverage': '100.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.005,-0.005,False,,,,False,0.01,199999.98,0.01,10000.00,0.01,0.01,10000.00,2000.00,5,linear
215,ETHUSDT-01MAY26,LinearFutures,Trading,ETH,USDT,1775808000000,1777622400000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
216,ETHUSDT-08MAY26,LinearFutures,Trading,ETH,USDT,1776412800000,1778227200000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
217,ETHUSDT-24APR26,LinearFutures,Trading,ETH,USDT,1770364800000,1777017600000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
218,ETHUSDT-25DEC26,LinearFutures,Trading,ETH,USDT,1767945600000,1798185600000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
219,ETHUSDT-25SEP26,LinearFutures,Trading,ETH,USDT,1760083200000,1790323200000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
220,ETHUSDT-26JUN26,LinearFutures,Trading,ETH,USDT,1751616000000,1782460800000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
221,ETHUSDT-26MAR27,LinearFutures,Trading,ETH,USDT,1775203200000,1806048000000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
222,ETHUSDT-29MAY26,LinearFutures,Trading,ETH,USDT,1772784000000,1780041600000,0,2,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,0,USDT,none,0,0,False,,,,False,0.01,199999.98,0.01,150.00,0.01,0.01,150.00,150.00,5,linear
223,EULUSDT,LinearPerpetual,Trading,EUL,USDT,1760430633000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,32500.0,0.1,0.1,32500.0,6500.0,5,linear
224,EVAAUSDT,LinearPerpetual,Trading,EVAA,USDT,1760701166000,0,,4,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.05,-0.05,False,,,innovation,False,0.0001,1999.9998,0.0001,185000.0,0.1,0.1,185000.0,37000.0,5,linear
225,FARTCOINPERP,LinearPerpetual,Trading,FARTCOIN,USDC,1753174355000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,FARTCOINUSDC,,False,0.00001,199.99998,0.00001,85000.0,0.1,0.1,85000.0,17000.0,5,linear
226,FARTCOINUSDT,LinearPerpetual,Trading,FARTCOIN,USDT,1734683847000,0,,5,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,3000000,1,1,3000000,600000,5,linear
227,FFUSDT,LinearPerpetual,Trading,FF,USDT,1759155773000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,2250000,1,1,2250000,450000,5,linear
228,FHEUSDT,LinearPerpetual,Trading,FHE,USDT,1767771601000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,2775000,1,1,2775000,555000,5,linear
229,FIDAUSDT,LinearPerpetual,Trading,FIDA,USDT,1727254994000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,3600000,1,1,3600000,720000,5,linear
230,FIGHTUSDT,LinearPerpetual,Trading,FIGHT,USDT,1769168536000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.000001,19.999998,0.000001,5000000,10,10,5000000,1000000,5,linear
231,FILPERP,LinearPerpetual,Trading,FIL,USDC,1768989087000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.02,-0.02,False,,FILUSDC,,False,0.0001,1999.9998,0.0001,78000.0,0.1,0.1,78000.0,15600.0,5,linear
232,FILUSDT,LinearPerpetual,Trading,FIL,USDT,1624950900000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,295750.0,0.1,0.1,295750.0,60730.0,5,linear
233,FIOUSDT,LinearPerpetual,Trading,FIO,USDT,1727330785000,0,,6,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.04,-0.04,False,,,innovation,False,0.000001,19.999998,0.000001,1725000,10,10,1725000,345000,5,linear
234,FLOCKUSDT,LinearPerpetual,Trading,FLOCK,USDT,1736412607000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,1100000,1,1,1100000,220000,5,linear
235,FLOWUSDT,LinearPerpetual,Trading,FLOW,USDT,1637856000000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,5500000.0,0.1,0.1,5500000.0,1100000.0,5,linear
236,FLRUSDT,LinearPerpetual,Trading,FLR,USDT,1678953508000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,4250000,10,10,4250000,850000,5,linear
237,FLUIDUSDT,LinearPerpetual,Trading,FLUID,USDT,1758714467000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.001,19999.998,0.001,30000.0,0.1,0.1,30000.0,6000.0,5,linear
238,FLUXUSDT,LinearPerpetual,Trading,FLUX,USDT,1725438663000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,100000,1,1,100000,20000,5,linear
239,FOGOUSDT,LinearPerpetual,Trading,FOGO,USDT,1768115669000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,2500000,10,10,2500000,500000,5,linear
240,FOLKSUSDT,LinearPerpetual,Trading,FOLKS,USDT,1765278382000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.0001,1999.9998,0.0001,46500.00,0.01,0.01,46500.00,9300.00,5,linear
241,FORMUSDT,LinearPerpetual,Trading,FORM,USDT,1742378167000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,280000,1,1,280000,56000,5,linear
242,FUSDT,LinearPerpetual,Trading,F,USDT,1733480292000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,25000000,1,1,25000000,5000000,5,linear
243,GALAUSDT,LinearPerpetual,Trading,GALA,USDT,1636416000000,0,,6,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0053,-0.0053,False,,,,False,0.000001,19.999998,0.000001,58390900,1,1,58390900,7167900,5,linear
244,GASUSDT,LinearPerpetual,Trading,GAS,USDT,1698044952000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,145000.0,0.1,0.1,145000.0,29000.0,5,linear
245,GENIUSUSDT,LinearPerpetual,Trading,GENIUS,USDT,1776324480000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.0001,1999.9998,0.0001,198300,1,1,198300,39660,5,linear
246,GIGAUSDT,LinearPerpetual,Trading,GIGA,USDT,1733989346000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.0000001,1.9999998,0.0000001,13000000,10,10,13000000,2600000,5,linear
247,GIGGLEUSDT,LinearPerpetual,Trading,GIGGLE,USDT,1760012012000,0,,2,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.01,199999.98,0.01,1040.000,0.001,0.001,1040.000,475.000,5,linear
248,GLMUSDT,LinearPerpetual,Trading,GLM,USDT,1691643479000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,130000,1,1,130000,32000,5,linear
249,GMTUSDT,LinearPerpetual,Trading,GMT,USDT,1647667511000,0,,6,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.008,-0.008,False,,,,False,0.000001,19.999998,0.000001,15500000,1,1,15500000,3100000,5,linear
250,GMXUSDT,LinearPerpetual,Trading,GMX,USDT,1665385570000,0,,3,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.001,19999.998,0.001,14500.00,0.01,0.01,14500.00,2900.00,5,linear
251,GNOUSDT,LinearPerpetual,Trading,GNO,USDT,1715687275000,0,,2,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.05,-0.05,False,,,innovation,False,0.01,199999.98,0.01,40.000,0.001,0.001,40.000,12.000,5,linear
252,GOATUSDT,LinearPerpetual,Trading,GOAT,USDT,1729593864000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,7000000,1,1,7000000,1400000,5,linear
253,GODSUSDT,LinearPerpetual,Trading,GODS,USDT,1700629341000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.05,-0.05,False,,,,False,0.00001,199.99998,0.00001,480000,1,1,480000,96000,5,linear
254,GPSUSDT,LinearPerpetual,Trading,GPS,USDT,1739866543000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.000001,19.999998,0.000001,12750000,1,1,12750000,2550000,5,linear
255,GRASSUSDT,LinearPerpetual,Trading,GRASS,USDT,1728987123000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,465000,1,1,465000,93000,5,linear
256,GRIFFAINUSDT,LinearPerpetual,Trading,GRIFFAIN,USDT,1734683999000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,5000000,1,1,5000000,1000000,5,linear
257,GRTUSDT,LinearPerpetual,Trading,GRT,USDT,1638748800000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,3641220.0,0.1,0.1,3641220.0,555670.0,5,linear
258,GUNUSDT,LinearPerpetual,Trading,GUN,USDT,1743426729000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,4900000,1,1,4900000,980000,5,linear
259,HAEDALUSDT,LinearPerpetual,Trading,HAEDAL,USDT,1746012593000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.04,-0.04,False,,,innovation,False,0.00001,199.99998,0.00001,2300000,10,10,2300000,460000,5,linear
260,HANAUSDT,LinearPerpetual,Trading,HANA,USDT,1760700785000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.000001,19.999998,0.000001,5500000,10,10,5500000,1100000,5,linear
261,HBARPERP,LinearPerpetual,Trading,HBAR,USDC,1753173426000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,HBARUSDC,,False,0.00001,199.99998,0.00001,450000,1,1,450000,90000,5,linear
262,HBARUSDT,LinearPerpetual,Trading,HBAR,USDT,1635120000000,0,,5,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0058,-0.0058,False,,,,False,0.00001,199.99998,0.00001,7416400,1,1,7416400,1064600,5,linear
263,HEIUSDT,LinearPerpetual,Trading,HEI,USDT,1739525015000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,165000.0,0.1,0.1,165000.0,33000.0,5,linear
264,HEMIUSDT,LinearPerpetual,Trading,HEMI,USDT,1758632437000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.000001,19.999998,0.000001,1250000,1,1,1250000,250000,5,linear
265,HFTUSDT,LinearPerpetual,Trading,HFT,USDT,1678776349000,0,,6,"{'minLeverage': '1', 'maxLeverage': '16.67', 'leverageStep': '0.01'}",True,480,USDT,both,0.03,-0.03,False,,,,False,0.000001,19.999998,0.000001,2800000,1,1,2800000,560000,5,linear
266,HIGHUSDT,LinearPerpetual,Trading,HIGH,USDT,1675759370000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,both,0.04,-0.04,False,,,innovation,False,0.00001,199.99998,0.00001,455000.0,0.1,0.1,455000.0,91000.0,5,linear
267,HIVEUSDT,LinearPerpetual,Trading,HIVE,USDT,1734950040000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,293500,1,1,293500,58700,5,linear
268,HMSTRUSDT,LinearPerpetual,Trading,HMSTR,USDT,1726034896000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,712500000,10,10,712500000,142500000,5,linear
