,state,price_index,kind,instrument_name,is_active,max_leverage,maker_commission,taker_commission,instrument_type,expiration_timestamp,creation_timestamp,instrument_id,tick_size,contract_size,min_trade_amount,future_type,max_liquidation_commission,max_non_default_leverage,block_trade_commission,block_trade_min_trade_amount,block_trade_tick_size,settlement_currency,settlement_period,base_currency,counter_currency,quote_currency,tick_size_steps,strike,option_type
220,open,btc_usd,option,BTC-23APR26-72500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619308,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",72500,put
221,open,btc_usd,option,BTC-23APR26-73000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619309,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73000,call
222,open,btc_usd,option,BTC-23APR26-73000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619310,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73000,put
223,open,btc_usd,option,BTC-23APR26-73500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619311,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73500,call
224,open,btc_usd,option,BTC-23APR26-73500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619312,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73500,put
225,open,btc_usd,option,BTC-23APR26-74000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619313,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74000,call
226,open,btc_usd,option,BTC-23APR26-74000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619314,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74000,put
227,open,btc_usd,option,BTC-23APR26-74500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619315,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74500,call
228,open,btc_usd,option,BTC-23APR26-74500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619316,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74500,put
229,open,btc_usd,option,BTC-23APR26-75000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619317,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",75000,call
230,open,btc_usd,option,BTC-23APR26-75000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619318,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",75000,put
231,open,btc_usd,option,BTC-23APR26-75500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619319,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",75500,call
232,open,btc_usd,option,BTC-23APR26-75500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619320,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",75500,put
233,open,btc_usd,option,BTC-23APR26-76000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619321,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",76000,call
234,open,btc_usd,option,BTC-23APR26-76000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619322,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",76000,put
235,open,btc_usd,option,BTC-23APR26-76500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619323,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",76500,call
236,open,btc_usd,option,BTC-23APR26-76500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619324,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",76500,put
237,open,btc_usd,option,BTC-23APR26-77000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619325,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",77000,call
238,open,btc_usd,option,BTC-23APR26-77000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619326,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",77000,put
239,open,btc_usd,option,BTC-23APR26-77500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619327,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",77500,call
240,open,btc_usd,option,BTC-23APR26-77500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619328,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",77500,put
241,open,btc_usd,option,BTC-23APR26-78000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619329,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",78000,call
242,open,btc_usd,option,BTC-23APR26-78000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619330,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",78000,put
243,open,btc_usd,option,BTC-23APR26-78500-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77661E+12,619685,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",78500,call
244,open,btc_usd,option,BTC-23APR26-78500-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77661E+12,619686,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",78500,put
245,open,btc_usd,option,BTC-23APR26-79000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619331,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",79000,call
246,open,btc_usd,option,BTC-23APR26-79000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619332,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",79000,put
247,open,btc_usd,option,BTC-23APR26-80000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619333,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",80000,call
248,open,btc_usd,option,BTC-23APR26-80000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619334,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",80000,put
249,open,btc_usd,option,BTC-23APR26-81000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619335,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",81000,call
250,open,btc_usd,option,BTC-23APR26-81000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619336,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",81000,put
251,open,btc_usd,option,BTC-23APR26-82000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619337,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",82000,call
252,open,btc_usd,option,BTC-23APR26-82000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619338,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",82000,put
253,open,btc_usd,option,BTC-23APR26-83000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619339,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",83000,call
254,open,btc_usd,option,BTC-23APR26-83000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619340,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",83000,put
255,open,btc_usd,option,BTC-23APR26-84000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619341,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",84000,call
256,open,btc_usd,option,BTC-23APR26-84000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.77659E+12,619342,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",84000,put
257,open,btc_usd,option,BTC-23APR26-85000-C,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.7766E+12,619677,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",85000,call
258,open,btc_usd,option,BTC-23APR26-85000-P,TRUE,,0.0003,0.0003,reversed,1.77693E+12,1.7766E+12,619678,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,day,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",85000,put
259,open,btc_usd,future_combo,BTC-FS-1MAY26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619237,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
260,open,btc_usd,future_combo,BTC-FS-24APR26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619248,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
261,open,btc_usd,future_combo,BTC-FS-25DEC26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619251,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
262,open,btc_usd,future_combo,BTC-FS-25SEP26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619255,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
263,open,btc_usd,future_combo,BTC-FS-26JUN26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619258,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
264,open,btc_usd,future_combo,BTC-FS-26MAR27_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619288,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
265,open,btc_usd,future_combo,BTC-FS-29MAY26_23APR26,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619290,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
266,open,btc_usd,future_combo,BTC-FS-23APR26_PERP,TRUE,,0,0,reversed,1.77693E+12,1.77659E+12,619292,0.5,10,10,,,,,,,BTC,day,BTC,USD,USD,[],,
267,open,btc_usd,option_combo,BTC-STRD-23APR26-75500,TRUE,,0,0,reversed,1.77693E+12,1.7766E+12,619672,0.0001,1,0.1,,,,,,,BTC,day,BTC,USD,BTC,[],,
268,open,btc_usd,future,BTC-24APR26,TRUE,25,0,0.0005,reversed,1.77702E+12,1.77218E+12,595122,2.5,10,10,reversed,0.0075,5,0.00025,200000,0.01,BTC,month,BTC,USD,USD,[],,
269,open,btc_usd,option,BTC-24APR26-40000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.771E+12,589128,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",40000,call
270,open,btc_usd,option,BTC-24APR26-40000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.771E+12,589129,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",40000,put
271,open,btc_usd,option,BTC-24APR26-45000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77031E+12,585950,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",45000,call
272,open,btc_usd,option,BTC-24APR26-45000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77031E+12,585951,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",45000,put
273,open,btc_usd,option,BTC-24APR26-50000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77021E+12,584481,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",50000,call
274,open,btc_usd,option,BTC-24APR26-50000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77021E+12,584482,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",50000,put
275,open,btc_usd,option,BTC-24APR26-52000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77145E+12,590842,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",52000,call
276,open,btc_usd,option,BTC-24APR26-52000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77145E+12,590843,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",52000,put
277,open,btc_usd,option,BTC-24APR26-54000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590355,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",54000,call
278,open,btc_usd,option,BTC-24APR26-54000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590356,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",54000,put
279,open,btc_usd,option,BTC-24APR26-55000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582612,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",55000,call
280,open,btc_usd,option,BTC-24APR26-55000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582613,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",55000,put
281,open,btc_usd,option,BTC-24APR26-56000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590357,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",56000,call
282,open,btc_usd,option,BTC-24APR26-56000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590358,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",56000,put
283,open,btc_usd,option,BTC-24APR26-57000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77191E+12,593045,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",57000,call
284,open,btc_usd,option,BTC-24APR26-57000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77191E+12,593046,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",57000,put
285,open,btc_usd,option,BTC-24APR26-58000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590359,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",58000,call
286,open,btc_usd,option,BTC-24APR26-58000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590360,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",58000,put
287,open,btc_usd,option,BTC-24APR26-59000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77144E+12,590805,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",59000,call
288,open,btc_usd,option,BTC-24APR26-59000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77144E+12,590806,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",59000,put
289,open,btc_usd,option,BTC-24APR26-60000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582369,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",60000,call
290,open,btc_usd,option,BTC-24APR26-60000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582370,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",60000,put
291,open,btc_usd,option,BTC-24APR26-61000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590361,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",61000,call
292,open,btc_usd,option,BTC-24APR26-61000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590362,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",61000,put
293,open,btc_usd,option,BTC-24APR26-62000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585697,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",62000,call
294,open,btc_usd,option,BTC-24APR26-62000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585698,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",62000,put
295,open,btc_usd,option,BTC-24APR26-63000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590363,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",63000,call
296,open,btc_usd,option,BTC-24APR26-63000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590364,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",63000,put
297,open,btc_usd,option,BTC-24APR26-64000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585699,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",64000,call
298,open,btc_usd,option,BTC-24APR26-64000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585700,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",64000,put
299,open,btc_usd,option,BTC-24APR26-65000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77E+12,583347,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",65000,call
300,open,btc_usd,option,BTC-24APR26-65000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77E+12,583348,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",65000,put
301,open,btc_usd,option,BTC-24APR26-66000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585701,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",66000,call
302,open,btc_usd,option,BTC-24APR26-66000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7703E+12,585702,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",66000,put
303,open,btc_usd,option,BTC-24APR26-67000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590365,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",67000,call
304,open,btc_usd,option,BTC-24APR26-67000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590366,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",67000,put
305,open,btc_usd,option,BTC-24APR26-68000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77026E+12,584639,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",68000,call
306,open,btc_usd,option,BTC-24APR26-68000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77026E+12,584640,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",68000,put
307,open,btc_usd,option,BTC-24APR26-69000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590367,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",69000,call
308,open,btc_usd,option,BTC-24APR26-69000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590368,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",69000,put
309,open,btc_usd,option,BTC-24APR26-70000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76967E+12,580445,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",70000,call
310,open,btc_usd,option,BTC-24APR26-70000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76967E+12,580446,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",70000,put
311,open,btc_usd,option,BTC-24APR26-71000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590369,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",71000,call
312,open,btc_usd,option,BTC-24APR26-71000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590370,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",71000,put
313,open,btc_usd,option,BTC-24APR26-72000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76999E+12,583260,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",72000,call
314,open,btc_usd,option,BTC-24APR26-72000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76999E+12,583261,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",72000,put
315,open,btc_usd,option,BTC-24APR26-73000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590371,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73000,call
316,open,btc_usd,option,BTC-24APR26-73000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.77133E+12,590372,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",73000,put
317,open,btc_usd,option,BTC-24APR26-74000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582419,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74000,call
318,open,btc_usd,option,BTC-24APR26-74000-P,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.76988E+12,582420,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",74000,put
319,open,btc_usd,option,BTC-24APR26-75000-C,TRUE,,0.0003,0.0003,reversed,1.77702E+12,1.7697E+12,581065,0.0001,1,0.1,,,,0.0003,25,0.0001,BTC,month,BTC,USD,BTC,"[{'tick_size': 0.0005, 'above_price': 0.005}]",75000,call
