,base-currency,quote-currency,price-precision,amount-precision,symbol-partition,symbol,state,value-precision,min-order-amt,max-order-amt,min-order-value,limit-order-min-order-amt,limit-order-max-order-amt,limit-order-max-buy-amt,limit-order-max-sell-amt,buy-limit-must-less-than,sell-limit-must-greater-than,sell-market-min-order-amt,sell-market-max-order-amt,buy-market-max-order-value,market-sell-order-rate-must-less-than,market-buy-order-rate-must-less-than,api-trading,tags,leverage-ratio,super-margin-leverage-ratio,max-order-value,funding-leverage-ratio
134,uuu,btc,12,2,main,uuubtc,offline,8,10.0,1000000000.0,0.0001,10.0,1000000000.0,1000000000.0,1000000000.0,1.1,0.9,10.0,100000000.0,7.0,0.1,0.1,enabled,hadax,,,,
135,arg,usdt,4,4,main,argusdt,online,8,0.01,144927.0,10.0,0.01,144927.0,144927.0,144927.0,1.1,0.9,0.01,154797.0,100000.0,0.1,0.1,enabled,,,,,
136,xfi,usdt,5,4,main,xfiusdt,online,8,0.01,831117.0,10.0,0.01,831117.0,831117.0,831117.0,1.1,0.9,0.01,2728156.0,100000.0,0.1,0.1,enabled,,,,,
137,aioz,usdt,4,4,main,aiozusdt,online,8,0.01,5649717.0,10.0,0.01,5649717.0,5649717.0,5649717.0,1.1,0.9,0.01,1513655.0,100000.0,0.1,0.1,enabled,,,,,
138,ctxc2x,usdt,6,4,st,ctxc2xusdt,offline,8,0.1,13333333.0,10.0,0.1,13333333.0,13333333.0,13333333.0,1.1,0.9,0.1,1333333.0,100000.0,0.1,0.1,enabled,,,,,
139,nyan,usdt,5,4,main,nyanusdt,offline,8,0.1,4000000.0,10.0,0.1,4000000.0,4000000.0,4000000.0,1.1,0.9,0.1,26620370.0,100000.0,0.1,0.1,enabled,st,,,,
140,zrc,usdt,5,4,main,zrcusdt,online,8,1.0,10000000.0,10.0,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,67866627.0,100000.0,0.1,0.1,enabled,,,,,
141,beat,usdt,4,4,main,beatusdt,online,8,0.1,3671071.0,10.0,0.1,3671071.0,3671071.0,3671071.0,1.1,0.9,0.1,101531.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
142,snx,eth,6,2,main,snxeth,offline,8,0.01,250000.0,0.001,0.01,250000.0,250000.0,250000.0,1.1,0.9,0.01,25000.0,240.0,0.1,0.1,enabled,,,,,
143,htx,usdt,9,2,main,htxusdt,online,8,1.0,574709340750.0,1.0,1.0,574709340750.0,574709340750.0,574709340750.0,1.1,0.9,1.0,28001655750.0,50000.0,0.05,0.05,enabled,,,,,
144,wnxm,btc,6,2,main,wnxmbtc,offline,8,0.001,15000.0,0.0001,0.001,15000.0,15000.0,15000.0,1.1,0.9,0.001,1500.0,8.0,0.1,0.1,enabled,,,,,
145,dusk,usdt,4,4,main,duskusdt,online,8,0.01,2219263.0,10.0,0.01,2219263.0,2219263.0,2219263.0,1.1,0.9,0.01,616374.0,100000.0,0.1,0.1,enabled,,,,,
146,btm,eth,8,2,main,btmeth,offline,8,0.1,14500000.0,0.001,0.1,14500000.0,14500000.0,14500000.0,1.1,0.9,0.1,1450000.0,270.0,0.1,0.1,enabled,,,,,
147,boring,btc,8,2,main,boringbtc,offline,8,0.1,36737692.0,0.0001,0.1,36737692.0,36737692.0,36737692.0,1.1,0.9,0.1,3673769.0,3.0,0.1,0.1,enabled,,,,,
148,chz,usdc,6,4,main,chzusdc,offline,8,1.0,10754075.0,10.0,1.0,10754075.0,10754075.0,10754075.0,1.1,0.9,1.0,1075407.0,100000.0,0.1,0.1,enabled,,,,,
149,gas,btc,6,4,main,gasbtc,offline,8,0.001,10000.0,0.0001,0.001,10000.0,10000.0,10000.0,1.1,0.9,0.001,1000.0,100.0,0.1,0.1,enabled,,,,,
150,ocn,btc,12,2,st,ocnbtc,offline,8,1.0,10000000.0,0.0001,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,1000000.0,100.0,0.1,0.1,enabled,,,,,
151,t,btc,10,2,main,tbtc,offline,8,0.01,9293680.0,0.0001,0.01,9293680.0,9293680.0,9293680.0,1.1,0.9,0.01,929368.0,3.0,0.1,0.1,enabled,,,,,
152,swftc,usdt,7,3,main,swftcusdt,online,8,1.0,510000000.0,10.0,1.0,510000000.0,510000000.0,510000000.0,1.1,0.9,1.0,29093705.0,100000.0,0.1,0.1,enabled,,,,,
153,npt,usdt,4,4,main,nptusdt,offline,8,0.001,142857.0,10.0,0.001,142857.0,142857.0,142857.0,1.1,0.9,0.001,1334029.0,100000.0,0.1,0.1,enabled,st,,,,
154,algo,usdt,4,2,main,algousdt,online,8,0.01,3000000.0,5.0,0.01,3000000.0,3000000.0,3000000.0,1.1,0.9,0.01,901465.0,100000.0,0.1,0.1,enabled,,3.0,3.0,,
155,man,btc,10,2,st,manbtc,offline,8,0.1,500000.0,0.0001,0.1,500000.0,500000.0,500000.0,1.1,0.9,0.1,50000.0,10.0,0.05,0.05,enabled,hadax,,,,
156,phb,usdt,4,4,main,phbusdt,online,8,0.1,1590330.0,10.0,0.1,1590330.0,1590330.0,1590330.0,1.1,0.9,0.1,893238.0,100000.0,0.1,0.1,enabled,,,,,
157,dks,usdt,7,6,main,dksusdt,offline,8,0.1,32992411.0,10.0,0.1,32992411.0,32992411.0,32992411.0,1.1,0.9,0.1,3299241.0,100000.0,0.1,0.1,enabled,,,,,
158,blum,usdt,6,4,main,blumusdt,online,8,0.1,11494252.0,10.0,0.1,11494252.0,11494252.0,11494252.0,1.1,0.9,0.1,12178849.0,50000.0,0.05,0.05,enabled,,,,,
159,usdj,usdt,4,4,main,usdjusdt,offline,8,0.01,961538.0,10.0,0.01,961538.0,961538.0,961538.0,1.1,0.9,0.01,77585.0,100000.0,0.1,0.1,enabled,zerofee,,,,
160,utk,btc,8,2,main,utkbtc,offline,8,0.1,5500000.0,0.0001,0.1,5500000.0,5500000.0,5500000.0,1.1,0.9,0.1,550000.0,10.0,0.1,0.1,enabled,,,,,
161,klv,usdt,6,4,main,klvusdt,online,8,0.1,74019245.0,10.0,0.1,74019245.0,74019245.0,74019245.0,1.25,0.75,0.1,117924528.0,100000.0,0.1,0.1,enabled,st,,,,
162,prq,usdt,4,4,main,prqusdt,offline,8,0.01,3163555.0,10.0,0.01,3163555.0,3163555.0,3163555.0,1.1,0.9,0.01,3475370.0,100000.0,0.1,0.1,enabled,st,,,,
163,eos,eth,8,2,main,eoseth,offline,8,0.1,1000000.0,0.001,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.01,100000.0,1000.0,0.1,0.1,enabled,,,,,
164,eng,btc,8,2,st,engbtc,offline,8,0.01,1646.8655,0.0001,0.01,1646.8655,1646.8655,1646.8655,1.05,0.95,0.01,1646.8655,0.0129,0.1,0.1,enabled,st,,,1000.0,
165,bftold,eth,8,4,st,bftoldeth,offline,8,0.1,120000000.0,0.001,0.1,120000000.0,120000000.0,120000000.0,1.1,0.9,0.1,12000000.0,330.0,0.1,0.1,enabled,,,,,
166,bsv,husd,4,4,main,bsvhusd,offline,8,0.001,10000.0,1.0,0.001,10000.0,10000.0,10000.0,1.1,0.9,0.001,1000.0,140000.0,0.1,0.1,enabled,,,,,
167,zbc,usdt,6,4,main,zbcusdt,offline,8,0.1,47619047.0,10.0,0.1,47619047.0,47619047.0,47619047.0,1.1,0.9,0.1,4761904.0,100000.0,0.1,0.1,enabled,,,,,
168,币安人生,usdt,4,4,main,币安人生usdt,online,8,0.1,7124232.0,10.0,0.1,7124232.0,7124232.0,7124232.0,1.1,0.9,0.1,109688.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
169,fitfi,usdt,6,4,main,fitfiusdt,online,8,0.01,4317789.0,10.0,0.01,4317789.0,4317789.0,4317789.0,1.1,0.9,0.01,172413793.0,100000.0,0.1,0.1,enabled,,,,,
170,ldo,usdt,4,4,main,ldousdt,online,8,0.01,1929384.0,10.0,0.01,1929384.0,1929384.0,1929384.0,1.1,0.9,0.01,236935.0,100000.0,0.1,0.1,enabled,,3.0,,,
171,nfp,usdt,6,4,main,nfpusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,2000000.0,100000.0,0.1,0.1,enabled,,,,,
172,qsp,btc,10,0,st,qspbtc,offline,8,1.0,71967.026,0.0001,1.0,71967.026,71967.026,71967.026,1.1,0.9,1.0,71967.026,0.0129,0.1,0.1,enabled,"griddisabled,st",,,1000.0,
173,grt,btc,8,2,main,grtbtc,offline,8,0.1,33333333.0,0.0001,0.1,33333333.0,33333333.0,33333333.0,1.1,0.9,0.1,3333333.0,4.0,0.1,0.1,enabled,,,,,
174,itc,btc,10,0,st,itcbtc,offline,8,0.1,5000000.0,0.0001,0.1,5000000.0,5000000.0,5000000.0,1.1,0.9,0.1,500000.0,100.0,0.1,0.1,enabled,,,,,
175,mev,usdt,6,4,main,mevusdt,offline,8,0.1,69966423.0,10.0,0.1,69966423.0,69966423.0,69966423.0,1.1,0.9,0.1,16290567.0,100000.0,0.1,0.1,enabled,st,,,,
176,naka,usdt,4,4,main,nakausdt,online,8,0.1,1258339.0,10.0,0.1,1258339.0,1258339.0,1258339.0,1.1,0.9,0.1,1746923.0,100000.0,0.1,0.1,enabled,,,,,
177,w,usdt,4,4,main,wusdt,online,8,0.1,4000000.0,10.0,0.1,4000000.0,4000000.0,4000000.0,1.1,0.9,0.1,7674341.0,100000.0,0.1,0.1,enabled,,3.0,,,
178,rvn,ht,6,2,main,rvnht,offline,8,1.0,59000000.0,0.01,1.0,59000000.0,59000000.0,59000000.0,1.1,0.9,1.0,5900000.0,34000.0,0.1,0.1,enabled,,,,,
179,bat,btc,8,0,main,batbtc,offline,8,1.0,5000000.0,0.0001,1.0,5000000.0,5000000.0,5000000.0,1.1,0.9,1.0,500000.0,100.0,0.1,0.1,enabled,,,,,
180,ctx,usdt,4,4,main,ctxusdt,online,8,0.0001,98328.0,10.0,0.0001,98328.0,98328.0,98328.0,1.1,0.9,0.0001,222904.0,100000.0,0.1,0.1,enabled,,,,,
181,icx,usdt,4,4,main,icxusdt,online,8,0.1,1500000.0,10.0,0.1,1500000.0,1500000.0,1500000.0,1.1,0.9,0.1,2334551.0,100000.0,0.1,0.1,enabled,,,,,
182,ai16z,usdt,4,4,main,ai16zusdt,offline,8,0.1,1204964.0,10.0,0.1,1204964.0,1204964.0,1204964.0,1.1,0.9,0.1,895220.0,50000.0,0.05,0.05,enabled,,,,,
183,dac,eth,10,2,st,daceth,offline,8,1.0,300000000.0,0.001,1.0,300000000.0,300000000.0,300000000.0,1.1,0.9,1.0,30000000.0,360.0,0.1,0.1,enabled,hadax,,,,
184,medamon,usdt,6,4,main,medamonusdt,offline,8,0.001,362318.0,10.0,0.001,362318.0,362318.0,362318.0,1.1,0.9,0.001,36231.0,100000.0,0.1,0.1,enabled,,,,,
185,waves,usdt,4,2,main,wavesusdt,online,8,0.01,300000.0,10.0,0.01,300000.0,300000.0,300000.0,1.1,0.9,0.01,230770.0,100000.0,0.1,0.1,enabled,activities,,,,
186,evx,eth,8,2,st,evxeth,offline,8,0.01,32121.3243,0.001,0.01,32121.3243,32121.3243,32121.3243,1.1,0.9,0.01,32121.3243,0.4159,0.1,0.1,enabled,st,,,1000.0,
187,lrc,btc,8,2,main,lrcbtc,offline,8,0.01,3786444.0,0.0001,0.01,3786444.0,3786444.0,3786444.0,1.1,0.9,0.01,378644.0,9.0,0.1,0.1,enabled,,,,,
188,kan,eth,10,2,main,kaneth,offline,8,1.0,100000000.0,0.001,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,10000000.0,100.0,0.1,0.1,enabled,,,,,
189,grs,btc,8,2,st,grsbtc,offline,8,0.1,1350000.0,0.0001,0.1,1350000.0,1350000.0,1350000.0,1.1,0.9,0.1,135000.0,5.0,0.1,0.1,enabled,,,,,
190,yamv2,btc,6,4,st,yamv2btc,offline,8,0.0001,30000.0,0.0001,0.0001,30000.0,30000.0,30000.0,1.1,0.9,0.0001,3000.0,8.0,0.1,0.1,enabled,,,,,
191,snc,btc,10,2,main,sncbtc,offline,8,0.1,43000000.0,0.0001,0.1,43000000.0,43000000.0,43000000.0,1.1,0.9,0.1,4300000.0,70.0,0.1,0.1,enabled,st,,,,
192,cmt,usdt,6,4,st,cmtusdt,offline,8,1.0,3500000.0,10.0,1.0,3500000.0,3500000.0,3500000.0,1.1,0.9,1.0,350000.0,50000.0,0.1,0.1,enabled,,,,,
193,xvg,usdt,6,4,main,xvgusdt,online,8,1.0,391696043.0,10.0,1.0,391696043.0,391696043.0,391696043.0,1.1,0.9,1.0,27092609.0,100000.0,0.1,0.1,enabled,,,,,
194,birb,usdt,4,4,main,birbusdt,online,8,0.1,5000000.0,10.0,0.1,5000000.0,5000000.0,5000000.0,1.1,0.9,0.1,344589.0,50000.0,0.05,0.05,enabled,,,,,
195,nhbtc,usdt,4,4,st,nhbtcusdt,offline,8,0.01,1111111.0,10.0,0.01,1111111.0,1111111.0,1111111.0,1.1,0.9,0.01,111111.0,100000.0,0.1,0.1,enabled,,,,,
196,rei,usdt,6,4,main,reiusdt,online,8,0.1,23529411.0,10.0,0.1,23529411.0,23529411.0,23529411.0,1.25,0.75,0.1,34511733.0,100000.0,0.1,0.1,enabled,st,,,,
197,sos,usdt,10,2,main,sosusdt,offline,8,1.0,148235991698.0,10.0,1.0,148235991698.0,148235991698.0,148235991698.0,1.1,0.9,1.0,14823599169.0,100000.0,0.1,0.1,enabled,,,,,
198,tomi,usdt,7,4,main,tomiusdt,offline,8,0.01,5000000000.0,10.0,0.01,5000000000.0,5000000000.0,5000000000.0,1.1,0.9,0.01,2335499593.0,50000.0,0.1,0.1,enabled,st,,,,
199,auction,eth,6,4,main,auctioneth,offline,8,0.0001,45713.0,0.001,0.0001,45713.0,45713.0,45713.0,1.1,0.9,0.0001,4571.0,60.0,0.1,0.1,enabled,,,,,
200,palu,usdt,6,4,main,paluusdt,online,8,0.1,25000000.0,10.0,0.1,25000000.0,25000000.0,25000000.0,1.25,0.75,0.1,5773816.0,50000.0,0.05,0.05,enabled,st,,,,
201,arpa,btc,8,2,main,arpabtc,offline,8,1.0,50000000.0,0.0001,1.0,50000000.0,50000000.0,50000000.0,1.1,0.9,1.0,5000000.0,20.0,0.1,0.1,enabled,,,,,
202,elon,usdt,11,2,main,elonusdt,online,8,1.0,826446280991.0,10.0,1.0,826446280991.0,826446280991.0,826446280991.0,1.1,0.9,1.0,2422199989509.0,100000.0,0.1,0.1,enabled,,,,,
203,mana,usdc,4,2,main,manausdc,offline,8,1.0,959324.0,10.0,1.0,959324.0,959324.0,959324.0,1.1,0.9,1.0,95932.0,100000.0,0.1,0.1,enabled,,,,,
204,eth,usdd,2,4,main,ethusdd,offline,8,0.001,769.0,10.0,0.001,769.0,769.0,769.0,1.1,0.9,0.001,76.0,100000.0,0.1,0.1,enabled,zerofee,,,,
205,wsm,usdt,6,4,main,wsmusdt,offline,8,1.0,29673590.0,10.0,1.0,29673590.0,29673590.0,29673590.0,1.1,0.9,1.0,219235535.0,100000.0,0.1,0.1,enabled,st,,,,
206,ut,usdt,6,4,main,utusdt,offline,8,0.1,3916960.0,10.0,0.1,3916960.0,3916960.0,3916960.0,1.1,0.9,0.1,391696.0,100000.0,0.1,0.1,enabled,,,,,
207,o3,usdt,4,2,main,o3usdt,offline,8,0.01,1000000.0,10.0,0.01,1000000.0,1000000.0,1000000.0,1.1,0.9,0.01,100000.0,100000.0,0.1,0.1,enabled,,,,,
208,eos3s,usdt,8,4,main,eos3susdt,offline,8,0.01,668449197.8609,10.0,0.01,668449197.8609,668449197.8609,668449197.8609,1.5,0.5,0.01,668449197.8609,2500.0,0.1,0.1,enabled,"etp,nav,holdinglimit",,,2500.0,
209,snt,btc,9,0,main,sntbtc,offline,8,1.0,10000000.0,0.0001,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,1000000.0,100.0,0.1,0.1,enabled,,,,,
210,epic,usdt,4,4,main,epicusdt,online,8,0.01,465116.0,10.0,0.01,465116.0,465116.0,465116.0,1.1,0.9,0.01,153296.0,50000.0,0.05,0.05,enabled,,,,,
211,aurora,usdt,5,4,main,aurorausdt,online,8,0.0001,49726.0,10.0,0.0001,49726.0,49726.0,49726.0,1.1,0.9,0.0001,3624901.0,100000.0,0.1,0.1,enabled,,,,,
212,inv,usdt,2,6,st,invusdt,offline,8,1e-05,1300.0,10.0,1e-05,1300.0,1300.0,1300.0,1.1,0.9,1e-05,130.0,100000.0,0.1,0.1,enabled,,,,,
213,mode,usdt,7,4,main,modeusdt,offline,8,1.0,45766590.0,10.0,1.0,45766590.0,45766590.0,45766590.0,1.25,0.75,1.0,713200409.0,100000.0,0.1,0.1,enabled,st,,,,
214,apn,usdt,6,2,st,apnusdt,offline,8,0.1,50000000.0,10.0,0.1,50000000.0,50000000.0,50000000.0,1.1,0.9,0.1,5000000.0,100000.0,0.1,0.1,enabled,,,,,
215,front,usdt,6,4,main,frontusdt,offline,8,0.1,12500000.0,10.0,0.1,12500000.0,12500000.0,12500000.0,1.1,0.9,0.1,1250000.0,100000.0,0.1,0.1,enabled,,,,,
216,avaai,usdt,5,4,main,avaaiusdt,offline,8,0.1,4327131.0,10.0,0.1,4327131.0,4327131.0,4327131.0,1.1,0.9,0.1,4015924.0,50000.0,0.05,0.05,enabled,st,,,,
217,near,eth,6,2,main,neareth,offline,8,0.01,465267.0,0.001,0.01,465267.0,465267.0,465267.0,1.1,0.9,0.01,46526.0,261.0,0.1,0.1,enabled,,,,,
218,axs,eth,6,4,main,axseth,offline,8,0.001,164130.0,0.001,0.001,164130.0,164130.0,164130.0,1.1,0.9,0.001,16413.0,55.0,0.1,0.1,enabled,,,,,
219,sbtc,btc,7,4,st,sbtcbtc,offline,8,0.0001,5253.2019,0.0001,0.0001,5253.2019,5253.2019,5253.2019,1.1,0.9,0.0001,5253.2019,0.0129,0.1,0.1,enabled,"st,abnormalmarket",,,1000.0,
220,sun,usdd,6,2,main,sunusdd,offline,8,0.1,109445113.0,10.0,0.1,109445113.0,109445113.0,109445113.0,1.1,0.9,0.1,10944511.0,100000.0,0.1,0.1,enabled,zerofee,,,,
221,zkl,usdt,5,4,main,zklusdt,online,8,0.1,5934718.0,10.0,0.1,5934718.0,5934718.0,5934718.0,1.25,0.75,0.1,169491525.0,100000.0,0.1,0.1,enabled,st,,,,
222,ltc,ht,6,4,main,ltcht,offline,8,0.001,7000.0,0.1,0.001,7000.0,7000.0,7000.0,1.1,0.9,0.001,700.0,5000.0,0.1,0.1,enabled,,,,,
223,pearl,btc,4,6,st,pearlbtc,offline,8,0.0001,300.0,0.0001,0.0001,300.0,300.0,300.0,1.1,0.9,0.0001,30.0,8.0,0.1,0.1,enabled,,,,,
224,swrv,btc,8,2,st,swrvbtc,offline,8,0.01,174825.0,0.0001,0.01,174825.0,174825.0,174825.0,1.1,0.9,0.01,17482.0,9.0,0.1,0.1,enabled,,,,,
225,apn,eth,8,2,st,apneth,offline,8,0.1,50000000.0,0.001,0.1,50000000.0,50000000.0,50000000.0,1.1,0.9,0.1,5000000.0,43.0,0.1,0.1,enabled,,,,,
226,she,eth,10,2,st,sheeth,offline,8,1.0,1250000000.0,0.001,1.0,1250000000.0,1250000000.0,1250000000.0,1.1,0.9,1.0,125000000.0,340.0,0.1,0.1,enabled,hadax,,,,
227,portal,usdt,5,4,main,portalusdt,online,8,0.1,3333333.0,10.0,0.1,3333333.0,3333333.0,3333333.0,1.1,0.9,0.1,10917030.0,100000.0,0.1,0.1,enabled,,,,,
228,unq,usdt,6,4,main,unqusdt,offline,8,0.1,4000000.0,10.0,0.1,4000000.0,4000000.0,4000000.0,1.1,0.9,0.1,400000.0,100000.0,0.1,0.1,enabled,,,,,
229,avax,usdt,4,4,main,avaxusdt,online,8,0.001,190000.0,1.0,0.001,190000.0,190000.0,190000.0,1.1,0.9,0.001,10356.0,100000.0,0.03,0.03,enabled,,3.0,3.0,,
230,eos3l,usdt,10,4,main,eos3lusdt,offline,8,0.01,5160696138.2195,10.0,0.01,5160696138.2195,5160696138.2195,5160696138.2195,1.5,0.5,0.01,5160696138.2195,2500.0,0.1,0.1,enabled,"etp,nav,holdinglimit",,,2500.0,
231,zrx,btc,8,2,main,zrxbtc,offline,8,1.0,1000000.0,0.0001,1.0,1000000.0,1000000.0,1000000.0,1.1,0.9,1.0,100000.0,100.0,0.1,0.1,enabled,,,,,
232,rccc,eth,10,4,st,rccceth,offline,8,1.0,5900000.0,0.001,1.0,5900000.0,5900000.0,5900000.0,1.1,0.9,1.0,590000.0,50.0,0.05,0.05,enabled,"hadax,highrisk",,,,
233,cova,btc,12,2,st,covabtc,offline,8,1.0,40000000.0,0.0001,1.0,40000000.0,40000000.0,40000000.0,1.1,0.9,1.0,4000000.0,100.0,0.1,0.1,enabled,hadax,,,,
234,bananas31,usdt,6,4,main,bananas31usdt,online,8,1.0,149276011.0,10.0,1.0,149276011.0,149276011.0,149276011.0,1.1,0.9,1.0,4989305.0,50000.0,0.05,0.05,enabled,,,,,
235,bsv,usdt,4,4,main,bsvusdt,online,8,0.001,10000.0,1.0,0.001,10000.0,10000.0,10000.0,1.1,0.9,0.001,6125.0,100000.0,0.1,0.1,enabled,activities,5.0,3.0,,
236,clv,usdt,6,4,main,clvusdt,online,8,0.001,666666.0,10.0,0.001,666666.0,666666.0,666666.0,1.25,0.75,0.001,25971679.0,100000.0,0.1,0.1,enabled,st,,,,
237,hao,usdt,6,4,main,haousdt,offline,8,1.0,200000000.0,10.0,1.0,200000000.0,200000000.0,200000000.0,1.1,0.9,1.0,20000000.0,100000.0,0.1,0.1,enabled,,,,,
238,sao,usdt,6,4,main,saousdt,offline,8,0.1,45808520.0,10.0,0.1,45808520.0,45808520.0,45808520.0,1.1,0.9,0.1,4580852.0,100000.0,0.1,0.1,enabled,,,,,
239,sign,usdt,6,4,main,signusdt,offline,8,0.1,50000000.0,10.0,0.1,50000000.0,50000000.0,50000000.0,1.1,0.9,0.1,5000000.0,100000.0,0.1,0.1,enabled,,,,,
240,pnt,btc,12,2,st,pntbtc,offline,8,1.0,50000000.0,0.0001,1.0,50000000.0,50000000.0,50000000.0,1.1,0.9,1.0,2500000.0,10.0,0.05,0.05,enabled,hadax,,,,
241,sqd,usdt,4,4,main,sqdusdt,online,8,0.1,4275331.0,10.0,0.1,4275331.0,4275331.0,4275331.0,1.1,0.9,0.1,1448910.0,50000.0,0.05,0.05,enabled,innovate,,,,
242,pyusd,usdt,4,4,main,pyusdusdt,online,8,0.1,1000000.0,10.0,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100063.0,100000.0,0.03,0.03,enabled,zerofee,,,,
243,neo,btc,6,4,main,neobtc,offline,8,0.001,60000.0,0.0001,0.001,60000.0,60000.0,60000.0,1.1,0.9,0.001,6000.0,9.0,0.1,0.1,enabled,,,3.0,,
244,tox,usdt,6,3,main,toxusdt,offline,8,0.1,5998800.0,10.0,0.1,5998800.0,5998800.0,5998800.0,1.1,0.9,0.1,528249885.0,100000.0,0.1,0.1,enabled,st,,,,
245,shrap,usdt,6,4,main,shrapusdt,offline,8,1.0,30303030.0,10.0,1.0,30303030.0,30303030.0,30303030.0,1.1,0.9,1.0,138746455.0,100000.0,0.1,0.1,enabled,st,,,,
246,mgg,usdt,6,4,main,mggusdt,offline,8,0.1,12500000.0,10.0,0.1,12500000.0,12500000.0,12500000.0,1.1,0.9,0.1,1250000.0,100000.0,0.1,0.1,enabled,,,,,
247,ht,btc,8,4,main,htbtc,offline,8,0.1,1000000.0,0.0001,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,1000.0,0.1,0.1,enabled,,,,,
248,qash,eth,6,4,st,qasheth,offline,8,0.1,17000000.0,0.001,0.1,17000000.0,17000000.0,17000000.0,1.1,0.9,0.1,1700000.0,360.0,0.1,0.1,enabled,,,,,
249,lsd,usdt,6,4,main,lsdusdt,offline,8,0.001,500000000.0,10.0,0.001,500000000.0,500000000.0,500000000.0,1.1,0.9,0.001,50000000.0,100000.0,0.1,0.1,enabled,,,,,
250,dac,usdt,8,2,st,dacusdt,offline,8,1.0,80000000.0,10.0,1.0,80000000.0,80000000.0,80000000.0,1.1,0.9,1.0,8000000.0,140000.0,0.1,0.1,enabled,hadax,,,,
251,popcat,usdt,4,4,main,popcatusdt,online,8,0.1,2794857.0,10.0,0.1,2794857.0,2794857.0,2794857.0,1.1,0.9,0.1,1564838.0,100000.0,0.1,0.1,enabled,,3.0,,,
252,eko,eth,10,2,st,ekoeth,offline,8,1.0,100000000.0,0.001,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,100000000.0,20.0,0.1,0.1,enabled,,,,,
253,can,usdt,6,4,st,canusdt,offline,8,0.1,15353200.0,10.0,0.1,15353200.0,15353200.0,15353200.0,1.1,0.9,0.1,1535320.0,100000.0,0.1,0.1,enabled,,,,,
254,dbc,btc,10,2,main,dbcbtc,offline,8,0.1,784929356.0,0.0001,0.1,784929356.0,784929356.0,784929356.0,1.1,0.9,0.1,78492935.0,0.5,0.1,0.1,enabled,,,,,
255,hsk,usdt,4,4,main,hskusdt,online,8,0.1,1759943.0,10.0,0.1,1759943.0,1759943.0,1759943.0,1.1,0.9,0.1,304821.0,50000.0,0.05,0.05,enabled,,3.0,,,
256,wbtc,eth,4,4,main,wbtceth,offline,8,0.0001,96.0,0.001,0.0001,96.0,96.0,96.0,1.1,0.9,0.0001,9.0,271.0,0.1,0.1,enabled,,,,,
257,snek,usdt,6,4,main,snekusdt,online,8,0.1,250000000.0,10.0,0.1,250000000.0,250000000.0,250000000.0,1.1,0.9,0.1,97013666.0,50000.0,0.05,0.05,enabled,innovate,,,,
258,dka,usdt,6,2,main,dkausdt,online,8,1.0,17000000.0,10.0,1.0,17000000.0,17000000.0,17000000.0,1.1,0.9,1.0,15232191.0,100000.0,0.1,0.1,enabled,,,,,
259,sbd,usdt,4,4,main,sbdusdt,online,8,0.01,259740.0,10.0,0.01,259740.0,259740.0,259740.0,1.1,0.9,0.01,199604.0,100000.0,0.1,0.1,enabled,,,,,
260,algo,husd,4,4,main,algohusd,offline,8,0.01,3000000.0,1.0,0.01,3000000.0,3000000.0,3000000.0,1.1,0.9,0.01,300000.0,100000.0,0.1,0.1,enabled,crypto,,,,
261,pork,usdt,10,2,main,porkusdt,offline,8,1.0,7158196134574.0,10.0,1.0,7158196134574.0,7158196134574.0,7158196134574.0,1.1,0.9,1.0,3854533266427.0,100000.0,0.1,0.1,enabled,st,,,,
262,era,usdt,4,4,main,erausdt,online,8,0.1,4166666.0,10.0,0.1,4166666.0,4166666.0,4166666.0,1.1,0.9,0.1,359745.0,50000.0,0.05,0.05,enabled,,,,,
263,bal,usdt,4,2,main,balusdt,online,8,0.001,30000.0,10.0,0.001,30000.0,30000.0,30000.0,1.25,0.75,0.001,929990.0,140000.0,0.1,0.1,enabled,st,,,,
264,arix,usdt,4,4,main,arixusdt,offline,8,0.1,1958096.0,10.0,0.1,1958096.0,1958096.0,1958096.0,1.1,0.9,0.1,195809.0,100000.0,0.1,0.1,enabled,,,,,
265,api3,eth,6,4,main,api3eth,offline,8,0.01,372619.0,0.001,0.01,372619.0,372619.0,372619.0,1.1,0.9,0.01,37261.0,167.0,0.1,0.1,enabled,,,,,
266,hydro,eth,8,2,st,hoteth,offline,8,1.0,10000000.0,0.001,1.0,10000000.0,10000000.0,10000000.0,1.1,0.9,1.0,1000000.0,100.0,0.1,0.1,enabled,hadax,,,,
267,egt,usdt,6,2,st,egtusdt,offline,8,1.0,700000000.0,10.0,1.0,700000000.0,700000000.0,700000000.0,1.1,0.9,1.0,70000000.0,100000.0,0.1,0.1,enabled,,,,,
