,product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description,best_bid_price,best_ask_price,high_24h,low_24h,future_product_details_venue,future_product_details_contract_code,future_product_details_contract_expiry,future_product_details_contract_size,future_product_details_contract_root_unit,future_product_details_group_description,future_product_details_contract_expiry_timezone,future_product_details_group_short_description,future_product_details_risk_managed_by,future_product_details_contract_expiry_type,future_product_details_contract_display_name,future_product_details_time_to_expiry_ms,future_product_details_non_crypto,future_product_details_contract_expiry_name,future_product_details_twenty_four_by_seven,future_product_details_funding_interval,future_product_details_open_interest,future_product_details_funding_rate,future_product_details_funding_time,future_product_details_display_name,future_product_details_settlement_price,future_product_details_futures_asset_type,future_product_details_index_price,future_product_details_contract_code_display_name,future_product_details_product_group_cbrn,future_product_details_futures_asset_types,future_product_details_trading_hours_type,future_product_details_perpetual_details_open_interest,future_product_details_perpetual_details_funding_rate,future_product_details_perpetual_details_funding_time,future_product_details_perpetual_details_max_leverage,future_product_details_perpetual_details_base_asset_uuid,future_product_details_perpetual_details_underlying_type,future_product_details_intraday_margin_rate_long_margin_rate,future_product_details_intraday_margin_rate_short_margin_rate,future_product_details_overnight_margin_rate_long_margin_rate,future_product_details_overnight_margin_rate_short_margin_rate
0,BIP-20DEC30-CDE,71525,-2.85229202037351,611570,657.14657125524618,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",71520,,[],,USD,False,5,BTC PERP,FCM,437425442.5,,,,,,,,,False,,,,,,cde,BIP,2030-12-20T16:00:00Z,0.01,BTC,nano BTC Perp Futures,Europe/London,nano BTC Perp,MANAGED_BY_FCM,EXPIRING,BTC PERP,143677349746,False,2030-12,True,3600s,178579,0.000001,2026-06-01T17:00:00Z,Bitcoin Perpetual,73420,FUTURES_ASSET_TYPE_CRYPTO,71462.841991,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,178579,,,,,,0.1000185,0.1000008,0.245625,0.306375
1,BIT-26JUN26-CDE,71800,-2.8745350016909,132152,1556.87061183550652,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",71782.5,,[],,USD,False,5,BTC 26 JUN 26,FCM,94885136,,,,,,,,,False,,,,,,cde,BIT,2026-06-26T15:00:00Z,0.01,BTC,nano Bitcoin Futures,Europe/London,nano BTC,MANAGED_BY_FCM,EXPIRING,BTC 26 JUN 26,2150549746,False,2026-06,True,,31663,,,Bitcoin Futures (Jun 2026),73740,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,31663,,,,,,0.0999375,0.1001096,0.234375,0.289
2,ETP-20DEC30-CDE,1986,-0.94763092269327,215326,594.62240717442498,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1986,,[],,USD,False,0.5,ETH PERP,FCM,42763743.6,,,,,,,,,False,,,,,,cde,ETP,2030-12-20T16:00:00Z,0.1,ETH,nano ETH Perp Futures,Europe/London,nano ETH Perp,MANAGED_BY_FCM,EXPIRING,ETH PERP,143677349746,False,2030-12,True,3600s,202934,0.000008,2026-06-01T17:00:00Z,Ethereum Perpetual,2014.5,FUTURES_ASSET_TYPE_CRYPTO,1985.410192,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,202934,,,,,,0.100062,0.0998894,0.24525,0.33475
3,GOL-29JUL26-CDE,4513,-1.44136274295698,50671,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",4513.35,,[],,USD,False,0.1,GLD 29 JUL 26,FCM,228678223,,,,,,,,,False,,,,,,cde,GOL,2026-07-29T17:30:00Z,1,CDEGLD,Gold Futures,America/New_York,Gold Futures,MANAGED_BY_FCM,EXPIRING,GLD 29 JUL 26,5010749746,True,2026-08,False,,6307,,,Gold Futures (Jul 2026),4593.7,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,6307,,,,,,0.04998,0.0500021,0.0525,0.054875
4,ET-26JUN26-CDE,1990,-0.89641434262948,22284,586.29504157684016,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1992.75,,[],,USD,False,0.5,ETH 26 JUN 26,FCM,4434516,,,,,,,,,False,,,,,,cde,ET,2026-06-26T15:00:00Z,0.1,ETH,nano Ether Futures,Europe/London,nano ETH,MANAGED_BY_FCM,EXPIRING,ETH 26 JUN 26,2150549746,False,2026-06,True,,37459,,,Ethereum Futures (Jun 2026),2023,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,37459,,,,,,0.1000441,0.0999745,0.234625,0.316375
5,MC-17SEP26-CDE,2920,0.12858979854265,11553,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",2918.125,,[],,USD,False,0.25,MAG7C 17 SEP 26,FCM,33734760,,,,,,,,,False,,,,,,cde,MC,2026-09-17T20:00:00Z,1,CDEMC,Mag7+Crypto Futures,America/Chicago,Mag7+Crypto Futures,MANAGED_BY_FCM,EXPIRING,MAG7C 17 SEP 26,9339749746,True,2026-09,False,,92,,,MAG7C Futures (Sep 2026),2908,FUTURES_ASSET_TYPE_STOCKS,,,,['FUTURES_ASSET_TYPE_STOCKS'],TRADING_HOURS_TYPE_UNSPECIFIED,92,,,,,,0.1000296,0.1000384,0.10525,0.116
6,BIT-31JUL26-CDE,71715,-3.42064507440576,245,0,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",72182.5,,[],,USD,True,5,BTC 31 JUL 26,FCM,175701.75,,,,,,,,,False,,,,,,cde,BIT,2026-07-31T15:00:00Z,0.01,BTC,nano Bitcoin Futures,Europe/London,nano BTC,MANAGED_BY_FCM,EXPIRING,BTC 31 JUL 26,5174549746,False,2026-07,True,,22,,,Bitcoin Futures (Jul 2026),74220,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,22,,,,,,0.0999375,0.1001096,0.234375,0.289
7,ZEC-20DEC30-CDE,544.65,-0.53871439006574,20456,284.58356833991352,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",544.975,,[],,USD,False,0.05,ZCASH PERP,FCM,11141360.4,,,,,,,,,False,,,,,,cde,ZEC,2030-12-20T16:00:00Z,1,ZEC,ZCASH Perp Style Futures,Europe/London,ZCASH Perp Style Futures,MANAGED_BY_FCM,EXPIRING,ZCASH PERP,143677349745,False,2030-12,True,3600s,5118,0.000037,2026-06-01T17:00:00Z,Zcash Perpetual,532.5,FUTURES_ASSET_TYPE_CRYPTO,543.988665,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,5118,,,,,,0.2499462,0.2499545,0.53775,0.985625
8,NOL-19JUN26-CDE,91.86,4.29155313351499,49670,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",91.84,,[],,USD,False,0.01,OIL 18 JUN 26,FCM,45626862,,,,,,,,,False,,,,,,cde,NOL,2026-06-18T18:30:00Z,10,CDEOIL,nano Crude Oil Futures,America/New_York,Oil Futures,MANAGED_BY_FCM,EXPIRING,OIL 18 JUN 26,1471949745,True,2026-07,False,,17083,,,Oil Futures (Jun 2026),87.39,FUTURES_ASSET_TYPE_ENERGY,,,,['FUTURES_ASSET_TYPE_ENERGY'],TRADING_HOURS_TYPE_UNSPECIFIED,17083,,,,,,0.12001,0.1199496,0.136375,0.159
9,SLP-20DEC30-CDE,80.64,-1.29742962056304,47018,408.19282317336792,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",80.655,,[],,USD,False,0.01,SOL PERP,FCM,18957657.6,,,,,,,,,False,,,,,,cde,SLP,2030-12-20T16:00:00Z,5,SOL,nano Solana Perp Futures,Europe/London,nano Solana Perp,MANAGED_BY_FCM,EXPIRING,SOL PERP,143677349745,False,2030-12,True,3600s,34523,0,2026-06-01T17:00:00Z,Solana Perpetual,81.92,FUTURES_ASSET_TYPE_CRYPTO,80.607301,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,34523,,,,,,0.1999824,0.2001666,0.366,0.55975
10,PAU-20DEC30-CDE,4470.9,-1.31988434458251,719,611.88118811881188,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",4480.25,,[],,USD,False,0.1,PAXG PERP,FCM,3214577.1,,,,,,,,,False,,,,,,cde,PAU,2030-12-20T16:00:00Z,1,PAXG,PAXG Perp Style Futures,Europe/London,PAXG Perp Style Futures,MANAGED_BY_FCM,EXPIRING,PAXG PERP,143677349745,False,2030-12,True,3600s,864,0.000006,2026-06-01T17:00:00Z,PAX Gold Perpetual,4531.6,FUTURES_ASSET_TYPE_CRYPTO,4476.452033,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,864,,,,,,0.049977,0.0500181,0.077125,0.082375
11,BCP-20DEC30-CDE,290.5,-2.74522932708403,5863,452.59189443920829,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",291.35,,[],,USD,False,0.05,BCH PERP,FCM,1703201.5,,,,,,,,,False,,,,,,cde,BCP,2030-12-20T16:00:00Z,1,BCH,Bitcoin Cash Perp Futures,Europe/London,Bitcoin Cash Perp,MANAGED_BY_FCM,EXPIRING,BCH PERP,143677349746,False,2030-12,True,3600s,2038,0.000015,2026-06-01T17:00:00Z,Bitcoin Cash Perpetual,303.85,FUTURES_ASSET_TYPE_CRYPTO,290.973003,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,2038,,,,,,0.250022,0.2500245,0.4195,0.631375
12,SLR-26JUN26-CDE,75.395,-0.30413223140496,19467,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",75.375,,[],,USD,False,0.005,SLVR 26 JUN 26,FCM,73385723.25,,,,,,,,,False,,,,,,cde,SLR,2026-06-26T17:25:00Z,50,CDESIL,Silver Futures,America/New_York,Silver Futures,MANAGED_BY_FCM,EXPIRING,SLVR 26 JUN 26,2159249745,True,2026-07,False,,8845,,,Silver Futures (Jun 2026),75.88,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,8845,,,,,,0.0899562,0.0899536,0.117375,0.1345
13,MC-18JUN26-CDE,2856.25,-0.34019539427774,419,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",2861,,[],,USD,False,0.25,MAG7C 18 JUN 26,FCM,1196768.75,,,,,,,,,False,,,,,,cde,MC,2026-06-18T20:00:00Z,1,CDEMC,Mag7+Crypto Futures,America/Chicago,Mag7+Crypto Futures,MANAGED_BY_FCM,EXPIRING,MAG7C 18 JUN 26,1477349746,True,2026-06,False,,1176,,,MAG7C Futures (Jun 2026),2892,FUTURES_ASSET_TYPE_STOCKS,,,,['FUTURES_ASSET_TYPE_STOCKS'],TRADING_HOURS_TYPE_UNSPECIFIED,1176,,,,,,0.1000296,0.1000384,0.10525,0.116
14,SOL-26JUN26-CDE,80.94,-1.24450951683748,10029,2075.4880694143167,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",80.9,,[],,USD,False,0.01,SOL 26 JUN 26,FCM,4058736.3,,,,,,,,,False,,,,,,cde,SOL,2026-06-26T15:00:00Z,5,SOL,nano Solana Futures,Europe/London,nano Solana Futures,MANAGED_BY_FCM,EXPIRING,SOL 26 JUN 26,2150549745,False,2026-06,True,,9669,,,Solana Futures (Jun 2026),82.18,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,9669,,,,,,0.1999396,0.1998878,0.3535,0.53275
15,BCH-26JUN26-CDE,291.6,-3.60330578512397,2440,7293.93939393939394,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",292.85,,[],,USD,False,0.05,BCH 26 JUN 26,FCM,711504,,,,,,,,,False,,,,,,cde,BCH,2026-06-26T15:00:00Z,1,BCH,Bitcoin Cash Futures,Europe/London,Bitcoin Cash Futures,MANAGED_BY_FCM,EXPIRING,BCH 26 JUN 26,2150549746,False,2026-06,True,,375,,,Bitcoin Cash Futures (Jun 2026),305.9,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,375,,,,,,0.2499072,0.2501226,0.40675,0.61425
16,BCH-31JUL26-CDE,286.55,-5.94124405054981,2354,58750,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",294.4,,[],,USD,False,0.05,BCH 31 JUL 26,FCM,674538.7,,,,,,,,,False,,,,,,cde,BCH,2026-07-31T15:00:00Z,1,BCH,Bitcoin Cash Futures,Europe/London,Bitcoin Cash Futures,MANAGED_BY_FCM,EXPIRING,BCH 31 JUL 26,5174549746,False,2026-07,True,,175,,,Bitcoin Cash Futures (Jul 2026),307.4,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,175,,,,,,0.2499072,0.2501226,0.40675,0.61425
17,ET-31JUL26-CDE,1985.5,-1.75655616031667,205,0,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",2003,,[],,USD,True,0.5,ETH 31 JUL 26,FCM,40702.75,,,,,,,,,False,,,,,,cde,ET,2026-07-31T15:00:00Z,0.1,ETH,nano Ether Futures,Europe/London,nano ETH,MANAGED_BY_FCM,EXPIRING,ETH 31 JUL 26,5174549746,False,2026-07,True,,7,,,Ethereum Futures (Jul 2026),2034.5,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,7,,,,,,0.1000441,0.0999745,0.234625,0.316375
18,PT-26JUN26-CDE,1932.3,0.25422849434471,146,0,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1933.5,,[],,USD,False,0.1,PLAT 26 JUN 26,FCM,2821158,,,,,,,,,False,,,,,,cde,PT,2026-06-26T17:05:00Z,10,CDEPT,Platinum Futures,America/New_York,Platinum Futures,MANAGED_BY_FCM,EXPIRING,PLAT 26 JUN 26,2158049745,True,2026-07,False,,161,,,Platinum Futures (Jun 2026),1929.1,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,161,,,,,,0.0799788,0.0800074,0.100375,0.110875
19,AVE-20DEC30-CDE,79.97,-1.52690555350326,1235,414.58333333333333,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",80.13,,[],,USD,False,0.01,AAVE PERP,FCM,493814.75,,,,,,,,,False,,,,,,cde,AVE,2030-12-20T16:00:00Z,5,AAVE,AAVE Perp Style Futures,Europe/London,AAVE Perp Style Futures,MANAGED_BY_FCM,EXPIRING,AAVE PERP,143677349746,False,2030-12,True,3600s,916,0.000017,2026-06-01T17:00:00Z,Aave Perpetual,82.21,FUTURES_ASSET_TYPE_CRYPTO,79.982017,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,916,,,,,,0.250088,0.250009,0.43,0.670625
20,LCP-20DEC30-CDE,50.82,-1.35869565217391,1437,264.72081218274112,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",50.87,,[],,USD,False,0.01,LTC PERP,FCM,365141.7,,,,,,,,,False,,,,,,cde,LCP,2030-12-20T16:00:00Z,5,LTC,Litecoin Perp Futures,Europe/London,Litecoin Perp,MANAGED_BY_FCM,EXPIRING,LTC PERP,143677349746,False,2030-12,True,3600s,2603,-0.000003,2026-06-01T17:00:00Z,Litecoin Perpetual,51.81,FUTURES_ASSET_TYPE_CRYPTO,50.821834,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,2603,,,,,,0.24992,0.2498355,0.4,0.588125
21,AVP-20DEC30-CDE,8.88,0.11273957158963,4495,111.2312030075188,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",8.88,,[],,USD,False,0.01,AVAX PERP,FCM,399156,,,,,,,,,False,,,,,,cde,AVP,2030-12-20T16:00:00Z,10,AVAX,Avalanche Perp Futures,Europe/London,Avalanche Perp,MANAGED_BY_FCM,EXPIRING,AVAX PERP,143677349746,False,2030-12,True,3600s,6781,0.00001,2026-06-01T17:00:00Z,Avalanche Perpetual,8.82,FUTURES_ASSET_TYPE_CRYPTO,8.868794,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,6781,,,,,,0.2001024,0.2000902,0.324,0.44425
22,LNP-20DEC30-CDE,9.051,-0.01104728236854,4317,210.35226455787203,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",9.049,,[],,USD,False,0.001,LINK PERP,FCM,1953658.35,,,,,,,,,False,,,,,,cde,LNP,2030-12-20T16:00:00Z,50,LINK,Chainlink Perp Futures,Europe/London,Chainlink Perp,MANAGED_BY_FCM,EXPIRING,LINK PERP,143677349746,False,2030-12,True,3600s,3776,0.000014,2026-06-01T17:00:00Z,Chainlink Perpetual,8.985,FUTURES_ASSET_TYPE_CRYPTO,9.045693,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,3776,,,,,,0.199946,0.200127,0.32125,0.438875
23,NER-20DEC30-CDE,2.495,10.33476318931588,15526,652.95829291949564,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",2.4954,,[],,USD,False,0.0001,NEAR PERP,FCM,19368685,,,,,,,,,False,,,,,,cde,NER,2030-12-20T16:00:00Z,500,NEAR,NEAR Perp Style Futures,Europe/London,NEAR Perp Style Futures,MANAGED_BY_FCM,EXPIRING,NEAR PERP,143677349746,False,2030-12,True,3600s,1238,-0.000028,2026-06-01T17:00:00Z,Near Protocol Perpetual,2.5365,FUTURES_ASSET_TYPE_CRYPTO,2.493991,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,1238,,,,,,0.1999032,0.1999776,0.38325,0.563
