,product_id,price,price_percentage_change_24h,volume_24h,volume_percentage_change_24h,base_increment,quote_increment,quote_min_size,quote_max_size,base_min_size,base_max_size,base_name,quote_name,watched,is_disabled,new,status,cancel_only,limit_only,post_only,trading_disabled,auction_mode,product_type,quote_currency_id,base_currency_id,fcm_trading_session_details,mid_market_price,alias,alias_to,base_display_symbol,quote_display_symbol,view_only,price_increment,display_name,product_venue,approximate_quote_24h_volume,new_at,market_cap,base_cbrn,quote_cbrn,product_cbrn,icon_color,icon_url,display_name_overwrite,is_alpha_testing,about_description,best_bid_price,best_ask_price,high_24h,low_24h,future_product_details_venue,future_product_details_contract_code,future_product_details_contract_expiry,future_product_details_contract_size,future_product_details_contract_root_unit,future_product_details_group_description,future_product_details_contract_expiry_timezone,future_product_details_group_short_description,future_product_details_risk_managed_by,future_product_details_contract_expiry_type,future_product_details_contract_display_name,future_product_details_time_to_expiry_ms,future_product_details_non_crypto,future_product_details_contract_expiry_name,future_product_details_twenty_four_by_seven,future_product_details_funding_interval,future_product_details_open_interest,future_product_details_funding_rate,future_product_details_funding_time,future_product_details_display_name,future_product_details_settlement_price,future_product_details_futures_asset_type,future_product_details_index_price,future_product_details_contract_code_display_name,future_product_details_product_group_cbrn,future_product_details_futures_asset_types,future_product_details_trading_hours_type,future_product_details_perpetual_details_open_interest,future_product_details_perpetual_details_funding_rate,future_product_details_perpetual_details_funding_time,future_product_details_perpetual_details_max_leverage,future_product_details_perpetual_details_base_asset_uuid,future_product_details_perpetual_details_underlying_type,future_product_details_intraday_margin_rate_long_margin_rate,future_product_details_intraday_margin_rate_short_margin_rate,future_product_details_overnight_margin_rate_long_margin_rate,future_product_details_overnight_margin_rate_short_margin_rate
57,PEP-20DEC30-CDE,0.003407,1.09792284866469,529,4.13385826771654,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.003396,,[],,USD,False,0.000001,1000PEPE PERP,FCM,180230.3,,,,,,,,,False,,,,,,cde,PEP,2030-12-20T16:00:00Z,100000,PEPE,1k PEPE Perp Style Futures,Europe/London,1k PEPE Perp Style Futures,MANAGED_BY_FCM,EXPIRING,1000PEPE PERP,143677349745,False,2030-12,True,3600s,536,-0.000002,2026-06-01T17:00:00Z,1000PEPE Perpetual,0.003391,FUTURES_ASSET_TYPE_CRYPTO,0.0034,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,536,,,,,,0.249985,0.2497131,0.540625,1.143375
58,SHB-26JUN26-CDE,0.00558,2.57352941176471,202,-11.79039301310044,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.00558,,[],,USD,False,0.00001,1000SHIB 26 JUN 26,FCM,11271.6,,,,,,,,,False,,,,,,cde,SHB,2026-06-26T15:00:00Z,10000,SHIB,1k Shib Futures,Europe/London,1k Shib Futures,MANAGED_BY_FCM,EXPIRING,1000SHIB 26 JUN 26,2150549745,False,2026-06,True,,221,,,1000SHIB Futures (Jun 2026),0.00545,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,221,,,,,,0.2501164,0.249648,0.517625,0.92875
59,ADA-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.0001,ADA 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,ADA,2026-08-28T15:00:00Z,1000,ADA,nano Cardano Futures,Europe/London,nano Cardano Futures,MANAGED_BY_FCM,EXPIRING,ADA 28 AUG 26,7593749746,False,2026-08,True,,0,,,Cardano Futures (Aug 2026),0.2354,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2000072,0.200027,0.26825,0.394375
60,AVA-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.01,AVAX 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,AVA,2026-08-28T15:00:00Z,10,AVAX,Avalanche Futures,Europe/London,Avalanche Futures,MANAGED_BY_FCM,EXPIRING,AVAX 28 AUG 26,7593749746,False,2026-08,True,,0,,,Avalanche Futures (Aug 2026),8.9,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2001156,0.1999944,0.311125,0.423
61,AVA-31JUL26-CDE,9.01,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",8.95,,[],,USD,True,0.01,AVAX 31 JUL 26,FCM,,,,,,,,,,False,,,,,,cde,AVA,2026-07-31T15:00:00Z,10,AVAX,Avalanche Futures,Europe/London,Avalanche Futures,MANAGED_BY_FCM,EXPIRING,AVAX 31 JUL 26,5174549746,False,2026-07,True,,0,,,Avalanche Futures (Jul 2026),8.9,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2001156,0.1999944,0.311125,0.423
62,BCH-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.05,BCH 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,BCH,2026-08-28T15:00:00Z,1,BCH,Bitcoin Cash Futures,Europe/London,Bitcoin Cash Futures,MANAGED_BY_FCM,EXPIRING,BCH 28 AUG 26,7593749746,False,2026-08,True,,0,,,Bitcoin Cash Futures (Aug 2026),307.4,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2499072,0.2501226,0.40675,0.61425
63,BIT-28AUG26-CDE,,,,,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,5,BTC 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,BIT,2026-08-28T15:00:00Z,0.01,BTC,nano Bitcoin Futures,Europe/London,nano BTC,MANAGED_BY_FCM,EXPIRING,BTC 28 AUG 26,7593749746,False,2026-08,True,,0,,,Bitcoin Futures (Aug 2026),74220,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.0999375,0.1001096,0.234375,0.289
64,CU-25NOV26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,False,0.0005,COPR 25 NOV 26,FCM,,,,,,,,,,False,,,,,,cde,CU,2026-11-25T18:00:00Z,2000,CDECU,Copper Futures,America/New_York,Copper Futures,MANAGED_BY_FCM,EXPIRING,COPR 25 NOV 26,15294149746,True,2026-12,False,,0,,,Copper Futures (Nov 2026),6.4485,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.089964,0.0899776,0.091875,0.103375
65,CU-27AUG26-CDE,6.7705,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",6.6195,,[],,USD,True,0.0005,COPR 27 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,CU,2026-08-27T17:00:00Z,2000,CDECU,Copper Futures,America/New_York,Copper Futures,MANAGED_BY_FCM,EXPIRING,COPR 27 AUG 26,7514549746,True,2026-09,False,,15,,,Copper Futures (Aug 2026),6.4485,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,15,,,,,,0.089964,0.0899776,0.091875,0.103375
66,DOG-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.00001,DOGE 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,DOG,2026-08-28T15:00:00Z,5000,DOGE,Dogecoin Futures,Europe/London,Dogecoin Futures,MANAGED_BY_FCM,EXPIRING,DOGE 28 AUG 26,7593749746,False,2026-08,True,,0,,,Dogecoin Futures (Aug 2026),0.10168,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2501046,0.2503164,0.505875,0.899125
67,DOT-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.001,DOT 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,DOT,2026-08-28T15:00:00Z,100,DOT,Polkadot Futures,Europe/London,Polkadot Futures,MANAGED_BY_FCM,EXPIRING,DOT 28 AUG 26,7593749746,False,2026-08,True,,0,,,Polkadot Futures (Aug 2026),1.203,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1985489,0.198513,0.369875,0.51375
68,DOT-31JUL26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1.1665,,[],,USD,True,0.001,DOT 31 JUL 26,FCM,,,,,,,,,,False,,,,,,cde,DOT,2026-07-31T15:00:00Z,100,DOT,Polkadot Futures,Europe/London,Polkadot Futures,MANAGED_BY_FCM,EXPIRING,DOT 31 JUL 26,5174549746,False,2026-07,True,,0,,,Polkadot Futures (Jul 2026),1.203,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1985489,0.198513,0.369875,0.51375
69,ET-28AUG26-CDE,,,,,1,0.01,0,100000000,1,5000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.5,ETH 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,ET,2026-08-28T15:00:00Z,0.1,ETH,nano Ether Futures,Europe/London,nano ETH,MANAGED_BY_FCM,EXPIRING,ETH 28 AUG 26,7593749746,False,2026-08,True,,0,,,Ethereum Futures (Aug 2026),2034.5,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1000441,0.0999745,0.234625,0.316375
70,GOL-27JAN27-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.1,GLD 27 JAN 27,FCM,,,,,,,,,,False,,,,,,cde,GOL,2027-01-27T18:30:00Z,1,CDEGLD,Gold Futures,America/New_York,Gold Futures,MANAGED_BY_FCM,EXPIRING,GLD 27 JAN 27,20739149746,True,2027-02,False,,0,,,Gold Futures (Jan 2027),4659.5,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.049861,0.050116,0.052375,0.055
71,HED-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.00001,HBAR 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,HED,2026-08-28T15:00:00Z,5000,HBAR,Hedera Futures,Europe/London,Hedera Futures,MANAGED_BY_FCM,EXPIRING,HBAR 28 AUG 26,7593749746,False,2026-08,True,,0,,,Hedera Futures (Aug 2026),0.09395,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2501093,0.250059,0.377125,0.58425
72,LC-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.01,LTC 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,LC,2026-08-28T15:00:00Z,5,LTC,Litecoin Futures,Europe/London,Litecoin Futures,MANAGED_BY_FCM,EXPIRING,LTC 28 AUG 26,7593749746,False,2026-08,True,,0,,,Litecoin Futures (Aug 2026),52.34,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2499279,0.2498702,0.387125,0.56075
73,LC-31JUL26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",51.415,,[],,USD,True,0.01,LTC 31 JUL 26,FCM,,,,,,,,,,False,,,,,,cde,LC,2026-07-31T15:00:00Z,5,LTC,Litecoin Futures,Europe/London,Litecoin Futures,MANAGED_BY_FCM,EXPIRING,LTC 31 JUL 26,5174549746,False,2026-07,True,,0,,,Litecoin Futures (Jul 2026),52.34,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2499279,0.2498702,0.387125,0.56075
74,LNK-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.001,LINK 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,LNK,2026-08-28T15:00:00Z,50,LINK,Chainlink Futures,Europe/London,Chainlink Futures,MANAGED_BY_FCM,EXPIRING,LINK 28 AUG 26,7593749746,False,2026-08,True,,0,,,Chainlink Futures (Aug 2026),9.081,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1999115,0.19998,0.308125,0.416625
75,MC-17DEC26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.25,MAG7C 17 DEC 26,FCM,,,,,,,,,,False,,,,,,cde,MC,2026-12-17T21:00:00Z,1,CDEMC,Mag7+Crypto Futures,America/Chicago,Mag7+Crypto Futures,MANAGED_BY_FCM,EXPIRING,MAG7C 17 DEC 26,17205749746,True,2026-12,False,,0,,,MAG7C Futures (Dec 2026),3030.75,FUTURES_ASSET_TYPE_STOCKS,,,,['FUTURES_ASSET_TYPE_STOCKS'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1007424,0.100793,0.106,0.116875
76,NGS-28JUL26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.001,NGS 28 JUL 26,FCM,,,,,,,,,,False,,,,,,cde,NGS,2026-07-28T18:30:00Z,1000,CDENGS,Natural Gas Futures,America/New_York,Natural Gas Futures,MANAGED_BY_FCM,EXPIRING,NGS 28 JUL 26,4927949745,True,2026-08,False,,0,,,Natural Gas Futures (Jul 2026),3.278,FUTURES_ASSET_TYPE_ENERGY,,,,['FUTURES_ASSET_TYPE_ENERGY'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.1003818,0.100624,0.14275,0.1655
77,NOL-19AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.01,OIL 19 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,NOL,2026-08-19T18:30:00Z,10,CDEOIL,nano Crude Oil Futures,America/New_York,Oil Futures,MANAGED_BY_FCM,EXPIRING,OIL 19 AUG 26,6828749745,True,2026-09,False,,0,,,Oil Futures (Aug 2026),85.31,FUTURES_ASSET_TYPE_ENERGY,,,,['FUTURES_ASSET_TYPE_ENERGY'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.12089,0.1207983,0.137375,0.160125
78,PT-28SEP26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",1953.05,,[],,USD,True,0.1,PLAT 28 SEP 26,FCM,,,,,,,,,,False,,,,,,cde,PT,2026-09-28T17:05:00Z,10,CDEPT,Platinum Futures,America/New_York,Platinum Futures,MANAGED_BY_FCM,EXPIRING,PLAT 28 SEP 26,10279649745,True,2026-10,False,,0,,,Platinum Futures (Sep 2026),1950.1,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.0799788,0.0799172,0.100375,0.11075
79,PT-29DEC26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-31T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.1,PLAT 29 DEC 26,FCM,,,,,,,,,,False,,,,,,cde,PT,2026-12-29T18:05:00Z,10,CDEPT,Platinum Futures,America/New_York,Platinum Futures,MANAGED_BY_FCM,EXPIRING,PLAT 29 DEC 26,18232049745,True,2027-01,False,,0,,,Platinum Futures (Dec 2026),1950.1,FUTURES_ASSET_TYPE_METALS,,,,['FUTURES_ASSET_TYPE_METALS'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.0800784,0.0800976,0.1005,0.111
80,SHB-28AUG26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0,,[],,USD,True,0.00001,1000SHIB 28 AUG 26,FCM,,,,,,,,,,False,,,,,,cde,SHB,2026-08-28T15:00:00Z,10000,SHIB,1k Shib Futures,Europe/London,1k Shib Futures,MANAGED_BY_FCM,EXPIRING,1000SHIB 28 AUG 26,7593749745,False,2026-08,True,,0,,,1000SHIB Futures (Aug 2026),0.00552,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2501164,0.249648,0.517625,0.92875
81,SHB-31JUL26-CDE,,,,,1,0.01,0,100000000,1,1000,,US Dollar,False,False,False,,False,False,False,False,False,FUTURE,USD,,"{'is_session_open': True, 'open_time': '2026-05-29T22:00:00Z', 'close_time': '2026-06-01T21:00:00Z', 'session_state': 'FCM_TRADING_SESSION_STATE_OPEN', 'after_hours_order_entry_disabled': False, 'closed_reason': 'FCM_TRADING_SESSION_CLOSED_REASON_UNDEFINED', 'maintenance': None}",0.00565,,[],,USD,True,0.00001,1000SHIB 31 JUL 26,FCM,,,,,,,,,,False,,,,,,cde,SHB,2026-07-31T15:00:00Z,10000,SHIB,1k Shib Futures,Europe/London,1k Shib Futures,MANAGED_BY_FCM,EXPIRING,1000SHIB 31 JUL 26,5174549745,False,2026-07,True,,0,,,1000SHIB Futures (Jul 2026),0.00552,FUTURES_ASSET_TYPE_CRYPTO,,,,['FUTURES_ASSET_TYPE_CRYPTO'],TRADING_HOURS_TYPE_UNSPECIFIED,0,,,,,,0.2501164,0.249648,0.517625,0.92875
