date,open,high,low,close,volume,average,barCount
2026-07-27,66.04,66.1,65.95,66.02,2775.0,66.017,868
2026-07-28,65.99,66.19,65.95,66.13,2868.0,66.087,1481
2026-07-29,66.08,66.1,65.74,65.74,6032.0,65.944,1143
2026-07-30,65.78,65.88,65.74,65.87,5586.0,65.821,946
2026-07-31,65.88,65.88,65.7,65.84,3715.0,65.795,1710
