,from date,to date, from CWB price , to CWB price , CWB cod ,CWB pct cod, from ICVT price , to ICVT price , ICVT cod ,ICVT pct cod, to ICVT / to CWB , to ICVT / to ICVT , ICVT / CWB moving avg , yday ICVT / CWB moving avg , to CWB unit price , ICVT / ICVT moving avg , yday ICVT / ICVT moving avg , to ICVT unit price ,CWB unit price pct diff,ICVT unit price pct diff,unit price pct diff
0,,8/20/2021,, $84.61 ,,,, $98.00 ,,, 1.158 , 1.000 ,,,,,,,,,
1,8/20/2021,8/23/2021, $84.61 , $85.49 , $0.88 ,1.03%, $98.00 , $99.28 , $1.28 ,1.30%, 1.161 , 1.000 ,,,,,,,,,
2,8/23/2021,8/24/2021, $85.49 , $86.36 , $0.87 ,1.01%, $99.28 , $100.47 , $1.19 ,1.19%, 1.163 , 1.000 ,,,,,,,,,
3,8/24/2021,8/25/2021, $86.36 , $86.79 , $0.43 ,0.50%, $100.47 , $101.03 , $0.56 ,0.56%, 1.164 , 1.000 ,,,,,,,,,
4,8/25/2021,8/26/2021, $86.79 , $86.42 , $(0.37),-0.43%, $101.03 , $100.49 , $(0.54),-0.54%, 1.163 , 1.000 ,,,,,,,,,
5,8/26/2021,8/27/2021, $86.42 , $87.30 , $0.88 ,1.01%, $100.49 , $101.67 , $1.18 ,1.17%, 1.165 , 1.000 ,,,,,,,,,
6,8/27/2021,8/30/2021, $87.30 , $87.27 , $(0.03),-0.03%, $101.67 , $101.85 , $0.18 ,0.18%, 1.167 , 1.000 ,,,,,,,,,
7,8/30/2021,8/31/2021, $87.27 , $87.38 , $0.11 ,0.13%, $101.85 , $101.91 , $0.06 ,0.06%, 1.166 , 1.000 ,,,,,,,,,
8,8/31/2021,9/1/2021, $87.38 , $87.82 , $0.44 ,0.50%, $101.91 , $102.63 , $0.72 ,0.70%, 1.169 , 1.000 ,,,,,,,,,
9,9/1/2021,9/2/2021, $87.82 , $88.11 , $0.29 ,0.33%, $102.63 , $102.95 , $0.32 ,0.31%, 1.168 , 1.000 ,,,,,,,,,
10,9/2/2021,9/3/2021, $88.11 , $88.67 , $0.56 ,0.63%, $102.95 , $103.33 , $0.38 ,0.37%, 1.165 , 1.000 ,,,,,,,,,
11,9/3/2021,9/7/2021, $88.67 , $88.24 , $(0.43),-0.49%, $103.33 , $103.08 , $(0.25),-0.24%, 1.168 , 1.000 ,,,,,,,,,
12,9/7/2021,9/8/2021, $88.24 , $87.74 , $(0.50),-0.57%, $103.08 , $102.19 , $(0.89),-0.87%, 1.165 , 1.000 ,,,,,,,,,
13,9/8/2021,9/9/2021, $87.74 , $87.62 , $(0.12),-0.14%, $102.19 , $102.13 , $(0.06),-0.06%, 1.166 , 1.000 ,,,,,,,,,
14,9/9/2021,9/10/2021, $87.62 , $87.09 , $(0.53),-0.61%, $102.13 , $101.60 , $(0.53),-0.52%, 1.167 , 1.000 ,,,,,,,,,
15,9/10/2021,9/13/2021, $87.09 , $87.11 , $0.02 ,0.02%, $101.60 , $101.42 , $(0.18),-0.18%, 1.164 , 1.000 ,,,,,,,,,
16,9/13/2021,9/14/2021, $87.11 , $86.74 , $(0.37),-0.43%, $101.42 , $101.08 , $(0.34),-0.34%, 1.165 , 1.000 ,,,,,,,,,
17,9/14/2021,9/15/2021, $86.74 , $87.18 , $0.44 ,0.51%, $101.08 , $101.53 , $0.45 ,0.44%, 1.165 , 1.000 ,,,,,,,,,
18,9/15/2021,9/16/2021, $87.18 , $87.39 , $0.21 ,0.24%, $101.53 , $101.86 , $0.33 ,0.32%, 1.166 , 1.000 ,,,,,,,,,
19,9/16/2021,9/17/2021, $87.39 , $87.48 , $0.09 ,0.10%, $101.86 , $101.98 , $0.12 ,0.12%, 1.166 , 1.000 , 1.165 ,,, 1.000 ,,,,,
20,9/17/2021,9/20/2021, $87.48 , $86.26 , $(1.22),-1.40%, $101.98 , $100.68 , $(1.30),-1.28%, 1.167 , 1.000 , 1.165 , 1.165 , $100.50 , 1.000 , 1.000 , $100.68 ,-0.18%,0.00%,-0.18%
21,9/20/2021,9/21/2021, $86.26 , $86.42 , $0.16 ,0.19%, $100.68 , $100.86 , $0.18 ,0.18%, 1.167 , 1.000 , 1.166 , 1.165 , $100.72 , 1.000 , 1.000 , $100.86 ,-0.14%,0.00%,-0.14%
22,9/21/2021,9/22/2021, $86.42 , $87.24 , $0.82 ,0.94%, $100.86 , $101.92 , $1.06 ,1.05%, 1.168 , 1.000 , 1.166 , 1.166 , $101.70 , 1.000 , 1.000 , $101.92 ,-0.21%,0.00%,-0.21%
23,9/22/2021,9/23/2021, $87.24 , $87.93 , $0.69 ,0.79%, $101.92 , $102.74 , $0.82 ,0.80%, 1.168 , 1.000 , 1.166 , 1.166 , $102.53 , 1.000 , 1.000 , $102.74 ,-0.21%,0.00%,-0.21%
24,9/23/2021,9/24/2021, $87.93 , $87.82 , $(0.11),-0.13%, $102.74 , $102.72 , $(0.02),-0.02%, 1.170 , 1.000 , 1.167 , 1.166 , $102.42 , 1.000 , 1.000 , $102.72 ,-0.29%,0.00%,-0.29%
25,9/24/2021,9/27/2021, $87.82 , $87.53 , $(0.29),-0.33%, $102.72 , $102.57 , $(0.15),-0.15%, 1.172 , 1.000 , 1.167 , 1.167 , $102.11 , 1.000 , 1.000 , $102.57 ,-0.45%,0.00%,-0.45%
26,9/27/2021,9/28/2021, $87.53 , $85.75 , $(1.78),-2.05%, $102.57 , $100.41 , $(2.16),-2.13%, 1.171 , 1.000 , 1.167 , 1.167 , $100.07 , 1.000 , 1.000 , $100.41 ,-0.34%,0.00%,-0.34%
27,9/28/2021,9/29/2021, $85.75 , $85.34 , $(0.41),-0.48%, $100.41 , $99.67 , $(0.74),-0.74%, 1.168 , 1.000 , 1.167 , 1.167 , $99.60 , 1.000 , 1.000 , $99.67 ,-0.07%,0.00%,-0.07%
28,9/29/2021,9/30/2021, $85.34 , $85.35 , $0.01 ,0.01%, $99.67 , $99.74 , $0.07 ,0.07%, 1.169 , 1.000 , 1.167 , 1.167 , $99.62 , 1.000 , 1.000 , $99.74 ,-0.12%,0.00%,-0.12%
29,9/30/2021,10/1/2021, $85.35 , $85.78 , $0.43 ,0.50%, $99.74 , $100.58 , $0.84 ,0.84%, 1.173 , 1.000 , 1.167 , 1.167 , $100.12 , 1.000 , 1.000 , $100.58 ,-0.45%,0.00%,-0.45%
30,10/1/2021,10/4/2021, $85.78 , $84.53 , $(1.25),-1.47%, $100.58 , $99.04 , $(1.54),-1.54%, 1.172 , 1.000 , 1.168 , 1.167 , $98.68 , 1.000 , 1.000 , $99.04 ,-0.36%,0.00%,-0.36%
31,10/4/2021,10/5/2021, $84.53 , $85.18 , $0.65 ,0.77%, $99.04 , $99.63 , $0.59 ,0.59%, 1.170 , 1.000 , 1.168 , 1.168 , $99.47 , 1.000 , 1.000 , $99.63 ,-0.16%,0.00%,-0.16%
32,10/5/2021,10/6/2021, $85.18 , $85.43 , $0.25 ,0.29%, $99.63 , $99.73 , $0.10 ,0.10%, 1.167 , 1.000 , 1.168 , 1.168 , $99.77 , 1.000 , 1.000 , $99.73 ,0.04%,0.00%,0.04%
33,10/6/2021,10/7/2021, $85.43 , $86.09 , $0.66 ,0.77%, $99.73 , $101.01 , $1.28 ,1.28%, 1.173 , 1.000 , 1.168 , 1.168 , $100.55 , 1.000 , 1.000 , $101.01 ,-0.46%,0.00%,-0.46%
34,10/7/2021,10/8/2021, $86.09 , $85.68 , $(0.41),-0.48%, $101.01 , $100.30 , $(0.71),-0.71%, 1.171 , 1.000 , 1.169 , 1.168 , $100.10 , 1.000 , 1.000 , $100.30 ,-0.20%,0.00%,-0.20%
35,10/8/2021,10/11/2021, $85.68 , $85.20 , $(0.48),-0.56%, $100.30 , $99.83 , $(0.47),-0.47%, 1.172 , 1.000 , 1.169 , 1.169 , $99.56 , 1.000 , 1.000 , $99.83 ,-0.27%,0.00%,-0.27%
36,10/11/2021,10/12/2021, $85.20 , $85.81 , $0.61 ,0.71%, $99.83 , $100.55 , $0.72 ,0.72%, 1.172 , 1.000 , 1.169 , 1.169 , $100.30 , 1.000 , 1.000 , $100.55 ,-0.25%,0.00%,-0.25%
37,10/12/2021,10/13/2021, $85.81 , $86.42 , $0.61 ,0.71%, $100.55 , $101.42 , $0.87 ,0.86%, 1.174 , 1.000 , 1.170 , 1.169 , $101.04 , 1.000 , 1.000 , $101.42 ,-0.37%,0.00%,-0.37%
38,10/13/2021,10/14/2021, $86.42 , $87.21 , $0.79 ,0.91%, $101.42 , $102.06 , $0.64 ,0.63%, 1.170 , 1.000 , 1.170 , 1.170 , $102.01 , 1.000 , 1.000 , $102.06 ,-0.05%,0.00%,-0.05%
39,10/14/2021,10/15/2021, $87.21 , $87.33 , $0.12 ,0.14%, $102.06 , $102.22 , $0.16 ,0.16%, 1.171 , 1.000 , 1.170 , 1.170 , $102.17 , 1.000 , 1.000 , $102.22 ,-0.05%,0.00%,-0.05%
40,10/15/2021,10/18/2021, $87.33 , $87.54 , $0.21 ,0.24%, $102.22 , $102.44 , $0.22 ,0.21%, 1.170 , 1.000 , 1.170 , 1.170 , $102.43 , 1.000 , 1.000 , $102.44 ,-0.01%,0.00%,-0.01%
41,10/18/2021,10/19/2021, $87.54 , $87.90 , $0.36 ,0.41%, $102.44 , $102.88 , $0.44 ,0.43%, 1.170 , 1.000 , 1.170 , 1.170 , $102.87 , 1.000 , 1.000 , $102.88 ,-0.01%,0.00%,-0.01%
42,10/19/2021,10/20/2021, $87.90 , $88.15 , $0.25 ,0.28%, $102.88 , $102.97 , $0.09 ,0.09%, 1.168 , 1.000 , 1.170 , 1.170 , $103.18 , 1.000 , 1.000 , $102.97 ,0.20%,0.00%,0.20%
43,10/20/2021,10/21/2021, $88.15 , $88.54 , $0.39 ,0.44%, $102.97 , $103.38 , $0.41 ,0.40%, 1.168 , 1.000 , 1.170 , 1.170 , $103.63 , 1.000 , 1.000 , $103.38 ,0.24%,0.00%,0.24%
44,10/21/2021,10/22/2021, $88.54 , $87.84 , $(0.70),-0.79%, $103.38 , $102.38 , $(1.00),-0.97%, 1.166 , 1.000 , 1.170 , 1.170 , $102.81 , 1.000 , 1.000 , $102.38 ,0.42%,0.00%,0.42%
45,10/22/2021,10/25/2021, $87.84 , $87.99 , $0.15 ,0.17%, $102.38 , $102.81 , $0.43 ,0.42%, 1.168 , 1.000 , 1.170 , 1.170 , $102.97 , 1.000 , 1.000 , $102.81 ,0.15%,0.00%,0.15%
46,10/25/2021,10/26/2021, $87.99 , $87.75 , $(0.24),-0.27%, $102.81 , $102.21 , $(0.60),-0.59%, 1.165 , 1.000 , 1.170 , 1.170 , $102.67 , 1.000 , 1.000 , $102.21 ,0.45%,0.00%,0.45%
47,10/26/2021,10/27/2021, $87.75 , $86.96 , $(0.79),-0.90%, $102.21 , $101.28 , $(0.93),-0.91%, 1.165 , 1.000 , 1.170 , 1.170 , $101.72 , 1.000 , 1.000 , $101.28 ,0.43%,0.00%,0.43%
48,10/27/2021,10/28/2021, $86.96 , $87.93 , $0.97 ,1.11%, $101.28 , $102.41 , $1.13 ,1.11%, 1.165 , 1.000 , 1.169 , 1.170 , $102.84 , 1.000 , 1.000 , $102.41 ,0.42%,0.00%,0.42%
49,10/28/2021,10/29/2021, $87.93 , $87.98 , $0.05 ,0.06%, $102.41 , $102.42 , $0.01 ,0.01%, 1.164 , 1.000 , 1.169 , 1.169 , $102.88 , 1.000 , 1.000 , $102.42 ,0.45%,0.00%,0.45%
50,10/29/2021,11/1/2021, $87.98 , $88.82 , $0.84 ,0.95%, $102.42 , $103.46 , $1.04 ,1.01%, 1.165 , 1.000 , 1.169 , 1.169 , $103.83 , 1.000 , 1.000 , $103.46 ,0.35%,0.00%,0.35%
51,11/1/2021,11/2/2021, $88.82 , $88.52 , $(0.30),-0.34%, $103.46 , $102.96 , $(0.50),-0.48%, 1.163 , 1.000 , 1.168 , 1.169 , $103.45 , 1.000 , 1.000 , $102.96 ,0.47%,0.00%,0.47%
52,11/2/2021,11/3/2021, $88.52 , $88.51 , $(0.01),-0.01%, $102.96 , $102.94 , $(0.02),-0.02%, 1.163 , 1.000 , 1.168 , 1.168 , $103.40 , 1.000 , 1.000 , $102.94 ,0.45%,0.00%,0.45%
53,11/3/2021,11/4/2021, $88.51 , $88.77 , $0.26 ,0.29%, $102.94 , $103.10 , $0.16 ,0.16%, 1.161 , 1.000 , 1.167 , 1.168 , $103.69 , 1.000 , 1.000 , $103.10 ,0.57%,0.00%,0.57%
54,11/4/2021,11/5/2021, $88.77 , $89.14 , $0.37 ,0.42%, $103.10 , $103.74 , $0.64 ,0.62%, 1.164 , 1.000 , 1.167 , 1.167 , $104.07 , 1.000 , 1.000 , $103.74 ,0.32%,0.00%,0.32%
55,11/5/2021,11/8/2021, $89.14 , $89.51 , $0.37 ,0.41%, $103.74 , $104.33 , $0.59 ,0.57%, 1.166 , 1.000 , 1.167 , 1.167 , $104.47 , 1.000 , 1.000 , $104.33 ,0.13%,0.00%,0.13%
56,11/8/2021,11/9/2021, $89.51 , $89.34 , $(0.17),-0.19%, $104.33 , $104.35 , $0.02 ,0.02%, 1.168 , 1.000 , 1.167 , 1.167 , $104.24 , 1.000 , 1.000 , $104.35 ,-0.10%,0.00%,-0.10%
57,11/9/2021,11/10/2021, $89.34 , $88.11 , $(1.23),-1.39%, $104.35 , $102.78 , $(1.57),-1.52%, 1.166 , 1.000 , 1.166 , 1.167 , $102.79 , 1.000 , 1.000 , $102.78 ,0.01%,0.00%,0.01%
58,11/10/2021,11/11/2021, $88.11 , $88.49 , $0.38 ,0.43%, $102.78 , $103.16 , $0.38 ,0.37%, 1.166 , 1.000 , 1.166 , 1.166 , $103.20 , 1.000 , 1.000 , $103.16 ,0.04%,0.00%,0.04%
59,11/11/2021,11/12/2021, $88.49 , $88.94 , $0.45 ,0.51%, $103.16 , $103.59 , $0.43 ,0.42%, 1.165 , 1.000 , 1.166 , 1.166 , $103.71 , 1.000 , 1.000 , $103.59 ,0.11%,0.00%,0.11%
60,11/12/2021,11/15/2021, $88.94 , $88.74 , $(0.20),-0.23%, $103.59 , $103.49 , $(0.10),-0.10%, 1.166 , 1.000 , 1.166 , 1.166 , $103.45 , 1.000 , 1.000 , $103.49 ,-0.04%,0.00%,-0.04%
61,11/15/2021,11/16/2021, $88.74 , $89.07 , $0.33 ,0.37%, $103.49 , $103.70 , $0.21 ,0.20%, 1.164 , 1.000 , 1.165 , 1.166 , $103.82 , 1.000 , 1.000 , $103.70 ,0.11%,0.00%,0.11%
62,11/16/2021,11/17/2021, $89.07 , $88.26 , $(0.81),-0.91%, $103.70 , $102.56 , $(1.14),-1.11%, 1.162 , 1.000 , 1.165 , 1.165 , $102.85 , 1.000 , 1.000 , $102.56 ,0.28%,0.00%,0.28%
63,11/17/2021,11/18/2021, $88.26 , $87.63 , $(0.63),-0.72%, $102.56 , $101.66 , $(0.90),-0.88%, 1.160 , 1.000 , 1.165 , 1.165 , $102.08 , 1.000 , 1.000 , $101.66 ,0.42%,0.00%,0.42%
64,11/18/2021,11/19/2021, $87.63 , $87.26 , $(0.37),-0.42%, $101.66 , $101.09 , $(0.57),-0.56%, 1.158 , 1.000 , 1.164 , 1.165 , $101.62 , 1.000 , 1.000 , $101.09 ,0.52%,0.00%,0.52%
65,11/19/2021,11/22/2021, $87.26 , $86.08 , $(1.18),-1.36%, $101.09 , $99.69 , $(1.40),-1.39%, 1.158 , 1.000 , 1.164 , 1.164 , $100.22 , 1.000 , 1.000 , $99.69 ,0.53%,0.00%,0.53%
66,11/22/2021,11/23/2021, $86.08 , $85.42 , $(0.66),-0.77%, $99.69 , $98.93 , $(0.76),-0.77%, 1.158 , 1.000 , 1.163 , 1.164 , $99.40 , 1.000 , 1.000 , $98.93 ,0.48%,0.00%,0.48%
67,11/23/2021,11/24/2021, $85.42 , $86.09 , $0.67 ,0.78%, $98.93 , $99.83 , $0.90 ,0.91%, 1.160 , 1.000 , 1.163 , 1.163 , $100.16 , 1.000 , 1.000 , $99.83 ,0.33%,0.00%,0.33%
68,11/24/2021,11/26/2021, $86.09 , $85.35 , $(0.74),-0.86%, $99.83 , $97.94 , $(1.89),-1.91%, 1.148 , 1.000 , 1.162 , 1.163 , $99.27 , 1.000 , 1.000 , $97.94 ,1.35%,0.00%,1.35%
69,11/26/2021,11/29/2021, $85.35 , $85.26 , $(0.09),-0.11%, $97.94 , $98.48 , $0.54 ,0.55%, 1.155 , 1.000 , 1.162 , 1.162 , $99.10 , 1.000 , 1.000 , $98.48 ,0.62%,0.00%,0.62%
70,11/29/2021,11/30/2021, $85.26 , $83.95 , $(1.31),-1.55%, $98.48 , $97.17 , $(1.31),-1.34%, 1.157 , 1.000 , 1.161 , 1.162 , $97.53 , 1.000 , 1.000 , $97.17 ,0.37%,0.00%,0.37%
71,11/30/2021,12/1/2021, $83.95 , $82.08 , $(1.87),-2.25%, $97.17 , $89.01 , $(8.16),-8.77%, 1.084 , 1.000 , 1.158 , 1.161 , $95.33 , 1.000 , 1.000 , $89.01 ,6.86%,0.00%,6.86%
72,12/1/2021,12/2/2021, $82.08 , $82.74 , $0.66 ,0.80%, $89.01 , $89.48 , $0.47 ,0.53%, 1.081 , 1.000 , 1.153 , 1.158 , $95.77 , 1.000 , 1.000 , $89.48 ,6.80%,0.00%,6.80%
73,12/2/2021,12/3/2021, $82.74 , $81.64 , $(1.10),-1.34%, $89.48 , $88.11 , $(1.37),-1.54%, 1.079 , 1.000 , 1.149 , 1.153 , $94.17 , 1.000 , 1.000 , $88.11 ,6.65%,0.00%,6.65%
74,12/3/2021,12/6/2021, $81.64 , $81.93 , $0.29 ,0.35%, $88.11 , $88.53 , $0.42 ,0.48%, 1.081 , 1.000 , 1.145 , 1.149 , $94.16 , 1.000 , 1.000 , $88.53 ,6.17%,0.00%,6.17%
75,12/6/2021,12/7/2021, $81.93 , $83.63 , $1.70 ,2.05%, $88.53 , $90.39 , $1.86 ,2.08%, 1.081 , 1.000 , 1.141 , 1.145 , $95.77 , 1.000 , 1.000 , $90.39 ,5.78%,0.00%,5.78%
76,12/7/2021,12/8/2021, $83.63 , $84.58 , $0.95 ,1.13%, $90.39 , $91.54 , $1.15 ,1.26%, 1.082 , 1.000 , 1.137 , 1.141 , $96.50 , 1.000 , 1.000 , $91.54 ,5.28%,0.00%,5.28%
77,12/8/2021,12/9/2021, $84.58 , $83.31 , $(1.27),-1.51%, $91.54 , $90.02 , $(1.52),-1.67%, 1.081 , 1.000 , 1.132 , 1.137 , $94.69 , 1.000 , 1.000 , $90.02 ,5.06%,0.00%,5.06%
78,12/9/2021,12/10/2021, $83.31 , $83.31 , $-   ,0.00%, $90.02 , $89.64 , $(0.38),-0.42%, 1.076 , 1.000 , 1.128 , 1.132 , $94.34 , 1.000 , 1.000 , $89.64 ,5.11%,0.00%,5.11%
79,12/10/2021,12/13/2021, $83.31 , $82.55 , $(0.76),-0.92%, $89.64 , $88.77 , $(0.87),-0.98%, 1.075 , 1.000 , 1.123 , 1.128 , $93.10 , 1.000 , 1.000 , $88.77 ,4.77%,0.00%,4.77%
80,12/13/2021,12/14/2021, $82.55 , $81.85 , $(0.70),-0.85%, $88.77 , $87.95 , $(0.82),-0.93%, 1.075 , 1.000 , 1.119 , 1.123 , $91.95 , 1.000 , 1.000 , $87.95 ,4.45%,0.00%,4.45%
81,12/14/2021,12/15/2021, $81.85 , $82.63 , $0.78 ,0.95%, $87.95 , $88.54 , $0.59 ,0.67%, 1.072 , 1.000 , 1.114 , 1.119 , $92.45 , 1.000 , 1.000 , $88.54 ,4.32%,0.00%,4.32%
82,12/15/2021,12/16/2021, $82.63 , $81.49 , $(1.14),-1.39%, $88.54 , $86.93 , $(1.61),-1.84%, 1.067 , 1.000 , 1.109 , 1.114 , $90.79 , 1.000 , 1.000 , $86.93 ,4.35%,0.00%,4.35%
83,12/16/2021,12/17/2021, $81.49 , $81.31 , $(0.18),-0.22%, $86.93 , $87.64 , $0.71 ,0.81%, 1.078 , 1.000 , 1.105 , 1.109 , $90.21 , 1.000 , 1.000 , $87.64 ,2.89%,0.00%,2.89%
84,12/17/2021,12/20/2021, $81.31 , $80.70 , $(0.61),-0.75%, $87.64 , $86.86 , $(0.78),-0.89%, 1.076 , 1.000 , 1.101 , 1.105 , $89.20 , 1.000 , 1.000 , $86.86 ,2.65%,0.00%,2.65%
85,12/20/2021,12/21/2021, $80.70 , $82.49 , $1.79 ,2.19%, $86.86 , $88.90 , $2.04 ,2.32%, 1.078 , 1.000 , 1.097 , 1.101 , $90.84 , 1.000 , 1.000 , $88.90 ,2.15%,0.00%,2.15%
86,12/21/2021,12/22/2021, $82.49 , $82.79 , $0.30 ,0.36%, $88.90 , $89.25 , $0.35 ,0.39%, 1.078 , 1.000 , 1.093 , 1.097 , $90.83 , 1.000 , 1.000 , $89.25 ,1.76%,0.00%,1.76%
87,12/22/2021,12/23/2021, $82.79 , $83.27 , $0.48 ,0.58%, $89.25 , $89.65 , $0.40 ,0.45%, 1.077 , 1.000 , 1.089 , 1.093 , $91.03 , 1.000 , 1.000 , $89.65 ,1.52%,0.00%,1.52%
88,12/23/2021,12/27/2021, $83.27 , $83.29 , $0.02 ,0.02%, $89.65 , $89.84 , $0.19 ,0.21%, 1.079 , 1.000 , 1.086 , 1.089 , $90.70 , 1.000 , 1.000 , $89.84 ,0.96%,0.00%,0.96%
89,12/27/2021,12/28/2021, $83.29 , $82.80 , $(0.49),-0.59%, $89.84 , $89.21 , $(0.63),-0.70%, 1.077 , 1.000 , 1.082 , 1.086 , $89.88 , 1.000 , 1.000 , $89.21 ,0.75%,0.00%,0.75%
90,12/28/2021,12/29/2021, $82.80 , $82.74 , $(0.06),-0.07%, $89.21 , $88.97 , $(0.24),-0.27%, 1.075 , 1.000 , 1.078 , 1.082 , $89.50 , 1.000 , 1.000 , $88.97 ,0.59%,0.00%,0.59%
91,12/29/2021,12/30/2021, $82.74 , $83.02 , $0.28 ,0.34%, $88.97 , $89.62 , $0.65 ,0.73%, 1.079 , 1.000 , 1.077 , 1.078 , $89.46 , 1.000 , 1.000 , $89.62 ,-0.18%,0.00%,-0.18%
92,12/30/2021,12/31/2021, $83.02 , $82.96 , $(0.06),-0.07%, $89.62 , $89.18 , $(0.44),-0.49%, 1.075 , 1.000 , 1.077 , 1.077 , $89.37 , 1.000 , 1.000 , $89.18 ,0.22%,0.00%,0.22%
93,12/31/2021,1/3/2022, $82.96 , $82.66 , $(0.30),-0.36%, $89.18 , $89.29 , $0.11 ,0.12%, 1.080 , 1.000 , 1.077 , 1.077 , $89.02 , 1.000 , 1.000 , $89.29 ,-0.30%,0.00%,-0.30%
94,1/3/2022,1/4/2022, $82.66 , $81.93 , $(0.73),-0.89%, $89.29 , $88.10 , $(1.19),-1.34%, 1.075 , 1.000 , 1.077 , 1.077 , $88.24 , 1.000 , 1.000 , $88.10 ,0.16%,0.00%,0.16%
95,1/4/2022,1/5/2022, $81.93 , $80.30 , $(1.63),-2.01%, $88.10 , $86.60 , $(1.50),-1.72%, 1.078 , 1.000 , 1.077 , 1.077 , $86.47 , 1.000 , 1.000 , $86.60 ,-0.16%,0.00%,-0.16%
96,1/5/2022,1/6/2022, $80.30 , $80.33 , $0.03 ,0.04%, $86.60 , $86.23 , $(0.37),-0.43%, 1.073 , 1.000 , 1.076 , 1.077 , $86.49 , 1.000 , 1.000 , $86.23 ,0.30%,0.00%,0.30%
97,1/6/2022,1/7/2022, $80.33 , $79.70 , $(0.63),-0.79%, $86.23 , $85.88 , $(0.35),-0.41%, 1.078 , 1.000 , 1.076 , 1.076 , $85.77 , 1.000 , 1.000 , $85.88 ,-0.12%,0.00%,-0.12%
98,1/7/2022,1/10/2022, $79.70 , $79.98 , $0.28 ,0.35%, $85.88 , $85.91 , $0.03 ,0.03%, 1.074 , 1.000 , 1.076 , 1.076 , $86.06 , 1.000 , 1.000 , $85.91 ,0.18%,0.00%,0.18%
99,1/10/2022,1/11/2022, $79.98 , $80.68 , $0.70 ,0.87%, $85.91 , $86.97 , $1.06 ,1.23%, 1.078 , 1.000 , 1.076 , 1.076 , $86.81 , 1.000 , 1.000 , $86.97 ,-0.18%,0.00%,-0.18%
100,1/11/2022,1/12/2022, $80.68 , $80.72 , $0.04 ,0.05%, $86.97 , $86.98 , $0.01 ,0.01%, 1.078 , 1.000 , 1.076 , 1.076 , $86.86 , 1.000 , 1.000 , $86.98 ,-0.13%,0.00%,-0.13%
101,1/12/2022,1/13/2022, $80.72 , $79.51 , $(1.21),-1.51%, $86.98 , $85.66 , $(1.32),-1.53%, 1.077 , 1.000 , 1.077 , 1.076 , $85.57 , 1.000 , 1.000 , $85.66 ,-0.10%,0.00%,-0.10%
102,1/13/2022,1/14/2022, $79.51 , $79.22 , $(0.29),-0.37%, $85.66 , $85.38 , $(0.28),-0.33%, 1.078 , 1.000 , 1.077 , 1.077 , $85.28 , 1.000 , 1.000 , $85.38 ,-0.11%,0.00%,-0.11%
103,1/14/2022,1/18/2022, $79.22 , $78.01 , $(1.21),-1.54%, $85.38 , $84.12 , $(1.26),-1.49%, 1.078 , 1.000 , 1.077 , 1.077 , $84.02 , 1.000 , 1.000 , $84.12 ,-0.11%,0.00%,-0.11%
104,1/18/2022,1/19/2022, $78.01 , $77.40 , $(0.61),-0.79%, $84.12 , $83.64 , $(0.48),-0.57%, 1.081 , 1.000 , 1.077 , 1.077 , $83.37 , 1.000 , 1.000 , $83.64 ,-0.32%,0.00%,-0.32%
105,1/19/2022,1/20/2022, $77.40 , $77.41 , $0.01 ,0.01%, $83.64 , $83.37 , $(0.27),-0.32%, 1.077 , 1.000 , 1.077 , 1.077 , $83.40 , 1.000 , 1.000 , $83.37 ,0.03%,0.00%,0.03%
106,1/20/2022,1/21/2022, $77.41 , $75.94 , $(1.47),-1.92%, $83.37 , $82.14 , $(1.23),-1.49%, 1.082 , 1.000 , 1.077 , 1.077 , $81.81 , 1.000 , 1.000 , $82.14 ,-0.40%,0.00%,-0.40%
107,1/21/2022,1/24/2022, $75.94 , $76.00 , $0.06 ,0.08%, $82.14 , $82.10 , $(0.04),-0.05%, 1.080 , 1.000 , 1.078 , 1.077 , $81.89 , 1.000 , 1.000 , $82.10 ,-0.26%,0.00%,-0.26%
108,1/24/2022,1/25/2022, $76.00 , $74.97 , $(1.03),-1.36%, $82.10 , $81.12 , $(0.98),-1.20%, 1.082 , 1.000 , 1.078 , 1.078 , $80.79 , 1.000 , 1.000 , $81.12 ,-0.40%,0.00%,-0.40%
109,1/25/2022,1/26/2022, $74.97 , $74.62 , $(0.35),-0.47%, $81.12 , $80.93 , $(0.19),-0.23%, 1.085 , 1.000 , 1.078 , 1.078 , $80.43 , 1.000 , 1.000 , $80.93 ,-0.62%,0.00%,-0.62%
110,1/26/2022,1/27/2022, $74.62 , $74.00 , $(0.62),-0.83%, $80.93 , $80.22 , $(0.71),-0.88%, 1.084 , 1.000 , 1.079 , 1.078 , $79.79 , 1.000 , 1.000 , $80.22 ,-0.54%,0.00%,-0.54%
111,1/27/2022,1/28/2022, $74.00 , $74.79 , $0.79 ,1.06%, $80.22 , $80.93 , $0.71 ,0.88%, 1.082 , 1.000 , 1.079 , 1.079 , $80.67 , 1.000 , 1.000 , $80.93 ,-0.32%,0.00%,-0.32%
112,1/28/2022,1/31/2022, $74.79 , $76.82 , $2.03 ,2.68%, $80.93 , $82.73 , $1.80 ,2.20%, 1.077 , 1.000 , 1.079 , 1.079 , $82.87 , 1.000 , 1.000 , $82.73 ,0.17%,0.00%,0.17%
