SCHZ_price,SPAB_price,IUSB_price,BND_price,AGG_price,SCHZ_price_chg,SPAB_price_chg,IUSB_price_chg,BND_price_chg,AGG_price_chg,AGG/SCHZ,AGG/SPAB,AGG/IUSB,AGG/BND,AGG/AGG,AGG/SCHZ_moving_avg,AGG/SPAB_moving_avg,AGG/IUSB_moving_avg,AGG/BND_moving_avg,AGG/AGG_moving_avg,AGG/SCHZ_prev_moving_avg,AGG/SPAB_prev_moving_avg,AGG/IUSB_prev_moving_avg,AGG/BND_prev_moving_avg,AGG/AGG_prev_moving_avg,SCHZ_scaled_price,SPAB_scaled_price,IUSB_scaled_price,BND_scaled_price,AGG_scaled_price,SCHZ_scaled_comm,SPAB_scaled_comm,IUSB_scaled_comm,BND_scaled_comm,AGG_scaled_comm,SCHZ_scaled_price_minus_comm,SPAB_scaled_price_minus_comm,IUSB_scaled_price_minus_comm,BND_scaled_price_minus_comm,AGG_scaled_price_minus_comm,SCHZ_scaled_price_plus_comm,SPAB_scaled_price_plus_comm,IUSB_scaled_price_plus_comm,BND_scaled_price_plus_comm,AGG_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SCHZ_shs_per_unit,SPAB_shs_per_unit,IUSB_shs_per_unit,BND_shs_per_unit,AGG_shs_per_unit,SCHZ_current_shs,SPAB_current_shs,IUSB_current_shs,BND_current_shs,AGG_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SCHZ_tgt_shs,SPAB_tgt_shs,IUSB_tgt_shs,BND_tgt_shs,AGG_tgt_shs,SCHZ_tgt_inv_amt,SPAB_tgt_inv_amt,IUSB_tgt_inv_amt,BND_tgt_inv_amt,AGG_tgt_inv_amt,gross_inv_amt,net_inv_amt,SCHZ_shs_to_trade,SPAB_shs_to_trade,IUSB_shs_to_trade,BND_shs_to_trade,AGG_shs_to_trade,SCHZ_shs_to_buy,SPAB_shs_to_buy,IUSB_shs_to_buy,BND_shs_to_buy,AGG_shs_to_buy,SCHZ_shs_to_sell,SPAB_shs_to_sell,IUSB_shs_to_sell,BND_shs_to_sell,AGG_shs_to_sell,SCHZ_daily_comm,SPAB_daily_comm,IUSB_daily_comm,BND_daily_comm,AGG_daily_comm,daily_comm,SCHZ_daily_profit,SPAB_daily_profit,IUSB_daily_profit,BND_daily_profit,AGG_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.72,25.01,45.19,71.93,96.92,0.0499999999999971,0.0600000000000022,0.0899999999999963,0.1400000000000005,0.2100000000000079,4.265845070422536,3.875249900039984,2.1447222836910824,1.347421103850966,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-16,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.72,25.02,45.2,71.95,96.92,0.0,0.009999999999998,0.0100000000000051,0.019999999999996,0.0,4.265845070422536,3.873701039168665,2.1442477876106194,1.3470465601111885,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-17,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.79,25.1,45.35,72.16,97.24,0.0700000000000002,0.0800000000000018,0.1499999999999985,0.2099999999999937,0.3199999999999932,4.266783677051338,3.87410358565737,2.144211686879824,1.3475609756097562,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-21,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.75,25.05,45.27,72.01,97.01,-0.0399999999999991,-0.0500000000000007,-0.0799999999999983,-0.1499999999999914,-0.2299999999999897,4.264175824175824,3.8726546906187616,2.142920256240336,1.3471740036106097,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.71,24.99,45.2,71.9,96.85,-0.0399999999999991,-0.0600000000000022,-0.0700000000000002,-0.1099999999999994,-0.1600000000000108,4.264641127256715,3.8755502200880354,2.142699115044248,1.3470097357440889,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.74,25.04,45.27,72.04,97.01,0.0299999999999975,0.0500000000000007,0.0700000000000002,0.1400000000000005,0.1600000000000108,4.266051011433598,3.874201277955272,2.142920256240336,1.3466129927817878,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-24,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.86,25.18,45.49,72.42,97.55,0.120000000000001,0.1400000000000005,0.2199999999999988,0.3799999999999954,0.539999999999992,4.267279090113735,3.8741064336775217,2.144427346669598,1.3470035901684616,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-27,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.86,25.16,45.48,72.38,97.52,0.0,-0.0199999999999995,-0.0100000000000051,-0.0400000000000062,-0.0300000000000011,4.2659667541557305,3.875993640699523,2.144239226033421,1.3473335175462835,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.84,25.15,45.45,72.34,97.46,-0.0199999999999995,-0.0100000000000015,-0.029999999999994,-0.039999999999992,-0.0600000000000022,4.267075306479859,3.875149105367793,2.144334433443344,1.3472491014653023,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.88,25.19,45.52,72.44,97.6,0.0399999999999991,0.0400000000000027,0.0700000000000002,0.0999999999999943,0.1400000000000005,4.265734265734266,3.8745533942040487,2.144112478031634,1.3473219215902816,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-30,False,,,,,,0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
