CMF_price,VTEC_price,CMF_price_chg,VTEC_price_chg,VTEC/CMF,VTEC/VTEC,VTEC/CMF_moving_avg,VTEC/VTEC_moving_avg,VTEC/CMF_prev_moving_avg,VTEC/VTEC_prev_moving_avg,CMF_scaled_price,VTEC_scaled_price,CMF_scaled_comm,VTEC_scaled_comm,CMF_scaled_price_minus_comm,VTEC_scaled_price_minus_comm,CMF_scaled_price_plus_comm,VTEC_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,CMF_shs_per_unit,VTEC_shs_per_unit,CMF_current_shs,VTEC_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,CMF_tgt_shs,VTEC_tgt_shs,CMF_tgt_inv_amt,VTEC_tgt_inv_amt,gross_inv_amt,net_inv_amt,CMF_shs_to_trade,VTEC_shs_to_trade,CMF_shs_to_buy,VTEC_shs_to_buy,CMF_shs_to_sell,VTEC_shs_to_sell,CMF_daily_comm,VTEC_daily_comm,daily_comm,CMF_daily_profit,VTEC_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
56.98,99.73,-0.0900000000000034,-0.1299999999999954,1.7502632502632505,1.0,1.7443629189205871,1.0,1.7440606884326524,1.0,99.37657802689252,99.73,0.0087203034421632,0.005,99.36785772345036,99.725,99.38529833033468,99.735,99.38529833033468,99.725,0.3397016696653168,0.0034062134730303,CMF,VTEC,2025-02-06,False,1749.0,1003.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.93,99.56,-0.0499999999999971,-0.1700000000000017,1.7488143333918849,1.0,1.7446108687362485,1.0,1.7443629189205871,1.0,99.30658097414904,99.56,0.0087218145946029,0.005,99.29785915955442,99.555,99.31530278874364,99.565,99.31530278874364,99.555,0.2396972112563702,0.0024075654003251,CMF,VTEC,2025-02-07,False,1751.0,1004.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.98,99.75,0.0499999999999971,0.1899999999999977,1.7506142506142508,1.0,1.7451061752426529,1.0,1.7446108687362485,1.0,99.40792730059144,99.75,0.0087230543436812,0.005,99.39920424624776,99.745,99.41665035493511,99.755,99.41665035493511,99.745,0.3283496450648897,0.0032917257650615,CMF,VTEC,2025-02-10,False,1750.0,1003.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.92,99.5,-0.0599999999999951,-0.25,1.7480674631061135,1.0,1.7455242153002375,1.0,1.7451061752426529,1.0,99.3314434948118,99.5,0.0087255308762132,0.005,99.32271796393556,99.495,99.340169025688,99.505,99.340169025688,99.495,0.1548309743119915,0.0015560901940903,CMF,VTEC,2025-02-11,False,1754.0,1005.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.66,99.12,-0.2600000000000051,-0.3799999999999954,1.749382280268267,1.0,1.7458013420773455,1.0,1.7455242153002375,1.0,98.90140203891146,99.12,0.0087276210765011,0.005,98.89267441783495,99.115,98.91012965998796,99.125,98.91012965998796,99.115,0.2048703400120501,0.0020668920501619,CMF,VTEC,2025-02-12,False,1761.0,1009.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.84,99.47,0.1800000000000068,0.3499999999999943,1.7499999999999998,1.0,1.746022659357799,1.0,1.7458013420773455,1.0,99.23134828367633,99.47,0.0087290067103867,0.005,99.22261927696594,99.465,99.24007729038672,99.475,99.24007729038672,99.465,0.2249227096132955,0.0022612115171739,CMF,VTEC,2025-02-13,False,1755.0,1005.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.89,99.59,0.0499999999999971,0.1200000000000045,1.7505712779047284,1.0,1.746380345005995,1.0,1.746022659357799,1.0,99.33122909086518,99.59,0.0087301132967889,0.005,99.3224989775684,99.585,99.33995920416196,99.595,99.33995920416196,99.585,0.2450407958380367,0.0024604959919473,CMF,VTEC,2025-02-14,False,1753.0,1004.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.82,99.42,-0.0700000000000002,-0.1700000000000017,1.7497360084477296,1.0,1.74689109752419,1.0,1.746380345005995,1.0,99.22933120324063,99.42,0.0087319017250299,0.005,99.2205993015156,99.415,99.23806310496566,99.425,99.23806310496566,99.415,0.1769368950343448,0.001779691159066,CMF,VTEC,2025-02-18,False,1757.0,1006.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
56.88,99.52,0.0600000000000022,0.0999999999999943,1.7496483825597748,1.0,1.747289230183764,1.0,1.74689109752419,1.0,99.36316562717592,99.52,0.0087344554876209,0.005,99.3544311716883,99.515,99.37190008266356,99.525,99.37190008266356,99.515,0.1430999173364426,0.0014379010986378,CMF,VTEC,2025-02-19,False,1756.0,1005.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.94,99.65,0.0599999999999951,0.1300000000000096,1.7500878117316476,1.0,1.747700249924558,1.0,1.747289230183764,1.0,99.49064876666353,99.65,0.0087364461509188,0.005,99.4819123205126,99.645,99.49938521281445,99.655,99.49938521281445,99.645,0.145614787185579,0.0014612622898703,CMF,VTEC,2025-02-20,False,1754.0,1004.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.11,100.0,0.1700000000000017,0.3499999999999943,1.7510068289266327,1.0,1.7480810460765643,1.0,1.747700249924558,1.0,99.8111612731915,100.0,0.0087385012496227,0.005,99.80242277194188,99.995,99.81989977444113,100.005,99.81989977444113,99.995,0.1751002255588787,0.0017510022555887,CMF,VTEC,2025-02-21,False,1748.0,1000.0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.06,99.87,-0.0499999999999971,-0.1299999999999954,1.7502628811777077,1.0,1.7484991197129147,1.0,1.7480810460765643,1.0,99.74550448912876,99.87,0.0087404052303828,0.005,99.73676408389838,99.865,99.75424489435916,99.875,99.75424489435916,99.865,0.1107551056408624,0.0011089927469796,CMF,VTEC,2025-02-24,False,1750.0,1001.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
57.34,100.24,0.2800000000000011,0.3699999999999903,1.748168817579351,1.0,1.7487429104077683,1.0,1.7484991197129147,1.0,100.25893952433852,100.24,0.0087424955985645,0.005,100.25019702873996,100.235,100.2676820199371,100.245,100.245,100.25019702873996,0.0051970287399711,5.1845857342090864e-05,VTEC,CMF,2025-02-25,False,1745.0,998.0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
