my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.33,21.34,2026-07-20_10-48-35
BITB,34.92,34.93,2026-07-20_10-48-35
BRRR,18.14,18.15,2026-07-20_10-48-35
BTC,28.45,28.46,2026-07-20_10-48-35
BTCW,67.97,68.03,2026-07-20_10-48-35
EZBC,37.17,37.19,2026-07-20_10-48-35
FBTC,55.99,56.0,2026-07-20_10-48-35
GBTC,49.86,49.87,2026-07-20_10-48-35
HODL,18.19,18.2,2026-07-20_10-48-35
IBIT,36.44,36.45,2026-07-20_10-48-35
ARKB,21.4,21.41,2026-07-20_11-03-35
BITB,35.03,35.04,2026-07-20_11-03-35
BRRR,18.19,18.2,2026-07-20_11-03-35
BTC,28.53,28.54,2026-07-20_11-03-35
BTCW,68.17,68.25,2026-07-20_11-03-35
EZBC,37.28,37.3,2026-07-20_11-03-35
FBTC,56.16,56.17,2026-07-20_11-03-35
GBTC,50.0,50.01,2026-07-20_11-03-35
HODL,18.25,18.26,2026-07-20_11-03-35
IBIT,36.55,36.56,2026-07-20_11-03-35
ARKB,21.52,21.53,2026-07-20_11-18-35
BITB,35.22,35.23,2026-07-20_11-18-35
BRRR,18.29,18.3,2026-07-20_11-18-35
BTC,28.69,28.7,2026-07-20_11-18-35
BTCW,68.53,68.6,2026-07-20_11-18-35
EZBC,37.48,37.51,2026-07-20_11-18-35
FBTC,56.46,56.47,2026-07-20_11-18-35
GBTC,50.29,50.3,2026-07-20_11-18-35
HODL,18.35,18.36,2026-07-20_11-18-35
IBIT,36.75,36.76,2026-07-20_11-18-35
ARKB,21.6,21.61,2026-07-20_15-19-09
BITB,35.36,35.37,2026-07-20_15-19-09
BRRR,18.36,18.37,2026-07-20_15-19-09
BTC,28.8,28.81,2026-07-20_15-19-09
BTCW,68.74,68.84,2026-07-20_15-19-09
EZBC,37.64,37.66,2026-07-20_15-19-09
FBTC,56.69,56.7,2026-07-20_15-19-09
GBTC,50.48,50.49,2026-07-20_15-19-09
HODL,18.42,18.43,2026-07-20_15-19-09
IBIT,36.89,36.9,2026-07-20_15-19-09
ARKB,21.57,21.58,2026-07-20_15-34-09
BITB,35.31,35.32,2026-07-20_15-34-09
BRRR,18.34,18.35,2026-07-20_15-34-09
BTC,28.76,28.77,2026-07-20_15-34-09
BTCW,68.67,68.74,2026-07-20_15-34-09
EZBC,37.58,37.6,2026-07-20_15-34-09
FBTC,56.61,56.62,2026-07-20_15-34-09
GBTC,50.41,50.42,2026-07-20_15-34-09
HODL,18.39,18.4,2026-07-20_15-34-09
IBIT,36.84,36.85,2026-07-20_15-34-09
ARKB,21.58,21.59,2026-07-20_15-49-09
BITB,35.33,35.34,2026-07-20_15-49-09
BRRR,18.35,18.36,2026-07-20_15-49-09
BTC,28.78,28.79,2026-07-20_15-49-09
BTCW,68.68,68.78,2026-07-20_15-49-09
EZBC,37.6,37.62,2026-07-20_15-49-09
FBTC,56.64,56.65,2026-07-20_15-49-09
GBTC,50.44,50.45,2026-07-20_15-49-09
HODL,18.41,18.42,2026-07-20_15-49-09
IBIT,36.86,36.87,2026-07-20_15-49-09
ARKB,21.56,21.57,2026-07-20_16-04-09
BITB,35.28,35.31,2026-07-20_16-04-09
BRRR,18.32,18.35,2026-07-20_16-04-09
BTC,28.75,28.77,2026-07-20_16-04-09
BTCW,68.61,68.89,2026-07-20_16-04-09
EZBC,37.51,37.68,2026-07-20_16-04-09
FBTC,56.58,56.63,2026-07-20_16-04-09
