my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,-1.0,-1.0,2026-07-04_11-45-58
BITB,,,2026-07-04_11-45-58
BRRR,-1.0,-1.0,2026-07-04_11-45-58
BTC,-1.0,-1.0,2026-07-04_11-45-58
BTCW,,,2026-07-04_11-45-58
EZBC,-1.0,-1.0,2026-07-04_11-45-58
FBTC,-1.0,-1.0,2026-07-04_11-45-58
GBTC,,,2026-07-04_11-45-58
HODL,-1.0,-1.0,2026-07-04_11-45-58
IBIT,,,2026-07-04_11-45-58
ARKB,-1.0,-1.0,2026-07-04_12-00-58
BITB,,,2026-07-04_12-00-58
BRRR,-1.0,-1.0,2026-07-04_12-00-58
BTC,-1.0,-1.0,2026-07-04_12-00-58
BTCW,,,2026-07-04_12-00-58
EZBC,-1.0,-1.0,2026-07-04_12-00-58
FBTC,-1.0,-1.0,2026-07-04_12-00-58
GBTC,,,2026-07-04_12-00-58
HODL,-1.0,-1.0,2026-07-04_12-00-58
IBIT,,,2026-07-04_12-00-58
ARKB,-1.0,-1.0,2026-07-04_12-15-58
BITB,,,2026-07-04_12-15-58
BRRR,-1.0,-1.0,2026-07-04_12-15-58
BTC,-1.0,-1.0,2026-07-04_12-15-58
BTCW,,,2026-07-04_12-15-58
EZBC,-1.0,-1.0,2026-07-04_12-15-58
FBTC,-1.0,-1.0,2026-07-04_12-15-58
GBTC,,,2026-07-04_12-15-58
HODL,-1.0,-1.0,2026-07-04_12-15-58
IBIT,,,2026-07-04_12-15-58
ARKB,-1.0,-1.0,2026-07-04_12-30-58
BITB,,,2026-07-04_12-30-58
BRRR,-1.0,-1.0,2026-07-04_12-30-58
BTC,-1.0,-1.0,2026-07-04_12-30-58
BTCW,,,2026-07-04_12-30-58
EZBC,-1.0,-1.0,2026-07-04_12-30-58
FBTC,-1.0,-1.0,2026-07-04_12-30-58
GBTC,,,2026-07-04_12-30-58
HODL,-1.0,-1.0,2026-07-04_12-30-58
IBIT,,,2026-07-04_12-30-58
ARKB,-1.0,-1.0,2026-07-04_12-45-58
BITB,,,2026-07-04_12-45-58
BRRR,-1.0,-1.0,2026-07-04_12-45-58
BTC,-1.0,-1.0,2026-07-04_12-45-58
BTCW,,,2026-07-04_12-45-58
EZBC,-1.0,-1.0,2026-07-04_12-45-58
FBTC,-1.0,-1.0,2026-07-04_12-45-58
GBTC,,,2026-07-04_12-45-58
HODL,-1.0,-1.0,2026-07-04_12-45-58
IBIT,,,2026-07-04_12-45-58
ARKB,-1.0,-1.0,2026-07-04_13-00-58
BITB,,,2026-07-04_13-00-58
BRRR,-1.0,-1.0,2026-07-04_13-00-58
BTC,-1.0,-1.0,2026-07-04_13-00-58
BTCW,,,2026-07-04_13-00-58
EZBC,-1.0,-1.0,2026-07-04_13-00-58
FBTC,-1.0,-1.0,2026-07-04_13-00-58
GBTC,,,2026-07-04_13-00-58
HODL,-1.0,-1.0,2026-07-04_13-00-58
IBIT,-1.0,-1.0,2026-07-04_13-00-58
ARKB,-1.0,-1.0,2026-07-04_13-15-58
BITB,,,2026-07-04_13-15-58
BRRR,-1.0,-1.0,2026-07-04_13-15-58
BTC,-1.0,-1.0,2026-07-04_13-15-58
BTCW,,,2026-07-04_13-15-58
EZBC,-1.0,-1.0,2026-07-04_13-15-58
FBTC,-1.0,-1.0,2026-07-04_13-15-58
GBTC,,,2026-07-04_13-15-58
HODL,-1.0,-1.0,2026-07-04_13-15-58
IBIT,-1.0,-1.0,2026-07-04_13-15-58
ARKB,-1.0,-1.0,2026-07-04_13-30-58
BITB,-1.0,-1.0,2026-07-04_13-30-58
BRRR,-1.0,-1.0,2026-07-04_13-30-58
BTC,-1.0,-1.0,2026-07-04_13-30-58
BTCW,-1.0,-1.0,2026-07-04_13-30-58
EZBC,-1.0,-1.0,2026-07-04_13-30-58
FBTC,-1.0,-1.0,2026-07-04_13-30-58
GBTC,-1.0,-1.0,2026-07-04_13-30-58
HODL,-1.0,-1.0,2026-07-04_13-30-58
IBIT,-1.0,-1.0,2026-07-04_13-30-58
ARKB,-1.0,-1.0,2026-07-04_13-45-58
BITB,-1.0,-1.0,2026-07-04_13-45-58
BRRR,-1.0,-1.0,2026-07-04_13-45-58
BTC,-1.0,-1.0,2026-07-04_13-45-58
BTCW,-1.0,-1.0,2026-07-04_13-45-58
EZBC,-1.0,-1.0,2026-07-04_13-45-58
FBTC,-1.0,-1.0,2026-07-04_13-45-58
GBTC,-1.0,-1.0,2026-07-04_13-45-58
HODL,-1.0,-1.0,2026-07-04_13-45-58
IBIT,-1.0,-1.0,2026-07-04_13-45-58
ARKB,-1.0,-1.0,2026-07-04_14-00-58
BITB,-1.0,-1.0,2026-07-04_14-00-58
BRRR,-1.0,-1.0,2026-07-04_14-00-58
BTC,-1.0,-1.0,2026-07-04_14-00-58
BTCW,-1.0,-1.0,2026-07-04_14-00-58
EZBC,-1.0,-1.0,2026-07-04_14-00-58
FBTC,-1.0,-1.0,2026-07-04_14-00-58
GBTC,-1.0,-1.0,2026-07-04_14-00-58
HODL,-1.0,-1.0,2026-07-04_14-00-58
IBIT,-1.0,-1.0,2026-07-04_14-00-58
ARKB,-1.0,-1.0,2026-07-04_14-15-58
BITB,-1.0,-1.0,2026-07-04_14-15-58
BRRR,-1.0,-1.0,2026-07-04_14-15-58
BTC,-1.0,-1.0,2026-07-04_14-15-58
BTCW,-1.0,-1.0,2026-07-04_14-15-58
EZBC,-1.0,-1.0,2026-07-04_14-15-58
FBTC,-1.0,-1.0,2026-07-04_14-15-58
GBTC,-1.0,-1.0,2026-07-04_14-15-58
HODL,-1.0,-1.0,2026-07-04_14-15-58
IBIT,-1.0,-1.0,2026-07-04_14-15-58
ARKB,-1.0,-1.0,2026-07-04_14-30-58
BITB,-1.0,-1.0,2026-07-04_14-30-58
BRRR,-1.0,-1.0,2026-07-04_14-30-58
BTC,-1.0,-1.0,2026-07-04_14-30-58
BTCW,-1.0,-1.0,2026-07-04_14-30-58
EZBC,-1.0,-1.0,2026-07-04_14-30-58
FBTC,-1.0,-1.0,2026-07-04_14-30-58
GBTC,-1.0,-1.0,2026-07-04_14-30-58
HODL,-1.0,-1.0,2026-07-04_14-30-58
IBIT,-1.0,-1.0,2026-07-04_14-30-58
ARKB,-1.0,-1.0,2026-07-04_14-45-58
BITB,-1.0,-1.0,2026-07-04_14-45-58
BRRR,-1.0,-1.0,2026-07-04_14-45-58
BTC,-1.0,-1.0,2026-07-04_14-45-58
BTCW,-1.0,-1.0,2026-07-04_14-45-58
EZBC,-1.0,-1.0,2026-07-04_14-45-58
FBTC,-1.0,-1.0,2026-07-04_14-45-58
GBTC,-1.0,-1.0,2026-07-04_14-45-58
HODL,-1.0,-1.0,2026-07-04_14-45-58
IBIT,-1.0,-1.0,2026-07-04_14-45-58
ARKB,-1.0,-1.0,2026-07-04_15-00-58
BITB,-1.0,-1.0,2026-07-04_15-00-58
BRRR,-1.0,-1.0,2026-07-04_15-00-58
BTC,-1.0,-1.0,2026-07-04_15-00-58
BTCW,-1.0,-1.0,2026-07-04_15-00-58
EZBC,-1.0,-1.0,2026-07-04_15-00-58
FBTC,-1.0,-1.0,2026-07-04_15-00-58
GBTC,-1.0,-1.0,2026-07-04_15-00-58
HODL,-1.0,-1.0,2026-07-04_15-00-58
IBIT,-1.0,-1.0,2026-07-04_15-00-58
ARKB,-1.0,-1.0,2026-07-04_15-15-58
BITB,-1.0,-1.0,2026-07-04_15-15-58
BRRR,-1.0,-1.0,2026-07-04_15-15-58
BTC,-1.0,-1.0,2026-07-04_15-15-58
BTCW,-1.0,-1.0,2026-07-04_15-15-58
EZBC,-1.0,-1.0,2026-07-04_15-15-58
FBTC,-1.0,-1.0,2026-07-04_15-15-58
GBTC,-1.0,-1.0,2026-07-04_15-15-58
HODL,-1.0,-1.0,2026-07-04_15-15-58
IBIT,-1.0,-1.0,2026-07-04_15-15-58
ARKB,-1.0,-1.0,2026-07-04_15-30-58
BITB,-1.0,-1.0,2026-07-04_15-30-58
BRRR,-1.0,-1.0,2026-07-04_15-30-58
BTC,-1.0,-1.0,2026-07-04_15-30-58
BTCW,-1.0,-1.0,2026-07-04_15-30-58
EZBC,-1.0,-1.0,2026-07-04_15-30-58
FBTC,-1.0,-1.0,2026-07-04_15-30-58
GBTC,-1.0,-1.0,2026-07-04_15-30-58
HODL,-1.0,-1.0,2026-07-04_15-30-58
IBIT,-1.0,-1.0,2026-07-04_15-30-58
ARKB,-1.0,-1.0,2026-07-04_15-45-59
BITB,-1.0,-1.0,2026-07-04_15-45-59
BRRR,-1.0,-1.0,2026-07-04_15-45-59
BTC,-1.0,-1.0,2026-07-04_15-45-59
BTCW,-1.0,-1.0,2026-07-04_15-45-59
EZBC,-1.0,-1.0,2026-07-04_15-45-59
FBTC,-1.0,-1.0,2026-07-04_15-45-59
GBTC,-1.0,-1.0,2026-07-04_15-45-59
HODL,-1.0,-1.0,2026-07-04_15-45-59
IBIT,-1.0,-1.0,2026-07-04_15-45-59
ARKB,-1.0,-1.0,2026-07-04_16-00-59
BITB,-1.0,-1.0,2026-07-04_16-00-59
BRRR,-1.0,-1.0,2026-07-04_16-00-59
BTC,-1.0,-1.0,2026-07-04_16-00-59
BTCW,-1.0,-1.0,2026-07-04_16-00-59
EZBC,-1.0,-1.0,2026-07-04_16-00-59
FBTC,-1.0,-1.0,2026-07-04_16-00-59
GBTC,-1.0,-1.0,2026-07-04_16-00-59
HODL,-1.0,-1.0,2026-07-04_16-00-59
IBIT,-1.0,-1.0,2026-07-04_16-00-59
ARKB,-1.0,-1.0,2026-07-04_16-15-50
BITB,-1.0,-1.0,2026-07-04_16-15-50
BRRR,-1.0,-1.0,2026-07-04_16-15-50
BTC,-1.0,-1.0,2026-07-04_16-15-50
BTCW,-1.0,-1.0,2026-07-04_16-15-50
EZBC,-1.0,-1.0,2026-07-04_16-15-50
FBTC,-1.0,-1.0,2026-07-04_16-15-50
GBTC,-1.0,-1.0,2026-07-04_16-15-50
HODL,-1.0,-1.0,2026-07-04_16-15-50
IBIT,-1.0,-1.0,2026-07-04_16-15-50
ARKB,-1.0,-1.0,2026-07-04_16-30-50
BITB,-1.0,-1.0,2026-07-04_16-30-50
BRRR,-1.0,-1.0,2026-07-04_16-30-50
BTC,-1.0,-1.0,2026-07-04_16-30-50
BTCW,-1.0,-1.0,2026-07-04_16-30-50
EZBC,-1.0,-1.0,2026-07-04_16-30-50
FBTC,-1.0,-1.0,2026-07-04_16-30-50
GBTC,-1.0,-1.0,2026-07-04_16-30-50
HODL,-1.0,-1.0,2026-07-04_16-30-50
IBIT,-1.0,-1.0,2026-07-04_16-30-50
ARKB,-1.0,-1.0,2026-07-04_16-45-50
BITB,-1.0,-1.0,2026-07-04_16-45-50
BRRR,-1.0,-1.0,2026-07-04_16-45-50
BTC,-1.0,-1.0,2026-07-04_16-45-50
BTCW,-1.0,-1.0,2026-07-04_16-45-50
EZBC,-1.0,-1.0,2026-07-04_16-45-50
FBTC,-1.0,-1.0,2026-07-04_16-45-50
GBTC,-1.0,-1.0,2026-07-04_16-45-50
HODL,-1.0,-1.0,2026-07-04_16-45-50
IBIT,-1.0,-1.0,2026-07-04_16-45-50
ARKB,-1.0,-1.0,2026-07-04_17-00-50
BITB,-1.0,-1.0,2026-07-04_17-00-50
BRRR,-1.0,-1.0,2026-07-04_17-00-50
BTC,-1.0,-1.0,2026-07-04_17-00-50
BTCW,-1.0,-1.0,2026-07-04_17-00-50
