my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,20.76,20.77,2026-08-14_09-49-06
BITB,33.97,33.98,2026-08-14_09-49-06
BRRR,17.64,17.65,2026-08-14_09-49-06
BTC,27.68,27.69,2026-08-14_09-49-06
BTCW,66.08,66.17,2026-08-14_09-49-06
EZBC,36.16,36.17,2026-08-14_09-49-06
FBTC,54.46,54.47,2026-08-14_09-49-06
GBTC,48.46,48.47,2026-08-14_09-49-06
HODL,17.7,17.71,2026-08-14_09-49-06
IBIT,35.44,35.45,2026-08-14_09-49-06
ARKB,20.74,20.75,2026-08-14_09-52-28
BITB,33.95,33.96,2026-08-14_09-52-28
BRRR,17.63,17.64,2026-08-14_09-52-28
BTC,27.67,27.68,2026-08-14_09-52-28
BTCW,66.06,66.12,2026-08-14_09-52-28
EZBC,36.14,36.16,2026-08-14_09-52-28
FBTC,54.43,54.44,2026-08-14_09-52-28
GBTC,48.44,48.45,2026-08-14_09-52-28
HODL,17.69,17.7,2026-08-14_09-52-28
IBIT,35.42,35.43,2026-08-14_09-52-28
ARKB,20.74,20.75,2026-08-14_09-56-43
BITB,33.94,33.95,2026-08-14_09-56-43
BRRR,17.62,17.63,2026-08-14_09-56-43
BTC,27.66,27.67,2026-08-14_09-56-43
BTCW,66.04,66.12,2026-08-14_09-56-43
EZBC,36.13,36.14,2026-08-14_09-56-43
FBTC,54.41,54.42,2026-08-14_09-56-43
GBTC,48.42,48.43,2026-08-14_09-56-43
HODL,17.69,17.7,2026-08-14_09-56-43
IBIT,35.41,35.42,2026-08-14_09-56-43
ARKB,20.74,20.75,2026-08-14_09-59-25
BITB,33.95,33.96,2026-08-14_09-59-25
BRRR,17.63,17.64,2026-08-14_09-59-25
BTC,27.66,27.67,2026-08-14_09-59-25
BTCW,66.04,66.12,2026-08-14_09-59-25
EZBC,36.13,36.16,2026-08-14_09-59-25
FBTC,54.43,54.45,2026-08-14_09-59-25
GBTC,48.43,48.45,2026-08-14_09-59-25
HODL,17.69,17.7,2026-08-14_09-59-25
IBIT,35.42,35.43,2026-08-14_09-59-25
ARKB,20.76,20.76,2026-08-14_10-01-22
BITB,33.96,33.97,2026-08-14_10-01-22
BRRR,17.64,17.66,2026-08-14_10-01-22
BTC,27.67,27.68,2026-08-14_10-01-22
BTCW,66.08,66.18,2026-08-14_10-01-22
EZBC,36.15,36.17,2026-08-14_10-01-22
FBTC,54.45,54.46,2026-08-14_10-01-22
