my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.32,21.33,2026-07-16_09-52-36
BITB,34.89,34.9,2026-07-16_09-52-36
BRRR,18.12,18.13,2026-07-16_09-52-36
BTC,28.43,28.44,2026-07-16_09-52-36
BTCW,67.84,67.98,2026-07-16_09-52-36
EZBC,37.14,37.16,2026-07-16_09-52-36
FBTC,55.94,55.95,2026-07-16_09-52-36
GBTC,49.83,49.84,2026-07-16_09-52-36
HODL,18.18,18.19,2026-07-16_09-52-36
IBIT,36.42,36.43,2026-07-16_09-52-36
ARKB,21.37,21.38,2026-07-16_10-07-36
BITB,34.97,34.98,2026-07-16_10-07-36
BRRR,18.16,18.17,2026-07-16_10-07-36
BTC,28.49,28.5,2026-07-16_10-07-36
BTCW,68.06,68.14,2026-07-16_10-07-36
EZBC,37.23,37.24,2026-07-16_10-07-36
FBTC,56.09,56.1,2026-07-16_10-07-36
GBTC,49.95,49.96,2026-07-16_10-07-36
HODL,18.22,18.23,2026-07-16_10-07-36
IBIT,36.5,36.51,2026-07-16_10-07-36
ARKB,21.45,21.46,2026-07-16_10-33-19
BITB,35.1,35.11,2026-07-16_10-33-19
BRRR,18.23,18.24,2026-07-16_10-33-19
BTC,28.59,28.6,2026-07-16_10-33-19
BTCW,68.32,68.39,2026-07-16_10-33-19
EZBC,37.36,37.39,2026-07-16_10-33-19
FBTC,56.28,56.29,2026-07-16_10-33-19
GBTC,50.13,50.14,2026-07-16_10-33-19
HODL,18.29,18.3,2026-07-16_10-33-19
IBIT,36.63,36.64,2026-07-16_10-33-19
ARKB,21.44,21.45,2026-07-16_10-48-19
BITB,35.09,35.1,2026-07-16_10-48-19
BRRR,18.22,18.23,2026-07-16_10-48-19
BTC,28.59,28.6,2026-07-16_10-48-19
BTCW,68.29,68.36,2026-07-16_10-48-19
EZBC,37.35,37.38,2026-07-16_10-48-19
FBTC,56.27,56.28,2026-07-16_10-48-19
GBTC,50.11,50.12,2026-07-16_10-48-19
HODL,18.28,18.29,2026-07-16_10-48-19
IBIT,36.62,36.63,2026-07-16_10-48-19
ARKB,21.38,21.39,2026-07-16_11-03-19
BITB,34.99,35.0,2026-07-16_11-03-19
BRRR,18.17,18.18,2026-07-16_11-03-19
BTC,28.51,28.52,2026-07-16_11-03-19
BTCW,68.1,68.17,2026-07-16_11-03-19
EZBC,37.24,37.26,2026-07-16_11-03-19
FBTC,56.11,56.12,2026-07-16_11-03-19
GBTC,49.97,49.98,2026-07-16_11-03-19
HODL,18.23,18.24,2026-07-16_11-03-19
IBIT,36.52,36.53,2026-07-16_11-03-19
ARKB,21.37,21.38,2026-07-16_11-18-19
BITB,34.97,34.98,2026-07-16_11-18-19
BRRR,18.16,18.17,2026-07-16_11-18-19
BTC,28.49,28.5,2026-07-16_11-18-19
BTCW,68.05,68.13,2026-07-16_11-18-19
EZBC,37.22,37.24,2026-07-16_11-18-19
FBTC,56.06,56.07,2026-07-16_11-18-19
GBTC,49.93,49.94,2026-07-16_11-18-19
HODL,18.22,18.23,2026-07-16_11-18-19
IBIT,36.49,36.5,2026-07-16_11-18-19
ARKB,21.46,21.47,2026-07-16_11-33-19
BITB,35.13,35.14,2026-07-16_11-33-19
BRRR,18.24,18.25,2026-07-16_11-33-19
BTC,28.62,28.63,2026-07-16_11-33-19
BTCW,68.36,68.42,2026-07-16_11-33-19
EZBC,37.38,37.41,2026-07-16_11-33-19
FBTC,56.33,56.34,2026-07-16_11-33-19
GBTC,50.17,50.18,2026-07-16_11-33-19
HODL,18.3,18.31,2026-07-16_11-33-19
IBIT,36.66,36.67,2026-07-16_11-33-19
ARKB,21.43,21.44,2026-07-16_11-48-19
BITB,35.08,35.09,2026-07-16_11-48-19
BRRR,18.21,18.22,2026-07-16_11-48-19
BTC,28.58,28.59,2026-07-16_11-48-19
BTCW,68.26,68.32,2026-07-16_11-48-19
EZBC,37.33,37.36,2026-07-16_11-48-19
FBTC,56.24,56.25,2026-07-16_11-48-19
GBTC,50.09,50.1,2026-07-16_11-48-19
HODL,18.27,18.28,2026-07-16_11-48-19
IBIT,36.6,36.61,2026-07-16_11-48-19
ARKB,21.41,21.42,2026-07-16_12-03-19
BITB,35.05,35.06,2026-07-16_12-03-19
BRRR,18.2,18.21,2026-07-16_12-03-19
BTC,28.55,28.56,2026-07-16_12-03-19
BTCW,68.22,68.25,2026-07-16_12-03-19
EZBC,37.3,37.32,2026-07-16_12-03-19
FBTC,56.19,56.2,2026-07-16_12-03-19
GBTC,50.04,50.05,2026-07-16_12-03-19
HODL,18.26,18.27,2026-07-16_12-03-19
IBIT,36.57,36.58,2026-07-16_12-03-19
ARKB,21.37,21.38,2026-07-16_12-18-19
BITB,34.97,34.98,2026-07-16_12-18-19
BRRR,18.16,18.17,2026-07-16_12-18-19
BTC,28.5,28.51,2026-07-16_12-18-19
BTCW,68.07,68.14,2026-07-16_12-18-19
EZBC,37.23,37.25,2026-07-16_12-18-19
FBTC,56.09,56.1,2026-07-16_12-18-19
GBTC,49.95,49.96,2026-07-16_12-18-19
HODL,18.22,18.23,2026-07-16_12-18-19
IBIT,36.5,36.51,2026-07-16_12-18-19
ARKB,21.41,21.42,2026-07-16_12-33-19
BITB,35.03,35.04,2026-07-16_12-33-19
BRRR,18.2,18.21,2026-07-16_12-33-19
BTC,28.54,28.55,2026-07-16_12-33-19
BTCW,68.18,68.28,2026-07-16_12-33-19
EZBC,37.29,37.31,2026-07-16_12-33-19
FBTC,56.17,56.18,2026-07-16_12-33-19
GBTC,50.03,50.04,2026-07-16_12-33-19
HODL,18.25,18.26,2026-07-16_12-33-19
IBIT,36.56,36.57,2026-07-16_12-33-19
ARKB,21.34,21.35,2026-07-16_12-48-19
BITB,34.93,34.93,2026-07-16_12-48-19
BRRR,18.14,18.15,2026-07-16_12-48-19
BTC,28.46,28.47,2026-07-16_12-48-19
BTCW,67.97,68.03,2026-07-16_12-48-19
EZBC,37.17,37.19,2026-07-16_12-48-19
FBTC,56.0,56.01,2026-07-16_12-48-19
GBTC,49.87,49.88,2026-07-16_12-48-19
HODL,18.19,18.2,2026-07-16_12-48-19
IBIT,36.44,36.45,2026-07-16_12-48-19
ARKB,21.33,21.34,2026-07-16_13-03-19
