my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,20.51,20.52,2026-07-06_09-50-01
BITB,33.57,33.58,2026-07-06_09-50-01
BRRR,17.44,17.45,2026-07-06_09-50-01
BTC,27.35,27.36,2026-07-06_09-50-01
BTCW,65.25,65.32,2026-07-06_09-50-01
EZBC,35.73,35.75,2026-07-06_09-50-01
FBTC,53.82,53.83,2026-07-06_09-50-01
GBTC,47.96,47.97,2026-07-06_09-50-01
HODL,17.49,17.5,2026-07-06_09-50-01
IBIT,35.03,35.04,2026-07-06_09-50-01
ARKB,20.49,20.5,2026-07-06_10-05-01
BITB,33.53,33.54,2026-07-06_10-05-01
BRRR,17.42,17.43,2026-07-06_10-05-01
BTC,27.32,27.33,2026-07-06_10-05-01
BTCW,65.22,65.33,2026-07-06_10-05-01
EZBC,35.7,35.71,2026-07-06_10-05-01
FBTC,53.78,53.79,2026-07-06_10-05-01
GBTC,47.91,47.92,2026-07-06_10-05-01
HODL,17.47,17.48,2026-07-06_10-05-01
IBIT,35.0,35.01,2026-07-06_10-05-01
ARKB,20.49,20.49,2026-07-06_10-20-01
BITB,33.53,33.54,2026-07-06_10-20-01
BRRR,17.42,17.43,2026-07-06_10-20-01
BTC,27.32,27.33,2026-07-06_10-20-01
BTCW,65.2,65.33,2026-07-06_10-20-01
EZBC,35.69,35.72,2026-07-06_10-20-01
FBTC,53.77,53.78,2026-07-06_10-20-01
GBTC,47.9,47.91,2026-07-06_10-20-01
HODL,17.47,17.48,2026-07-06_10-20-01
IBIT,35.0,35.01,2026-07-06_10-20-01
ARKB,20.54,20.55,2026-07-06_10-35-01
BITB,33.61,33.62,2026-07-06_10-35-01
BRRR,17.46,17.47,2026-07-06_10-35-01
BTC,27.39,27.4,2026-07-06_10-35-01
BTCW,65.41,65.54,2026-07-06_10-35-01
EZBC,35.78,35.8,2026-07-06_10-35-01
FBTC,53.91,53.92,2026-07-06_10-35-01
GBTC,48.02,48.03,2026-07-06_10-35-01
HODL,17.52,17.53,2026-07-06_10-35-01
IBIT,35.09,35.1,2026-07-06_10-35-01
ARKB,20.51,20.52,2026-07-06_10-50-01
BITB,33.56,33.57,2026-07-06_10-50-01
BRRR,17.44,17.45,2026-07-06_10-50-01
BTC,27.35,27.36,2026-07-06_10-50-01
BTCW,65.31,65.42,2026-07-06_10-50-01
EZBC,35.73,35.75,2026-07-06_10-50-01
FBTC,53.82,53.83,2026-07-06_10-50-01
GBTC,47.96,47.97,2026-07-06_10-50-01
HODL,17.49,17.5,2026-07-06_10-50-01
IBIT,35.04,35.05,2026-07-06_10-50-01
ARKB,20.61,20.62,2026-07-06_11-05-01
BITB,33.74,33.75,2026-07-06_11-05-01
BRRR,17.53,17.54,2026-07-06_11-05-01
BTC,27.49,27.5,2026-07-06_11-05-01
BTCW,65.67,65.73,2026-07-06_11-05-01
EZBC,35.92,35.94,2026-07-06_11-05-01
