my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.54,21.56,2026-07-24_08-38-28
BITB,35.25,35.29,2026-07-24_08-38-28
BRRR,18.31,18.33,2026-07-24_08-38-28
BTC,28.72,28.75,2026-07-24_08-38-28
BTCW,68.28,68.98,2026-07-24_08-38-28
EZBC,37.52,37.6,2026-07-24_08-38-28
FBTC,56.53,56.57,2026-07-24_08-38-28
GBTC,50.34,50.38,2026-07-24_08-38-28
HODL,18.37,18.39,2026-07-24_08-38-28
IBIT,36.8,36.81,2026-07-24_08-38-28
ARKB,21.48,21.49,2026-07-24_08-53-28
BITB,35.15,35.18,2026-07-24_08-53-28
BRRR,18.25,18.28,2026-07-24_08-53-28
BTC,28.64,28.67,2026-07-24_08-53-28
BTCW,68.34,68.81,2026-07-24_08-53-28
EZBC,37.41,37.48,2026-07-24_08-53-28
FBTC,56.36,56.4,2026-07-24_08-53-28
GBTC,50.19,50.22,2026-07-24_08-53-28
HODL,18.31,18.34,2026-07-24_08-53-28
IBIT,36.69,36.7,2026-07-24_08-53-28
ARKB,21.33,21.35,2026-07-24_09-08-28
BITB,34.92,34.95,2026-07-24_09-08-28
BRRR,18.14,18.16,2026-07-24_09-08-28
BTC,28.45,28.48,2026-07-24_09-08-28
BTCW,67.67,68.34,2026-07-24_09-08-28
EZBC,37.16,37.24,2026-07-24_09-08-28
FBTC,56.0,56.04,2026-07-24_09-08-28
GBTC,49.86,49.9,2026-07-24_09-08-28
HODL,18.2,18.22,2026-07-24_09-08-28
IBIT,36.45,36.46,2026-07-24_09-08-28
ARKB,21.33,21.35,2026-07-24_09-23-28
BITB,34.92,34.95,2026-07-24_09-23-28
BRRR,18.14,18.15,2026-07-24_09-23-28
BTC,28.45,28.47,2026-07-24_09-23-28
BTCW,67.74,68.3,2026-07-24_09-23-28
EZBC,37.17,37.22,2026-07-24_09-23-28
FBTC,56.0,56.03,2026-07-24_09-23-28
GBTC,49.86,49.89,2026-07-24_09-23-28
HODL,18.2,18.21,2026-07-24_09-23-28
IBIT,36.44,36.45,2026-07-24_09-23-28
ARKB,21.31,21.32,2026-07-24_09-38-28
BITB,34.88,34.89,2026-07-24_09-38-28
BRRR,18.11,18.12,2026-07-24_09-38-28
BTC,28.42,28.43,2026-07-24_09-38-28
BTCW,67.85,67.92,2026-07-24_09-38-28
EZBC,37.13,37.14,2026-07-24_09-38-28
FBTC,55.92,55.94,2026-07-24_09-38-28
GBTC,49.8,49.81,2026-07-24_09-38-28
HODL,18.17,18.18,2026-07-24_09-38-28
IBIT,36.39,36.4,2026-07-24_09-38-28
ARKB,21.22,21.22,2026-07-24_09-53-28
BITB,34.73,34.74,2026-07-24_09-53-28
BRRR,18.04,18.05,2026-07-24_09-53-28
BTC,28.29,28.3,2026-07-24_09-53-28
BTCW,67.54,67.63,2026-07-24_09-53-28
EZBC,36.97,36.98,2026-07-24_09-53-28
FBTC,55.68,55.69,2026-07-24_09-53-28
GBTC,49.58,49.59,2026-07-24_09-53-28
HODL,18.09,18.1,2026-07-24_09-53-28
IBIT,36.23,36.24,2026-07-24_09-53-28
ARKB,21.25,21.26,2026-07-24_10-08-28
BITB,34.79,34.8,2026-07-24_10-08-28
BRRR,18.07,18.08,2026-07-24_10-08-28
BTC,28.34,28.35,2026-07-24_10-08-28
BTCW,67.63,67.75,2026-07-24_10-08-28
EZBC,37.03,37.05,2026-07-24_10-08-28
FBTC,55.78,55.79,2026-07-24_10-08-28
GBTC,49.67,49.68,2026-07-24_10-08-28
HODL,18.13,18.14,2026-07-24_10-08-28
IBIT,36.3,36.31,2026-07-24_10-08-28
ARKB,21.26,21.27,2026-07-24_10-23-28
BITB,34.79,34.8,2026-07-24_10-23-28
BRRR,18.07,18.08,2026-07-24_10-23-28
BTC,28.35,28.36,2026-07-24_10-23-28
BTCW,67.63,67.77,2026-07-24_10-23-28
EZBC,37.04,37.05,2026-07-24_10-23-28
FBTC,55.78,55.79,2026-07-24_10-23-28
GBTC,49.67,49.68,2026-07-24_10-23-28
HODL,18.13,18.14,2026-07-24_10-23-28
IBIT,36.3,36.31,2026-07-24_10-23-28
ARKB,21.26,21.27,2026-07-24_10-38-28
BITB,34.79,34.8,2026-07-24_10-38-28
BRRR,18.07,18.08,2026-07-24_10-38-28
BTC,28.35,28.36,2026-07-24_10-38-28
BTCW,67.63,67.77,2026-07-24_10-38-28
EZBC,37.04,37.05,2026-07-24_10-38-28
FBTC,55.78,55.79,2026-07-24_10-38-28
GBTC,49.67,49.68,2026-07-24_10-38-28
HODL,18.13,18.14,2026-07-24_10-38-28
IBIT,36.3,36.31,2026-07-24_10-38-28
ARKB,21.18,21.19,2026-07-24_10-53-28
BITB,34.67,34.68,2026-07-24_10-53-28
BRRR,18.0,18.01,2026-07-24_10-53-28
BTC,28.24,28.25,2026-07-24_10-53-28
BTCW,67.36,67.49,2026-07-24_10-53-28
EZBC,36.9,36.92,2026-07-24_10-53-28
FBTC,55.57,55.58,2026-07-24_10-53-28
GBTC,49.49,49.5,2026-07-24_10-53-28
HODL,18.06,18.07,2026-07-24_10-53-28
IBIT,36.17,36.18,2026-07-24_10-53-28
ARKB,21.17,21.18,2026-07-24_11-08-28
BITB,34.65,34.66,2026-07-24_11-08-28
BRRR,18.0,18.01,2026-07-24_11-08-28
BTC,28.23,28.24,2026-07-24_11-08-28
BTCW,67.4,67.5,2026-07-24_11-08-28
EZBC,36.89,36.91,2026-07-24_11-08-28
FBTC,55.56,55.57,2026-07-24_11-08-28
GBTC,49.48,49.49,2026-07-24_11-08-28
HODL,18.06,18.07,2026-07-24_11-08-28
IBIT,36.16,36.17,2026-07-24_11-08-28
ARKB,21.17,21.18,2026-07-24_11-23-28
BITB,34.65,34.66,2026-07-24_11-23-28
BRRR,18.0,18.01,2026-07-24_11-23-28
BTC,28.23,28.24,2026-07-24_11-23-28
BTCW,67.4,67.5,2026-07-24_11-23-28
EZBC,36.89,36.91,2026-07-24_11-23-28
FBTC,55.56,55.57,2026-07-24_11-23-28
GBTC,49.48,49.49,2026-07-24_11-23-28
HODL,18.06,18.07,2026-07-24_11-23-28
IBIT,36.16,36.17,2026-07-24_11-23-28
ARKB,21.17,21.18,2026-07-24_11-38-28
BITB,34.65,34.66,2026-07-24_11-38-28
BRRR,18.0,18.01,2026-07-24_11-38-28
BTC,28.23,28.24,2026-07-24_11-38-28
BTCW,67.4,67.5,2026-07-24_11-38-28
EZBC,36.89,36.91,2026-07-24_11-38-28
FBTC,55.56,55.57,2026-07-24_11-38-28
GBTC,49.48,49.49,2026-07-24_11-38-28
HODL,18.06,18.07,2026-07-24_11-38-28
IBIT,36.16,36.17,2026-07-24_11-38-28
ARKB,21.17,21.18,2026-07-24_11-53-28
BITB,34.65,34.66,2026-07-24_11-53-28
BRRR,18.0,18.01,2026-07-24_11-53-28
BTC,28.23,28.24,2026-07-24_11-53-28
BTCW,67.4,67.5,2026-07-24_11-53-28
EZBC,36.89,36.91,2026-07-24_11-53-28
FBTC,55.56,55.57,2026-07-24_11-53-28
GBTC,49.48,49.49,2026-07-24_11-53-28
HODL,18.06,18.07,2026-07-24_11-53-28
IBIT,36.16,36.17,2026-07-24_11-53-28
ARKB,21.17,21.18,2026-07-24_12-08-28
BITB,34.65,34.66,2026-07-24_12-08-28
BRRR,18.0,18.01,2026-07-24_12-08-28
BTC,28.23,28.24,2026-07-24_12-08-28
BTCW,67.4,67.5,2026-07-24_12-08-28
EZBC,36.89,36.91,2026-07-24_12-08-28
FBTC,55.56,55.57,2026-07-24_12-08-28
GBTC,49.48,49.49,2026-07-24_12-08-28
HODL,18.06,18.07,2026-07-24_12-08-28
IBIT,36.16,36.17,2026-07-24_12-08-28
ARKB,21.17,21.18,2026-07-24_12-23-28
BITB,34.65,34.66,2026-07-24_12-23-28
BRRR,18.0,18.01,2026-07-24_12-23-28
BTC,28.23,28.24,2026-07-24_12-23-28
BTCW,67.4,67.5,2026-07-24_12-23-28
EZBC,36.89,36.91,2026-07-24_12-23-28
FBTC,55.56,55.57,2026-07-24_12-23-28
GBTC,49.48,49.49,2026-07-24_12-23-28
HODL,18.06,18.07,2026-07-24_12-23-28
IBIT,36.16,36.17,2026-07-24_12-23-28
ARKB,21.17,21.18,2026-07-24_12-38-28
BITB,34.65,34.66,2026-07-24_12-38-28
