my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,20.95,20.97,2026-07-17_08-26-24
BITB,34.28,34.31,2026-07-17_08-26-24
BRRR,17.79,17.83,2026-07-17_08-26-24
BTC,27.93,27.96,2026-07-17_08-26-24
BTCW,,,2026-07-17_08-26-24
EZBC,,,2026-07-17_08-26-24
FBTC,54.97,55.01,2026-07-17_08-26-24
GBTC,48.96,49.0,2026-07-17_08-26-24
HODL,17.86,17.88,2026-07-17_08-26-24
IBIT,35.79,35.79,2026-07-17_08-26-24
ARKB,20.91,20.93,2026-07-17_08-41-24
BITB,34.22,34.25,2026-07-17_08-41-24
BRRR,17.77,17.8,2026-07-17_08-41-24
BTC,27.88,27.91,2026-07-17_08-41-24
BTCW,66.29,67.01,2026-07-17_08-41-24
EZBC,36.42,36.53,2026-07-17_08-41-24
FBTC,54.88,54.91,2026-07-17_08-41-24
GBTC,48.88,48.91,2026-07-17_08-41-24
HODL,17.84,17.85,2026-07-17_08-41-24
IBIT,35.73,35.73,2026-07-17_08-41-24
ARKB,20.91,20.93,2026-07-17_08-56-24
BITB,34.23,34.26,2026-07-17_08-56-24
BRRR,17.73,17.87,2026-07-17_08-56-24
BTC,27.89,27.92,2026-07-17_08-56-24
BTCW,66.29,67.04,2026-07-17_08-56-24
EZBC,36.4,36.67,2026-07-17_08-56-24
FBTC,54.88,54.93,2026-07-17_08-56-24
GBTC,48.88,48.92,2026-07-17_08-56-24
HODL,17.84,17.85,2026-07-17_08-56-24
IBIT,35.73,35.74,2026-07-17_08-56-24
ARKB,20.81,20.83,2026-07-17_09-11-24
BITB,34.05,34.08,2026-07-17_09-11-24
BRRR,17.67,17.74,2026-07-17_09-11-24
BTC,27.74,27.78,2026-07-17_09-11-24
BTCW,66.23,66.67,2026-07-17_09-11-24
EZBC,36.24,36.34,2026-07-17_09-11-24
FBTC,54.6,54.63,2026-07-17_09-11-24
GBTC,48.63,48.66,2026-07-17_09-11-24
HODL,17.75,17.76,2026-07-17_09-11-24
IBIT,35.55,35.56,2026-07-17_09-11-24
ARKB,20.83,20.84,2026-07-17_09-26-24
BITB,34.09,34.12,2026-07-17_09-26-24
BRRR,17.7,17.72,2026-07-17_09-26-24
BTC,27.77,27.79,2026-07-17_09-26-24
BTCW,66.24,66.67,2026-07-17_09-26-24
EZBC,36.29,36.32,2026-07-17_09-26-24
FBTC,54.66,54.69,2026-07-17_09-26-24
GBTC,48.68,48.71,2026-07-17_09-26-24
HODL,17.76,17.78,2026-07-17_09-26-24
IBIT,35.58,35.59,2026-07-17_09-26-24
ARKB,20.78,20.79,2026-07-17_09-41-24
BITB,34.02,34.03,2026-07-17_09-41-24
BRRR,17.67,17.68,2026-07-17_09-41-24
BTC,27.72,27.73,2026-07-17_09-41-24
BTCW,66.19,66.27,2026-07-17_09-41-24
EZBC,36.21,36.22,2026-07-17_09-41-24
FBTC,54.54,54.55,2026-07-17_09-41-24
GBTC,48.58,48.59,2026-07-17_09-41-24
HODL,17.72,17.73,2026-07-17_09-41-24
IBIT,35.49,35.5,2026-07-17_09-41-24
ARKB,20.81,20.82,2026-07-17_09-56-24
BITB,34.06,34.07,2026-07-17_09-56-24
BRRR,17.69,17.7,2026-07-17_09-56-24
BTC,27.75,27.76,2026-07-17_09-56-24
BTCW,66.25,66.34,2026-07-17_09-56-24
EZBC,36.26,36.27,2026-07-17_09-56-24
FBTC,54.6,54.61,2026-07-17_09-56-24
GBTC,48.63,48.64,2026-07-17_09-56-24
HODL,17.75,17.76,2026-07-17_09-56-24
IBIT,35.54,35.55,2026-07-17_09-56-24
ARKB,21.03,21.04,2026-07-17_10-11-24
BITB,34.43,34.44,2026-07-17_10-11-24
BRRR,17.87,17.88,2026-07-17_10-11-24
BTC,28.05,28.06,2026-07-17_10-11-24
BTCW,66.99,67.06,2026-07-17_10-11-24
EZBC,36.63,36.66,2026-07-17_10-11-24
FBTC,55.19,55.2,2026-07-17_10-11-24
GBTC,49.15,49.16,2026-07-17_10-11-24
HODL,17.93,17.94,2026-07-17_10-11-24
IBIT,35.92,35.93,2026-07-17_10-11-24
ARKB,20.98,20.99,2026-07-17_10-26-24
BITB,34.33,34.34,2026-07-17_10-26-24
BRRR,17.83,17.84,2026-07-17_10-26-24
BTC,27.97,27.98,2026-07-17_10-26-24
BTCW,66.81,66.9,2026-07-17_10-26-24
EZBC,36.55,36.56,2026-07-17_10-26-24
FBTC,55.04,55.05,2026-07-17_10-26-24
GBTC,49.01,49.02,2026-07-17_10-26-24
HODL,17.89,17.9,2026-07-17_10-26-24
IBIT,35.82,35.83,2026-07-17_10-26-24
