my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.55,21.56,2026-07-27_08-53-04
BITB,35.27,35.29,2026-07-27_08-53-04
BRRR,18.31,18.34,2026-07-27_08-53-04
BTC,28.73,28.76,2026-07-27_08-53-04
BTCW,,,2026-07-27_08-53-04
EZBC,37.51,37.58,2026-07-27_08-53-04
FBTC,56.54,56.57,2026-07-27_08-53-04
GBTC,50.34,50.38,2026-07-27_08-53-04
HODL,18.37,18.39,2026-07-27_08-53-04
IBIT,36.81,36.81,2026-07-27_08-53-04
ARKB,21.55,21.57,2026-07-27_09-08-04
BITB,35.28,35.3,2026-07-27_09-08-04
BRRR,18.31,18.34,2026-07-27_09-08-04
BTC,28.73,28.76,2026-07-27_09-08-04
BTCW,68.37,68.8,2026-07-27_09-08-04
EZBC,37.53,37.61,2026-07-27_09-08-04
FBTC,56.55,56.58,2026-07-27_09-08-04
GBTC,50.35,50.38,2026-07-27_09-08-04
HODL,18.37,18.4,2026-07-27_09-08-04
IBIT,36.81,36.82,2026-07-27_09-08-04
ARKB,21.52,21.53,2026-07-27_09-23-04
BITB,35.22,35.24,2026-07-27_09-23-04
BRRR,18.29,18.3,2026-07-27_09-23-04
BTC,28.69,28.71,2026-07-27_09-23-04
BTCW,68.27,68.8,2026-07-27_09-23-04
EZBC,37.47,37.54,2026-07-27_09-23-04
FBTC,56.47,56.5,2026-07-27_09-23-04
GBTC,50.28,50.3,2026-07-27_09-23-04
HODL,18.35,18.36,2026-07-27_09-23-04
IBIT,36.75,36.76,2026-07-27_09-23-04
ARKB,21.64,21.65,2026-07-27_09-38-04
BITB,35.42,35.43,2026-07-27_09-38-04
BRRR,18.4,18.41,2026-07-27_09-38-04
BTC,28.86,28.87,2026-07-27_09-38-04
BTCW,68.88,69.03,2026-07-27_09-38-04
EZBC,37.71,37.73,2026-07-27_09-38-04
FBTC,56.8,56.81,2026-07-27_09-38-04
GBTC,50.57,50.58,2026-07-27_09-38-04
HODL,18.46,18.47,2026-07-27_09-38-04
IBIT,36.96,36.97,2026-07-27_09-38-04
ARKB,21.69,21.7,2026-07-27_09-53-04
BITB,35.5,35.51,2026-07-27_09-53-04
BRRR,18.44,18.45,2026-07-27_09-53-04
BTC,28.92,28.93,2026-07-27_09-53-04
BTCW,69.08,69.18,2026-07-27_09-53-04
EZBC,37.8,37.81,2026-07-27_09-53-04
FBTC,56.92,56.93,2026-07-27_09-53-04
GBTC,50.67,50.68,2026-07-27_09-53-04
HODL,18.5,18.51,2026-07-27_09-53-04
IBIT,37.05,37.06,2026-07-27_09-53-04
ARKB,21.62,21.62,2026-07-27_10-08-04
BITB,35.38,35.39,2026-07-27_10-08-04
BRRR,18.38,18.39,2026-07-27_10-08-04
BTC,28.83,28.84,2026-07-27_10-08-04
BTCW,68.78,68.89,2026-07-27_10-08-04
EZBC,37.67,37.68,2026-07-27_10-08-04
FBTC,56.73,56.74,2026-07-27_10-08-04
GBTC,50.51,50.52,2026-07-27_10-08-04
HODL,18.44,18.45,2026-07-27_10-08-04
IBIT,36.92,36.93,2026-07-27_10-08-04
ARKB,21.54,21.55,2026-07-27_10-23-04
BITB,35.26,35.27,2026-07-27_10-23-04
BRRR,18.31,18.32,2026-07-27_10-23-04
BTC,28.73,28.74,2026-07-27_10-23-04
BTCW,68.6,68.71,2026-07-27_10-23-04
EZBC,37.54,37.56,2026-07-27_10-23-04
FBTC,56.53,56.54,2026-07-27_10-23-04
GBTC,50.34,50.35,2026-07-27_10-23-04
HODL,18.37,18.38,2026-07-27_10-23-04
IBIT,36.79,36.8,2026-07-27_10-23-04
ARKB,21.38,21.39,2026-07-27_10-38-04
BITB,34.99,35.0,2026-07-27_10-38-04
BRRR,18.17,18.18,2026-07-27_10-38-04
BTC,28.51,28.52,2026-07-27_10-38-04
BTCW,68.04,68.17,2026-07-27_10-38-04
EZBC,37.25,37.28,2026-07-27_10-38-04
FBTC,56.11,56.12,2026-07-27_10-38-04
GBTC,49.95,49.96,2026-07-27_10-38-04
HODL,18.23,18.24,2026-07-27_10-38-04
IBIT,36.51,36.52,2026-07-27_10-38-04
ARKB,21.4,21.41,2026-07-27_10-53-04
BITB,35.03,35.04,2026-07-27_10-53-04
BRRR,18.19,18.2,2026-07-27_10-53-04
BTC,28.54,28.55,2026-07-27_10-53-04
BTCW,68.15,68.26,2026-07-27_10-53-04
EZBC,37.28,37.31,2026-07-27_10-53-04
FBTC,56.16,56.17,2026-07-27_10-53-04
GBTC,50.0,50.01,2026-07-27_10-53-04
HODL,18.25,18.26,2026-07-27_10-53-04
IBIT,36.55,36.56,2026-07-27_10-53-04
ARKB,21.41,21.42,2026-07-27_11-08-04
BITB,35.04,35.05,2026-07-27_11-08-04
BRRR,18.2,18.21,2026-07-27_11-08-04
BTC,28.55,28.56,2026-07-27_11-08-04
BTCW,68.19,68.29,2026-07-27_11-08-04
EZBC,37.31,37.33,2026-07-27_11-08-04
FBTC,56.19,56.2,2026-07-27_11-08-04
GBTC,50.04,50.05,2026-07-27_11-08-04
HODL,18.26,18.27,2026-07-27_11-08-04
IBIT,36.57,36.58,2026-07-27_11-08-04
ARKB,21.43,21.44,2026-07-27_11-23-04
BITB,35.08,35.09,2026-07-27_11-23-04
BRRR,18.22,18.23,2026-07-27_11-23-04
BTC,28.58,28.59,2026-07-27_11-23-04
BTCW,68.21,68.36,2026-07-27_11-23-04
EZBC,37.34,37.36,2026-07-27_11-23-04
FBTC,56.24,56.26,2026-07-27_11-23-04
GBTC,50.08,50.09,2026-07-27_11-23-04
HODL,18.28,18.29,2026-07-27_11-23-04
IBIT,36.6,36.61,2026-07-27_11-23-04
ARKB,21.34,21.35,2026-07-27_11-38-04
BITB,34.94,34.95,2026-07-27_11-38-04
BRRR,18.14,18.15,2026-07-27_11-38-04
BTC,28.46,28.47,2026-07-27_11-38-04
BTCW,67.93,68.07,2026-07-27_11-38-04
EZBC,37.18,37.21,2026-07-27_11-38-04
FBTC,56.01,56.02,2026-07-27_11-38-04
GBTC,49.88,49.89,2026-07-27_11-38-04
HODL,18.2,18.21,2026-07-27_11-38-04
IBIT,36.45,36.46,2026-07-27_11-38-04
ARKB,21.4,21.41,2026-07-27_11-53-04
BITB,35.02,35.03,2026-07-27_11-53-04
BRRR,18.19,18.2,2026-07-27_11-53-04
BTC,28.53,28.54,2026-07-27_11-53-04
BTCW,68.12,68.24,2026-07-27_11-53-04
EZBC,37.28,37.3,2026-07-27_11-53-04
FBTC,56.15,56.16,2026-07-27_11-53-04
GBTC,50.0,50.01,2026-07-27_11-53-04
HODL,18.25,18.26,2026-07-27_11-53-04
IBIT,36.54,36.55,2026-07-27_11-53-04
ARKB,21.4,21.41,2026-07-27_12-08-04
BITB,35.02,35.03,2026-07-27_12-08-04
BRRR,18.19,18.2,2026-07-27_12-08-04
BTC,28.53,28.54,2026-07-27_12-08-04
