my_fi_name,price_screen_bid,price_screen_ask,time
FBTC,54.34,54.35,2026-07-31_10-26-48
GBTC,48.38,48.39,2026-07-31_10-26-48
HODL,17.66,17.67,2026-07-31_10-26-48
IBIT,35.37,35.38,2026-07-31_10-26-48
ARKB,20.75,20.76,2026-07-31_10-41-49
BITB,33.97,33.98,2026-07-31_10-41-49
BRRR,17.64,17.65,2026-07-31_10-41-49
BTC,27.68,27.69,2026-07-31_10-41-49
BTCW,66.09,66.15,2026-07-31_10-41-49
EZBC,36.17,36.19,2026-07-31_10-41-49
FBTC,54.46,54.47,2026-07-31_10-41-49
GBTC,48.48,48.49,2026-07-31_10-41-49
HODL,17.7,17.71,2026-07-31_10-41-49
IBIT,35.44,35.45,2026-07-31_10-41-49
ARKB,20.76,20.77,2026-07-31_10-56-49
BITB,33.98,33.99,2026-07-31_10-56-49
BRRR,17.65,17.66,2026-07-31_10-56-49
BTC,27.68,27.69,2026-07-31_10-56-49
BTCW,66.12,66.17,2026-07-31_10-56-49
EZBC,36.17,36.19,2026-07-31_10-56-49
FBTC,54.48,54.49,2026-07-31_10-56-49
GBTC,48.5,48.51,2026-07-31_10-56-49
HODL,17.71,17.72,2026-07-31_10-56-49
IBIT,35.46,35.47,2026-07-31_10-56-49
ARKB,20.71,20.72,2026-07-31_11-11-49
BITB,33.9,33.91,2026-07-31_11-11-49
BRRR,17.61,17.62,2026-07-31_11-11-49
BTC,27.62,27.63,2026-07-31_11-11-49
BTCW,65.98,66.02,2026-07-31_11-11-49
EZBC,36.09,36.12,2026-07-31_11-11-49
FBTC,54.35,54.36,2026-07-31_11-11-49
GBTC,48.38,48.39,2026-07-31_11-11-49
HODL,17.66,17.67,2026-07-31_11-11-49
IBIT,35.37,35.38,2026-07-31_11-11-49
ARKB,20.69,20.7,2026-07-31_11-26-49
BITB,33.86,33.87,2026-07-31_11-26-49
BRRR,17.59,17.6,2026-07-31_11-26-49
BTC,27.58,27.59,2026-07-31_11-26-49
BTCW,65.89,65.92,2026-07-31_11-26-49
EZBC,36.04,36.06,2026-07-31_11-26-49
FBTC,54.27,54.28,2026-07-31_11-26-49
GBTC,48.32,48.33,2026-07-31_11-26-49
HODL,17.64,17.65,2026-07-31_11-26-49
IBIT,35.32,35.33,2026-07-31_11-26-49
ARKB,20.78,20.79,2026-07-31_11-41-48
BITB,34.0,34.01,2026-07-31_11-41-48
BRRR,17.66,17.67,2026-07-31_11-41-48
BTC,27.7,27.71,2026-07-31_11-41-48
BTCW,66.18,66.21,2026-07-31_11-41-48
EZBC,36.2,36.22,2026-07-31_11-41-48
FBTC,54.51,54.52,2026-07-31_11-41-48
GBTC,48.53,48.54,2026-07-31_11-41-48
HODL,17.72,17.73,2026-07-31_11-41-48
IBIT,35.48,35.49,2026-07-31_11-41-48
ARKB,20.78,20.79,2026-07-31_11-56-49
BITB,34.01,34.01,2026-07-31_11-56-49
BRRR,17.66,17.67,2026-07-31_11-56-49
BTC,27.7,27.71,2026-07-31_11-56-49
BTCW,66.17,66.21,2026-07-31_11-56-49
EZBC,36.2,36.22,2026-07-31_11-56-49
FBTC,54.51,54.52,2026-07-31_11-56-49
GBTC,48.53,48.54,2026-07-31_11-56-49
HODL,17.72,17.73,2026-07-31_11-56-49
IBIT,35.48,35.49,2026-07-31_11-56-49
ARKB,20.79,20.8,2026-07-31_12-06-56
BITB,34.03,34.04,2026-07-31_12-06-56
BRRR,17.67,17.68,2026-07-31_12-06-56
BTC,27.72,27.73,2026-07-31_12-06-56
BTCW,66.21,66.28,2026-07-31_12-06-56
EZBC,36.22,36.24,2026-07-31_12-06-56
FBTC,54.55,54.56,2026-07-31_12-06-56
GBTC,48.56,48.58,2026-07-31_12-06-56
HODL,17.73,17.74,2026-07-31_12-06-56
IBIT,35.5,35.51,2026-07-31_12-06-56
ARKB,20.82,20.83,2026-07-31_12-11-52
BITB,34.08,34.09,2026-07-31_12-11-52
BRRR,17.7,17.71,2026-07-31_12-11-52
BTC,27.76,27.77,2026-07-31_12-11-52
BTCW,66.33,66.36,2026-07-31_12-11-52
EZBC,36.27,36.29,2026-07-31_12-11-52
FBTC,54.63,54.64,2026-07-31_12-11-52
GBTC,48.64,48.65,2026-07-31_12-11-52
HODL,17.76,17.77,2026-07-31_12-11-52
IBIT,35.56,35.57,2026-07-31_12-11-52
ARKB,20.83,20.84,2026-07-31_12-26-52
BITB,34.09,34.1,2026-07-31_12-26-52
BRRR,17.71,17.72,2026-07-31_12-26-52
BTC,27.77,27.78,2026-07-31_12-26-52
BTCW,66.35,66.41,2026-07-31_12-26-52
EZBC,36.29,36.31,2026-07-31_12-26-52
FBTC,54.65,54.66,2026-07-31_12-26-52
GBTC,48.66,48.67,2026-07-31_12-26-52
HODL,17.76,17.77,2026-07-31_12-26-52
IBIT,35.57,35.58,2026-07-31_12-26-52
ARKB,20.81,20.82,2026-07-31_12-41-52
BITB,34.05,34.06,2026-07-31_12-41-52
BRRR,17.69,17.7,2026-07-31_12-41-52
BTC,27.74,27.75,2026-07-31_12-41-52
BTCW,66.29,66.31,2026-07-31_12-41-52
EZBC,36.25,36.27,2026-07-31_12-41-52
FBTC,54.59,54.6,2026-07-31_12-41-52
GBTC,48.61,48.62,2026-07-31_12-41-52
HODL,17.75,17.76,2026-07-31_12-41-52
IBIT,35.54,35.55,2026-07-31_12-41-52
ARKB,20.82,20.83,2026-07-31_12-56-52
BITB,34.08,34.09,2026-07-31_12-56-52
BRRR,17.7,17.71,2026-07-31_12-56-52
BTC,27.76,27.77,2026-07-31_12-56-52
BTCW,66.32,66.38,2026-07-31_12-56-52
EZBC,36.28,36.3,2026-07-31_12-56-52
FBTC,54.63,54.64,2026-07-31_12-56-52
GBTC,48.64,48.65,2026-07-31_12-56-52
HODL,17.76,17.77,2026-07-31_12-56-52
IBIT,35.56,35.57,2026-07-31_12-56-52
ARKB,20.82,20.83,2026-07-31_13-11-52
BITB,34.08,34.09,2026-07-31_13-11-52
BRRR,17.7,17.71,2026-07-31_13-11-52
BTC,27.77,27.78,2026-07-31_13-11-52
BTCW,66.33,66.37,2026-07-31_13-11-52
EZBC,36.28,36.3,2026-07-31_13-11-52
FBTC,54.63,54.64,2026-07-31_13-11-52
GBTC,48.64,48.65,2026-07-31_13-11-52
HODL,17.76,17.77,2026-07-31_13-11-52
IBIT,35.56,35.57,2026-07-31_13-11-52
ARKB,20.85,20.86,2026-07-31_13-26-52
BITB,34.14,34.15,2026-07-31_13-26-52
BRRR,17.73,17.74,2026-07-31_13-26-52
BTC,27.81,27.82,2026-07-31_13-26-52
BTCW,66.42,66.5,2026-07-31_13-26-52
EZBC,36.34,36.36,2026-07-31_13-26-52
FBTC,54.72,54.73,2026-07-31_13-26-52
GBTC,48.72,48.73,2026-07-31_13-26-52
HODL,17.79,17.8,2026-07-31_13-26-52
IBIT,35.62,35.63,2026-07-31_13-26-52
ARKB,20.88,20.89,2026-07-31_13-41-52
BITB,34.18,34.19,2026-07-31_13-41-52
BRRR,17.75,17.76,2026-07-31_13-41-52
BTC,27.85,27.86,2026-07-31_13-41-52
BTCW,66.53,66.56,2026-07-31_13-41-52
EZBC,36.38,36.4,2026-07-31_13-41-52
FBTC,54.8,54.81,2026-07-31_13-41-52
GBTC,48.79,48.8,2026-07-31_13-41-52
HODL,17.81,17.82,2026-07-31_13-41-52
IBIT,35.67,35.68,2026-07-31_13-41-52
ARKB,20.89,20.9,2026-07-31_15-14-04
BITB,34.19,34.2,2026-07-31_15-14-04
BRRR,17.76,17.77,2026-07-31_15-14-04
BTC,27.86,27.87,2026-07-31_15-14-04
BTCW,66.55,66.6,2026-07-31_15-14-04
EZBC,36.4,36.42,2026-07-31_15-14-04
FBTC,54.82,54.83,2026-07-31_15-14-04
GBTC,48.8,48.81,2026-07-31_15-14-04
HODL,17.82,17.83,2026-07-31_15-14-04
IBIT,35.68,35.69,2026-07-31_15-14-04
ARKB,20.88,20.89,2026-07-31_15-29-04
BITB,34.17,34.18,2026-07-31_15-29-04
BRRR,17.75,17.76,2026-07-31_15-29-04
BTC,27.84,27.85,2026-07-31_15-29-04
BTCW,66.51,66.55,2026-07-31_15-29-04
EZBC,36.37,36.4,2026-07-31_15-29-04
FBTC,54.78,54.79,2026-07-31_15-29-04
GBTC,48.78,48.79,2026-07-31_15-29-04
HODL,17.81,17.82,2026-07-31_15-29-04
IBIT,35.66,35.67,2026-07-31_15-29-04
ARKB,20.87,20.88,2026-07-31_15-44-04
BITB,34.16,34.17,2026-07-31_15-44-04
BRRR,17.74,17.75,2026-07-31_15-44-04
BTC,27.83,27.84,2026-07-31_15-44-04
BTCW,66.48,66.51,2026-07-31_15-44-04
EZBC,36.36,36.38,2026-07-31_15-44-04
FBTC,54.76,54.77,2026-07-31_15-44-04
GBTC,48.75,48.76,2026-07-31_15-44-04
HODL,17.8,17.81,2026-07-31_15-44-04
IBIT,35.64,35.65,2026-07-31_15-44-04
ARKB,20.86,20.87,2026-07-31_15-59-04
BITB,34.14,34.15,2026-07-31_15-59-04
BRRR,17.73,17.74,2026-07-31_15-59-04
BTC,27.82,27.83,2026-07-31_15-59-04
BTCW,66.46,66.52,2026-07-31_15-59-04
EZBC,36.35,36.37,2026-07-31_15-59-04
FBTC,54.73,54.74,2026-07-31_15-59-04
GBTC,48.73,48.74,2026-07-31_15-59-04
HODL,17.79,17.8,2026-07-31_15-59-04
IBIT,35.64,35.65,2026-07-31_15-59-04
ARKB,20.86,20.88,2026-07-31_16-14-04
BITB,34.15,34.17,2026-07-31_16-14-04
BRRR,17.72,17.76,2026-07-31_16-14-04
BTC,27.81,27.85,2026-07-31_16-14-04
BTCW,66.15,66.69,2026-07-31_16-14-04
EZBC,36.16,36.44,2026-07-31_16-14-04
FBTC,54.74,54.78,2026-07-31_16-14-04
GBTC,48.74,48.77,2026-07-31_16-14-04
HODL,17.78,17.82,2026-07-31_16-14-04
IBIT,35.64,35.65,2026-07-31_16-14-04
ARKB,20.86,20.88,2026-07-31_16-29-04
BITB,34.15,34.17,2026-07-31_16-29-04
BRRR,17.73,17.76,2026-07-31_16-29-04
BTC,27.82,27.85,2026-07-31_16-29-04
BTCW,66.16,66.69,2026-07-31_16-29-04
EZBC,36.17,36.5,2026-07-31_16-29-04
FBTC,54.73,54.77,2026-07-31_16-29-04
GBTC,48.74,48.77,2026-07-31_16-29-04
HODL,17.79,17.81,2026-07-31_16-29-04
IBIT,35.64,35.66,2026-07-31_16-29-04
ARKB,20.86,20.88,2026-07-31_16-44-04
BITB,34.15,34.18,2026-07-31_16-44-04
BRRR,17.72,17.75,2026-07-31_16-44-04
BTC,27.81,27.85,2026-07-31_16-44-04
BTCW,66.16,66.69,2026-07-31_16-44-04
EZBC,36.17,36.5,2026-07-31_16-44-04
FBTC,54.73,54.77,2026-07-31_16-44-04
GBTC,48.74,48.77,2026-07-31_16-44-04
HODL,17.78,17.81,2026-07-31_16-44-04
IBIT,35.64,35.65,2026-07-31_16-44-04
ARKB,20.84,20.86,2026-07-31_16-59-04
BITB,34.11,34.2,2026-07-31_16-59-04
BRRR,17.65,17.82,2026-07-31_16-59-04
BTC,27.77,27.95,2026-07-31_16-59-04
BTCW,66.16,66.69,2026-07-31_16-59-04
EZBC,36.17,36.5,2026-07-31_16-59-04
FBTC,54.55,54.9,2026-07-31_16-59-04
GBTC,48.65,48.77,2026-07-31_16-59-04
HODL,17.78,17.83,2026-07-31_16-59-04
IBIT,35.6,35.62,2026-07-31_16-59-04
ARKB,20.84,20.88,2026-07-31_17-14-04
BITB,34.04,34.22,2026-07-31_17-14-04
BRRR,17.65,17.82,2026-07-31_17-14-04
BTC,27.77,27.93,2026-07-31_17-14-04
BTCW,66.1,66.69,2026-07-31_17-14-04
EZBC,36.17,36.49,2026-07-31_17-14-04
FBTC,54.55,54.9,2026-07-31_17-14-04
GBTC,48.67,48.77,2026-07-31_17-14-04
HODL,17.65,17.83,2026-07-31_17-14-04
IBIT,35.63,35.65,2026-07-31_17-14-04
ARKB,20.83,20.91,2026-07-31_17-29-04
BITB,34.04,34.22,2026-07-31_17-29-04
BRRR,17.65,17.82,2026-07-31_17-29-04
BTC,27.8,27.93,2026-07-31_17-29-04
BTCW,66.15,66.77,2026-07-31_17-29-04
EZBC,36.25,36.49,2026-07-31_17-29-04
FBTC,54.55,54.89,2026-07-31_17-29-04
GBTC,48.67,48.78,2026-07-31_17-29-04
HODL,17.65,17.83,2026-07-31_17-29-04
IBIT,35.63,35.67,2026-07-31_17-29-04
ARKB,20.79,20.96,2026-07-31_17-44-04
BITB,34.01,34.3,2026-07-31_17-44-04
BRRR,17.65,17.82,2026-07-31_17-44-04
BTC,27.7,28.01,2026-07-31_17-44-04
BTCW,66.15,66.77,2026-07-31_17-44-04
EZBC,36.18,36.49,2026-07-31_17-44-04
FBTC,54.5,54.87,2026-07-31_17-44-04
GBTC,48.5,49.0,2026-07-31_17-44-04
HODL,17.47,17.83,2026-07-31_17-44-04
IBIT,35.51,35.68,2026-07-31_17-44-04
ARKB,20.77,20.93,2026-07-31_17-59-04
BITB,34.04,34.22,2026-07-31_17-59-04
BRRR,17.65,17.82,2026-07-31_17-59-04
BTC,27.77,27.93,2026-07-31_17-59-04
BTCW,66.15,66.77,2026-07-31_17-59-04
EZBC,36.31,36.49,2026-07-31_17-59-04
FBTC,54.5,54.71,2026-07-31_17-59-04
GBTC,48.5,48.79,2026-07-31_17-59-04
HODL,17.68,17.83,2026-07-31_17-59-04
IBIT,35.58,35.64,2026-07-31_17-59-04
ARKB,20.8,20.93,2026-07-31_18-14-04
BITB,34.04,34.21,2026-07-31_18-14-04
BRRR,17.65,17.81,2026-07-31_18-14-04
BTC,27.78,27.9,2026-07-31_18-14-04
BTCW,66.16,66.75,2026-07-31_18-14-04
EZBC,36.18,36.51,2026-07-31_18-14-04
FBTC,54.5,55.19,2026-07-31_18-14-04
GBTC,48.5,48.78,2026-07-31_18-14-04
HODL,17.7,17.83,2026-07-31_18-14-04
IBIT,35.62,35.66,2026-07-31_18-14-04
ARKB,20.8,20.93,2026-07-31_18-29-04
BITB,34.04,34.21,2026-07-31_18-29-04
BRRR,17.65,17.81,2026-07-31_18-29-04
BTC,27.81,27.91,2026-07-31_18-29-04
BTCW,66.16,66.75,2026-07-31_18-29-04
EZBC,36.18,36.51,2026-07-31_18-29-04
FBTC,54.5,55.19,2026-07-31_18-29-04
GBTC,48.5,48.78,2026-07-31_18-29-04
HODL,17.7,17.83,2026-07-31_18-29-04
IBIT,35.62,35.66,2026-07-31_18-29-04
ARKB,20.77,20.93,2026-07-31_18-44-04
BITB,34.04,34.21,2026-07-31_18-44-04
BRRR,17.65,17.81,2026-07-31_18-44-04
BTC,27.78,27.91,2026-07-31_18-44-04
BTCW,66.16,66.75,2026-07-31_18-44-04
EZBC,36.18,36.51,2026-07-31_18-44-04
FBTC,54.69,54.9,2026-07-31_18-44-04
GBTC,48.5,48.78,2026-07-31_18-44-04
HODL,17.68,17.83,2026-07-31_18-44-04
IBIT,35.6,35.63,2026-07-31_18-44-04
ARKB,20.77,20.93,2026-07-31_18-59-04
BITB,34.07,34.22,2026-07-31_18-59-04
BRRR,17.65,17.81,2026-07-31_18-59-04
BTC,27.78,27.91,2026-07-31_18-59-04
BTCW,66.16,66.75,2026-07-31_18-59-04
EZBC,36.18,36.51,2026-07-31_18-59-04
FBTC,54.68,54.9,2026-07-31_18-59-04
GBTC,48.5,48.78,2026-07-31_18-59-04
HODL,17.68,17.83,2026-07-31_18-59-04
IBIT,35.59,35.62,2026-07-31_18-59-04
ARKB,20.77,20.93,2026-07-31_19-14-04
BITB,34.07,34.22,2026-07-31_19-14-04
BRRR,17.65,17.81,2026-07-31_19-14-04
BTC,27.78,27.88,2026-07-31_19-14-04
BTCW,66.16,66.75,2026-07-31_19-14-04
EZBC,36.18,36.51,2026-07-31_19-14-04
FBTC,54.69,54.89,2026-07-31_19-14-04
GBTC,48.5,48.78,2026-07-31_19-14-04
HODL,17.7,17.83,2026-07-31_19-14-04
IBIT,35.61,35.64,2026-07-31_19-14-04
ARKB,20.77,20.93,2026-07-31_19-29-04
BITB,34.13,34.24,2026-07-31_19-29-04
BRRR,17.65,17.81,2026-07-31_19-29-04
BTC,27.78,27.88,2026-07-31_19-29-04
BTCW,66.16,66.75,2026-07-31_19-29-04
EZBC,36.18,36.51,2026-07-31_19-29-04
FBTC,54.69,54.89,2026-07-31_19-29-04
GBTC,48.5,48.78,2026-07-31_19-29-04
HODL,17.71,17.83,2026-07-31_19-29-04
IBIT,35.62,35.65,2026-07-31_19-29-04
ARKB,20.77,20.93,2026-07-31_19-44-04
BITB,34.12,34.24,2026-07-31_19-44-04
BRRR,17.65,17.81,2026-07-31_19-44-04
BTC,27.78,27.88,2026-07-31_19-44-04
BTCW,66.16,66.75,2026-07-31_19-44-04
EZBC,36.18,36.51,2026-07-31_19-44-04
FBTC,54.69,54.89,2026-07-31_19-44-04
GBTC,48.5,48.78,2026-07-31_19-44-04
HODL,17.65,17.83,2026-07-31_19-44-04
IBIT,35.61,35.64,2026-07-31_19-44-04
ARKB,20.7,20.93,2026-07-31_19-59-04
BITB,34.04,34.22,2026-07-31_19-59-04
BRRR,17.56,17.82,2026-07-31_19-59-04
BTC,27.75,27.78,2026-07-31_19-59-04
BTCW,65.8,66.73,2026-07-31_19-59-04
EZBC,36.05,36.48,2026-07-31_19-59-04
FBTC,54.6,54.89,2026-07-31_19-59-04
GBTC,48.58,48.68,2026-07-31_19-59-04
HODL,17.67,17.83,2026-07-31_19-59-04
IBIT,35.56,35.57,2026-07-31_19-59-04
ARKB,-1.0,-1.0,2026-07-31_20-14-04
BITB,-1.0,-1.0,2026-07-31_20-14-04
BRRR,-1.0,-1.0,2026-07-31_20-14-04
BTC,-1.0,-1.0,2026-07-31_20-14-04
BTCW,-1.0,-1.0,2026-07-31_20-14-04
EZBC,-1.0,-1.0,2026-07-31_20-14-04
FBTC,-1.0,-1.0,2026-07-31_20-14-04
GBTC,-1.0,-1.0,2026-07-31_20-14-04
HODL,-1.0,-1.0,2026-07-31_20-14-04
IBIT,-1.0,-1.0,2026-07-31_20-14-04
ARKB,-1.0,-1.0,2026-07-31_20-29-04
BITB,-1.0,-1.0,2026-07-31_20-29-04
BRRR,-1.0,-1.0,2026-07-31_20-29-04
BTC,-1.0,-1.0,2026-07-31_20-29-04
BTCW,-1.0,-1.0,2026-07-31_20-29-04
EZBC,-1.0,-1.0,2026-07-31_20-29-04
FBTC,-1.0,-1.0,2026-07-31_20-29-04
GBTC,-1.0,-1.0,2026-07-31_20-29-04
HODL,-1.0,-1.0,2026-07-31_20-29-04
IBIT,-1.0,-1.0,2026-07-31_20-29-04
ARKB,-1.0,-1.0,2026-07-31_20-44-04
BITB,-1.0,-1.0,2026-07-31_20-44-04
BRRR,-1.0,-1.0,2026-07-31_20-44-04
BTC,-1.0,-1.0,2026-07-31_20-44-04
BTCW,-1.0,-1.0,2026-07-31_20-44-04
EZBC,-1.0,-1.0,2026-07-31_20-44-04
FBTC,-1.0,-1.0,2026-07-31_20-44-04
GBTC,-1.0,-1.0,2026-07-31_20-44-04
HODL,-1.0,-1.0,2026-07-31_20-44-04
IBIT,-1.0,-1.0,2026-07-31_20-44-04
ARKB,-1.0,-1.0,2026-07-31_20-59-04
BITB,-1.0,-1.0,2026-07-31_20-59-04
BRRR,-1.0,-1.0,2026-07-31_20-59-04
BTC,-1.0,-1.0,2026-07-31_20-59-04
BTCW,-1.0,-1.0,2026-07-31_20-59-04
EZBC,-1.0,-1.0,2026-07-31_20-59-04
FBTC,-1.0,-1.0,2026-07-31_20-59-04
GBTC,-1.0,-1.0,2026-07-31_20-59-04
HODL,-1.0,-1.0,2026-07-31_20-59-04
IBIT,-1.0,-1.0,2026-07-31_20-59-04
ARKB,-1.0,-1.0,2026-07-31_21-14-04
BITB,-1.0,-1.0,2026-07-31_21-14-04
BRRR,-1.0,-1.0,2026-07-31_21-14-04
BTC,-1.0,-1.0,2026-07-31_21-14-04
BTCW,-1.0,-1.0,2026-07-31_21-14-04
EZBC,-1.0,-1.0,2026-07-31_21-14-04
FBTC,-1.0,-1.0,2026-07-31_21-14-04
GBTC,-1.0,-1.0,2026-07-31_21-14-04
HODL,-1.0,-1.0,2026-07-31_21-14-04
IBIT,-1.0,-1.0,2026-07-31_21-14-04
ARKB,-1.0,-1.0,2026-07-31_21-29-04
BITB,-1.0,-1.0,2026-07-31_21-29-04
BRRR,-1.0,-1.0,2026-07-31_21-29-04
BTC,-1.0,-1.0,2026-07-31_21-29-04
BTCW,-1.0,-1.0,2026-07-31_21-29-04
EZBC,-1.0,-1.0,2026-07-31_21-29-04
FBTC,-1.0,-1.0,2026-07-31_21-29-04
GBTC,-1.0,-1.0,2026-07-31_21-29-04
HODL,-1.0,-1.0,2026-07-31_21-29-04
IBIT,-1.0,-1.0,2026-07-31_21-29-04
ARKB,-1.0,-1.0,2026-07-31_21-44-04
BITB,-1.0,-1.0,2026-07-31_21-44-04
BRRR,-1.0,-1.0,2026-07-31_21-44-04
BTC,-1.0,-1.0,2026-07-31_21-44-04
BTCW,-1.0,-1.0,2026-07-31_21-44-04
EZBC,-1.0,-1.0,2026-07-31_21-44-04
FBTC,-1.0,-1.0,2026-07-31_21-44-04
GBTC,-1.0,-1.0,2026-07-31_21-44-04
HODL,-1.0,-1.0,2026-07-31_21-44-04
IBIT,-1.0,-1.0,2026-07-31_21-44-04
ARKB,-1.0,-1.0,2026-07-31_21-59-04
BITB,-1.0,-1.0,2026-07-31_21-59-04
BRRR,-1.0,-1.0,2026-07-31_21-59-04
BTC,-1.0,-1.0,2026-07-31_21-59-04
BTCW,-1.0,-1.0,2026-07-31_21-59-04
EZBC,-1.0,-1.0,2026-07-31_21-59-04
FBTC,-1.0,-1.0,2026-07-31_21-59-04
GBTC,-1.0,-1.0,2026-07-31_21-59-04
HODL,-1.0,-1.0,2026-07-31_21-59-04
IBIT,-1.0,-1.0,2026-07-31_21-59-04
ARKB,-1.0,-1.0,2026-07-31_22-14-04
BITB,-1.0,-1.0,2026-07-31_22-14-04
BRRR,-1.0,-1.0,2026-07-31_22-14-04
BTC,-1.0,-1.0,2026-07-31_22-14-04
BTCW,-1.0,-1.0,2026-07-31_22-14-04
EZBC,-1.0,-1.0,2026-07-31_22-14-04
FBTC,-1.0,-1.0,2026-07-31_22-14-04
GBTC,-1.0,-1.0,2026-07-31_22-14-04
HODL,-1.0,-1.0,2026-07-31_22-14-04
IBIT,-1.0,-1.0,2026-07-31_22-14-04
ARKB,-1.0,-1.0,2026-07-31_22-29-04
BITB,-1.0,-1.0,2026-07-31_22-29-04
BRRR,-1.0,-1.0,2026-07-31_22-29-04
BTC,-1.0,-1.0,2026-07-31_22-29-04
BTCW,-1.0,-1.0,2026-07-31_22-29-04
