my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.33,21.34,2026-07-29_07-43-09
BITB,34.91,34.95,2026-07-29_07-43-09
BRRR,18.08,18.15,2026-07-29_07-43-09
BTC,28.44,28.47,2026-07-29_07-43-09
BTCW,67.59,68.36,2026-07-29_07-43-09
EZBC,36.85,37.38,2026-07-29_07-43-09
FBTC,55.97,56.0,2026-07-29_07-43-09
GBTC,49.83,49.86,2026-07-29_07-43-09
HODL,18.19,18.21,2026-07-29_07-43-09
IBIT,36.44,36.45,2026-07-29_07-43-09
ARKB,21.35,21.37,2026-07-29_07-58-09
BITB,34.94,34.98,2026-07-29_07-58-09
BRRR,18.14,18.17,2026-07-29_07-58-09
BTC,28.47,28.5,2026-07-29_07-58-09
BTCW,67.68,68.35,2026-07-29_07-58-09
EZBC,37.03,37.38,2026-07-29_07-58-09
FBTC,56.02,56.06,2026-07-29_07-58-09
GBTC,49.88,49.91,2026-07-29_07-58-09
HODL,18.2,18.23,2026-07-29_07-58-09
IBIT,36.48,36.48,2026-07-29_07-58-09
ARKB,21.33,21.35,2026-07-29_08-13-09
BITB,34.92,34.96,2026-07-29_08-13-09
BRRR,18.13,18.16,2026-07-29_08-13-09
BTC,28.45,28.48,2026-07-29_08-13-09
BTCW,67.69,68.35,2026-07-29_08-13-09
EZBC,37.03,37.38,2026-07-29_08-13-09
FBTC,55.99,56.02,2026-07-29_08-13-09
GBTC,49.85,49.89,2026-07-29_08-13-09
HODL,18.2,18.22,2026-07-29_08-13-09
IBIT,36.45,36.46,2026-07-29_08-13-09
ARKB,21.3,21.32,2026-07-29_08-28-09
BITB,34.87,34.91,2026-07-29_08-28-09
BRRR,18.1,18.13,2026-07-29_08-28-09
BTC,28.41,28.44,2026-07-29_08-28-09
BTCW,67.52,68.2,2026-07-29_08-28-09
EZBC,37.03,37.3,2026-07-29_08-28-09
FBTC,55.91,55.94,2026-07-29_08-28-09
GBTC,49.78,49.81,2026-07-29_08-28-09
HODL,18.17,18.19,2026-07-29_08-28-09
IBIT,36.4,36.41,2026-07-29_08-28-09
ARKB,21.29,21.31,2026-07-29_08-43-09
BITB,34.85,34.87,2026-07-29_08-43-09
BRRR,18.09,18.12,2026-07-29_08-43-09
BTC,28.39,28.42,2026-07-29_08-43-09
BTCW,67.48,68.19,2026-07-29_08-43-09
EZBC,37.04,37.28,2026-07-29_08-43-09
FBTC,55.87,55.89,2026-07-29_08-43-09
GBTC,49.74,49.78,2026-07-29_08-43-09
HODL,18.15,18.18,2026-07-29_08-43-09
IBIT,36.37,36.38,2026-07-29_08-43-09
ARKB,21.27,21.29,2026-07-29_08-58-09
BITB,34.82,34.84,2026-07-29_08-58-09
BRRR,18.08,18.1,2026-07-29_08-58-09
BTC,28.36,28.39,2026-07-29_08-58-09
BTCW,67.45,68.16,2026-07-29_08-58-09
EZBC,36.93,37.26,2026-07-29_08-58-09
FBTC,55.82,55.85,2026-07-29_08-58-09
GBTC,49.7,49.73,2026-07-29_08-58-09
HODL,18.14,18.16,2026-07-29_08-58-09
IBIT,36.34,36.34,2026-07-29_08-58-09
ARKB,21.29,21.3,2026-07-29_09-13-09
BITB,34.84,34.87,2026-07-29_09-13-09
BRRR,18.09,18.11,2026-07-29_09-13-09
BTC,28.38,28.4,2026-07-29_09-13-09
BTCW,67.49,68.14,2026-07-29_09-13-09
EZBC,37.06,37.15,2026-07-29_09-13-09
FBTC,55.86,55.88,2026-07-29_09-13-09
GBTC,49.73,49.76,2026-07-29_09-13-09
HODL,18.15,18.17,2026-07-29_09-13-09
IBIT,36.36,36.36,2026-07-29_09-13-09
ARKB,21.26,21.27,2026-07-29_09-28-09
BITB,34.8,34.82,2026-07-29_09-28-09
BRRR,18.06,18.09,2026-07-29_09-28-09
BTC,28.35,28.37,2026-07-29_09-28-09
BTCW,67.49,68.06,2026-07-29_09-28-09
EZBC,37.02,37.07,2026-07-29_09-28-09
FBTC,55.78,55.81,2026-07-29_09-28-09
GBTC,49.66,49.69,2026-07-29_09-28-09
HODL,18.13,18.15,2026-07-29_09-28-09
IBIT,36.31,36.32,2026-07-29_09-28-09
ARKB,21.33,21.34,2026-07-29_09-43-09
