my_fi_name,price_screen_bid,price_screen_ask,time
BTC,29.05,29.06,2026-07-22_10-50-45
BTCW,69.37,69.46,2026-07-22_10-50-45
EZBC,37.96,37.98,2026-07-22_10-50-45
FBTC,57.19,57.2,2026-07-22_10-50-45
GBTC,50.93,50.94,2026-07-22_10-50-45
HODL,18.58,18.59,2026-07-22_10-50-45
IBIT,37.22,37.23,2026-07-22_10-50-45
ARKB,21.83,21.84,2026-07-22_11-05-45
BITB,35.74,35.75,2026-07-22_11-05-45
BRRR,18.56,18.57,2026-07-22_11-05-45
BTC,29.11,29.12,2026-07-22_11-05-45
BTCW,69.48,69.57,2026-07-22_11-05-45
EZBC,38.03,38.06,2026-07-22_11-05-45
FBTC,57.3,57.31,2026-07-22_11-05-45
GBTC,51.03,51.04,2026-07-22_11-05-45
HODL,18.62,18.63,2026-07-22_11-05-45
IBIT,37.29,37.3,2026-07-22_11-05-45
ARKB,21.89,21.9,2026-07-22_11-20-45
BITB,35.83,35.84,2026-07-22_11-20-45
BRRR,18.61,18.61,2026-07-22_11-20-45
BTC,29.18,29.19,2026-07-22_11-20-45
BTCW,69.66,69.75,2026-07-22_11-20-45
EZBC,38.13,38.15,2026-07-22_11-20-45
FBTC,57.44,57.45,2026-07-22_11-20-45
GBTC,51.15,51.16,2026-07-22_11-20-45
HODL,18.67,18.68,2026-07-22_11-20-45
IBIT,37.39,37.4,2026-07-22_11-20-45
ARKB,21.87,21.88,2026-07-22_11-35-45
BITB,35.79,35.8,2026-07-22_11-35-45
BRRR,18.59,18.6,2026-07-22_11-35-45
BTC,29.16,29.17,2026-07-22_11-35-45
BTCW,69.64,69.71,2026-07-22_11-35-45
EZBC,38.1,38.12,2026-07-22_11-35-45
FBTC,57.39,57.4,2026-07-22_11-35-45
GBTC,51.11,51.12,2026-07-22_11-35-45
HODL,18.65,18.66,2026-07-22_11-35-45
IBIT,37.35,37.36,2026-07-22_11-35-45
ARKB,21.89,21.9,2026-07-22_11-50-45
BITB,35.83,35.84,2026-07-22_11-50-45
BRRR,18.61,18.62,2026-07-22_11-50-45
BTC,29.19,29.19,2026-07-22_11-50-45
BTCW,69.65,69.78,2026-07-22_11-50-45
EZBC,38.13,38.16,2026-07-22_11-50-45
FBTC,57.44,57.45,2026-07-22_11-50-45
GBTC,51.15,51.16,2026-07-22_11-50-45
HODL,18.67,18.68,2026-07-22_11-50-45
IBIT,37.39,37.4,2026-07-22_11-50-45
ARKB,21.95,21.96,2026-07-22_12-58-27
BITB,35.92,35.93,2026-07-22_12-58-27
BRRR,18.66,18.67,2026-07-22_12-58-27
BTC,29.26,29.27,2026-07-22_12-58-27
BTCW,69.85,69.96,2026-07-22_12-58-27
EZBC,38.24,38.25,2026-07-22_12-58-27
FBTC,57.59,57.6,2026-07-22_12-58-27
GBTC,51.28,51.29,2026-07-22_12-58-27
HODL,18.72,18.73,2026-07-22_12-58-27
IBIT,37.48,37.49,2026-07-22_12-58-27
ARKB,21.94,21.95,2026-07-22_13-13-27
BITB,35.91,35.92,2026-07-22_13-13-27
BRRR,18.65,18.66,2026-07-22_13-13-27
BTC,29.25,29.26,2026-07-22_13-13-27
BTCW,69.82,69.93,2026-07-22_13-13-27
EZBC,38.22,38.24,2026-07-22_13-13-27
FBTC,57.57,57.58,2026-07-22_13-13-27
GBTC,51.26,51.27,2026-07-22_13-13-27
HODL,18.71,18.72,2026-07-22_13-13-27
IBIT,37.47,37.48,2026-07-22_13-13-27
ARKB,21.87,21.88,2026-07-22_13-28-27
BITB,35.8,35.81,2026-07-22_13-28-27
BRRR,18.59,18.6,2026-07-22_13-28-27
BTC,29.16,29.17,2026-07-22_13-28-27
BTCW,69.66,69.7,2026-07-22_13-28-27
EZBC,38.11,38.13,2026-07-22_13-28-27
FBTC,57.4,57.41,2026-07-22_13-28-27
GBTC,51.11,51.12,2026-07-22_13-28-27
HODL,18.65,18.66,2026-07-22_13-28-27
IBIT,37.36,37.37,2026-07-22_13-28-27
ARKB,21.93,21.94,2026-07-22_13-43-27
BITB,35.9,35.91,2026-07-22_13-43-27
BRRR,18.64,18.65,2026-07-22_13-43-27
BTC,29.24,29.25,2026-07-22_13-43-27
BTCW,69.77,69.88,2026-07-22_13-43-27
EZBC,38.21,38.22,2026-07-22_13-43-27
FBTC,57.56,57.57,2026-07-22_13-43-27
GBTC,51.25,51.26,2026-07-22_13-43-27
HODL,18.7,18.71,2026-07-22_13-43-27
IBIT,37.45,37.46,2026-07-22_13-43-27
ARKB,21.88,21.89,2026-07-22_13-58-27
BITB,35.82,35.83,2026-07-22_13-58-27
BRRR,18.6,18.61,2026-07-22_13-58-27
BTC,29.18,29.19,2026-07-22_13-58-27
BTCW,69.64,69.77,2026-07-22_13-58-27
EZBC,38.12,38.14,2026-07-22_13-58-27
FBTC,57.43,57.45,2026-07-22_13-58-27
GBTC,51.14,51.15,2026-07-22_13-58-27
HODL,18.66,18.67,2026-07-22_13-58-27
IBIT,37.38,37.39,2026-07-22_13-58-27
ARKB,21.87,21.88,2026-07-22_14-13-28
BITB,35.8,35.81,2026-07-22_14-13-28
BRRR,18.59,18.6,2026-07-22_14-13-28
BTC,29.16,29.17,2026-07-22_14-13-28
BTCW,69.61,69.73,2026-07-22_14-13-28
EZBC,38.11,38.13,2026-07-22_14-13-28
FBTC,57.41,57.42,2026-07-22_14-13-28
GBTC,51.11,51.12,2026-07-22_14-13-28
HODL,18.65,18.66,2026-07-22_14-13-28
IBIT,37.36,37.37,2026-07-22_14-13-28
ARKB,21.83,21.84,2026-07-22_14-28-28
BITB,35.73,35.74,2026-07-22_14-28-28
BRRR,18.56,18.57,2026-07-22_14-28-28
BTC,29.11,29.12,2026-07-22_14-28-28
BTCW,69.49,69.61,2026-07-22_14-28-28
EZBC,38.03,38.05,2026-07-22_14-28-28
FBTC,57.28,57.3,2026-07-22_14-28-28
GBTC,51.01,51.02,2026-07-22_14-28-28
HODL,18.62,18.63,2026-07-22_14-28-28
IBIT,37.28,37.29,2026-07-22_14-28-28
ARKB,21.8,21.81,2026-07-22_14-43-28
BITB,35.68,35.69,2026-07-22_14-43-28
BRRR,18.53,18.54,2026-07-22_14-43-28
BTC,29.06,29.07,2026-07-22_14-43-28
BTCW,69.38,69.49,2026-07-22_14-43-28
EZBC,37.97,38.0,2026-07-22_14-43-28
FBTC,57.21,57.22,2026-07-22_14-43-28
GBTC,50.94,50.95,2026-07-22_14-43-28
HODL,18.59,18.6,2026-07-22_14-43-28
IBIT,37.23,37.24,2026-07-22_14-43-28
ARKB,21.84,21.85,2026-07-22_14-58-28
BITB,35.75,35.76,2026-07-22_14-58-28
BRRR,18.56,18.57,2026-07-22_14-58-28
BTC,29.12,29.13,2026-07-22_14-58-28
BTCW,69.52,69.63,2026-07-22_14-58-28
EZBC,38.05,38.07,2026-07-22_14-58-28
FBTC,57.31,57.32,2026-07-22_14-58-28
GBTC,51.03,51.04,2026-07-22_14-58-28
HODL,18.63,18.64,2026-07-22_14-58-28
IBIT,37.3,37.31,2026-07-22_14-58-28
ARKB,21.77,21.78,2026-07-22_15-13-28
BITB,35.64,35.65,2026-07-22_15-13-28
BRRR,18.51,18.52,2026-07-22_15-13-28
BTC,29.03,29.04,2026-07-22_15-13-28
BTCW,69.31,69.45,2026-07-22_15-13-28
EZBC,37.94,37.96,2026-07-22_15-13-28
FBTC,57.15,57.16,2026-07-22_15-13-28
GBTC,50.89,50.9,2026-07-22_15-13-28
HODL,18.57,18.58,2026-07-22_15-13-28
IBIT,37.19,37.2,2026-07-22_15-13-28
ARKB,21.84,21.85,2026-07-22_15-28-28
BITB,35.76,35.77,2026-07-22_15-28-28
BRRR,18.57,18.58,2026-07-22_15-28-28
BTC,29.13,29.14,2026-07-22_15-28-28
BTCW,69.49,69.62,2026-07-22_15-28-28
EZBC,38.06,38.08,2026-07-22_15-28-28
FBTC,57.33,57.34,2026-07-22_15-28-28
GBTC,51.04,51.05,2026-07-22_15-28-28
HODL,18.63,18.64,2026-07-22_15-28-28
IBIT,37.31,37.32,2026-07-22_15-28-28
ARKB,21.83,21.84,2026-07-22_15-43-28
BITB,35.74,35.75,2026-07-22_15-43-28
BRRR,18.56,18.57,2026-07-22_15-43-28
BTC,29.11,29.12,2026-07-22_15-43-28
BTCW,69.51,69.61,2026-07-22_15-43-28
EZBC,38.04,38.06,2026-07-22_15-43-28
FBTC,57.31,57.32,2026-07-22_15-43-28
GBTC,51.03,51.04,2026-07-22_15-43-28
HODL,18.62,18.63,2026-07-22_15-43-28
IBIT,37.29,37.3,2026-07-22_15-43-28
ARKB,21.85,21.86,2026-07-22_15-58-28
BITB,35.77,35.78,2026-07-22_15-58-28
BRRR,18.58,18.59,2026-07-22_15-58-28
BTC,29.14,29.14,2026-07-22_15-58-28
BTCW,69.54,69.66,2026-07-22_15-58-28
EZBC,38.07,38.09,2026-07-22_15-58-28
FBTC,57.35,57.36,2026-07-22_15-58-28
GBTC,51.06,51.07,2026-07-22_15-58-28
HODL,18.64,18.65,2026-07-22_15-58-28
IBIT,37.33,37.34,2026-07-22_15-58-28
ARKB,21.81,21.93,2026-07-22_21-28-14
BITB,35.77,35.8,2026-07-22_21-28-14
BRRR,,,2026-07-22_21-28-14
BTC,28.99,29.26,2026-07-22_21-28-14
BTCW,,,2026-07-22_21-28-14
EZBC,,,2026-07-22_21-28-14
FBTC,57.24,57.54,2026-07-22_21-28-14
GBTC,51.05,51.08,2026-07-22_21-28-14
HODL,,,2026-07-22_21-28-14
IBIT,37.33,37.36,2026-07-22_21-28-14
ARKB,21.57,21.58,2026-07-23_08-49-16
BITB,35.31,35.32,2026-07-23_08-49-16
BRRR,18.34,18.36,2026-07-23_08-49-16
BTC,28.76,28.79,2026-07-23_08-49-16
BTCW,68.56,68.83,2026-07-23_08-49-16
EZBC,37.51,37.62,2026-07-23_08-49-16
FBTC,56.61,56.64,2026-07-23_08-49-16
GBTC,50.41,50.43,2026-07-23_08-49-16
HODL,18.4,18.41,2026-07-23_08-49-16
IBIT,36.85,36.86,2026-07-23_08-49-16
ARKB,21.6,21.6,2026-07-23_09-04-16
BITB,35.34,35.36,2026-07-23_09-04-16
BRRR,18.35,18.38,2026-07-23_09-04-16
BTC,28.79,28.81,2026-07-23_09-04-16
BTCW,68.75,68.97,2026-07-23_09-04-16
EZBC,37.59,37.69,2026-07-23_09-04-16
FBTC,56.67,56.7,2026-07-23_09-04-16
GBTC,50.46,50.49,2026-07-23_09-04-16
HODL,18.41,18.44,2026-07-23_09-04-16
IBIT,36.89,36.9,2026-07-23_09-04-16
