my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,-1.0,-1.0,2026-07-26_18-27-55
BITB,-1.0,-1.0,2026-07-26_18-27-55
BRRR,-1.0,-1.0,2026-07-26_18-27-55
BTC,-1.0,-1.0,2026-07-26_18-27-55
BTCW,-1.0,-1.0,2026-07-26_18-27-55
EZBC,-1.0,-1.0,2026-07-26_18-27-55
FBTC,-1.0,-1.0,2026-07-26_18-27-55
GBTC,-1.0,-1.0,2026-07-26_18-27-55
HODL,-1.0,-1.0,2026-07-26_18-27-55
IBIT,-1.0,-1.0,2026-07-26_18-27-55
ARKB,-1.0,-1.0,2026-07-26_18-42-55
BITB,-1.0,-1.0,2026-07-26_18-42-55
BRRR,-1.0,-1.0,2026-07-26_18-42-55
BTC,-1.0,-1.0,2026-07-26_18-42-55
BTCW,-1.0,-1.0,2026-07-26_18-42-55
EZBC,-1.0,-1.0,2026-07-26_18-42-55
FBTC,-1.0,-1.0,2026-07-26_18-42-55
GBTC,-1.0,-1.0,2026-07-26_18-42-55
HODL,-1.0,-1.0,2026-07-26_18-42-55
IBIT,-1.0,-1.0,2026-07-26_18-42-55
ARKB,-1.0,-1.0,2026-07-26_18-57-55
BITB,-1.0,-1.0,2026-07-26_18-57-55
BRRR,-1.0,-1.0,2026-07-26_18-57-55
BTC,-1.0,-1.0,2026-07-26_18-57-55
BTCW,-1.0,-1.0,2026-07-26_18-57-55
EZBC,-1.0,-1.0,2026-07-26_18-57-55
FBTC,-1.0,-1.0,2026-07-26_18-57-55
GBTC,-1.0,-1.0,2026-07-26_18-57-55
HODL,-1.0,-1.0,2026-07-26_18-57-55
IBIT,-1.0,-1.0,2026-07-26_18-57-55
ARKB,-1.0,-1.0,2026-07-26_19-12-55
BITB,-1.0,-1.0,2026-07-26_19-12-55
BRRR,-1.0,-1.0,2026-07-26_19-12-55
BTC,-1.0,-1.0,2026-07-26_19-12-55
BTCW,-1.0,-1.0,2026-07-26_19-12-55
EZBC,-1.0,-1.0,2026-07-26_19-12-55
FBTC,-1.0,-1.0,2026-07-26_19-12-55
GBTC,-1.0,-1.0,2026-07-26_19-12-55
HODL,-1.0,-1.0,2026-07-26_19-12-55
IBIT,-1.0,-1.0,2026-07-26_19-12-55
ARKB,-1.0,-1.0,2026-07-26_19-27-55
BITB,-1.0,-1.0,2026-07-26_19-27-55
BRRR,-1.0,-1.0,2026-07-26_19-27-55
BTC,-1.0,-1.0,2026-07-26_19-27-55
BTCW,-1.0,-1.0,2026-07-26_19-27-55
EZBC,-1.0,-1.0,2026-07-26_19-27-55
FBTC,-1.0,-1.0,2026-07-26_19-27-55
GBTC,-1.0,-1.0,2026-07-26_19-27-55
HODL,-1.0,-1.0,2026-07-26_19-27-55
IBIT,-1.0,-1.0,2026-07-26_19-27-55
ARKB,-1.0,-1.0,2026-07-26_19-42-55
BITB,-1.0,-1.0,2026-07-26_19-42-55
BRRR,-1.0,-1.0,2026-07-26_19-42-55
BTC,-1.0,-1.0,2026-07-26_19-42-55
BTCW,-1.0,-1.0,2026-07-26_19-42-55
EZBC,-1.0,-1.0,2026-07-26_19-42-55
FBTC,-1.0,-1.0,2026-07-26_19-42-55
GBTC,-1.0,-1.0,2026-07-26_19-42-55
HODL,-1.0,-1.0,2026-07-26_19-42-55
IBIT,-1.0,-1.0,2026-07-26_19-42-55
ARKB,21.55,21.68,2026-07-26_20-11-37
BITB,35.35,35.39,2026-07-26_20-11-37
BRRR,,,2026-07-26_20-11-37
BTC,28.65,28.96,2026-07-26_20-11-37
BTCW,,,2026-07-26_20-11-37
EZBC,,,2026-07-26_20-11-37
FBTC,56.55,56.87,2026-07-26_20-11-37
GBTC,50.36,50.5,2026-07-26_20-11-37
HODL,,,2026-07-26_20-11-37
IBIT,36.9,36.92,2026-07-26_20-11-37
ARKB,21.55,21.68,2026-07-26_20-26-38
BITB,35.28,35.4,2026-07-26_20-26-38
BRRR,18.27,18.43,2026-07-26_20-26-38
BTC,28.65,28.91,2026-07-26_20-26-38
BTCW,68.48,69.08,2026-07-26_20-26-38
EZBC,,,2026-07-26_20-26-38
FBTC,56.56,56.87,2026-07-26_20-26-38
GBTC,50.36,50.5,2026-07-26_20-26-38
HODL,18.33,18.49,2026-07-26_20-26-38
IBIT,36.9,36.93,2026-07-26_20-26-38
ARKB,21.53,21.66,2026-07-26_20-41-38
BITB,35.24,35.41,2026-07-26_20-41-38
BRRR,18.28,18.43,2026-07-26_20-41-38
BTC,28.63,28.91,2026-07-26_20-41-38
BTCW,68.49,69.08,2026-07-26_20-41-38
EZBC,37.33,37.97,2026-07-26_20-41-38
FBTC,56.51,56.82,2026-07-26_20-41-38
GBTC,50.33,50.6,2026-07-26_20-41-38
HODL,18.35,18.49,2026-07-26_20-41-38
IBIT,36.86,36.9,2026-07-26_20-41-38
ARKB,21.5,21.63,2026-07-26_20-56-38
BITB,35.2,35.4,2026-07-26_20-56-38
BRRR,18.23,18.43,2026-07-26_20-56-38
BTC,28.59,28.89,2026-07-26_20-56-38
BTCW,68.3,69.06,2026-07-26_20-56-38
EZBC,37.24,37.97,2026-07-26_20-56-38
FBTC,56.43,56.75,2026-07-26_20-56-38
GBTC,50.26,50.52,2026-07-26_20-56-38
HODL,18.35,18.47,2026-07-26_20-56-38
IBIT,36.81,36.85,2026-07-26_20-56-38
