my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.04,21.06,2026-07-28_09-07-33
BITB,34.44,34.47,2026-07-28_09-07-33
BRRR,17.88,17.91,2026-07-28_09-07-33
BTC,28.06,28.08,2026-07-28_09-07-33
BTCW,66.69,67.44,2026-07-28_09-07-33
EZBC,36.59,36.73,2026-07-28_09-07-33
FBTC,55.22,55.25,2026-07-28_09-07-33
GBTC,49.16,49.2,2026-07-28_09-07-33
HODL,17.94,17.97,2026-07-28_09-07-33
IBIT,35.95,35.96,2026-07-28_09-07-33
ARKB,21.01,21.02,2026-07-28_09-22-33
BITB,34.38,34.4,2026-07-28_09-22-33
BRRR,17.86,17.87,2026-07-28_09-22-33
BTC,28.01,28.03,2026-07-28_09-22-33
BTCW,66.61,67.06,2026-07-28_09-22-33
EZBC,36.6,36.62,2026-07-28_09-22-33
FBTC,55.13,55.15,2026-07-28_09-22-33
GBTC,49.08,49.1,2026-07-28_09-22-33
HODL,17.92,17.93,2026-07-28_09-22-33
IBIT,35.87,35.88,2026-07-28_09-22-33
ARKB,20.93,20.94,2026-07-28_09-37-33
BITB,34.26,34.27,2026-07-28_09-37-33
BRRR,17.8,17.8,2026-07-28_09-37-33
BTC,27.91,27.92,2026-07-28_09-37-33
BTCW,66.65,66.76,2026-07-28_09-37-33
EZBC,36.48,36.49,2026-07-28_09-37-33
FBTC,54.94,54.95,2026-07-28_09-37-33
GBTC,48.91,48.92,2026-07-28_09-37-33
HODL,17.85,17.86,2026-07-28_09-37-33
IBIT,35.75,35.76,2026-07-28_09-37-33
ARKB,20.88,20.89,2026-07-28_09-52-33
BITB,34.17,34.18,2026-07-28_09-52-33
BRRR,17.75,17.76,2026-07-28_09-52-33
BTC,27.84,27.85,2026-07-28_09-52-33
BTCW,66.42,66.57,2026-07-28_09-52-33
EZBC,36.38,36.4,2026-07-28_09-52-33
FBTC,54.79,54.8,2026-07-28_09-52-33
GBTC,48.79,48.8,2026-07-28_09-52-33
HODL,17.81,17.82,2026-07-28_09-52-33
IBIT,35.65,35.66,2026-07-28_09-52-33
ARKB,20.95,20.96,2026-07-28_10-07-33
BITB,34.29,34.3,2026-07-28_10-07-33
BRRR,17.81,17.82,2026-07-28_10-07-33
BTC,27.93,27.94,2026-07-28_10-07-33
BTCW,66.69,66.79,2026-07-28_10-07-33
EZBC,36.5,36.52,2026-07-28_10-07-33
FBTC,54.97,54.98,2026-07-28_10-07-33
GBTC,48.94,48.95,2026-07-28_10-07-33
HODL,17.86,17.87,2026-07-28_10-07-33
IBIT,35.77,35.78,2026-07-28_10-07-33
ARKB,20.88,20.89,2026-07-28_10-22-33
BITB,34.18,34.19,2026-07-28_10-22-33
BRRR,17.75,17.76,2026-07-28_10-22-33
BTC,27.84,27.85,2026-07-28_10-22-33
BTCW,66.5,66.55,2026-07-28_10-22-33
EZBC,36.38,36.4,2026-07-28_10-22-33
FBTC,54.8,54.81,2026-07-28_10-22-33
GBTC,48.79,48.8,2026-07-28_10-22-33
HODL,17.81,17.82,2026-07-28_10-22-33
IBIT,35.66,35.67,2026-07-28_10-22-33
ARKB,20.97,20.98,2026-07-28_10-37-33
BITB,34.31,34.32,2026-07-28_10-37-33
BRRR,17.82,17.83,2026-07-28_10-37-33
BTC,27.96,27.97,2026-07-28_10-37-33
BTCW,66.76,66.8,2026-07-28_10-37-33
EZBC,36.53,36.55,2026-07-28_10-37-33
FBTC,55.01,55.02,2026-07-28_10-37-33
GBTC,48.98,48.99,2026-07-28_10-37-33
HODL,17.89,17.9,2026-07-28_10-37-33
IBIT,35.81,35.82,2026-07-28_10-37-33
ARKB,21.01,21.02,2026-07-28_10-52-33
BITB,34.39,34.4,2026-07-28_10-52-33
BRRR,17.86,17.87,2026-07-28_10-52-33
BTC,28.02,28.03,2026-07-28_10-52-33
BTCW,66.91,66.95,2026-07-28_10-52-33
EZBC,36.6,36.63,2026-07-28_10-52-33
FBTC,55.13,55.14,2026-07-28_10-52-33
GBTC,49.09,49.1,2026-07-28_10-52-33
HODL,17.92,17.93,2026-07-28_10-52-33
IBIT,35.88,35.89,2026-07-28_10-52-33
ARKB,20.97,20.98,2026-07-28_11-07-33
BITB,34.32,34.33,2026-07-28_11-07-33
BRRR,17.82,17.83,2026-07-28_11-07-33
BTC,27.96,27.97,2026-07-28_11-07-33
BTCW,66.75,66.82,2026-07-28_11-07-33
EZBC,36.53,36.56,2026-07-28_11-07-33
FBTC,55.02,55.03,2026-07-28_11-07-33
GBTC,48.99,49.0,2026-07-28_11-07-33
HODL,17.89,17.9,2026-07-28_11-07-33
IBIT,35.81,35.82,2026-07-28_11-07-33
ARKB,21.11,21.12,2026-07-28_11-22-33
BITB,34.56,34.57,2026-07-28_11-22-33
BRRR,17.95,17.96,2026-07-28_11-22-33
BTC,28.16,28.17,2026-07-28_11-22-33
BTCW,67.24,67.29,2026-07-28_11-22-33
EZBC,36.79,36.81,2026-07-28_11-22-33
FBTC,55.41,55.42,2026-07-28_11-22-33
GBTC,49.33,49.34,2026-07-28_11-22-33
HODL,18.01,18.02,2026-07-28_11-22-33
IBIT,36.06,36.07,2026-07-28_11-22-33
ARKB,21.13,21.14,2026-07-28_11-37-33
BITB,34.6,34.61,2026-07-28_11-37-33
BRRR,17.97,17.98,2026-07-28_11-37-33
BTC,28.18,28.19,2026-07-28_11-37-33
BTCW,67.33,67.35,2026-07-28_11-37-33
EZBC,36.83,36.85,2026-07-28_11-37-33
FBTC,55.46,55.47,2026-07-28_11-37-33
GBTC,49.39,49.4,2026-07-28_11-37-33
HODL,18.03,18.04,2026-07-28_11-37-33
IBIT,36.1,36.11,2026-07-28_11-37-33
ARKB,21.14,21.15,2026-07-28_11-52-33
BITB,34.61,34.62,2026-07-28_11-52-33
BRRR,17.98,17.99,2026-07-28_11-52-33
BTC,28.2,28.21,2026-07-28_11-52-33
BTCW,67.33,67.4,2026-07-28_11-52-33
EZBC,36.84,36.86,2026-07-28_11-52-33
FBTC,55.49,55.5,2026-07-28_11-52-33
GBTC,49.41,49.42,2026-07-28_11-52-33
HODL,18.04,18.05,2026-07-28_11-52-33
IBIT,36.11,36.12,2026-07-28_11-52-33
ARKB,21.15,21.16,2026-07-28_12-07-33
BITB,34.62,34.63,2026-07-28_12-07-33
BRRR,17.98,17.99,2026-07-28_12-07-33
BTC,28.2,28.21,2026-07-28_12-07-33
BTCW,67.32,67.41,2026-07-28_12-07-33
EZBC,36.85,36.87,2026-07-28_12-07-33
FBTC,55.5,55.51,2026-07-28_12-07-33
GBTC,49.42,49.43,2026-07-28_12-07-33
HODL,18.04,18.05,2026-07-28_12-07-33
IBIT,36.12,36.13,2026-07-28_12-07-33
ARKB,21.14,21.15,2026-07-28_12-22-33
BITB,34.61,34.62,2026-07-28_12-22-33
BRRR,17.97,17.98,2026-07-28_12-22-33
BTC,28.19,28.2,2026-07-28_12-22-33
BTCW,67.33,67.37,2026-07-28_12-22-33
EZBC,36.84,36.86,2026-07-28_12-22-33
FBTC,55.48,55.49,2026-07-28_12-22-33
GBTC,49.39,49.4,2026-07-28_12-22-33
HODL,18.03,18.04,2026-07-28_12-22-33
IBIT,36.11,36.12,2026-07-28_12-22-33
ARKB,21.13,21.14,2026-07-28_12-37-33
BITB,34.6,34.61,2026-07-28_12-37-33
BRRR,17.96,17.97,2026-07-28_12-37-33
BTC,28.18,28.19,2026-07-28_12-37-33
BTCW,67.29,67.34,2026-07-28_12-37-33
EZBC,36.82,36.84,2026-07-28_12-37-33
FBTC,55.45,55.46,2026-07-28_12-37-33
GBTC,49.37,49.38,2026-07-28_12-37-33
HODL,18.03,18.04,2026-07-28_12-37-33
IBIT,36.1,36.11,2026-07-28_12-37-33
ARKB,21.22,21.23,2026-07-28_12-52-33
BITB,34.73,34.74,2026-07-28_12-52-33
BRRR,18.04,18.05,2026-07-28_12-52-33
BTC,28.3,28.31,2026-07-28_12-52-33
BTCW,67.55,67.66,2026-07-28_12-52-33
EZBC,36.97,36.99,2026-07-28_12-52-33
FBTC,55.68,55.69,2026-07-28_12-52-33
GBTC,49.58,49.59,2026-07-28_12-52-33
HODL,18.1,18.11,2026-07-28_12-52-33
IBIT,36.24,36.25,2026-07-28_12-52-33
ARKB,21.18,21.19,2026-07-28_13-07-33
BITB,34.66,34.67,2026-07-28_13-07-33
BRRR,18.0,18.01,2026-07-28_13-07-33
BTC,28.24,28.25,2026-07-28_13-07-33
BTCW,67.43,67.55,2026-07-28_13-07-33
EZBC,36.89,36.91,2026-07-28_13-07-33
FBTC,55.57,55.58,2026-07-28_13-07-33
GBTC,49.47,49.48,2026-07-28_13-07-33
HODL,18.06,18.07,2026-07-28_13-07-33
IBIT,36.17,36.18,2026-07-28_13-07-33
ARKB,21.13,21.14,2026-07-28_13-22-33
BITB,34.58,34.59,2026-07-28_13-22-33
BRRR,17.96,17.97,2026-07-28_13-22-33
BTC,28.18,28.19,2026-07-28_13-22-33
BTCW,67.27,67.39,2026-07-28_13-22-33
EZBC,36.81,36.83,2026-07-28_13-22-33
FBTC,55.44,55.45,2026-07-28_13-22-33
GBTC,49.37,49.38,2026-07-28_13-22-33
HODL,18.02,18.03,2026-07-28_13-22-33
IBIT,36.09,36.1,2026-07-28_13-22-33
ARKB,21.04,21.05,2026-07-28_13-37-33
BITB,34.45,34.46,2026-07-28_13-37-33
BRRR,17.89,17.9,2026-07-28_13-37-33
BTC,28.06,28.07,2026-07-28_13-37-33
BTCW,67.0,67.12,2026-07-28_13-37-33
EZBC,36.66,36.69,2026-07-28_13-37-33
FBTC,55.22,55.23,2026-07-28_13-37-33
GBTC,49.17,49.18,2026-07-28_13-37-33
HODL,17.95,17.96,2026-07-28_13-37-33
IBIT,35.94,35.95,2026-07-28_13-37-33
ARKB,21.07,21.08,2026-07-28_13-52-33
BITB,34.5,34.51,2026-07-28_13-52-33
BRRR,17.91,17.92,2026-07-28_13-52-33
BTC,28.1,28.11,2026-07-28_13-52-33
BTCW,67.09,67.2,2026-07-28_13-52-33
EZBC,36.71,36.74,2026-07-28_13-52-33
FBTC,55.3,55.31,2026-07-28_13-52-33
GBTC,49.24,49.25,2026-07-28_13-52-33
HODL,17.97,17.98,2026-07-28_13-52-33
IBIT,35.99,36.0,2026-07-28_13-52-33
ARKB,21.11,21.12,2026-07-28_14-07-33
BITB,34.54,34.55,2026-07-28_14-07-33
BRRR,17.94,17.95,2026-07-28_14-07-33
BTC,28.14,28.15,2026-07-28_14-07-33
BTCW,67.22,67.33,2026-07-28_14-07-33
EZBC,36.77,36.79,2026-07-28_14-07-33
FBTC,55.37,55.38,2026-07-28_14-07-33
GBTC,49.3,49.31,2026-07-28_14-07-33
HODL,18.0,18.01,2026-07-28_14-07-33
IBIT,36.05,36.06,2026-07-28_14-07-33
ARKB,21.1,21.11,2026-07-28_14-22-33
BITB,34.54,34.55,2026-07-28_14-22-33
BRRR,17.93,17.94,2026-07-28_14-22-33
BTC,28.14,28.15,2026-07-28_14-22-33
BTCW,67.16,67.23,2026-07-28_14-22-33
EZBC,36.76,36.79,2026-07-28_14-22-33
FBTC,55.36,55.37,2026-07-28_14-22-33
GBTC,49.29,49.3,2026-07-28_14-22-33
HODL,18.0,18.01,2026-07-28_14-22-33
IBIT,36.04,36.05,2026-07-28_14-22-33
ARKB,21.11,21.12,2026-07-28_14-37-33
BITB,34.56,34.57,2026-07-28_14-37-33
BRRR,17.94,17.95,2026-07-28_14-37-33
BTC,28.15,28.16,2026-07-28_14-37-33
BTCW,67.18,67.26,2026-07-28_14-37-33
EZBC,36.78,36.8,2026-07-28_14-37-33
FBTC,55.39,55.4,2026-07-28_14-37-33
GBTC,49.32,49.33,2026-07-28_14-37-33
HODL,18.0,18.01,2026-07-28_14-37-33
IBIT,36.06,36.07,2026-07-28_14-37-33
ARKB,21.1,21.11,2026-07-28_14-52-33
BITB,34.54,34.55,2026-07-28_14-52-33
BRRR,17.94,17.95,2026-07-28_14-52-33
BTC,28.14,28.15,2026-07-28_14-52-33
BTCW,67.22,67.24,2026-07-28_14-52-33
EZBC,36.77,36.79,2026-07-28_14-52-33
FBTC,55.37,55.38,2026-07-28_14-52-33
GBTC,49.31,49.31,2026-07-28_14-52-33
HODL,18.0,18.01,2026-07-28_14-52-33
IBIT,36.05,36.06,2026-07-28_14-52-33
ARKB,21.13,21.14,2026-07-28_15-07-33
BITB,34.59,34.6,2026-07-28_15-07-33
BRRR,17.96,17.97,2026-07-28_15-07-33
BTC,28.18,28.19,2026-07-28_15-07-33
BTCW,67.29,67.4,2026-07-28_15-07-33
EZBC,36.81,36.84,2026-07-28_15-07-33
FBTC,55.44,55.45,2026-07-28_15-07-33
GBTC,49.36,49.37,2026-07-28_15-07-33
HODL,18.02,18.03,2026-07-28_15-07-33
IBIT,36.09,36.1,2026-07-28_15-07-33
ARKB,21.1,21.11,2026-07-28_15-22-33
BITB,34.56,34.57,2026-07-28_15-22-33
BRRR,17.95,17.95,2026-07-28_15-22-33
BTC,28.15,28.16,2026-07-28_15-22-33
BTCW,67.2,67.3,2026-07-28_15-22-33
EZBC,36.78,36.79,2026-07-28_15-22-33
FBTC,55.39,55.4,2026-07-28_15-22-33
GBTC,49.33,49.34,2026-07-28_15-22-33
HODL,18.0,18.01,2026-07-28_15-22-33
IBIT,36.06,36.07,2026-07-28_15-22-33
ARKB,21.13,21.14,2026-07-28_15-37-33
BITB,34.59,34.6,2026-07-28_15-37-33
BRRR,17.96,17.97,2026-07-28_15-37-33
BTC,28.18,28.19,2026-07-28_15-37-33
BTCW,67.27,67.38,2026-07-28_15-37-33
EZBC,36.82,36.85,2026-07-28_15-37-33
FBTC,55.45,55.46,2026-07-28_15-37-33
GBTC,49.37,49.38,2026-07-28_15-37-33
HODL,18.02,18.03,2026-07-28_15-37-33
IBIT,36.1,36.11,2026-07-28_15-37-33
ARKB,21.1,21.11,2026-07-28_15-53-25
BITB,34.54,34.55,2026-07-28_15-53-25
BRRR,17.94,17.95,2026-07-28_15-53-25
BTC,28.14,28.15,2026-07-28_15-53-25
BTCW,67.18,67.23,2026-07-28_15-53-25
EZBC,36.77,36.79,2026-07-28_15-53-25
FBTC,55.37,55.38,2026-07-28_15-53-25
GBTC,49.3,49.31,2026-07-28_15-53-25
HODL,18.0,18.01,2026-07-28_15-53-25
IBIT,36.05,36.06,2026-07-28_15-53-25
ARKB,21.16,21.17,2026-07-28_16-08-25
BITB,34.63,34.66,2026-07-28_16-08-25
BRRR,17.98,18.01,2026-07-28_16-08-25
BTC,28.21,28.24,2026-07-28_16-08-25
BTCW,67.15,67.79,2026-07-28_16-08-25
EZBC,36.74,37.04,2026-07-28_16-08-25
FBTC,55.52,55.56,2026-07-28_16-08-25
GBTC,49.43,49.47,2026-07-28_16-08-25
HODL,18.04,18.06,2026-07-28_16-08-25
IBIT,36.15,36.15,2026-07-28_16-08-25
ARKB,21.17,21.19,2026-07-28_16-23-25
BITB,34.66,34.68,2026-07-28_16-23-25
BRRR,17.99,18.01,2026-07-28_16-23-25
BTC,28.24,28.26,2026-07-28_16-23-25
BTCW,67.18,67.79,2026-07-28_16-23-25
EZBC,36.76,37.04,2026-07-28_16-23-25
FBTC,55.56,55.59,2026-07-28_16-23-25
GBTC,49.46,49.49,2026-07-28_16-23-25
HODL,18.05,18.07,2026-07-28_16-23-25
IBIT,36.16,36.18,2026-07-28_16-23-25
ARKB,21.16,21.17,2026-07-28_16-38-25
BITB,34.63,34.66,2026-07-28_16-38-25
BRRR,17.98,18.0,2026-07-28_16-38-25
BTC,28.21,28.24,2026-07-28_16-38-25
BTCW,67.18,67.79,2026-07-28_16-38-25
EZBC,36.76,37.04,2026-07-28_16-38-25
FBTC,55.52,55.56,2026-07-28_16-38-25
GBTC,49.43,49.46,2026-07-28_16-38-25
HODL,18.04,18.06,2026-07-28_16-38-25
IBIT,36.15,36.16,2026-07-28_16-38-25
ARKB,21.17,21.18,2026-07-28_16-53-25
BITB,34.65,34.67,2026-07-28_16-53-25
BRRR,17.99,18.01,2026-07-28_16-53-25
BTC,28.23,28.25,2026-07-28_16-53-25
BTCW,67.18,67.79,2026-07-28_16-53-25
EZBC,36.76,37.04,2026-07-28_16-53-25
FBTC,55.55,55.58,2026-07-28_16-53-25
GBTC,49.45,49.49,2026-07-28_16-53-25
HODL,18.05,18.07,2026-07-28_16-53-25
IBIT,36.16,36.17,2026-07-28_16-53-25
ARKB,21.16,21.19,2026-07-28_17-08-29
BITB,34.61,34.76,2026-07-28_17-08-29
BRRR,17.9,18.14,2026-07-28_17-08-29
BTC,28.15,28.31,2026-07-28_17-08-29
BTCW,67.18,67.79,2026-07-28_17-08-29
EZBC,36.76,37.04,2026-07-28_17-08-29
FBTC,55.4,55.75,2026-07-28_17-08-29
GBTC,49.44,49.59,2026-07-28_17-08-29
HODL,17.9,18.18,2026-07-28_17-08-29
IBIT,36.14,36.16,2026-07-28_17-08-29
ARKB,21.15,21.2,2026-07-28_17-23-29
BITB,34.61,34.78,2026-07-28_17-23-29
BRRR,17.9,18.1,2026-07-28_17-23-29
BTC,28.15,28.28,2026-07-28_17-23-29
BTCW,67.18,67.79,2026-07-28_17-23-29
EZBC,36.76,37.04,2026-07-28_17-23-29
FBTC,55.4,55.7,2026-07-28_17-23-29
GBTC,49.43,49.63,2026-07-28_17-23-29
HODL,17.95,18.16,2026-07-28_17-23-29
IBIT,36.14,36.19,2026-07-28_17-23-29
ARKB,21.1,21.19,2026-07-28_21-11-42
BITB,34.49,34.69,2026-07-28_21-11-42
BRRR,-1.0,-1.0,2026-07-28_21-11-42
BTC,,,2026-07-28_21-11-42
BTCW,67.15,67.71,2026-07-28_21-11-42
EZBC,,,2026-07-28_21-11-42
FBTC,55.29,55.61,2026-07-28_21-11-42
GBTC,49.35,49.4,2026-07-28_21-11-42
HODL,,,2026-07-28_21-11-42
IBIT,36.1,36.13,2026-07-28_21-11-42
ARKB,21.1,21.23,2026-07-28_21-26-42
BITB,34.54,34.74,2026-07-28_21-26-42
BRRR,17.9,18.08,2026-07-28_21-26-42
BTC,28.09,28.28,2026-07-28_21-26-42
BTCW,67.09,67.75,2026-07-28_21-26-42
EZBC,36.47,37.18,2026-07-28_21-26-42
FBTC,55.38,55.69,2026-07-28_21-26-42
GBTC,49.42,49.47,2026-07-28_21-26-42
HODL,17.98,18.1,2026-07-28_21-26-42
IBIT,36.13,36.16,2026-07-28_21-26-42
