my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.23,21.24,2026-07-10_10-33-57
BITB,34.75,34.76,2026-07-10_10-33-57
BRRR,18.05,18.06,2026-07-10_10-33-57
BTC,28.31,28.32,2026-07-10_10-33-57
BTCW,67.55,67.67,2026-07-10_10-33-57
EZBC,36.98,37.02,2026-07-10_10-33-57
FBTC,55.7,55.71,2026-07-10_10-33-57
GBTC,49.63,49.64,2026-07-10_10-33-57
HODL,18.1,18.11,2026-07-10_10-33-57
IBIT,36.26,36.27,2026-07-10_10-33-57
ARKB,21.23,21.24,2026-07-10_10-48-57
BITB,34.74,34.75,2026-07-10_10-48-57
BRRR,18.04,18.05,2026-07-10_10-48-57
BTC,28.31,28.32,2026-07-10_10-48-57
BTCW,67.59,67.67,2026-07-10_10-48-57
EZBC,36.99,37.01,2026-07-10_10-48-57
FBTC,55.7,55.72,2026-07-10_10-48-57
GBTC,49.63,49.64,2026-07-10_10-48-57
HODL,18.1,18.11,2026-07-10_10-48-57
IBIT,36.26,36.27,2026-07-10_10-48-57
ARKB,21.21,21.22,2026-07-10_11-03-57
BITB,34.72,34.73,2026-07-10_11-03-57
BRRR,18.03,18.04,2026-07-10_11-03-57
BTC,28.28,28.29,2026-07-10_11-03-57
BTCW,67.53,67.6,2026-07-10_11-03-57
EZBC,36.96,36.98,2026-07-10_11-03-57
FBTC,55.66,55.67,2026-07-10_11-03-57
GBTC,49.6,49.61,2026-07-10_11-03-57
HODL,18.09,18.1,2026-07-10_11-03-57
IBIT,36.23,36.24,2026-07-10_11-03-57
ARKB,21.25,21.26,2026-07-10_11-18-57
BITB,34.78,34.79,2026-07-10_11-18-57
BRRR,18.06,18.07,2026-07-10_11-18-57
BTC,28.33,28.34,2026-07-10_11-18-57
BTCW,67.66,67.76,2026-07-10_11-18-57
EZBC,37.03,37.04,2026-07-10_11-18-57
FBTC,55.76,55.78,2026-07-10_11-18-57
GBTC,49.68,49.7,2026-07-10_11-18-57
HODL,18.12,18.13,2026-07-10_11-18-57
IBIT,36.29,36.3,2026-07-10_11-18-57
ARKB,21.22,21.23,2026-07-10_11-54-14
BITB,34.72,34.73,2026-07-10_11-54-14
BRRR,18.03,18.04,2026-07-10_11-54-14
BTC,28.29,28.3,2026-07-10_11-54-14
BTCW,67.55,67.62,2026-07-10_11-54-14
EZBC,36.97,36.98,2026-07-10_11-54-14
FBTC,55.67,55.68,2026-07-10_11-54-14
GBTC,49.61,49.62,2026-07-10_11-54-14
HODL,18.09,18.1,2026-07-10_11-54-14
IBIT,36.23,36.24,2026-07-10_11-54-14
ARKB,21.22,21.23,2026-07-10_12-09-14
BITB,34.74,34.75,2026-07-10_12-09-14
BRRR,18.04,18.05,2026-07-10_12-09-14
BTC,28.3,28.31,2026-07-10_12-09-14
BTCW,67.59,67.6,2026-07-10_12-09-14
EZBC,36.99,37.0,2026-07-10_12-09-14
FBTC,55.69,55.7,2026-07-10_12-09-14
GBTC,49.63,49.64,2026-07-10_12-09-14
HODL,18.1,18.11,2026-07-10_12-09-14
IBIT,36.25,36.26,2026-07-10_12-09-14
ARKB,21.22,21.23,2026-07-10_12-24-14
BITB,34.73,34.74,2026-07-10_12-24-14
BRRR,18.03,18.04,2026-07-10_12-24-14
BTC,28.29,28.3,2026-07-10_12-24-14
BTCW,67.56,67.61,2026-07-10_12-24-14
EZBC,36.97,36.99,2026-07-10_12-24-14
FBTC,55.68,55.69,2026-07-10_12-24-14
GBTC,49.61,49.63,2026-07-10_12-24-14
HODL,18.09,18.1,2026-07-10_12-24-14
IBIT,36.24,36.25,2026-07-10_12-24-14
ARKB,21.16,21.17,2026-07-10_12-39-14
BITB,34.64,34.65,2026-07-10_12-39-14
BRRR,17.98,17.99,2026-07-10_12-39-14
BTC,28.22,28.23,2026-07-10_12-39-14
BTCW,67.38,67.42,2026-07-10_12-39-14
EZBC,36.88,36.89,2026-07-10_12-39-14
FBTC,55.53,55.54,2026-07-10_12-39-14
GBTC,49.48,49.49,2026-07-10_12-39-14
HODL,18.04,18.05,2026-07-10_12-39-14
IBIT,36.15,36.16,2026-07-10_12-39-14
ARKB,21.21,21.22,2026-07-10_13-11-45
BITB,34.72,34.73,2026-07-10_13-11-45
BRRR,18.02,18.03,2026-07-10_13-11-45
BTC,28.28,28.29,2026-07-10_13-11-45
BTCW,67.52,67.58,2026-07-10_13-11-45
EZBC,36.95,36.97,2026-07-10_13-11-45
FBTC,55.65,55.66,2026-07-10_13-11-45
GBTC,49.59,49.6,2026-07-10_13-11-45
HODL,18.09,18.09,2026-07-10_13-11-45
IBIT,36.22,36.23,2026-07-10_13-11-45
ARKB,21.21,21.22,2026-07-10_13-26-45
BITB,34.71,34.72,2026-07-10_13-26-45
BRRR,18.02,18.03,2026-07-10_13-26-45
BTC,28.27,28.28,2026-07-10_13-26-45
BTCW,67.52,67.57,2026-07-10_13-26-45
EZBC,36.95,36.96,2026-07-10_13-26-45
FBTC,55.63,55.64,2026-07-10_13-26-45
GBTC,49.57,49.58,2026-07-10_13-26-45
HODL,18.08,18.09,2026-07-10_13-26-45
IBIT,36.22,36.23,2026-07-10_13-26-45
ARKB,21.17,21.18,2026-07-10_13-41-45
BITB,34.64,34.65,2026-07-10_13-41-45
BRRR,17.99,18.0,2026-07-10_13-41-45
BTC,28.22,28.23,2026-07-10_13-41-45
BTCW,67.4,67.44,2026-07-10_13-41-45
EZBC,36.88,36.89,2026-07-10_13-41-45
FBTC,55.53,55.54,2026-07-10_13-41-45
GBTC,49.49,49.49,2026-07-10_13-41-45
HODL,18.05,18.06,2026-07-10_13-41-45
IBIT,36.15,36.16,2026-07-10_13-41-45
ARKB,21.18,21.19,2026-07-10_13-56-45
BITB,34.67,34.68,2026-07-10_13-56-45
BRRR,18.0,18.01,2026-07-10_13-56-45
BTC,28.24,28.25,2026-07-10_13-56-45
BTCW,67.42,67.49,2026-07-10_13-56-45
EZBC,36.9,36.92,2026-07-10_13-56-45
FBTC,55.57,55.58,2026-07-10_13-56-45
GBTC,49.52,49.53,2026-07-10_13-56-45
HODL,18.06,18.07,2026-07-10_13-56-45
IBIT,36.17,36.18,2026-07-10_13-56-45
ARKB,21.19,21.2,2026-07-10_14-11-45
BITB,34.69,34.7,2026-07-10_14-11-45
BRRR,18.01,18.02,2026-07-10_14-11-45
BTC,28.26,28.27,2026-07-10_14-11-45
BTCW,67.45,67.51,2026-07-10_14-11-45
EZBC,36.92,36.94,2026-07-10_14-11-45
FBTC,55.6,55.62,2026-07-10_14-11-45
GBTC,49.55,49.56,2026-07-10_14-11-45
HODL,18.07,18.08,2026-07-10_14-11-45
IBIT,36.19,36.2,2026-07-10_14-11-45
ARKB,21.19,21.2,2026-07-10_14-26-45
BITB,34.68,34.69,2026-07-10_14-26-45
BRRR,18.0,18.01,2026-07-10_14-26-45
BTC,28.25,28.26,2026-07-10_14-26-45
BTCW,67.47,67.52,2026-07-10_14-26-45
EZBC,36.92,36.94,2026-07-10_14-26-45
FBTC,55.59,55.6,2026-07-10_14-26-45
GBTC,49.53,49.54,2026-07-10_14-26-45
HODL,18.07,18.08,2026-07-10_14-26-45
IBIT,36.19,36.2,2026-07-10_14-26-45
ARKB,21.18,21.19,2026-07-10_14-41-45
