my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,20.63,20.64,2026-07-13_10-03-12
BITB,33.77,33.78,2026-07-13_10-03-12
BRRR,17.54,17.55,2026-07-13_10-03-12
BTC,27.51,27.52,2026-07-13_10-03-12
BTCW,65.69,65.76,2026-07-13_10-03-12
EZBC,35.95,35.97,2026-07-13_10-03-12
FBTC,54.13,54.14,2026-07-13_10-03-12
GBTC,48.23,48.24,2026-07-13_10-03-12
HODL,17.6,17.61,2026-07-13_10-03-12
IBIT,35.23,35.24,2026-07-13_10-03-12
ARKB,20.65,20.66,2026-07-13_10-18-12
BITB,33.81,33.82,2026-07-13_10-18-12
BRRR,17.56,17.57,2026-07-13_10-18-12
BTC,27.54,27.55,2026-07-13_10-18-12
BTCW,65.77,65.85,2026-07-13_10-18-12
EZBC,35.98,36.0,2026-07-13_10-18-12
FBTC,54.18,54.19,2026-07-13_10-18-12
GBTC,48.28,48.3,2026-07-13_10-18-12
HODL,17.61,17.62,2026-07-13_10-18-12
IBIT,35.27,35.28,2026-07-13_10-18-12
ARKB,20.74,20.75,2026-07-13_10-33-12
BITB,33.96,33.97,2026-07-13_10-33-12
BRRR,17.63,17.64,2026-07-13_10-33-12
BTC,27.66,27.67,2026-07-13_10-33-12
BTCW,66.08,66.13,2026-07-13_10-33-12
EZBC,36.15,36.16,2026-07-13_10-33-12
FBTC,54.42,54.43,2026-07-13_10-33-12
GBTC,48.49,48.5,2026-07-13_10-33-12
HODL,17.69,17.7,2026-07-13_10-33-12
IBIT,35.43,35.44,2026-07-13_10-33-12
ARKB,20.76,20.77,2026-07-13_10-48-12
BITB,33.99,34.0,2026-07-13_10-48-12
BRRR,17.65,17.66,2026-07-13_10-48-12
BTC,27.69,27.7,2026-07-13_10-48-12
BTCW,66.08,66.18,2026-07-13_10-48-12
EZBC,36.17,36.19,2026-07-13_10-48-12
FBTC,54.47,54.48,2026-07-13_10-48-12
GBTC,48.54,48.55,2026-07-13_10-48-12
HODL,17.71,17.72,2026-07-13_10-48-12
IBIT,35.46,35.47,2026-07-13_10-48-12
ARKB,20.78,20.79,2026-07-13_11-03-12
BITB,34.02,34.03,2026-07-13_11-03-12
BRRR,17.67,17.68,2026-07-13_11-03-12
BTC,27.71,27.72,2026-07-13_11-03-12
BTCW,66.19,66.28,2026-07-13_11-03-12
EZBC,36.21,36.23,2026-07-13_11-03-12
FBTC,54.52,54.53,2026-07-13_11-03-12
GBTC,48.58,48.59,2026-07-13_11-03-12
HODL,17.72,17.73,2026-07-13_11-03-12
IBIT,35.49,35.5,2026-07-13_11-03-12
ARKB,20.85,20.86,2026-07-13_11-18-12
BITB,34.14,34.15,2026-07-13_11-18-12
BRRR,17.73,17.74,2026-07-13_11-18-12
BTC,27.81,27.82,2026-07-13_11-18-12
BTCW,66.43,66.48,2026-07-13_11-18-12
EZBC,36.34,36.35,2026-07-13_11-18-12
FBTC,54.72,54.73,2026-07-13_11-18-12
GBTC,48.76,48.77,2026-07-13_11-18-12
HODL,17.78,17.79,2026-07-13_11-18-12
IBIT,35.61,35.62,2026-07-13_11-18-12
ARKB,20.79,20.8,2026-07-13_11-33-12
BITB,34.04,34.05,2026-07-13_11-33-12
BRRR,17.68,17.69,2026-07-13_11-33-12
BTC,27.73,27.74,2026-07-13_11-33-12
BTCW,66.25,66.32,2026-07-13_11-33-12
EZBC,36.23,36.25,2026-07-13_11-33-12
FBTC,54.56,54.57,2026-07-13_11-33-12
GBTC,48.61,48.62,2026-07-13_11-33-12
HODL,17.73,17.74,2026-07-13_11-33-12
IBIT,35.51,35.52,2026-07-13_11-33-12
ARKB,20.74,20.75,2026-07-13_11-48-12
BITB,33.96,33.97,2026-07-13_11-48-12
BRRR,17.64,17.65,2026-07-13_11-48-12
BTC,27.66,27.67,2026-07-13_11-48-12
