my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,22.04,22.06,2026-07-21_08-49-37
BITB,36.08,36.1,2026-07-21_08-49-37
BRRR,18.73,18.76,2026-07-21_08-49-37
BTC,29.39,29.42,2026-07-21_08-49-37
BTCW,70.01,70.29,2026-07-21_08-49-37
EZBC,38.38,38.46,2026-07-21_08-49-37
FBTC,57.86,57.89,2026-07-21_08-49-37
GBTC,51.51,51.55,2026-07-21_08-49-37
HODL,18.8,18.81,2026-07-21_08-49-37
IBIT,37.66,37.67,2026-07-21_08-49-37
ARKB,22.04,22.07,2026-07-21_09-04-37
BITB,36.08,36.11,2026-07-21_09-04-37
BRRR,18.74,18.76,2026-07-21_09-04-37
BTC,29.39,29.42,2026-07-21_09-04-37
BTCW,70.01,70.44,2026-07-21_09-04-37
EZBC,38.38,38.49,2026-07-21_09-04-37
FBTC,57.88,57.9,2026-07-21_09-04-37
GBTC,51.52,51.55,2026-07-21_09-04-37
HODL,18.8,18.82,2026-07-21_09-04-37
IBIT,37.66,37.67,2026-07-21_09-04-37
ARKB,22.06,22.07,2026-07-21_09-19-37
BITB,36.1,36.13,2026-07-21_09-19-37
BRRR,18.75,18.76,2026-07-21_09-19-37
BTC,29.41,29.43,2026-07-21_09-19-37
BTCW,70.26,70.38,2026-07-21_09-19-37
EZBC,38.43,38.46,2026-07-21_09-19-37
FBTC,57.89,57.92,2026-07-21_09-19-37
GBTC,51.54,51.58,2026-07-21_09-19-37
HODL,18.81,18.83,2026-07-21_09-19-37
IBIT,37.68,37.69,2026-07-21_09-19-37
ARKB,22.04,22.05,2026-07-21_09-34-37
BITB,36.08,36.09,2026-07-21_09-34-37
BRRR,18.73,18.75,2026-07-21_09-34-37
BTC,29.39,29.4,2026-07-21_09-34-37
BTCW,70.15,70.23,2026-07-21_09-34-37
EZBC,38.4,38.42,2026-07-21_09-34-37
FBTC,57.85,57.86,2026-07-21_09-34-37
GBTC,51.51,51.52,2026-07-21_09-34-37
HODL,18.79,18.8,2026-07-21_09-34-37
IBIT,37.65,37.66,2026-07-21_09-34-37
ARKB,22.08,22.09,2026-07-21_09-49-37
BITB,36.14,36.15,2026-07-21_09-49-37
BRRR,18.77,18.78,2026-07-21_09-49-37
BTC,29.44,29.45,2026-07-21_09-49-37
BTCW,70.28,70.37,2026-07-21_09-49-37
EZBC,38.47,38.49,2026-07-21_09-49-37
FBTC,57.96,57.97,2026-07-21_09-49-37
GBTC,51.61,51.62,2026-07-21_09-49-37
HODL,18.83,18.84,2026-07-21_09-49-37
IBIT,37.72,37.73,2026-07-21_09-49-37
ARKB,22.15,22.16,2026-07-21_10-04-37
BITB,36.26,36.27,2026-07-21_10-04-37
