my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,21.15,21.16,2026-07-14_09-59-37
BITB,34.63,34.64,2026-07-14_09-59-37
BRRR,17.98,17.99,2026-07-14_09-59-37
BTC,28.21,28.22,2026-07-14_09-59-37
BTCW,67.37,67.43,2026-07-14_09-59-37
EZBC,36.86,36.87,2026-07-14_09-59-37
FBTC,55.52,55.53,2026-07-14_09-59-37
GBTC,49.45,49.46,2026-07-14_09-59-37
HODL,18.04,18.05,2026-07-14_09-59-37
IBIT,36.13,36.14,2026-07-14_09-59-37
ARKB,21.15,21.16,2026-07-14_10-14-37
BITB,34.62,34.63,2026-07-14_10-14-37
BRRR,17.98,17.99,2026-07-14_10-14-37
BTC,28.2,28.21,2026-07-14_10-14-37
BTCW,67.35,67.42,2026-07-14_10-14-37
EZBC,36.85,36.87,2026-07-14_10-14-37
FBTC,55.51,55.52,2026-07-14_10-14-37
GBTC,49.44,49.45,2026-07-14_10-14-37
HODL,18.03,18.04,2026-07-14_10-14-37
IBIT,36.12,36.13,2026-07-14_10-14-37
ARKB,21.17,21.18,2026-07-14_10-29-37
BITB,34.65,34.66,2026-07-14_10-29-37
BRRR,17.99,18.0,2026-07-14_10-29-37
BTC,28.22,28.23,2026-07-14_10-29-37
BTCW,67.41,67.46,2026-07-14_10-29-37
EZBC,36.87,36.9,2026-07-14_10-29-37
FBTC,55.54,55.55,2026-07-14_10-29-37
GBTC,49.47,49.48,2026-07-14_10-29-37
HODL,18.05,18.06,2026-07-14_10-29-37
IBIT,36.15,36.16,2026-07-14_10-29-37
ARKB,21.21,21.22,2026-07-14_10-44-37
BITB,34.71,34.72,2026-07-14_10-44-37
BRRR,18.03,18.04,2026-07-14_10-44-37
BTC,28.28,28.29,2026-07-14_10-44-37
BTCW,67.53,67.59,2026-07-14_10-44-37
EZBC,36.94,36.96,2026-07-14_10-44-37
FBTC,55.64,55.65,2026-07-14_10-44-37
GBTC,49.56,49.57,2026-07-14_10-44-37
HODL,18.08,18.09,2026-07-14_10-44-37
IBIT,36.22,36.23,2026-07-14_10-44-37
ARKB,21.27,21.28,2026-07-14_10-59-38
BITB,34.82,34.83,2026-07-14_10-59-38
BRRR,18.08,18.09,2026-07-14_10-59-38
BTC,28.36,28.37,2026-07-14_10-59-38
