my_fi_name,price_screen_bid,price_screen_ask,time
ARKB,20.5,20.51,2026-07-08_09-06-00
BITB,33.54,33.57,2026-07-08_09-06-00
BRRR,17.42,17.45,2026-07-08_09-06-00
BTC,27.33,27.36,2026-07-08_09-06-00
BTCW,65.25,65.57,2026-07-08_09-06-00
EZBC,35.7,35.82,2026-07-08_09-06-00
FBTC,53.78,53.83,2026-07-08_09-06-00
GBTC,47.92,47.96,2026-07-08_09-06-00
HODL,17.47,17.49,2026-07-08_09-06-00
IBIT,35.01,35.01,2026-07-08_09-06-00
ARKB,20.5,20.51,2026-07-08_09-21-01
BITB,33.55,33.57,2026-07-08_09-21-01
BRRR,17.43,17.44,2026-07-08_09-21-01
BTC,27.33,27.35,2026-07-08_09-21-01
BTCW,65.12,65.52,2026-07-08_09-21-01
EZBC,35.72,35.74,2026-07-08_09-21-01
FBTC,53.8,53.82,2026-07-08_09-21-01
GBTC,47.94,47.95,2026-07-08_09-21-01
HODL,17.48,17.49,2026-07-08_09-21-01
IBIT,35.02,35.02,2026-07-08_09-21-01
ARKB,20.53,20.54,2026-07-08_09-36-01
BITB,33.6,33.61,2026-07-08_09-36-01
BRRR,17.45,17.47,2026-07-08_09-36-01
BTC,27.37,27.38,2026-07-08_09-36-01
BTCW,65.39,65.42,2026-07-08_09-36-01
EZBC,35.77,35.78,2026-07-08_09-36-01
FBTC,53.88,53.89,2026-07-08_09-36-01
GBTC,48.0,48.01,2026-07-08_09-36-01
HODL,17.51,17.52,2026-07-08_09-36-01
IBIT,35.06,35.07,2026-07-08_09-36-01
ARKB,20.44,20.45,2026-07-08_09-51-01
BITB,33.46,33.47,2026-07-08_09-51-01
BRRR,17.38,17.39,2026-07-08_09-51-01
BTC,27.26,27.27,2026-07-08_09-51-01
BTCW,65.11,65.16,2026-07-08_09-51-01
EZBC,35.62,35.64,2026-07-08_09-51-01
FBTC,53.65,53.66,2026-07-08_09-51-01
GBTC,47.8,47.81,2026-07-08_09-51-01
HODL,17.44,17.45,2026-07-08_09-51-01
IBIT,34.92,34.93,2026-07-08_09-51-01
ARKB,20.54,20.55,2026-07-08_10-06-01
BITB,33.62,33.63,2026-07-08_10-06-01
BRRR,17.46,17.47,2026-07-08_10-06-01
BTC,27.39,27.4,2026-07-08_10-06-01
BTCW,65.41,65.44,2026-07-08_10-06-01
EZBC,35.78,35.8,2026-07-08_10-06-01
FBTC,53.9,53.91,2026-07-08_10-06-01
GBTC,48.02,48.03,2026-07-08_10-06-01
HODL,17.51,17.52,2026-07-08_10-06-01
IBIT,35.08,35.09,2026-07-08_10-06-01
ARKB,20.57,20.58,2026-07-08_10-21-01
BITB,33.67,33.68,2026-07-08_10-21-01
BRRR,17.48,17.49,2026-07-08_10-21-01
BTC,27.43,27.44,2026-07-08_10-21-01
BTCW,65.49,65.57,2026-07-08_10-21-01
EZBC,35.83,35.85,2026-07-08_10-21-01
FBTC,53.98,53.99,2026-07-08_10-21-01
GBTC,48.09,48.1,2026-07-08_10-21-01
HODL,17.54,17.55,2026-07-08_10-21-01
IBIT,35.13,35.14,2026-07-08_10-21-01
ARKB,20.5,20.51,2026-07-08_10-36-01
BITB,33.56,33.57,2026-07-08_10-36-01
BRRR,17.43,17.44,2026-07-08_10-36-01
BTC,27.34,27.35,2026-07-08_10-36-01
BTCW,65.31,65.37,2026-07-08_10-36-01
EZBC,35.72,35.74,2026-07-08_10-36-01
FBTC,53.82,53.83,2026-07-08_10-36-01
GBTC,47.94,47.95,2026-07-08_10-36-01
HODL,17.49,17.5,2026-07-08_10-36-01
IBIT,35.02,35.03,2026-07-08_10-36-01
ARKB,20.45,20.46,2026-07-08_10-51-01
BITB,33.47,33.48,2026-07-08_10-51-01
BRRR,17.39,17.4,2026-07-08_10-51-01
BTC,27.27,27.28,2026-07-08_10-51-01
BTCW,65.1,65.18,2026-07-08_10-51-01
EZBC,35.63,35.64,2026-07-08_10-51-01
FBTC,53.67,53.68,2026-07-08_10-51-01
GBTC,47.81,47.82,2026-07-08_10-51-01
HODL,17.44,17.45,2026-07-08_10-51-01
IBIT,34.93,34.94,2026-07-08_10-51-01
ARKB,20.49,20.5,2026-07-08_11-06-01
BITB,33.54,33.55,2026-07-08_11-06-01
BRRR,17.42,17.43,2026-07-08_11-06-01
BTC,27.33,27.33,2026-07-08_11-06-01
BTCW,65.25,65.3,2026-07-08_11-06-01
EZBC,35.7,35.72,2026-07-08_11-06-01
FBTC,53.78,53.79,2026-07-08_11-06-01
GBTC,47.92,47.93,2026-07-08_11-06-01
HODL,17.48,17.49,2026-07-08_11-06-01
IBIT,35.0,35.01,2026-07-08_11-06-01
ARKB,20.42,20.43,2026-07-08_11-21-01
BITB,33.42,33.43,2026-07-08_11-21-01
