date,close,symbol,time
2026-05-22,44.19,EZBC,14:45:00
2026-05-22,44.02,EZBC,15:00:00
2026-05-22,44.03,EZBC,15:15:00
2026-05-22,43.78,EZBC,15:30:00
2026-05-22,43.8,EZBC,15:45:00
2026-05-26,44.41,EZBC,09:30:00
2026-05-26,44.62,EZBC,09:45:00
2026-05-26,44.72,EZBC,10:00:00
2026-05-26,45.02,EZBC,10:15:00
2026-05-26,44.34,EZBC,10:30:00
2026-05-26,44.39,EZBC,10:45:00
2026-05-26,44.42,EZBC,11:00:00
2026-05-26,44.24,EZBC,11:15:00
2026-05-26,44.17,EZBC,11:30:00
2026-05-26,44.15,EZBC,11:45:00
2026-05-26,44.05,EZBC,12:00:00
2026-05-26,44.17,EZBC,12:15:00
2026-05-26,44.17,EZBC,12:30:00
2026-05-26,44.19,EZBC,12:45:00
2026-05-26,44.15,EZBC,13:00:00
2026-05-26,43.9,EZBC,13:15:00
2026-05-26,43.87,EZBC,13:30:00
2026-05-26,43.82,EZBC,13:45:00
2026-05-26,43.86,EZBC,14:00:00
2026-05-26,43.9,EZBC,14:15:00
2026-05-26,43.8,EZBC,14:30:00
2026-05-26,43.75,EZBC,14:45:00
2026-05-26,43.75,EZBC,15:00:00
2026-05-26,43.8,EZBC,15:15:00
2026-05-26,43.86,EZBC,15:30:00
2026-05-26,43.87,EZBC,15:45:00
2026-05-27,43.22,EZBC,09:30:00
2026-05-27,43.3,EZBC,09:45:00
2026-05-27,43.27,EZBC,10:00:00
2026-05-27,43.19,EZBC,10:15:00
2026-05-27,43.31,EZBC,10:30:00
2026-05-27,43.29,EZBC,10:45:00
2026-05-27,43.34,EZBC,11:00:00
2026-05-27,43.48,EZBC,11:15:00
2026-05-27,43.38,EZBC,11:30:00
2026-05-27,43.46,EZBC,11:45:00
2026-05-27,43.43,EZBC,12:00:00
2026-05-27,43.33,EZBC,12:15:00
2026-05-27,43.36,EZBC,12:30:00
2026-05-27,43.45,EZBC,12:45:00
2026-05-27,43.26,EZBC,13:00:00
2026-05-27,43.27,EZBC,13:15:00
2026-05-27,43.2,EZBC,13:30:00
2026-05-27,43.18,EZBC,13:45:00
2026-05-27,43.12,EZBC,14:00:00
2026-05-27,43.22,EZBC,14:15:00
2026-05-27,43.26,EZBC,14:30:00
2026-05-27,43.28,EZBC,14:45:00
2026-05-27,43.29,EZBC,15:00:00
2026-05-27,43.29,EZBC,15:15:00
2026-05-27,43.27,EZBC,15:30:00
2026-05-27,43.3,EZBC,15:45:00
2026-05-28,41.99,EZBC,09:30:00
2026-05-28,42.13,EZBC,09:45:00
2026-05-28,42.29,EZBC,10:00:00
2026-05-28,42.09,EZBC,10:15:00
2026-05-28,42.02,EZBC,10:30:00
2026-05-28,42.13,EZBC,10:45:00
2026-05-28,42.04,EZBC,11:00:00
2026-05-28,42.09,EZBC,11:15:00
2026-05-28,42.11,EZBC,11:30:00
2026-05-28,42.08,EZBC,11:45:00
2026-05-28,42.17,EZBC,12:00:00
2026-05-28,42.2,EZBC,12:15:00
2026-05-28,42.32,EZBC,12:30:00
2026-05-28,42.38,EZBC,12:45:00
2026-05-28,42.42,EZBC,13:00:00
2026-05-28,42.33,EZBC,13:15:00
2026-05-28,42.41,EZBC,13:30:00
2026-05-28,42.44,EZBC,13:45:00
2026-05-28,42.5,EZBC,14:00:00
2026-05-28,42.47,EZBC,14:15:00
2026-05-28,42.48,EZBC,14:30:00
2026-05-28,42.52,EZBC,14:45:00
2026-05-28,42.4,EZBC,15:00:00
2026-05-28,42.45,EZBC,15:15:00
2026-05-28,42.38,EZBC,15:30:00
2026-05-28,42.38,EZBC,15:45:00
2026-05-29,42.29,EZBC,09:30:00
2026-05-29,42.21,EZBC,09:45:00
2026-05-29,42.13,EZBC,10:00:00
2026-05-29,41.95,EZBC,10:15:00
2026-05-29,41.91,EZBC,10:30:00
2026-05-29,42.17,EZBC,10:45:00
2026-05-29,42.54,EZBC,11:00:00
2026-05-29,42.5,EZBC,11:15:00
2026-05-29,42.61,EZBC,11:30:00
2026-05-29,42.59,EZBC,11:45:00
2026-05-29,42.69,EZBC,12:00:00
2026-05-29,42.5,EZBC,12:15:00
2026-05-29,42.76,EZBC,12:30:00
