SPBO_price,USIG_price,VTC_price,CORP_price,SPBO_price_chg,USIG_price_chg,VTC_price_chg,CORP_price_chg,CORP/SPBO,CORP/USIG,CORP/VTC,CORP/CORP,CORP/SPBO_moving_avg,CORP/USIG_moving_avg,CORP/VTC_moving_avg,CORP/CORP_moving_avg,CORP/SPBO_prev_moving_avg,CORP/USIG_prev_moving_avg,CORP/VTC_prev_moving_avg,CORP/CORP_prev_moving_avg,SPBO_scaled_price,USIG_scaled_price,VTC_scaled_price,CORP_scaled_price,SPBO_scaled_comm,USIG_scaled_comm,VTC_scaled_comm,CORP_scaled_comm,SPBO_scaled_price_minus_comm,USIG_scaled_price_minus_comm,VTC_scaled_price_minus_comm,CORP_scaled_price_minus_comm,SPBO_scaled_price_plus_comm,USIG_scaled_price_plus_comm,VTC_scaled_price_plus_comm,CORP_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SPBO_shs_per_unit,USIG_shs_per_unit,VTC_shs_per_unit,CORP_shs_per_unit,SPBO_current_shs,USIG_current_shs,VTC_current_shs,CORP_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SPBO_tgt_shs,USIG_tgt_shs,VTC_tgt_shs,CORP_tgt_shs,SPBO_tgt_inv_amt,USIG_tgt_inv_amt,VTC_tgt_inv_amt,CORP_tgt_inv_amt,gross_inv_amt,net_inv_amt,SPBO_shs_to_trade,USIG_shs_to_trade,VTC_shs_to_trade,CORP_shs_to_trade,SPBO_shs_to_buy,USIG_shs_to_buy,VTC_shs_to_buy,CORP_shs_to_buy,SPBO_shs_to_sell,USIG_shs_to_sell,VTC_shs_to_sell,CORP_shs_to_sell,SPBO_daily_comm,USIG_daily_comm,VTC_daily_comm,CORP_daily_comm,daily_comm,SPBO_daily_profit,USIG_daily_profit,VTC_daily_profit,CORP_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
29.22,51.44,77.33,97.31,0.129999999999999,0.1999999999999957,0.3400000000000034,0.4099999999999966,3.33025325119781,1.891718506998445,1.2583732057416268,1.0,3.3325901209369464,1.891641926766172,1.258965832041005,1.0,3.3326109769598973,1.8915475268399784,1.2589258602785145,1.0,97.3788927467682,97.30120478064848,97.3527367753375,97.31,0.0166630548847994,0.0094577376341998,0.0062946293013925,0.005,97.3622296918834,97.29174704301428,97.34644214603613,97.305,97.395555801653,97.31066251828268,97.3590314046389,97.315,97.31066251828268,97.3622296918834,0.0515671736007306,0.000529926766013,USIG,SPBO,2025-06-30,False,3426.0,1945.0,1294.0,1028.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
29.12,51.28,77.07,96.96,-0.0999999999999978,-0.1599999999999966,-0.2600000000000051,-0.3500000000000085,3.3296703296703294,1.8907956318252728,1.2580770727909694,1.0,3.3324477632945886,1.891703119935548,1.258958794591445,1.0,3.3325901209369464,1.891641926766172,1.258965832041005,1.0,97.04502432168388,97.00339800456928,97.02849667540028,96.96,0.0166629506046847,0.0094582096338308,0.006294829160205,0.005,97.0283613710792,96.99393979493546,97.02220184624008,96.955,97.06168727228857,97.01285621420313,97.03479150456047,96.965,96.965,97.0283613710792,0.0633613710792104,0.000653479487203,CORP,SPBO,2025-07-01,True,3436.0,1950.0,1298.0,1031.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
29.11,51.27,77.06,96.96,-0.0100000000000015,-0.009999999999998,-0.0099999999999909,0.0,3.3308141532119544,1.891164423639555,1.2582403322086684,1.0,3.332397482481557,1.891722193446564,1.258956947595494,1.0,3.3324477632945886,1.891703119935548,1.258958794591445,1.0,97.00755438950549,96.98761895909554,97.01536471121676,96.96,0.0166622388164729,0.0094585155996777,0.0062947939729572,0.005,96.990892150689,96.97816044349588,97.0090699172438,96.955,97.02421662832197,96.99707747469522,97.02165950518972,96.965,96.965,97.0090699172438,0.0440699172438172,0.0004545164732241,CORP,VTC,2025-07-02,False,3436.0,1950.0,1298.0,1031.0,0,0,0,0,,,0.0,0.0,0,False,True,True,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2913.6799999999575
29.05,51.18,76.88,96.81,-0.0599999999999987,-0.0900000000000034,-0.1800000000000068,-0.1499999999999914,3.332530120481928,1.891559202813599,1.2592351716961498,1.0,3.3324094051723208,1.8917670566605296,1.2589958108223156,1.0,3.332397482481557,1.891722193446564,1.258956947595494,1.0,96.80614686608924,96.81834186059514,96.78861013114158,96.81,0.0166619874124077,0.0094586109672328,0.0062947847379774,0.005,96.78948487867684,96.80888324962793,96.7823153464036,96.805,96.82280885350164,96.82780047156236,96.79490491587956,96.815,96.79490491587956,96.80888324962793,0.0139783337483549,0.0001443893580038,VTC,USIG,2025-07-03,False,3442.0,1954.0,1301.0,1033.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
28.93,50.96,76.56,96.4,-0.120000000000001,-0.2199999999999988,-0.3199999999999932,-0.4099999999999966,3.3321811268579333,1.891679748822606,1.2591431556948798,1.0,3.332485221000076,1.8918143912662528,1.2590569517804524,1.0,3.3324094051723208,1.8917670566605296,1.2589958108223156,1.0,96.40660409163524,96.4044492074206,96.38871927655649,96.4,0.0166620470258616,0.0094588352833026,0.0062949790541115,0.005,96.38994204460938,96.3949903721373,96.38242429750235,96.395,96.4232661386611,96.4139080427039,96.3950142556106,96.405,96.3950142556106,96.395,-1.4255610594204882e-05,-1.478797779481834e-07,VTC,CORP,2025-07-07,False,3456.0,1962.0,1306.0,1037.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
28.86,50.87,76.36,96.15,-0.0700000000000002,-0.0900000000000034,-0.2000000000000028,-0.25,3.331600831600832,1.8901120503243565,1.2591671031953904,1.0,3.332544283559139,1.8917884336395565,1.2590692323962094,1.0,3.332485221000076,1.8918143912662528,1.2590569517804524,1.0,96.1755234780622,96.23659808371428,96.14158883795534,96.15,0.0166624261050003,0.0094590719563312,0.0062952847589022,0.005,96.1588610519572,96.22713901175794,96.13529355319643,96.145,96.1921859041672,96.2460571556706,96.14788412271425,96.155,96.14788412271425,96.22713901175794,0.0792548890436961,0.0008242838174071,VTC,USIG,2025-07-08,False,3466.0,1967.0,1309.0,1040.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
29.0,51.09,76.75,96.6,0.1400000000000005,0.2200000000000059,0.3900000000000005,0.4499999999999886,3.3310344827586205,1.8907809747504405,1.2586319218241042,1.0,3.332330480830356,1.891702655610101,1.258996610190552,1.0,3.332544283559139,1.8917884336395565,1.2590692323962094,1.0,96.64378422321502,96.65147107464492,96.63356358640908,96.6,0.0166627214177956,0.0094589421681977,0.006295346161981,0.005,96.62712150179722,96.64201213247674,96.62726824024708,96.595,96.66044694463282,96.66093001681313,96.63985893257104,96.605,96.605,96.64201213247674,0.0370121324767467,0.0003831483693245,CORP,USIG,2025-07-09,False,3449.0,1958.0,1303.0,1035.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
29.0,51.1,76.75,96.7,0.0,0.009999999999998,0.0,0.1000000000000085,3.3344827586206898,1.892367906066536,1.2599348534201955,1.0,3.3323821448937947,1.8917480971767733,1.259060843981151,1.0,3.332330480830356,1.891702655610101,1.258996610190552,1.0,96.63758394408032,96.6660057016762,96.62798983212484,96.7,0.0166616524041517,0.0094585132780505,0.0062949830509527,0.005,96.62092229167618,96.65654718839816,96.6216948490739,96.695,96.65424559648449,96.67546421495425,96.6342848151758,96.705,96.6342848151758,96.695,0.060715184824204,0.0006278716114188,VTC,CORP,2025-07-10,False,3446.0,1956.0,1302.0,1034.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
28.87,50.88,76.42,96.18,-0.129999999999999,-0.2199999999999988,-0.3299999999999983,-0.519999999999996,3.331485971596813,1.8903301886792447,1.2585710546977231,1.0,3.3322666206184777,1.891665749918443,1.2590269196758903,1.0,3.3323821448937947,1.8917480971767733,1.259060843981151,1.0,96.20587252308384,96.25214318435424,96.21742969703956,96.18,0.0166619107244689,0.0094587404858838,0.0062953042199057,0.005,96.1892106123594,96.24268444386836,96.21113439281966,96.175,96.22253443380832,96.26160192484012,96.22372500125948,96.185,96.185,96.24268444386836,0.0576844438683536,0.0005997550828483,CORP,USIG,2025-07-11,False,3466.0,1967.0,1309.0,1040.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
28.87,50.88,76.42,96.18,0.0,0.0,0.0,0.0,3.331485971596813,1.8903301886792447,1.2585710546977231,1.0,3.3321166023529365,1.891561136462732,1.258990090307576,1.0,3.3322666206184777,1.891665749918443,1.2590269196758903,1.0,96.20253733725544,96.24795335585038,96.21483720163155,96.18,0.0166613331030923,0.0094583287495922,0.0062951345983794,0.005,96.18587600415236,96.2384950271008,96.20854206703318,96.175,96.21919867035854,96.25741168459996,96.22113233622991,96.185,96.185,96.2384950271008,0.0534950271007943,0.0005561969962652,CORP,USIG,2025-07-14,False,3466.0,1967.0,1309.0,1040.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
28.77,50.73,76.18,95.87,-0.1000000000000014,-0.1500000000000056,-0.2399999999999948,-0.3100000000000023,3.332290580465763,1.8898087916420263,1.2584667891835126,1.0,3.3320528825923468,1.8914548495609047,1.2589358795501309,1.0,3.3321166023529365,1.891561136462732,1.258990090307576,1.0,95.86499464969398,95.95889645275436,95.90986507963116,95.87,0.0166605830117646,0.0094578056823136,0.0062949504515378,0.005,95.8483340666822,95.94943864707204,95.9035701291796,95.865,95.88165523270575,95.96835425843668,95.91616003008268,95.875,95.875,95.94943864707204,0.0744386470720428,0.0007764540218216,CORP,USIG,2025-07-15,False,3475.0,1973.0,1313.0,1043.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
28.81,50.81,76.3,96.02,0.0399999999999991,0.0800000000000054,0.1199999999999903,0.1499999999999914,3.3328705310656024,1.8897854753001373,1.2584534731323722,1.0,3.332087713493453,1.8913735408974808,1.2588985111457611,1.0,3.3320528825923468,1.8914548495609047,1.2589358795501309,1.0,95.99644354748553,96.10482090618956,96.05680760967498,96.02,0.0166602644129617,0.0094572742478045,0.0062946793977506,0.005,95.97978328307256,96.09536363194177,96.05051293027722,96.015,96.01310381189847,96.11427818043738,96.06310228907272,96.025,96.01310381189847,96.09536363194177,0.0822598200432906,0.0008566946473994,SPBO,USIG,2025-07-16,False,3469.0,1969.0,1311.0,1041.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
28.86,50.9,76.44,96.19,0.0500000000000007,0.0899999999999963,0.1400000000000005,0.1700000000000017,3.332986832986833,1.8897838899803536,1.2583725798011511,1.0,3.332070388476128,1.891238867732064,1.258858544747978,1.0,3.332087713493453,1.8913735408974808,1.2588985111457611,1.0,96.16405141142104,96.27091323168176,96.23020219198196,96.19,0.0166604385674672,0.0094568677044874,0.0062944925557288,0.005,96.14739097285356,96.26145636397727,96.22390769942623,96.185,96.18071184998853,96.28037009938626,96.2364966845377,96.195,96.18071184998853,96.26145636397727,0.0807445139887761,0.0008394273208106,SPBO,USIG,2025-07-17,False,3465.0,1967.0,1309.0,1040.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
28.91,50.98,76.53,96.31,0.0500000000000007,0.0799999999999983,0.0900000000000034,0.1200000000000045,3.3313732272570045,1.8891722244017264,1.2584607343525416,1.0,3.3320416832416115,1.891107669784336,1.2588331656499467,1.0,3.332070388476128,1.891238867732064,1.258858544747978,1.0,96.33015493084486,96.41535747698062,96.34044442956277,96.31,0.0166603519423806,0.0094561943386603,0.0062942927237398,0.005,96.31349457890248,96.40590128264196,96.334150136839,96.305,96.34681528278723,96.42481367131928,96.34673872228647,96.315,96.315,96.40590128264196,0.0909012826419655,0.0009438405424355,CORP,USIG,2025-07-18,False,3459.0,1963.0,1307.0,1038.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
29.0,51.13,76.79,96.65,0.0899999999999998,0.1500000000000056,0.2600000000000051,0.3400000000000034,3.332758620689656,1.890279679248973,1.2586274254460217,1.0,3.331949444549734,1.8910352910036128,1.258810050916493,1.0,3.3320416832416115,1.891107669784336,1.2588331656499467,1.0,96.62920881400672,96.6923351560731,96.66579879025942,96.65,0.016660208416208,0.0094555383489216,0.0062941658282497,0.005,96.61254860559052,96.68287961772418,96.65950462443116,96.645,96.64586902242294,96.70179069442202,96.67209295608768,96.655,96.64586902242294,96.68287961772418,0.0370105953012398,0.0003829342504008,SPBO,USIG,2025-07-21,False,3449.0,1957.0,1303.0,1035.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
29.07,51.24,76.95,96.92,0.0700000000000002,0.1099999999999994,0.1599999999999966,0.269999999999996,3.3340213278293773,1.8914910226385635,1.259519168291098,1.0,3.33203565774604,1.89101286233558,1.258832472395522,1.0,3.331949444549734,1.8910352910036128,1.258810050916493,1.0,96.85977035306078,96.89664831102516,96.86543341802414,96.92,0.0166597472227486,0.009455176455018,0.0062940502545824,0.005,96.84311060583804,96.88719313457013,96.85913936776956,96.915,96.87643010028351,96.90610348748017,96.87172746827872,96.925,96.87172746827872,96.915,0.0432725317212856,0.0004464768027371,VTC,CORP,2025-07-22,False,3439.0,1952.0,1299.0,1032.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
29.03,51.17,76.84,96.66,-0.0399999999999991,-0.0700000000000002,-0.1099999999999994,-0.2600000000000051,3.3296589734757145,1.888997459448896,1.2579385736595523,1.0,3.3320296105463725,1.8908652362849687,1.2587955651237357,1.0,3.33203565774604,1.89101286233558,1.258832472395522,1.0,96.72899514436752,96.76312816571163,96.72868717887192,96.66,0.0166601782887301,0.0094550643116779,0.0062941623619776,0.005,96.7123349660788,96.75367310139995,96.72239301650993,96.655,96.74565532265626,96.77258323002332,96.73498134123388,96.665,96.665,96.75367310139995,0.0886731013999622,0.000917371212497,CORP,USIG,2025-07-23,False,3449.0,1957.0,1303.0,1035.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
29.01,51.1,76.75,96.55,-0.0199999999999995,-0.0700000000000002,-0.0900000000000034,-0.1099999999999994,3.3281627025163734,1.889432485322896,1.2579804560260586,1.0,3.331581685066131,1.8906056777554152,1.258651392504794,1.0,3.3320296105463725,1.8908652362849687,1.2587955651237357,1.0,96.66217900195026,96.62321357416194,96.6125596232467,96.55,0.0166601480527318,0.0094543261814248,0.0062939778256186,0.005,96.64551885389751,96.61375924798052,96.60626564542108,96.545,96.678839150003,96.63266790034336,96.61885360107232,96.555,96.555,96.64551885389751,0.0905188538975352,0.0009375334427502,CORP,SPBO,2025-07-24,False,3452.0,1959.0,1304.0,1036.0,0,0,0,0,,,0.0,0.0,0,False,False,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2913.6799999999575
29.08,51.24,76.97,96.81,0.0699999999999967,0.1400000000000005,0.2199999999999988,0.2600000000000051,3.329092159559836,1.889344262295082,1.2577627647135248,1.0,3.331489777424486,1.890501740772704,1.25860659521057,1.0,3.331581685066131,1.8906056777554152,1.258651392504794,1.0,96.88239540172307,96.87463492818748,96.878397681094,96.81,0.0166579084253306,0.009453028388777,0.0062932569625239,0.005,96.86573749329774,96.8651818997987,96.87210442413146,96.805,96.8990533101484,96.88408795657624,96.88469093805652,96.815,96.815,96.87210442413146,0.0571044241314666,0.0005898608008621,CORP,VTC,2025-07-25,False,3442.0,1953.0,1300.0,1033.0,0,0,0,0,,,0.0,0.0,0,False,True,False,0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.6799999999575
