TFI_price,VTEB_price,MUB_price,TFI_price_chg,VTEB_price_chg,MUB_price_chg,MUB/TFI,MUB/VTEB,MUB/MUB,MUB/TFI_moving_avg,MUB/VTEB_moving_avg,MUB/MUB_moving_avg,MUB/TFI_prev_moving_avg,MUB/VTEB_prev_moving_avg,MUB/MUB_prev_moving_avg,TFI_scaled_price,VTEB_scaled_price,MUB_scaled_price,TFI_scaled_comm,VTEB_scaled_comm,MUB_scaled_comm,TFI_scaled_price_minus_comm,VTEB_scaled_price_minus_comm,MUB_scaled_price_minus_comm,TFI_scaled_price_plus_comm,VTEB_scaled_price_plus_comm,MUB_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,TFI_shs_per_unit,VTEB_shs_per_unit,MUB_shs_per_unit,TFI_current_shs,VTEB_current_shs,MUB_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,TFI_tgt_shs,VTEB_tgt_shs,MUB_tgt_shs,TFI_tgt_inv_amt,VTEB_tgt_inv_amt,MUB_tgt_inv_amt,gross_inv_amt,net_inv_amt,TFI_shs_to_trade,VTEB_shs_to_trade,MUB_shs_to_trade,TFI_shs_to_buy,VTEB_shs_to_buy,MUB_shs_to_buy,TFI_shs_to_sell,VTEB_shs_to_sell,MUB_shs_to_sell,TFI_daily_comm,VTEB_daily_comm,MUB_daily_comm,daily_comm,TFI_daily_profit,VTEB_daily_profit,MUB_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
45.7,50.2,106.68,,,,2.3343544857768053,2.1250996015936257,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-02,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.68,50.19,106.58,-0.020000000000003126,-0.010000000000005116,-0.10000000000000853,2.333187390542907,2.12353058378163,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-03,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.76,50.21,106.64,0.0799999999999983,0.020000000000003126,0.060000000000002274,2.3304195804195804,2.1238797052380005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-06,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.64,50.08,106.43,-0.11999999999999744,-0.13000000000000256,-0.20999999999999375,2.331945661700263,2.1251996805111824,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-07,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.54,49.92,106.1,-0.10000000000000142,-0.1599999999999966,-0.3300000000000125,2.3298199385155907,2.125400641025641,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-08,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.34,49.71,105.65,-0.19999999999999574,-0.21000000000000085,-0.44999999999998863,2.3301720335244815,2.1253268959967815,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-10,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.22,49.6,105.47,-0.12000000000000455,-0.10999999999999943,-0.18000000000000682,2.3323750552852722,2.1264112903225807,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.17,49.54,105.35,-0.04999999999999716,-0.060000000000002274,-0.12000000000000455,2.3323001992472876,2.1265643924101734,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-14,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.29,49.79,105.93,0.11999999999999744,0.25,0.5800000000000125,2.3389269154338708,2.1275356497288613,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-15,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.34,49.83,105.99,0.05000000000000426,0.03999999999999915,0.05999999999998806,2.337670930745478,2.127031908488862,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-16,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4,49.94,106.23,0.05999999999999517,0.10999999999999943,0.2400000000000091,2.3398678414096916,2.1271525830997198,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-17,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.49,50.02,106.37,0.09000000000000341,0.0800000000000054,0.14000000000000057,2.3383161134315236,2.126549380247901,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-21,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.53,50.03,106.31,0.03999999999999915,0.00999999999999801,-0.060000000000002274,2.334943992971667,2.124925044973016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.43,49.93,106.02,-0.10000000000000142,-0.10000000000000142,-0.29000000000000625,2.333700198106978,2.1233727218105347,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-23,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.5,50.0,106.29,0.07000000000000028,0.07000000000000028,0.27000000000001023,2.336043956043956,2.1258,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-24,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.75,50.23,106.83,0.25,0.22999999999999687,0.539999999999992,2.3350819672131147,2.126816643440175,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-27,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8,50.18,106.68,0.04999999999999716,-0.04999999999999716,-0.14999999999999147,2.3292576419213975,2.125946592267836,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.67,50.12,106.53,-0.12999999999999545,-0.060000000000002274,-0.15000000000000568,2.332603459601489,2.1254988028731048,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.75,50.21,106.71,0.0799999999999983,0.09000000000000341,0.1799999999999926,2.3324590163934427,2.1252738498307107,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-30,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7,50.13,106.54,-0.04999999999999716,-0.0799999999999983,-0.1699999999999875,2.3312910284463895,2.125274286854179,1.0,2.3337368703365593,2.125629512724726,1.0,,,,,,,,,,,,,,,,,,,,,,2025-01-31,False,,,,,,,,,,,,False,False,False,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
45.68,50.07,106.43,-0.020000000000003126,-0.060000000000002274,-0.10999999999999943,2.329903677758319,2.1256241262232876,1.0,2.333514329935635,2.125655738956209,1.0,2.3337368703365593,2.125629512724726,1.0,106.60510023697402,106.43026970212702,106.43,0.011668684351682796,0.01062814756362363,0.005,106.59343155262235,106.4196415545634,106.42500000000001,106.6167689213257,106.44089784969064,106.435,106.435,106.59343155262235,0.15843155262234632,0.0014885986340538034,MUB,TFI,2025-02-03,True,2194.0,1998.0,940.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
45.75,50.18,106.69,0.07000000000000028,0.10999999999999943,0.2599999999999909,2.3320218579234973,2.126145874850538,1.0,2.3334560533046647,2.125786503509654,1.0,2.333514329935635,2.125655738956209,1.0,106.7582805945553,106.66540498082257,106.69,0.011667571649678174,0.010628278694781047,0.005,106.74661302290562,106.65477670212779,106.685,106.76994816620498,106.67603325951735,106.695,106.67603325951735,106.74661302290562,0.07057976338826677,0.0006615405697653648,VTEB,TFI,2025-02-04,False,2187.0,1992.0,937.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.91,50.36,107.06,0.1599999999999966,0.17999999999999972,0.37000000000000455,2.3319538226965806,2.1258935663224783,1.0,2.3335327654185147,2.1258871965638777,1.0,2.3334560533046647,2.125786503509654,1.0,107.12896740721715,107.05460831674618,107.06,0.011667280266523323,0.01062893251754827,0.005,107.11730012695062,107.04397938422863,107.055,107.14063468748367,107.06523724926373,107.065,107.065,107.11730012695062,0.05230012695062669,0.000488512301051996,MUB,TFI,2025-02-05,False,2179.0,1985.0,934.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.89,50.3,106.94,-0.01999999999999602,-0.060000000000002274,-0.12000000000000455,2.330355197210721,2.1260437375745527,1.0,2.3334532421940373,2.1259293994170467,1.0,2.3335327654185147,2.1258871965638777,1.0,107.08581860505564,106.93212598716305,106.94,0.011667663827092573,0.010629435982819388,0.005,107.07415094122854,106.92149655118023,106.935,107.09748626888273,106.94275542314587,106.945,106.94275542314587,107.07415094122854,0.13139551808266958,0.0012286844780500241,VTEB,TFI,2025-02-06,False,2182.0,1988.0,935.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
45.81,50.23,106.71,-0.0799999999999983,-0.07000000000000028,-0.23000000000000398,2.3294040602488537,2.124427632888712,1.0,2.3334324482807007,2.1258807490102,1.0,2.3334532421940373,2.1259293994170467,1.0,106.89549302490886,106.78543373271825,106.71,0.011667266210970187,0.010629646997085233,0.005,106.8838257586979,106.77480408572116,106.705,106.90716029111982,106.79606337971533,106.71499999999999,106.71499999999999,106.8838257586979,0.16882575869790628,0.0015820987601715519,MUB,TFI,2025-02-07,False,2186.0,1992.0,937.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
45.85,50.24,106.72,0.03999999999999915,0.010000000000005116,0.010000000000005116,2.3275899672846236,2.124203821656051,1.0,2.3333033449687077,2.125824595293164,1.0,2.3334324482807007,2.1258807490102,1.0,106.98787775367013,106.80424883027246,106.72,0.011667162241403503,0.010629403745051001,0.005,106.97621059142872,106.7936194265274,106.715,106.99954491591154,106.81487823401751,106.725,106.725,106.97621059142872,0.25121059142873037,0.0023539223334776084,MUB,TFI,2025-02-10,False,2186.0,1992.0,937.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
