TFI_price,VTEB_price,MUB_price,TFI_price_chg,VTEB_price_chg,MUB_price_chg,MUB/TFI,MUB/VTEB,MUB/MUB,MUB/TFI_moving_avg,MUB/VTEB_moving_avg,MUB/MUB_moving_avg,MUB/TFI_prev_moving_avg,MUB/VTEB_prev_moving_avg,MUB/MUB_prev_moving_avg,TFI_scaled_price,VTEB_scaled_price,MUB_scaled_price,TFI_scaled_comm,VTEB_scaled_comm,MUB_scaled_comm,TFI_scaled_price_minus_comm,VTEB_scaled_price_minus_comm,MUB_scaled_price_minus_comm,TFI_scaled_price_plus_comm,VTEB_scaled_price_plus_comm,MUB_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,TFI_shs_per_unit,VTEB_shs_per_unit,MUB_shs_per_unit,TFI_current_shs,VTEB_current_shs,MUB_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,TFI_tgt_shs,VTEB_tgt_shs,MUB_tgt_shs,TFI_tgt_inv_amt,VTEB_tgt_inv_amt,MUB_tgt_inv_amt,gross_inv_amt,net_inv_amt,TFI_shs_to_trade,VTEB_shs_to_trade,MUB_shs_to_trade,TFI_shs_to_buy,VTEB_shs_to_buy,MUB_shs_to_buy,TFI_shs_to_sell,VTEB_shs_to_sell,MUB_shs_to_sell,TFI_daily_comm,VTEB_daily_comm,MUB_daily_comm,daily_comm,TFI_daily_profit,VTEB_daily_profit,MUB_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
44.3,48.56,103.62,0.0799999999999983,0.060000000000002274,0.13000000000000966,2.339051918735892,2.1338550247116967,1.0,2.33727946346198,2.12998422607516,1.0,2.337416185298973,2.1298580598068955,1.0,103.54753700874451,103.42590738422285,103.62,0.011687080926494866,0.010649290299034478,0.005,103.53584992781802,103.41525809392382,103.61500000000001,103.559224089671,103.43655667452188,103.625,103.43655667452188,103.61500000000001,0.1784433254781277,0.0017220934711264977,VTEB,MUB,2025-07-25,False,2256.0,2055.0,965.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.29,48.56,103.63,-0.00999999999999801,0.0,0.009999999999990905,2.3398058252427183,2.1340609555189456,1.0,2.3372403627564244,2.1301730814884365,1.0,2.33727946346198,2.12998422607516,1.0,103.51810743673109,103.43203401820976,103.63,0.0116863973173099,0.010649921130375798,0.005,103.50642103941378,103.42138409707938,103.625,103.52979383404839,103.44268393934014,103.63499999999999,103.44268393934014,103.625,0.18231606065985773,0.001759298086074088,VTEB,MUB,2025-07-28,False,2255.0,2055.0,965.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.42,48.68,103.86,0.13000000000000256,0.11999999999999744,0.23000000000000398,2.338135974786132,2.1335250616269517,1.0,2.3372006649656214,2.130302322536335,1.0,2.3372403627564244,2.1301730814884365,1.0,103.82021691364038,103.69682560685709,103.86,0.011686201813782122,0.010650865407442183,0.005,103.80853071182659,103.68617474144965,103.855,103.83190311545417,103.70747647226453,103.865,103.70747647226453,103.855,0.14752352773547273,0.0014204075460761865,VTEB,MUB,2025-07-29,False,2251.0,2051.0,963.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.34,48.59,103.63,-0.0799999999999983,-0.0899999999999963,-0.23000000000000398,2.337167343256653,2.132743362831858,1.0,2.3370895390822453,2.130368879600879,1.0,2.3372006649656214,2.130302322536335,1.0,103.63147748457565,103.51138985204052,103.63,0.011686003324828107,0.010651511612681675,0.005,103.61979148125083,103.50073834042784,103.625,103.64316348790048,103.5220413636532,103.63499999999999,103.5220413636532,103.625,0.10295863634679847,0.0009935215318614154,VTEB,MUB,2025-07-30,False,2255.0,2056.0,965.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,679.1300000000131
44.44,48.68,103.87,0.09999999999999432,0.0899999999999963,0.2400000000000091,2.3373087308730875,2.1337304847986855,1.0,2.3369594599308323,2.1305003701467147,1.0,2.3370895390822453,2.130368879600879,1.0,103.86025911681497,103.7063570589708,103.87,0.011685447695411227,0.010651844398004396,0.005,103.84857366911956,103.6957052145728,103.86500000000001,103.87194456451039,103.7170089033688,103.875,103.7170089033688,103.86500000000001,0.14799109663121612,0.0014247722791105816,VTEB,MUB,2025-07-31,False,2251.0,2052.0,963.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.59,48.83,104.11,0.15000000000000568,0.14999999999999858,0.23999999999999488,2.334828436869253,2.132090927708376,1.0,2.3367275813479993,2.130598277104146,1.0,2.3369594599308323,2.1305003701467147,1.0,104.20502231831583,104.03233307426407,104.11,0.011684797299654161,0.010652501850733574,0.005,104.19333752101618,104.02168057241335,104.105,104.21670711561548,104.0429855761148,104.115,104.0429855761148,104.19333752101618,0.1503519449013737,0.001444164296430446,VTEB,TFI,2025-08-01,True,2246.0,2047.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.55,48.83,104.09,-0.04000000000000625,0.0,-0.01999999999999602,2.3364758698092034,2.131681343436412,1.0,2.336608114017648,2.1307639769290274,1.0,2.3367275813479993,2.130598277104146,1.0,104.10121374905336,104.03711387099544,104.09,0.011683637906739998,0.010652991385520729,0.005,104.08953011114662,104.02646087960991,104.08500000000001,104.1128973869601,104.04776686238097,104.095,104.04776686238097,104.08953011114662,0.04176324876564763,0.00040122248790131263,VTEB,TFI,2025-08-04,False,2246.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,679.1300000000131
44.59,48.89,104.18,0.04000000000000625,0.060000000000002274,0.09000000000000341,2.336398295581969,2.130906115770096,1.0,2.3365331028874508,2.130858659123176,1.0,2.336608114017648,2.1307639769290274,1.0,104.18935580404693,104.17305083206016,104.18,0.01168304057008824,0.010653819884645137,0.005,104.17767276347683,104.1623970121755,104.17500000000001,104.20103884461702,104.18370465194481,104.185,104.18370465194481,104.17767276347683,-0.00603188846797309,-5.7898718256604814e-05,VTEB,TFI,2025-08-05,False,2243.0,2046.0,960.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.54,48.86,104.03,-0.05000000000000426,-0.030000000000001137,-0.15000000000000568,2.335653345307589,2.129144494474007,1.0,2.33648475267188,2.130819458923485,1.0,2.3365331028874508,2.130858659123176,1.0,104.06918440260705,104.11375408475837,104.03,0.011682665514437253,0.01065429329561588,0.005,104.05750173709261,104.10309979146275,104.025,104.08086706812149,104.12440837805399,104.035,104.035,104.10309979146275,0.0680997914627568,0.0006546168553566933,MUB,VTEB,2025-08-06,False,2245.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,679.1300000000131
44.57,48.86,104.08,0.030000000000001137,0.0,0.04999999999999716,2.335203051379852,2.1301678264428983,1.0,2.3363876983365914,2.130809664712324,1.0,2.33648475267188,2.130819458923485,1.0,104.13712542658568,104.11183876300147,104.08,0.0116824237633594,0.010654097294617424,0.005,104.12544300282232,104.10118466570685,104.075,104.14880785034904,104.12249286029609,104.085,104.085,104.12544300282232,0.04044300282232882,0.000388576122428217,MUB,TFI,2025-08-07,False,2245.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.55,48.86,104.02,-0.020000000000003126,0.0,-0.060000000000002274,2.3349046015712682,2.128939828080229,1.0,2.3363614163953836,2.130794140753779,1.0,2.3363876983365914,2.130809664712324,1.0,104.08607196089514,104.11136021784415,104.02,0.011681938491682958,0.01065404832356162,0.005,104.07439002240346,104.10070616952059,104.015,104.09775389938682,104.12201426616771,104.02499999999999,104.02499999999999,104.10070616952059,0.0757061695206005,0.0007278039753951212,MUB,VTEB,2025-08-08,False,2245.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,679.1300000000131
44.6,48.92,104.15,0.05000000000000426,0.060000000000002274,0.13000000000000966,2.335201793721973,2.1289860997547017,1.0,2.3364585847331676,2.1308602490202024,1.0,2.3363614163953836,2.130794140753779,1.0,104.20171917123412,104.23844936567488,104.15,0.011681807081976919,0.010653970703768896,0.005,104.19003736415215,104.22779539497111,104.14500000000001,104.21340097831609,104.24910333637865,104.155,104.155,104.22779539497111,0.07279539497110932,0.0006989476233423842,MUB,VTEB,2025-08-11,False,2243.0,2046.0,960.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.63,48.95,104.15,0.030000000000001137,0.030000000000001137,0.0,2.3336320860407795,2.1276813074565886,1.0,2.3364697703049053,2.130871161683672,1.0,2.3364585847331676,2.1308602490202024,1.0,104.27614663664127,104.30560918953891,104.15,0.011682292923665839,0.010654301245101012,0.005,104.2644643437176,104.29495488829382,104.14500000000001,104.28782892956494,104.31626349078401,104.155,104.155,104.29495488829382,0.13995488829381486,0.0013437819327298593,MUB,VTEB,2025-08-12,False,2243.0,2046.0,960.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.65,48.95,104.22,0.01999999999999602,0.0,0.06999999999999318,2.3341545352743562,2.129111338100102,1.0,2.3365935060877883,2.1310253305623617,1.0,2.3364697703049053,2.130871161683672,1.0,104.32337524411402,104.30614336441576,104.22,0.011682348851524527,0.01065435580841836,0.005,104.3116928952625,104.29548900860735,104.215,104.33505759296554,104.31679772022417,104.225,104.225,104.3116928952625,0.08669289526250168,0.0008318258996593905,MUB,TFI,2025-08-13,False,2243.0,2046.0,960.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.55,48.88,104.05,-0.10000000000000142,-0.07000000000000028,-0.1700000000000017,2.335578002244669,2.1286824877250408,1.0,2.3367208020427697,2.131159269649046,1.0,2.3365935060877883,2.1310253305623617,1.0,104.09524069621096,104.16451815788824,104.05,0.011682967530438942,0.010655126652811809,0.005,104.08355772868053,104.15386303123543,104.045,104.1069236637414,104.17517328454105,104.05499999999999,104.05499999999999,104.15386303123543,0.09886303123543883,0.0009501492670392968,MUB,VTEB,2025-08-14,False,2245.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,679.1300000000131
44.57,48.88,104.06,0.020000000000003126,0.0,0.010000000000005116,2.3347543190486877,2.128887070376432,1.0,2.3367504013323055,2.1311925738996753,1.0,2.3367208020427697,2.131159269649046,1.0,104.14764614704625,104.17106510044538,104.06,0.011683604010213849,0.01065579634824523,0.005,104.13596254303603,104.16040930409713,104.055,104.15932975105646,104.18172089679362,104.065,104.065,104.16040930409713,0.09540930409713155,0.0009168681923614411,MUB,VTEB,2025-08-15,False,2246.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.1300000000131
44.58,48.89,104.04,0.00999999999999801,0.00999999999999801,-0.01999999999999602,2.3337819650067297,2.1280425444876254,1.0,2.336565910417856,2.1310617793133573,1.0,2.3367504013323055,2.1311925738996753,1.0,104.17233289139418,104.19400493795513,104.04,0.011683752006661528,0.010655962869498378,0.005,104.16064913938752,104.18334897508564,104.03500000000001,104.18401664340084,104.20466090082462,104.045,104.045,104.18334897508564,0.13834897508563415,0.0013297671576858337,MUB,VTEB,2025-08-18,False,2246.0,2048.0,961.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,679.1300000000131
