SPLB_price,IGLB_price,VCLT_price,SPLB_price_chg,IGLB_price_chg,VCLT_price_chg,VCLT/SPLB,VCLT/IGLB,VCLT/VCLT,VCLT/SPLB_moving_avg,VCLT/IGLB_moving_avg,VCLT/VCLT_moving_avg,VCLT/SPLB_prev_moving_avg,VCLT/IGLB_prev_moving_avg,VCLT/VCLT_prev_moving_avg,SPLB_scaled_price,IGLB_scaled_price,VCLT_scaled_price,SPLB_scaled_comm,IGLB_scaled_comm,VCLT_scaled_comm,SPLB_scaled_price_minus_comm,IGLB_scaled_price_minus_comm,VCLT_scaled_price_minus_comm,SPLB_scaled_price_plus_comm,IGLB_scaled_price_plus_comm,VCLT_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SPLB_shs_per_unit,IGLB_shs_per_unit,VCLT_shs_per_unit,SPLB_current_shs,IGLB_current_shs,VCLT_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SPLB_tgt_shs,IGLB_tgt_shs,VCLT_tgt_shs,SPLB_tgt_inv_amt,IGLB_tgt_inv_amt,VCLT_tgt_inv_amt,gross_inv_amt,net_inv_amt,SPLB_shs_to_trade,IGLB_shs_to_trade,VCLT_shs_to_trade,SPLB_shs_to_buy,IGLB_shs_to_buy,VCLT_shs_to_buy,SPLB_shs_to_sell,IGLB_shs_to_sell,VCLT_shs_to_sell,SPLB_daily_comm,IGLB_daily_comm,VCLT_daily_comm,daily_comm,SPLB_daily_profit,IGLB_daily_profit,VCLT_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.56,50.39,75.77,,,,3.358599290780142,1.503671363365747,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-02,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.65,50.59,76.07,0.08999999999999986,0.20000000000000284,0.29999999999999716,3.3584988962472404,1.5036568491796796,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-05,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.66,50.6,76.09,0.010000000000001563,0.00999999999999801,0.020000000000010232,3.357899382171227,1.5037549407114625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-06,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7,50.69,76.24,0.03999999999999915,0.0899999999999963,0.14999999999999147,3.358590308370044,1.504044190175577,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-07,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.61,50.52,75.95,-0.08999999999999986,-0.1699999999999946,-0.28999999999999204,3.3591331269349847,1.5033650039588282,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-08,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.76,50.81,76.44,0.15000000000000213,0.28999999999999915,0.4899999999999949,3.3585237258347975,1.5044282621531193,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-09,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7,50.72,76.32,-0.060000000000002274,-0.09000000000000341,-0.12000000000000455,3.362114537444934,1.5047318611987381,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-12,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.78,50.85,76.51,0.08000000000000185,0.13000000000000256,0.19000000000001194,3.358647936786655,1.504621435594887,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.88,51.09,76.86,0.09999999999999787,0.240000000000002,0.3499999999999943,3.3592657342657346,1.5044039929536113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-14,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.86,51.04,76.79,-0.019999999999999574,-0.05000000000000426,-0.06999999999999318,3.3591426071741037,1.5045062695924767,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.78,50.86,76.51,-0.0799999999999983,-0.17999999999999972,-0.28000000000000114,3.358647936786655,1.504325599685411,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-16,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.54,50.34,75.72,-0.240000000000002,-0.519999999999996,-0.7900000000000063,3.3593611357586513,1.504171632896305,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.75,50.81,76.42,0.21000000000000085,0.46999999999999886,0.7000000000000028,3.359120879120879,1.5040346388506198,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-21,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.84,50.96,76.68,0.08999999999999986,0.14999999999999858,0.2600000000000051,3.3572679509632226,1.5047095761381477,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-22,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.86,51.01,76.75,0.019999999999999574,0.04999999999999716,0.06999999999999318,3.357392825896763,1.5046069398157225,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-23,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.89,51.08,76.84,0.030000000000001137,0.07000000000000028,0.09000000000000341,3.3569244211446048,1.5043069694596711,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-26,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.81,50.93,76.61,-0.08000000000000185,-0.14999999999999858,-0.23000000000000398,3.3586146427005703,1.504221480463381,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-27,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.77,50.84,76.46,-0.03999999999999915,-0.0899999999999963,-0.15000000000000568,3.3579270970575315,1.5039339103068448,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-28,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.75,50.82,76.42,-0.019999999999999574,-0.020000000000003126,-0.03999999999999204,3.359120879120879,1.5037386855568673,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-29,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7,50.68,76.21,-0.05000000000000071,-0.14000000000000057,-0.21000000000000796,3.3572687224669604,1.5037490134175215,1.0,3.3586031018513287,1.504149130773731,1.0,,,,,,,,,,,,,,,,,,,,,,2026-01-30,False,,,,,,,,,,,,False,False,False,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
22.57,50.42,75.8,-0.129999999999999,-0.259999999999998,-0.4099999999999966,3.3584404076207353,1.503371677905593,1.0,3.358595157693359,1.5041341465007232,1.0,3.3586031018513287,1.504149130773731,1.0,75.80367200878449,75.83919917361152,75.8,0.016793015509256645,0.007520745653868655,0.005,75.78687899327524,75.83167842795766,75.795,75.82046502429374,75.84671991926538,75.80499999999999,75.80499999999999,75.83167842795766,0.02667842795766262,0.0003519581524757602,VCLT,IGLB,2026-02-02,True,4430.0,1984.0,1319.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.57,50.43,75.82,0.0,0.00999999999999801,0.01999999999999602,3.359326539654408,1.503470156652786,1.0,3.358636539863717,1.5041248118743784,1.0,3.358595157693359,1.5041341465007232,1.0,75.80349270913912,75.85348500803147,75.82,0.016792975788466797,0.007520670732503616,0.005,75.78669973335066,75.84596433729897,75.815,75.82028568492758,75.86100567876397,75.82499999999999,75.82028568492758,75.84596433729897,0.025678652371382782,0.00033867913969114725,SPLB,IGLB,2026-02-03,False,4430.0,1984.0,1319.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.55,50.34,75.69,-0.019999999999999574,-0.0899999999999963,-0.12999999999999545,3.356541019955654,1.50357568533969,1.0,3.3585686217529385,1.50411584910579,1.0,3.358636539863717,1.5041248118743784,1.0,75.73725397392683,75.71764302975622,75.69,0.016793182699318586,0.007520624059371892,0.005,75.72046079122751,75.71012240569685,75.685,75.75404715662614,75.72516365381559,75.695,75.695,75.72046079122751,0.02546079122751621,0.00033638249739088665,VCLT,SPLB,2026-02-04,False,4437.0,1987.0,1321.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.68,50.68,76.2,0.129999999999999,0.3399999999999963,0.5100000000000051,3.35978835978836,1.5035516969218627,1.0,3.358628524323854,1.5040912244431044,1.0,3.3585686217529385,1.50411584910579,1.0,76.17233634135664,76.22859123268144,76.2,0.016792843108764693,0.00752057924552895,0.005,76.15554349824788,76.22107065343592,76.19500000000001,76.1891291844654,76.23611181192696,76.205,76.1891291844654,76.22107065343592,0.03194146897051553,0.00041917938281516443,SPLB,IGLB,2026-02-05,False,4406.0,1973.0,1312.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.7,50.72,76.27,0.019999999999999574,0.03999999999999915,0.06999999999999318,3.359911894273128,1.5037460567823344,1.0,3.358667462690761,1.5041102770842794,1.0,3.358628524323854,1.5040912244431044,1.0,76.24086750215149,76.28750690375425,76.27,0.01679314262161927,0.0075204561222155224,0.005,76.22407435952987,76.27998644763203,76.265,76.25766064477311,76.29502735987647,76.27499999999999,76.25766064477311,76.27998644763203,0.022325802858915722,0.00029272063536011175,SPLB,IGLB,2026-02-06,False,4403.0,1972.0,1311.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
