PFFD_price,PFF_price,PFFD_price_chg,PFF_price_chg,PFF/PFFD,PFF/PFF,PFF/PFFD_moving_avg,PFF/PFF_moving_avg,PFF/PFFD_prev_moving_avg,PFF/PFF_prev_moving_avg,PFFD_scaled_price,PFF_scaled_price,PFFD_scaled_comm,PFF_scaled_comm,PFFD_scaled_price_minus_comm,PFF_scaled_price_minus_comm,PFFD_scaled_price_plus_comm,PFF_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,PFFD_shs_per_unit,PFF_shs_per_unit,PFFD_current_shs,PFF_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,PFFD_tgt_shs,PFF_tgt_shs,PFFD_tgt_inv_amt,PFF_tgt_inv_amt,gross_inv_amt,net_inv_amt,PFFD_shs_to_trade,PFF_shs_to_trade,PFFD_shs_to_buy,PFF_shs_to_buy,PFFD_shs_to_sell,PFF_shs_to_sell,PFFD_daily_comm,PFF_daily_comm,daily_comm,PFFD_daily_profit,PFF_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
19.14,31.27,,,1.6337513061650992,1.0,,,,,,,,,,,,,,,,,,,2026-01-02,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.19,31.33,0.05000000000000071,0.05999999999999872,1.632621156852527,1.0,,,,,,,,,,,,,,,,,,,2026-01-05,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.26,31.45,0.07000000000000028,0.120000000000001,1.6329179646936656,1.0,,,,,,,,,,,,,,,,,,,2026-01-06,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.26,31.41,0.0,-0.03999999999999915,1.630841121495327,1.0,,,,,,,,,,,,,,,,,,,2026-01-07,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.29,31.38,0.029999999999997584,-0.030000000000001137,1.6267496111975117,1.0,,,,,,,,,,,,,,,,,,,2026-01-08,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.34,31.57,0.05000000000000071,0.19000000000000128,1.6323681489141675,1.0,,,,,,,,,,,,,,,,,,,2026-01-09,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.35,31.62,0.010000000000001563,0.05000000000000071,1.6341085271317828,1.0,,,,,,,,,,,,,,,,,,,2026-01-12,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.45,31.64,0.09999999999999787,0.019999999999999574,1.6267352185089976,1.0,,,,,,,,,,,,,,,,,,,2026-01-13,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.49,31.74,0.03999999999999915,0.09999999999999787,1.6285274499743458,1.0,,,,,,,,,,,,,,,,,,,2026-01-14,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
19.52,31.82,0.030000000000001137,0.08000000000000185,1.6301229508196722,1.0,,,,,,,,,,,,,,,,,,,2026-01-15,False,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,
