,bop date,eop date,day count,bop BWX price,eop BWX price,bop IGOV price,eop IGOV price,eop IGOV / eop BWX,bop IGOV / BWX moving avg,eop IGOV / BWX moving avg,eop BWX unit price,eop IGOV / eop IGOV,bop IGOV / IGOV moving avg,eop IGOV / IGOV moving avg,eop IGOV unit price,BWX unit price pct diff,IGOV unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,BWX shares per unit,bop BWX shares,eop BWX shares,eop BWX shares bought,eop BWX shares sold,eop BWX shares traded,IGOV shares per unit,bop IGOV shares,eop IGOV shares,eop IGOV shares bought,eop IGOV shares sold,eop IGOV shares traded,BWX daily commission,IGOV daily commission,daily total commissions,BWX cop,BWX pct cop,BWX daily position pnl,IGOV cop,IGOV pct cop,IGOV daily position pnl,daily position pnl,short BWX investment amount,long BWX investment amount,BWX investment amount,daily BWX borrow cost,short IGOV investment amount,long IGOV investment amount,IGOV investment amount,daily IGOV borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
211,2024-11-01,2024-11-04,3,22.01,22.16,39.99,40.24,1.815884476534296,1.8066540326015557,1.8071612807108313,40.035453362450475,1.0,1.0,1.0,40.24,-0.005096130178376114,0.0,-0.005096130178376114,False,False,True,0,0,4490.0,0.0,0.0,0.0,-0.0,0.0,2485.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.14999999999999858,0.006791966340712702,0.0,0.25,0.0062321029327567995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
212,2024-11-04,2024-11-05,1,22.16,22.28,40.24,40.41,1.8137342908438059,1.8071612807108313,1.8073623440388935,40.26355333423732,1.0,1.0,1.0,40.41,-0.003630603105301666,0.0,-0.003630603105301666,False,False,True,0,0,4473.0,0.0,0.0,0.0,-0.0,0.0,2475.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.120000000000001,0.005400553180000289,0.0,0.1699999999999946,0.004215753298898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
213,2024-11-05,2024-11-06,1,22.28,21.87,40.41,39.56,1.808870598994056,1.8073623440388935,1.8076237327180498,39.5270144641306,1.0,1.0,1.0,39.56,-0.0008341581233168527,0.0,-0.0008341581233168527,False,False,True,0,0,4569.0,0.0,0.0,0.0,-0.0,0.0,2528.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.41000000000000014,-0.01857358037040681,-0.0,-0.8499999999999943,-0.021258772335870802,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
214,2024-11-06,2024-11-07,1,21.87,22.1,39.56,40.03,1.8113122171945701,1.8076237327180498,1.8080874835246337,39.948484493068904,1.0,1.0,1.0,40.03,-0.002038436603894958,0.0,-0.002038436603894958,False,False,True,0,0,4515.0,0.0,0.0,0.0,-0.0,0.0,2498.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.23000000000000043,0.010461773835030625,0.0,0.46999999999999886,0.011810666249970896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
215,2024-11-07,2024-11-08,1,22.1,22.01,40.03,39.93,1.8141753748296228,1.8080874835246337,1.8087652376449366,39.79600551237719,1.0,1.0,1.0,39.93,-0.0033613778321656,0.0,-0.0033613778321656,False,False,True,0,0,4527.0,0.0,0.0,0.0,-0.0,0.0,2504.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.08999999999999986,-0.0040807129853368184,-0.0,-0.10000000000000142,-0.0025012519293522786,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
216,2024-11-08,2024-11-11,3,22.01,21.9,39.93,39.84,1.8191780821917811,1.8087652376449366,1.8096886335432518,39.61195870442411,1.0,1.0,1.0,39.84,-0.00574037255954809,0.0,-0.00574037255954809,False,False,True,0,0,4540.0,0.0,0.0,0.0,-0.0,0.0,2510.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.11000000000000298,-0.00501025871591526,-0.0,-0.0899999999999963,-0.002256488358732393,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
217,2024-11-11,2024-11-12,1,21.9,21.78,39.84,39.51,1.8140495867768593,1.8096886335432518,1.8102006788696947,39.41501843857203,1.0,1.0,1.0,39.51,-0.002406882105574357,0.0,-0.002406882105574357,False,False,True,0,0,4580.0,0.0,0.0,0.0,-0.0,0.0,2531.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.11999999999999744,-0.00549451931764059,-0.0,-0.3300000000000054,-0.008317628293098223,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
218,2024-11-12,2024-11-13,1,21.78,21.66,39.51,39.28,1.8134810710987996,1.8102006788696947,1.810568609975655,39.20894670431759,1.0,1.0,1.0,39.28,-0.0018105304778670837,0.0,-0.0018105304778670837,False,False,True,0,0,4609.0,0.0,0.0,0.0,-0.0,0.0,2546.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.120000000000001,-0.005524875931969916,-0.0,-0.22999999999999687,-0.005838320937034096,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
219,2024-11-13,2024-11-14,1,21.66,21.62,39.28,39.12,1.8094357076780756,1.810568609975655,1.8104932423346476,39.14449334767367,1.0,1.0,1.0,39.12,0.0006259121454860674,0.0,0.0006259121454860674,False,False,True,0,0,4628.0,0.0,0.0,0.0,-0.0,0.0,2556.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.03999999999999915,-0.001848429361782316,-0.0,-0.1600000000000037,-0.004081638319648619,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
220,2024-11-14,2024-11-15,1,21.62,21.7,39.12,39.27,1.8096774193548388,1.8104932423346476,1.8108796387786854,39.28770335866185,1.0,1.0,1.0,39.27,0.0004507096873926402,0.0,0.0004507096873926402,False,False,True,0,0,4610.0,0.0,0.0,0.0,-0.0,0.0,2546.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0799999999999983,0.003693448335351509,0.0,0.15000000000000568,0.003827023423301811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
221,2024-11-15,2024-11-18,3,21.7,21.79,39.27,39.52,1.8136759981642958,1.8108796387786854,1.8113168019155999,39.45906732898755,1.0,1.0,1.0,39.52,-0.0015430084239424944,0.0,-0.0015430084239424944,False,False,True,0,0,4582.0,0.0,0.0,0.0,-0.0,0.0,2530.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.08999999999999986,0.004138888410114611,0.0,0.25,0.00634600428974889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
222,2024-11-18,2024-11-19,1,21.79,21.82,39.52,39.55,1.8125572868927589,1.8113168019155999,1.811679973572934,39.52293261779839,1.0,1.0,1.0,39.55,-0.0006846181711673311,0.0,-0.0006846181711673311,False,False,True,0,0,4579.0,0.0,0.0,0.0,-0.0,0.0,2528.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.030000000000001137,0.0013758314483963265,0.0,0.02999999999999403,0.0007588213339956483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
223,2024-11-19,2024-11-20,1,21.82,21.69,39.55,39.33,1.813278008298755,1.811679973572934,1.8123033151775971,39.29533862679694,1.0,1.0,1.0,39.33,-0.0008816846083924264,0.0,-0.0008816846083924264,False,False,True,0,0,4607.0,0.0,0.0,0.0,-0.0,0.0,2543.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.129999999999999,-0.005975655566141737,-0.0,-0.21999999999999886,-0.005578107769944711,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
224,2024-11-20,2024-11-21,1,21.69,21.67,39.33,39.24,1.8107983387171205,1.8123033151775971,1.8123360507849071,39.272612839898535,1.0,1.0,1.0,39.24,0.000830766945452288,0.0,0.000830766945452288,False,False,True,0,0,4618.0,0.0,0.0,0.0,-0.0,0.0,2548.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.019999999999999574,-0.0009225092905153241,-0.0,-0.0899999999999963,-0.002290951746555713,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
225,2024-11-21,2024-11-22,1,21.67,21.64,39.24,39.2,1.811460258780037,1.8123360507849071,1.8124993383749668,39.218952138985394,1.0,1.0,1.0,39.2,0.00048335609791845074,0.0,0.00048335609791845074,False,False,True,0,0,4623.0,0.0,0.0,0.0,-0.0,0.0,2551.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.030000000000001137,-0.0013853615699869753,-0.0,-0.03999999999999915,-0.0010198879007454116,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
226,2024-11-22,2024-11-25,3,21.64,21.8,39.2,39.62,1.8174311926605502,1.8124993383749668,1.8129333698167454,39.51248557657428,1.0,1.0,1.0,39.62,-0.002717328763236295,0.0,-0.002717328763236295,False,False,True,0,0,4575.0,0.0,0.0,0.0,-0.0,0.0,2524.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.16000000000000014,0.007366515816762646,0.0,0.4199999999999946,0.010657294473987979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
227,2024-11-25,2024-11-26,1,21.8,21.82,39.62,39.43,1.807057745187901,1.8129333698167454,1.8127219229903613,39.558206129401384,1.0,1.0,1.0,39.43,0.0032462122706407278,0.0,0.0032462122706407278,False,False,False,0,0,4598.0,0.0,0.0,0.0,-0.0,0.0,2536.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.019999999999999574,0.0009170106098814064,0.0,-0.18999999999999773,-0.004807093380869047,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
228,2024-11-26,2024-11-27,1,21.82,22.01,39.43,39.85,1.8105406633348478,1.8127219229903613,1.8126211332122075,39.898009525017855,1.0,1.0,1.0,39.85,0.00120403082418512,0.0,0.00120403082418512,False,False,True,0,0,4548.0,0.0,0.0,0.0,-0.0,0.0,2509.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.19000000000000128,0.008669915133445562,0.0,0.4200000000000017,0.010595457346688292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
229,2024-11-27,2024-11-29,2,22.01,22.2,39.85,40.15,1.8085585585585586,1.8126211332122075,1.8126029142271118,40.24018915731101,1.0,1.0,1.0,40.15,0.002243786116069403,0.0,0.002243786116069403,True,False,True,0,0,4515.0,0.0,0.0,0.0,-0.0,0.0,2491.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.18999999999999773,0.008595393339863358,0.0,0.29999999999999716,0.007500035156546583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
230,2024-11-29,2024-12-02,3,22.2,22.13,40.15,40.02,1.8084048802530504,1.8126029142271118,1.812178087817229,40.112902491845986,1.0,1.0,1.0,40.02,0.002318711305359649,0.0,0.002318711305359649,False,False,True,0,0,4530.0,0.0,0.0,0.0,-0.0,0.0,2499.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07000000000000028,-0.0031581348152754387,-0.0,-0.12999999999999545,-0.0032431112371831636,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
231,2024-12-02,2024-12-03,1,22.13,22.08,40.02,39.97,1.810235507246377,1.812178087817229,1.811895639352833,40.01289217900442,1.0,1.0,1.0,39.97,0.001072533936884958,0.0,0.001072533936884958,False,False,True,0,0,4534.0,0.0,0.0,0.0,-0.0,0.0,2502.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.05000000000000071,-0.0022619326540637415,-0.0,-0.05000000000000426,-0.0012501564323552945,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
232,2024-12-03,2024-12-04,1,22.08,22.09,39.97,39.98,1.80986871887732,1.811895639352833,1.8117023607545086,40.02477467330408,1.0,1.0,1.0,39.98,0.0011193001458104249,0.0,0.0011193001458104249,False,False,True,0,0,4532.0,0.0,0.0,0.0,-0.0,0.0,2501.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.010000000000001563,0.0004527960231312186,0.0,0.00999999999999801,0.0002501563490218957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
233,2024-12-04,2024-12-05,1,22.09,22.2,39.98,40.14,1.8081081081081083,1.8117023607545086,1.8116642362102113,40.21979240875009,1.0,1.0,1.0,40.14,0.001985879569410774,0.0,0.001985879569410774,False,False,True,0,0,4513.0,0.0,0.0,0.0,-0.0,0.0,2491.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.10999999999999943,0.004967271446207871,0.0,0.1600000000000037,0.003994014295938237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
234,2024-12-05,2024-12-06,1,22.2,22.19,40.14,40.03,1.80396575033799,1.8116642362102113,1.8112969128673826,40.20082940150459,1.0,1.0,1.0,40.03,0.004258454285882445,0.0,0.004258454285882445,False,False,False,0,0,4526.0,0.0,0.0,0.0,-0.0,0.0,2498.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.00999999999999801,-0.0004505519337310942,-0.0,-0.10999999999999943,-0.0027441703637098667,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
235,2024-12-06,2024-12-09,3,22.19,22.12,40.03,40.08,1.8119349005424954,1.8112969128673826,1.8111848891530262,40.065887712626505,1.0,1.0,1.0,40.08,-0.00035216498118887686,0.0,-0.00035216498118887686,False,False,True,0,0,4519.0,0.0,0.0,0.0,-0.0,0.0,2495.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07000000000000028,-0.0031595602903684815,-0.0,0.04999999999999716,0.0012482837721269366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
236,2024-12-09,2024-12-10,1,22.12,22.07,40.08,40.05,1.8146805618486632,1.8111848891530262,1.81096001313587,39.97285050360729,1.0,1.0,1.0,40.05,-0.001928187256766359,0.0,-0.001928187256766359,False,False,True,0,0,4523.0,0.0,0.0,0.0,-0.0,0.0,2497.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.05000000000000071,-0.0022629563854890144,-0.0,-0.030000000000001137,-0.0007487832622411232,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
237,2024-12-10,2024-12-11,1,22.07,21.99,40.05,39.85,1.8121873578899501,1.81096001313587,1.8108669016915244,39.82301068885778,1.0,1.0,1.0,39.85,-0.0006775020032815319,0.0,-0.0006775020032815319,False,False,True,0,0,4544.0,0.0,0.0,0.0,-0.0,0.0,2509.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.08000000000000185,-0.0036314157019753275,-0.0,-0.19999999999999574,-0.005006268278144083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
238,2024-12-11,2024-12-12,1,21.99,21.87,39.85,39.55,1.808413351623228,1.8108669016915244,1.8106135157177459,39.60365913999364,1.0,1.0,1.0,39.55,0.0013558223030134702,0.0,0.0013558223030134702,False,False,True,0,0,4578.0,0.0,0.0,0.0,-0.0,0.0,2528.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.11999999999999744,-0.005471969877993268,-0.0,-0.30000000000000426,-0.007556711022561227,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
239,2024-12-12,2024-12-13,1,21.87,21.86,39.55,39.44,1.8042086001829825,1.8106135157177459,1.8103521603429915,39.580011453589925,1.0,1.0,1.0,39.44,0.003543699818162661,0.0,0.003543699818162661,False,False,False,0,0,4590.0,0.0,0.0,0.0,-0.0,0.0,2535.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.010000000000001563,-0.00045735194028399226,-0.0,-0.10999999999999943,-0.0027851644792282106,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.2784894444417,0.0
