SCHZ_price,SPAB_price,IUSB_price,BND_price,AGG_price,SCHZ_price_chg,SPAB_price_chg,IUSB_price_chg,BND_price_chg,AGG_price_chg,AGG/SCHZ,AGG/SPAB,AGG/IUSB,AGG/BND,AGG/AGG,AGG/SCHZ_moving_avg,AGG/SPAB_moving_avg,AGG/IUSB_moving_avg,AGG/BND_moving_avg,AGG/AGG_moving_avg,AGG/SCHZ_prev_moving_avg,AGG/SPAB_prev_moving_avg,AGG/IUSB_prev_moving_avg,AGG/BND_prev_moving_avg,AGG/AGG_prev_moving_avg,SCHZ_scaled_price,SPAB_scaled_price,IUSB_scaled_price,BND_scaled_price,AGG_scaled_price,SCHZ_scaled_comm,SPAB_scaled_comm,IUSB_scaled_comm,BND_scaled_comm,AGG_scaled_comm,SCHZ_scaled_price_minus_comm,SPAB_scaled_price_minus_comm,IUSB_scaled_price_minus_comm,BND_scaled_price_minus_comm,AGG_scaled_price_minus_comm,SCHZ_scaled_price_plus_comm,SPAB_scaled_price_plus_comm,IUSB_scaled_price_plus_comm,BND_scaled_price_plus_comm,AGG_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SCHZ_shs_per_unit,SPAB_shs_per_unit,IUSB_shs_per_unit,BND_shs_per_unit,AGG_shs_per_unit,SCHZ_current_shs,SPAB_current_shs,IUSB_current_shs,BND_current_shs,AGG_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SCHZ_tgt_shs,SPAB_tgt_shs,IUSB_tgt_shs,BND_tgt_shs,AGG_tgt_shs,SCHZ_tgt_inv_amt,SPAB_tgt_inv_amt,IUSB_tgt_inv_amt,BND_tgt_inv_amt,AGG_tgt_inv_amt,gross_inv_amt,net_inv_amt,SCHZ_shs_to_trade,SPAB_shs_to_trade,IUSB_shs_to_trade,BND_shs_to_trade,AGG_shs_to_trade,SCHZ_shs_to_buy,SPAB_shs_to_buy,IUSB_shs_to_buy,BND_shs_to_buy,AGG_shs_to_buy,SCHZ_shs_to_sell,SPAB_shs_to_sell,IUSB_shs_to_sell,BND_shs_to_sell,AGG_shs_to_sell,SCHZ_daily_comm,SPAB_daily_comm,IUSB_daily_comm,BND_daily_comm,AGG_daily_comm,daily_comm,SCHZ_daily_profit,SPAB_daily_profit,IUSB_daily_profit,BND_daily_profit,AGG_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.71,25.01,45.2,71.94,96.91,,,,,,4.267283135182739,3.8748500599760094,2.1440265486725663,1.3470948012232415,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-02,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.68,24.98,45.14,71.85,96.81,-0.030000000000001137,-0.030000000000001137,-0.060000000000002274,-0.09000000000000341,-0.09999999999999432,4.268518518518519,3.8755004003202562,2.1446610544971203,1.3473903966597078,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-03,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.66,24.94,45.1,71.78,96.71,-0.019999999999999574,-0.03999999999999915,-0.03999999999999915,-0.06999999999999318,-0.10000000000000853,4.267872903795234,3.8777064955894143,2.1443458980044343,1.3473112287545277,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-06,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.59,24.87,44.97,71.53,96.37,-0.07000000000000028,-0.07000000000000028,-0.13000000000000256,-0.25,-0.3399999999999892,4.266046923417441,3.874949738640933,2.1429842116966866,1.347266881028939,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-07,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.61,24.89,45.0,71.61,96.48,0.019999999999999574,0.019999999999999574,0.030000000000001137,0.0799999999999983,0.10999999999999943,4.267138434321097,3.8762555243069508,2.144,1.3472978634268957,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-08,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.49,24.76,44.77,71.24,95.94,-0.120000000000001,-0.129999999999999,-0.22999999999999687,-0.37000000000000455,-0.5400000000000063,4.265895953757226,3.8747980613893374,2.142952870225597,1.3467153284671534,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-10,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.46,24.73,44.72,71.17,95.85,-0.029999999999997584,-0.030000000000001137,-0.05000000000000426,-0.06999999999999318,-0.09000000000000341,4.267586821015137,3.8758592802264453,2.1433363148479425,1.3467753266825908,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-13,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.48,24.73,44.75,71.22,95.88,0.019999999999999574,0.0,0.030000000000001137,0.04999999999999716,0.030000000000001137,4.265124555160142,3.877072381722604,2.1425698324022346,1.346251053074979,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-14,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.67,24.95,45.1,71.79,96.71,0.19000000000000128,0.21999999999999886,0.3500000000000014,0.5700000000000074,0.8299999999999983,4.265990295544772,3.876152304609218,2.1443458980044343,1.347123554812648,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-15,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.72,25.01,45.19,71.93,96.92,0.04999999999999716,0.060000000000002274,0.0899999999999963,0.14000000000000057,0.21000000000000796,4.265845070422536,3.875249900039984,2.1447222836910824,1.347421103850966,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-16,False,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
