,from date,to date,from SCHH price,to SCHH price,SCHH cod,SCHH pct cod,from USRT price,to USRT price,USRT cod,USRT pct cod,to USRT / to SCHH,to USRT / to USRT,USRT / SCHH moving avg,yday USRT / SCHH moving avg,to SCHH unit price,USRT / USRT moving avg,yday USRT / USRT moving avg,to USRT unit price,SCHH unit price pct diff,USRT unit price pct diff,unit price pct diff
333,2022-12-15,2022-12-16,19.89,19.35,-0.5399999999999991,-0.0275246733900899,51.14,49.73,-1.4100000000000037,-0.0279585971363934,2.5700258397932814,1.0,2.5779561943441913,2.5779207535268003,49.88276658074359,1.0,1.0,49.73,0.0030672112773016736,0.0,0.0030672112773016736
334,2022-12-16,2022-12-19,19.35,19.12,-0.2300000000000004,-0.0119575118525356,49.73,49.17,-0.5599999999999952,-0.011324691302799,2.571652719665272,1.0,2.5777768776349537,2.5779561943441913,49.29052243586094,1.0,1.0,49.17,0.002448138463498235,0.0,0.002448138463498235
335,2022-12-19,2022-12-20,19.12,19.08,-0.0400000000000027,-0.0020942416031148,49.17,49.01,-0.1600000000000037,-0.0032593225023919,2.568658280922432,1.0,2.577734791681075,2.5777768776349537,49.18398282527491,1.0,1.0,49.01,0.003543659241331243,0.0,0.003543659241331243
336,2022-12-20,2022-12-21,19.08,19.24,0.1600000000000001,0.0083507792174198,49.01,49.42,0.4100000000000037,0.0083308416390078,2.568607068607069,1.0,2.5776363180736555,2.577734791681075,49.595617391943875,1.0,1.0,49.42,0.003547270233138728,0.0,0.003547270233138728
337,2022-12-21,2022-12-22,19.24,19.18,-0.0599999999999987,-0.0031233757822681,49.42,49.18,-0.240000000000002,-0.0048681637724175,2.5641293013555786,1.0,2.5771718025540773,2.5776363180736555,49.43906458065271,1.0,1.0,49.18,0.005253855888156441,0.0,0.005253855888156441
338,2022-12-22,2022-12-23,19.18,19.34,0.1600000000000001,0.008307420569856,49.18,49.62,0.4399999999999977,0.0089069414756083,2.565667011375388,1.0,2.5768590087827574,2.5771718025540773,49.842502661395855,1.0,1.0,49.62,0.004474108867303411,0.0,0.004474108867303411
339,2022-12-23,2022-12-27,19.34,19.35,0.0100000000000015,0.0005169294506425,49.62,49.58,-0.0399999999999991,-0.0008064516566104,2.562273901808785,1.0,2.57643029655984,2.5768590087827574,49.86222181994636,1.0,1.0,49.58,0.005676111665751754,0.0,0.005676111665751754
340,2022-12-27,2022-12-28,19.35,19.0,-0.3500000000000014,-0.0182534403093504,49.58,48.68,-0.8999999999999986,-0.0183192584877179,2.562105263157895,1.0,2.575914181096356,2.57643029655984,48.95217563463696,1.0,1.0,48.68,0.005575545929495356,0.0,0.005575545929495356
341,2022-12-28,2022-12-29,19.0,19.43,0.4299999999999997,0.0223792842229081,48.68,49.69,1.009999999999998,0.0205354374949027,2.557385486361297,1.0,2.57504445248187,2.575914181096356,50.0500125387022,1.0,1.0,49.69,0.007219050670489548,0.0,0.007219050670489548
342,2022-12-29,2022-12-30,19.43,19.29,-0.1400000000000005,-0.007231436471711,49.69,49.45,-0.2399999999999948,-0.004841647545508,2.5635044064282013,1.0,2.574500968826844,2.57504445248187,49.67260748837527,1.0,1.0,49.45,0.00449156591536565,0.0,0.00449156591536565
343,2022-12-30,2023-01-03,19.29,19.28,-0.009999999999998,-0.000518537735238,49.45,49.31,-0.1400000000000005,-0.0028351578326864,2.557572614107884,1.0,2.573618537585335,2.574500968826844,49.63637867898156,1.0,1.0,49.31,0.006597105766858765,0.0,0.006597105766858765
344,2023-01-03,2023-01-04,19.28,19.71,0.4299999999999997,0.0220578319822292,49.31,50.36,1.0499999999999972,0.0210703089401115,2.5550481988838154,1.0,2.5726528704138523,2.573618537585335,50.72602137580696,1.0,1.0,50.36,0.007241811883669277,0.0,0.007241811883669277
345,2023-01-04,2023-01-05,19.71,19.17,-0.5399999999999991,-0.0277795641070757,50.36,48.99,-1.3699999999999974,-0.0275810135256629,2.555555555555556,1.0,2.5715524268677292,2.5726528704138523,49.317755525833554,1.0,1.0,48.99,0.006667973212586135,0.0,0.006667973212586135
346,2023-01-05,2023-01-06,19.17,19.69,0.5199999999999996,0.0267643355934809,48.99,50.29,1.2999999999999972,0.0261900545333898,2.5540883697308274,1.0,2.5692009510453273,2.5715524268677292,50.633867285025595,1.0,1.0,50.29,0.006814416152184573,0.0,0.006814416152184573
347,2023-01-06,2023-01-09,19.69,19.66,-0.0300000000000011,-0.0015247779320136,50.29,50.24,-0.0499999999999971,-0.00099472802393,2.555442522889115,1.0,2.5667915340732934,2.5692009510453273,50.510490697551134,1.0,1.0,50.24,0.005369529132285209,0.0,0.005369529132285209
348,2023-01-09,2023-01-10,19.66,19.71,0.0500000000000007,0.0025400064456083,50.24,50.28,0.0399999999999991,0.0007958615621033,2.550989345509893,1.0,2.56442690331948,2.5667915340732934,50.59146113658461,1.0,1.0,50.28,0.006175426089700783,0.0,0.006175426089700783
349,2023-01-10,2023-01-11,19.71,20.42,0.7100000000000009,0.0353886915718907,50.28,52.09,1.8100000000000025,0.0353656080350536,2.550930460333007,1.0,2.562068760003968,2.56442690331948,52.36559736578379,1.0,1.0,52.09,0.005276845132985913,0.0,0.005276845132985913
350,2023-01-11,2023-01-12,20.42,20.68,0.259999999999998,0.0126522369037088,52.09,52.83,0.7399999999999949,0.0141062194191241,2.5546421663442938,1.0,2.561584998434539,2.562068760003968,52.98358195688206,1.0,1.0,52.83,0.0029028799874459225,0.0,0.0029028799874459225
351,2023-01-12,2023-01-13,20.68,20.53,-0.1499999999999985,-0.0072798186093861,52.83,52.42,-0.4099999999999966,-0.0077910132809641,2.553336580613736,1.0,2.5606378185233476,2.561584998434539,52.58934001786108,1.0,1.0,52.42,0.0032252400524424253,0.0,0.0032252400524424253
352,2023-01-13,2023-01-17,20.53,20.59,0.0599999999999987,0.0029182900088557,52.42,52.65,0.2299999999999968,0.0043780406847241,2.557066537153958,1.0,2.5599340815298643,2.5606378185233476,52.723532683395725,1.0,1.0,52.65,0.001395657779693405,0.0,0.001395657779693405
353,2023-01-17,2023-01-18,20.59,20.3,-0.2899999999999991,-0.0141846349919564,52.65,52.07,-0.5799999999999983,-0.0110772714051767,2.565024630541872,1.0,2.5596840210672935,2.5599340815298643,51.966661855056245,1.0,1.0,52.07,-0.001986572369513238,0.0,-0.001986572369513238
354,2023-01-18,2023-01-19,20.3,20.19,-0.1099999999999994,-0.0054334537229955,52.07,51.74,-0.3299999999999983,-0.0063577904169246,2.562654779593858,1.0,2.5592341240637233,2.5596840210672935,51.68002038534866,1.0,1.0,51.74,-0.001159922830273546,0.0,-0.001159922830273546
355,2023-01-19,2023-01-20,20.19,20.43,0.2399999999999984,0.0118169765047845,51.74,52.42,0.6799999999999997,0.0130570211373771,2.5658345570239844,1.0,2.5590929378688005,2.5592341240637233,52.28515315462187,1.0,1.0,52.42,-0.0025757456222245873,0.0,-0.0025757456222245873
356,2023-01-20,2023-01-23,20.43,20.5,0.0700000000000002,0.0034204773148317,52.42,52.91,0.4899999999999949,0.00930415902078,2.580975609756097,1.0,2.559711364926252,2.5590929378688005,52.46140522631041,1.0,1.0,52.91,-0.008514596211774852,0.0,-0.008514596211774852
357,2023-01-23,2023-01-24,20.5,20.57,0.0700000000000002,0.0034088175205033,52.91,53.17,0.2600000000000051,0.0049019706002069,2.584832280019446,1.0,2.5607465138594456,2.559711364926252,52.653262776533005,1.0,1.0,53.17,-0.00976611979213515,0.0,-0.00976611979213515
358,2023-01-24,2023-01-25,20.57,20.59,0.0199999999999995,0.0009718173748322,53.17,53.08,-0.0900000000000034,-0.0016941180522403,2.577950461389024,1.0,2.5613606863601275,2.5607465138594456,52.725770720365986,1.0,1.0,53.08,-0.006695865465542113,0.0,-0.006695865465542113
359,2023-01-25,2023-01-26,20.59,20.8,0.2100000000000008,0.0101474656675741,53.08,53.56,0.480000000000004,0.0090023113589649,2.575,1.0,2.5619969912696883,2.5613606863601275,53.27630227629065,1.0,1.0,53.56,-0.0053108987205206185,0.0,-0.0053108987205206185
360,2023-01-26,2023-01-27,20.8,21.03,0.2300000000000004,0.0109970030073361,53.56,54.37,0.8099999999999952,0.0150100103348574,2.5853542558250115,1.0,2.5631594409030436,2.5619969912696883,53.878796726401546,1.0,1.0,54.37,-0.009075512337171007,0.0,-0.009075512337171007
361,2023-01-27,2023-01-30,21.03,20.77,-0.2600000000000015,-0.0124403518265875,54.37,53.62,-0.75,-0.013890398350016,2.581608088589312,1.0,2.5643705710144444,2.5631594409030436,53.236821587556214,1.0,1.0,53.62,-0.007171840770810417,0.0,-0.007171840770810417
362,2023-01-30,2023-01-31,20.77,21.19,0.4200000000000017,0.0200197343921868,53.62,54.74,1.1200000000000043,0.0206725708047198,2.58329400660689,1.0,2.565360051023379,2.5643705710144444,54.33901239979608,1.0,1.0,54.74,-0.007352274240363347,0.0,-0.007352274240363347
363,2023-01-31,2023-02-01,21.19,21.33,0.139999999999997,0.0065851602030513,54.74,54.95,0.2100000000000008,0.0038289772370974,2.5761837787154245,1.0,2.5662906092537563,2.565360051023379,54.719129888328666,1.0,1.0,54.95,-0.004210308825344523,0.0,-0.004210308825344523
364,2023-02-01,2023-02-02,21.33,21.78,0.4500000000000028,0.0208775850215553,54.95,56.28,1.3299999999999983,0.0239155513965579,2.584022038567493,1.0,2.56773930123794,2.5662906092537563,55.89380946954682,1.0,1.0,56.28,-0.006885601159504645,0.0,-0.006885601159504645
365,2023-02-02,2023-02-03,21.78,21.37,-0.4100000000000001,-0.0190040481737582,56.28,55.29,-0.990000000000002,-0.0177471718963467,2.58727187646233,1.0,2.5693251172832787,2.56773930123794,54.87258886745478,1.0,1.0,55.29,-0.007578128553917633,0.0,-0.007578128553917633
366,2023-02-03,2023-02-06,21.37,21.26,-0.1099999999999994,-0.0051606964172544,55.29,54.98,-0.3100000000000023,-0.0056225776127419,2.586077140169332,1.0,2.570924555805204,2.5693251172832787,54.62385199344251,1.0,1.0,54.98,-0.0064988456805398056,0.0,-0.0064988456805398056
367,2023-02-06,2023-02-07,21.26,21.18,-0.0800000000000018,-0.0037700327405415,54.98,54.81,-0.1699999999999946,-0.0030968236790744,2.587818696883853,1.0,2.5725433645049405,2.570924555805204,54.452182091954214,1.0,1.0,54.81,-0.006549735331368731,0.0,-0.006549735331368731
368,2023-02-07,2023-02-08,21.18,21.11,-0.0700000000000002,-0.0033104783130311,54.81,54.67,-0.1400000000000005,-0.0025575461511171,2.5897678825201327,1.0,2.574482291355453,2.5725433645049405,54.306390424699295,1.0,1.0,54.67,-0.006673205512273643,0.0,-0.006673205512273643
369,2023-02-08,2023-02-09,21.11,20.87,-0.2399999999999984,-0.0114341407711198,54.67,54.03,-0.6400000000000006,-0.0117756650509334,2.5888835649257307,1.0,2.5763799465850887,2.574482291355453,53.729445420588306,1.0,1.0,54.03,-0.0055782647656033284,0.0,-0.0055782647656033284
370,2023-02-09,2023-02-10,20.87,20.95,0.0799999999999983,0.0038259252790372,54.03,54.24,0.2100000000000008,0.0038791957761657,2.589021479713604,1.0,2.5780989122535543,2.5763799465850887,53.975159880957605,1.0,1.0,54.24,-0.004894705105825621,0.0,-0.004894705105825621
371,2023-02-10,2023-02-13,20.95,21.14,0.1900000000000012,0.0090283340739448,54.24,54.74,0.5,0.0091760599803928,2.589403973509934,1.0,2.5799022818983643,2.5780989122535543,54.50101100504014,1.0,1.0,54.74,-0.0043754515641988,0.0,-0.0043754515641988
372,2023-02-13,2023-02-14,21.14,20.94,-0.1999999999999993,-0.0095057749997007,54.74,54.3,-0.4400000000000048,-0.0080704766726433,2.5931232091690544,1.0,2.581705115499119,2.5799022818983643,54.02315378295175,1.0,1.0,54.3,-0.005111498514449688,0.0,-0.005111498514449688
373,2023-02-14,2023-02-15,20.94,21.01,0.0700000000000002,0.0033373094145182,54.3,54.47,0.1700000000000017,0.0031258644556934,2.5925749643027127,1.0,2.5830826321871614,2.581705115499119,54.241624476636495,1.0,1.0,54.47,-0.004201498421433149,0.0,-0.004201498421433149
374,2023-02-15,2023-02-16,21.01,20.82,-0.1900000000000012,-0.0090844516700862,54.47,54.07,-0.3999999999999986,-0.0073705880016695,2.5970220941402498,1.0,2.5848009979144804,2.5830826321871614,53.7797804021367,1.0,1.0,54.07,-0.005381935824143935,0.0,-0.005381935824143935
375,2023-02-16,2023-02-17,20.82,20.73,-0.0899999999999998,-0.0043321367391345,54.07,53.88,-0.1899999999999977,-0.0035201518517502,2.5991316931982635,1.0,2.586465854723195,2.5848009979144804,53.58292468676718,1.0,1.0,53.88,-0.00552890349611016,0.0,-0.00552890349611016
376,2023-02-17,2023-02-21,20.73,20.35,-0.379999999999999,-0.0185010145590841,53.88,52.96,-0.9200000000000016,-0.0172224399134104,2.6024570024570024,1.0,2.58753992435824,2.586465854723195,52.63458014361702,1.0,1.0,52.96,-0.006163590710066799,0.0,-0.006163590710066799
377,2023-02-21,2023-02-22,20.35,20.16,-0.1900000000000012,-0.0093804686854361,52.96,52.57,-0.3900000000000005,-0.007391296797396,2.607638888888889,1.0,2.5886802548017123,2.58753992435824,52.164804875062124,1.0,1.0,52.57,-0.007737583452070316,0.0,-0.007737583452070316
378,2023-02-22,2023-02-23,20.16,20.3,0.1400000000000005,0.0069204428445737,52.57,52.91,0.3399999999999963,0.0064467420846835,2.6064039408866995,1.0,2.590102928776596,2.5886802548017123,52.55020917247476,1.0,1.0,52.91,-0.006823279154289311,0.0,-0.006823279154289311
379,2023-02-23,2023-02-24,20.3,19.97,-0.3300000000000018,-0.0163897386200178,52.91,52.19,-0.7199999999999989,-0.0137014512607184,2.613420130195293,1.0,2.5920239352863605,2.590102928776596,51.72435548766862,1.0,1.0,52.19,-0.0089621424654134,0.0,-0.0089621424654134
380,2023-02-24,2023-02-27,19.97,20.0,0.0300000000000011,0.0015011261262671,52.19,52.23,0.0399999999999991,0.0007661367928854,2.6115,1.0,2.59333122249511,2.5920239352863605,51.84047870572721,1.0,1.0,52.23,-0.007485756154246532,0.0,-0.007485756154246532
381,2023-02-27,2023-02-28,20.0,19.97,-0.0300000000000011,-0.0015011261262672,52.23,52.04,-0.1899999999999977,-0.0036443888039028,2.6059088632949425,1.0,2.5945462612303913,2.59333122249511,51.78882451322734,1.0,1.0,52.04,-0.004838270642622485,0.0,-0.004838270642622485
382,2023-02-28,2023-03-01,19.97,19.7,-0.2699999999999996,-0.0136125116837809,52.04,51.37,-0.6700000000000017,-0.012958309165128,2.6076142131979694,1.0,2.5957622715599453,2.5945462612303913,51.11256134623871,1.0,1.0,51.37,-0.005024058569254247,0.0,-0.005024058569254247
383,2023-03-01,2023-03-02,19.7,19.96,0.2600000000000015,0.0131116351393751,51.37,52.06,0.6900000000000048,0.0133425550872428,2.608216432865732,1.0,2.5973639042674606,2.5957622715599453,51.81141494033651,1.0,1.0,52.06,-0.004786408934361956,0.0,-0.004786408934361956
384,2023-03-02,2023-03-03,19.96,20.25,0.2899999999999991,0.0144245226692302,52.06,52.86,0.7999999999999972,0.0152500096097238,2.6103703703703705,1.0,2.598681320857605,2.5973639042674606,52.59661906141608,1.0,1.0,52.86,-0.004995067897229106,0.0,-0.004995067897229106
385,2023-03-03,2023-03-06,20.25,20.18,-0.0700000000000002,-0.0034627786270852,52.86,52.75,-0.1099999999999994,-0.0020831368199672,2.6139742319127848,1.0,2.6000164386301274,2.598681320857605,52.441389054906466,1.0,1.0,52.75,-0.005867625350268143,0.0,-0.005867625350268143
386,2023-03-06,2023-03-07,20.18,19.71,-0.4699999999999988,-0.023565893760834,52.75,51.64,-1.1099999999999994,-0.021267206377734,2.6199898528665653,1.0,2.601712074264989,2.6000164386301274,51.24632400539981,1.0,1.0,51.64,-0.007652677256314752,0.0,-0.007652677256314752
387,2023-03-07,2023-03-08,19.71,19.93,0.2199999999999988,0.0111000130600744,51.64,52.16,0.519999999999996,0.0100193516399555,2.617160060210737,1.0,2.6031791424313333,2.601712074264989,51.852121640101224,1.0,1.0,52.16,-0.005920064973817356,0.0,-0.005920064973817356
388,2023-03-08,2023-03-09,19.93,19.48,-0.4499999999999993,-0.0228378360103143,52.16,50.95,-1.2099999999999935,-0.0234711579496635,2.6155030800821355,1.0,2.6044659023094336,2.6031791424313333,50.709929694562376,1.0,1.0,50.95,-0.004723016284333484,0.0,-0.004723016284333484
389,2023-03-09,2023-03-10,19.48,18.86,-0.620000000000001,-0.0323450210090776,50.95,48.98,-1.970000000000006,-0.0394327081447122,2.5970307529162246,1.0,2.604873261708958,2.6044659023094336,49.12022691755592,1.0,1.0,48.98,0.002858851961277742,0.0,0.002858851961277742
390,2023-03-10,2023-03-13,18.86,19.11,0.25,0.0131684810468703,48.98,49.54,0.5600000000000023,0.0113683725371918,2.5923600209314497,1.0,2.60504018876985,2.604873261708958,49.77912803125819,1.0,1.0,49.54,0.00481535627761383,0.0,0.00481535627761383
391,2023-03-13,2023-03-14,19.11,19.3,0.1900000000000012,0.0098933376586582,49.54,50.03,0.490000000000002,0.0098424014389002,2.5922279792746115,1.0,2.6051813890580844,2.60504018876985,50.27727564325811,1.0,1.0,50.03,0.004930373047859233,0.0,0.004930373047859233
392,2023-03-14,2023-03-15,19.3,19.3,0.0,0.0,50.03,49.91,-0.1200000000000045,-0.0024014420185958,2.5860103626943003,1.0,2.6048257467343463,2.6051813890580844,50.28000080882103,1.0,1.0,49.91,0.0073860163268659115,0.0,0.0073860163268659115
393,2023-03-15,2023-03-16,19.3,19.25,-0.0500000000000007,-0.0025940351770466,49.91,49.61,-0.2999999999999971,-0.0060289571685602,2.577142857142857,1.0,2.604054141376354,2.6048257467343463,50.14289562463617,1.0,1.0,49.61,0.010684415540186969,0.0,0.010684415540186969
394,2023-03-16,2023-03-17,19.25,18.81,-0.4400000000000013,-0.0231224174208542,49.61,48.39,-1.2199999999999989,-0.0248992455077303,2.572567783094099,1.0,2.6028314258240464,2.604054141376354,48.982258399289215,1.0,1.0,48.39,0.012164978257075335,0.0,0.012164978257075335
395,2023-03-17,2023-03-20,18.81,19.02,0.2100000000000008,0.0111024138043053,48.39,49.03,0.6400000000000006,0.0131391748579146,2.577812828601472,1.0,2.6017654825942067,2.6028314258240464,49.50585371917336,1.0,1.0,49.03,0.009658563872697557,0.0,0.009658563872697557
396,2023-03-20,2023-03-21,19.02,18.93,-0.0899999999999998,-0.0047430918960127,49.03,48.9,-0.1300000000000025,-0.0026549591823156,2.583201267828843,1.0,2.6008026958627988,2.6017654825942067,49.251420585508335,1.0,1.0,48.9,0.007160815097084422,0.0,0.007160815097084422
397,2023-03-21,2023-03-22,18.93,18.11,-0.8200000000000003,-0.0442836933259095,48.9,46.97,-1.93,-0.0402682964419225,2.593594699061292,1.0,2.6001004863714186,2.6008026958627988,47.100536822075284,1.0,1.0,46.97,0.002775298414807894,0.0,0.002775298414807894
398,2023-03-22,2023-03-23,18.11,18.01,-0.0999999999999978,-0.0055371127074571,46.97,46.44,-0.5300000000000011,-0.011347943209213,2.5785674625208213,1.0,2.598708662453125,2.6001004863714186,46.827809759549254,1.0,1.0,46.44,0.008316095243164148,0.0,0.008316095243164148
399,2023-03-23,2023-03-24,18.01,18.47,0.4599999999999973,0.0252206350232836,46.44,47.53,1.0900000000000034,0.0231999337962274,2.573362208987548,1.0,2.5967057663927378,2.598708662453125,47.99814899550922,1.0,1.0,47.53,0.009801356944858973,0.0,0.009801356944858973
400,2023-03-24,2023-03-27,18.47,18.46,-0.009999999999998,-0.0005415651364423,47.53,47.67,0.1400000000000005,0.0029411785908162,2.5823401950162514,1.0,2.5952477761435504,2.5967057663927378,47.93518844760994,1.0,1.0,47.67,0.005547588620028111,0.0,0.005547588620028111
401,2023-03-27,2023-03-28,18.46,18.41,-0.0500000000000007,-0.0027122338297196,47.67,47.62,-0.0500000000000042,-0.0010494281580176,2.5866376969038565,1.0,2.594284217823996,2.5952477761435504,47.77851155880276,1.0,1.0,47.62,0.0033231483822357554,0.0,0.0033231483822357554
402,2023-03-28,2023-03-29,18.41,18.84,0.4299999999999997,0.0230882739032304,47.62,48.67,1.0500000000000045,0.0218099827866462,2.583333333333333,1.0,2.5930701738307644,2.594284217823996,48.87631466380409,1.0,1.0,48.67,0.004230092590564155,0.0,0.004230092590564155
403,2023-03-29,2023-03-30,18.84,19.07,0.2300000000000004,0.0121341504641107,48.67,49.29,0.6199999999999974,0.0126583968719234,2.5846879916098584,1.0,2.5918937517679708,2.5930701738307644,49.44984821495268,1.0,1.0,49.29,0.003237767881661893,0.0,0.003237767881661893
404,2023-03-30,2023-03-31,19.07,19.5,0.4299999999999997,0.0222980459573733,49.29,50.4,1.1099999999999994,0.0222699543600365,2.5846153846153848,1.0,2.590606002480221,2.5918937517679708,50.54192815947543,1.0,1.0,50.4,0.0028120773120012895,0.0,0.0028120773120012895
405,2023-03-31,2023-04-03,19.5,19.33,-0.1700000000000017,-0.0087561723494617,50.4,50.06,-0.3399999999999963,-0.0067688890736947,2.589756854630109,1.0,2.5893951336160876,2.590606002480221,50.07641402794267,1.0,1.0,50.06,0.0003278333511143419,0.0,0.0003278333511143419
406,2023-04-03,2023-04-04,19.33,19.31,-0.0199999999999995,-0.0010351967798164,50.06,49.95,-0.1099999999999994,-0.0021997809090656,2.5867426204039363,1.0,2.587732771992956,2.5893951336160876,50.001220030126646,1.0,1.0,49.95,0.001024900638426484,0.0,0.001024900638426484
407,2023-04-04,2023-04-05,19.31,19.22,-0.0899999999999998,-0.0046716928982766,49.95,49.59,-0.3599999999999994,-0.00723330459352,2.58012486992716,1.0,2.585881012478777,2.587732771992956,49.73622387770462,1.0,1.0,49.59,0.0029443177769305612,0.0,0.0029443177769305612
408,2023-04-05,2023-04-06,19.22,19.34,0.120000000000001,0.0062240864830018,49.59,49.96,0.3699999999999974,0.0074334847563344,2.5832471561530506,1.0,2.5842682162823225,2.585881012478777,50.010938781339554,1.0,1.0,49.96,0.0010190718696626384,0.0,0.0010190718696626384
409,2023-04-06,2023-04-10,19.34,19.43,0.0899999999999998,0.0046427733642004,49.96,50.16,0.1999999999999957,0.0039952110672882,2.581574884199691,1.0,2.5834954228464966,2.5842682162823225,50.212331442365524,1.0,1.0,50.16,0.0010427464691766671,0.0,0.0010427464691766671
410,2023-04-10,2023-04-11,19.43,19.52,0.0899999999999998,0.0046213175955976,50.16,50.29,0.1300000000000025,0.0025883538592082,2.576331967213114,1.0,2.5826940201605795,2.5834954228464966,50.42983065396361,1.0,1.0,50.29,0.0027766278575520414,0.0,0.0027766278575520414
411,2023-04-11,2023-04-12,19.52,19.4,-0.120000000000001,-0.006166514915664,50.29,50.03,-0.259999999999998,-0.0051834246837596,2.5788659793814435,1.0,2.582025920165921,2.5826940201605795,50.10426399111524,1.0,1.0,50.03,0.0014832885721871938,0.0,0.0014832885721871938
412,2023-04-12,2023-04-13,19.4,19.33,-0.0700000000000002,-0.0036147728490429,50.03,49.7,-0.3299999999999983,-0.0066178923975306,2.571132953957579,1.0,2.581282049729085,2.582025920165921,49.91056103680725,1.0,1.0,49.7,0.004227691285646477,0.0,0.004227691285646477
413,2023-04-13,2023-04-14,19.33,19.04,-0.2899999999999991,-0.0151162638570202,49.7,48.98,-0.720000000000006,-0.0145928815785615,2.5724789915966384,1.0,2.5810488564517744,2.581282049729085,49.14761022684178,1.0,1.0,48.98,0.0034161718492571103,0.0,0.0034161718492571103
414,2023-04-14,2023-04-17,19.04,19.43,0.3900000000000005,0.0202762340261293,48.98,50.13,1.1500000000000057,0.0232075797513904,2.5800308800823477,1.0,2.5814220113011865,2.5810488564517744,50.14977928085798,1.0,1.0,50.13,0.0003944819435447498,0.0,0.0003944819435447498
415,2023-04-17,2023-04-18,19.43,19.4,-0.0300000000000011,-0.0015451973200663,50.13,49.96,-0.1700000000000017,-0.003396946018035,2.575257731958763,1.0,2.581294256469051,2.5814220113011865,50.079587019243014,1.0,1.0,49.96,0.0023907950795978568,0.0,0.0023907950795978568
416,2023-04-18,2023-04-19,19.4,19.53,0.1300000000000025,0.0066786788193053,49.96,50.3,0.3399999999999963,0.0067823918483165,2.575524833589349,1.0,2.580910434757077,2.581294256469051,50.41267682884057,1.0,1.0,50.3,0.002237590726432727,0.0,0.002237590726432727
417,2023-04-19,2023-04-20,19.53,19.3,-0.2300000000000004,-0.0118466489777477,50.3,49.95,-0.3499999999999943,-0.0069825720111309,2.588082901554404,1.0,2.580634844881732,2.580910434757077,49.81157139081159,1.0,1.0,49.95,-0.0027751908095064995,0.0,-0.0027751908095064995
418,2023-04-20,2023-04-21,19.3,19.34,0.0399999999999991,0.0020703941143082,49.95,50.11,0.1599999999999966,0.0031980838770707,2.5910031023784903,1.0,2.581256626874615,2.580634844881732,49.909477900012696,1.0,1.0,50.11,-0.004009666374068952,0.0,-0.004009666374068952
419,2023-04-21,2023-04-24,19.34,19.27,-0.0700000000000002,-0.0036260075988732,50.11,49.96,-0.1499999999999985,-0.0029979037142562,2.5926310326933057,1.0,2.5822200680599035,2.581256626874615,49.74081519987383,1.0,1.0,49.96,-0.004396857794992142,0.0,-0.004396857794992142
420,2023-04-24,2023-04-25,19.27,19.09,-0.1799999999999997,-0.0093848446886187,49.96,49.5,-0.4600000000000008,-0.0092500156827323,2.5929806181246726,1.0,2.5827520892153246,2.5822200680599035,49.29458109926356,1.0,1.0,49.5,-0.0041585114179376,0.0,-0.0041585114179376
421,2023-04-25,2023-04-26,19.09,18.9,-0.1900000000000012,-0.0100027156720596,49.5,49.06,-0.4399999999999977,-0.0089286307443013,2.595767195767196,1.0,2.5832085641584914,2.5827520892153246,48.81401448616963,1.0,1.0,49.06,-0.005026585106485943,0.0,-0.005026585106485943
422,2023-04-26,2023-04-27,18.9,19.32,0.4200000000000017,0.0219789067187753,49.06,50.08,1.019999999999996,0.0205776879614998,2.592132505175983,1.0,2.583648522750624,2.5832085641584914,49.90758945954205,1.0,1.0,50.08,-0.0034486422217989672,0.0,-0.0034486422217989672
423,2023-04-27,2023-04-28,19.32,19.54,0.2199999999999988,0.0113228178302646,50.08,50.81,0.730000000000004,0.0144714588137975,2.6003070624360287,1.0,2.5844294762919326,2.583648522750624,50.48449213454719,1.0,1.0,50.81,-0.0064269829296339735,0.0,-0.0064269829296339735
424,2023-04-28,2023-05-01,19.54,19.39,-0.1499999999999985,-0.0077061773600762,50.81,50.45,-0.3599999999999994,-0.0071104388060226,2.6018566271273853,1.0,2.585291538417532,2.5844294762919326,50.112087545300575,1.0,1.0,50.45,-0.0067204994400583695,0.0,-0.0067204994400583695
425,2023-05-01,2023-05-02,19.39,19.07,-0.3200000000000003,-0.0166410496422327,50.45,49.76,-0.6900000000000048,-0.013771298368694,2.609334032511798,1.0,2.586270397311617,2.585291538417532,49.30150963762234,1.0,1.0,49.76,-0.009256746398320902,0.0,-0.009256746398320902
426,2023-05-02,2023-05-03,19.07,19.0,-0.0700000000000002,-0.0036774404458873,49.76,49.68,-0.0799999999999983,-0.0016090108057006,2.614736842105263,1.0,2.5876701083966833,2.586270397311617,49.13913754892072,1.0,1.0,49.68,-0.010946621583223248,0.0,-0.010946621583223248
427,2023-05-03,2023-05-04,19.0,19.18,0.1799999999999997,0.0094290902888516,49.68,50.13,0.4500000000000028,0.0090171936501888,2.613660062565172,1.0,2.589346868028584,2.5876701083966833,49.631512679048384,1.0,1.0,50.13,-0.009993663014037944,0.0,-0.009993663014037944
428,2023-05-04,2023-05-05,19.18,19.47,0.2899999999999991,0.0150067499288161,50.13,50.98,0.8499999999999943,0.0168137676725571,2.6183872624550597,1.0,2.5911038733436844,2.589346868028584,50.41458352051653,1.0,1.0,50.98,-0.011152910160090066,0.0,-0.011152910160090066
