BWX_price,IGOV_price,BWX_price_chg,IGOV_price_chg,IGOV/BWX,IGOV/IGOV,IGOV/BWX_moving_avg,IGOV/IGOV_moving_avg,IGOV/BWX_prev_moving_avg,IGOV/IGOV_prev_moving_avg,BWX_scaled_price,IGOV_scaled_price,BWX_scaled_comm,IGOV_scaled_comm,BWX_scaled_price_minus_comm,IGOV_scaled_price_minus_comm,BWX_scaled_price_plus_comm,IGOV_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date
21.27,38.19,,,1.7954866008462622,1.0,,,,,,,,,,,,,,,,,,,2025-01-02,False
21.29,38.07,0.019999999999999574,-0.11999999999999744,1.7881634570220761,1.0,,,,,,,,,,,,,,,,,,,2025-01-03,False
21.31,38.29,0.019999999999999574,0.21999999999999886,1.7968090098545284,1.0,,,,,,,,,,,,,,,,,,,2025-01-06,False
21.24,38.05,-0.07000000000000028,-0.240000000000002,1.7914312617702448,1.0,,,,,,,,,,,,,,,,,,,2025-01-07,False
21.14,37.94,-0.09999999999999787,-0.10999999999999943,1.7947019867549667,1.0,,,,,,,,,,,,,,,,,,,2025-01-08,False
20.94,37.48,-0.1999999999999993,-0.46000000000000085,1.7898758357211078,1.0,,,,,,,,,,,,,,,,,,,2025-01-10,False
20.96,37.39,0.019999999999999574,-0.0899999999999963,1.7838740458015268,1.0,,,,,,,,,,,,,,,,,,,2025-01-13,False
20.98,37.53,0.019999999999999574,0.14000000000000057,1.7888465204957102,1.0,,,,,,,,,,,,,,,,,,,2025-01-14,False
21.16,37.89,0.17999999999999972,0.35999999999999943,1.7906427221172023,1.0,,,,,,,,,,,,,,,,,,,2025-01-15,False
21.22,37.97,0.05999999999999872,0.0799999999999983,1.789349670122526,1.0,,,,,,,,,,,,,,,,,,,2025-01-16,False
21.17,37.86,-0.04999999999999716,-0.10999999999999943,1.7883797827113839,1.0,,,,,,,,,,,,,,,,,,,2025-01-17,False
21.43,38.55,0.259999999999998,0.6899999999999977,1.798880074661689,1.0,,,,,,,,,,,,,,,,,,,2025-01-21,False
21.43,38.51,0.0,-0.03999999999999915,1.7970135324311711,1.0,,,,,,,,,,,,,,,,,,,2025-01-22,False
21.4,38.46,-0.030000000000001137,-0.04999999999999716,1.7971962616822432,1.0,,,,,,,,,,,,,,,,,,,2025-01-23,False
21.5,38.71,0.10000000000000142,0.25,1.80046511627907,1.0,,,,,,,,,,,,,,,,,,,2025-01-24,False
21.57,38.65,0.07000000000000028,-0.060000000000002274,1.7918405192396847,1.0,,,,,,,,,,,,,,,,,,,2025-01-27,False
21.5,38.58,-0.07000000000000028,-0.07000000000000028,1.7944186046511628,1.0,,,,,,,,,,,,,,,,,,,2025-01-28,False
21.45,38.36,-0.05000000000000071,-0.21999999999999886,1.7883449883449885,1.0,,,,,,,,,,,,,,,,,,,2025-01-29,False
21.52,38.52,0.07000000000000028,0.1600000000000037,1.7899628252788107,1.0,,,,,,,,,,,,,,,,,,,2025-01-30,False
21.41,38.59,-0.10999999999999943,0.07000000000000028,1.8024287716020553,1.0,1.7929055793694204,1.0,,,,,,,,,,,,,,,,,2025-01-31,False
21.38,38.49,-0.030000000000001137,-0.10000000000000142,1.8002806361085129,1.0,1.7931452811325332,1.0,1.7929055793694204,1.0,38.33232128691821,38.49,0.008964527896847102,0.005,38.32335675902136,38.485,38.34128581481506,38.495000000000005,38.34128581481506,38.485,0.1437141851849404,0.003733805798517547,BWX,IGOV,2025-02-03,True
21.55,38.8,0.1700000000000017,0.30999999999999517,1.8004640371229697,1.0,1.7937603101375779,1.0,1.7931452811325332,1.0,38.64228080840609,38.8,0.008965726405662667,0.005,38.63331508200043,38.794999999999995,38.651246534811754,38.805,38.651246534811754,38.794999999999995,0.14375346518824017,0.003704986216191757,BWX,IGOV,2025-02-04,False
21.68,38.99,0.129999999999999,0.19000000000000483,1.7984317343173433,1.0,1.7938414463607184,1.0,1.7937603101375779,1.0,38.88872352378269,38.99,0.00896880155068789,0.005,38.879754722232,38.985,38.897692325333374,38.995000000000005,38.897692325333374,38.985,0.0873076746666257,0.002239232486961418,BWX,IGOV,2025-02-05,False
21.68,39.08,0.0,0.0899999999999963,1.8025830258302582,1.0,1.7943990345637193,1.0,1.7938414463607184,1.0,38.89048255710038,39.08,0.008969207231803592,0.005,38.88151334986858,39.074999999999996,38.89945176433218,39.085,38.89945176433218,39.074999999999996,0.17554823566781863,0.0044920224070577955,BWX,IGOV,2025-02-06,False
21.59,38.76,-0.08999999999999986,-0.3200000000000003,1.795275590551181,1.0,1.79442771475353,1.0,1.7943990345637193,1.0,38.7410751562307,38.76,0.008971995172818596,0.005,38.73210316105788,38.754999999999995,38.75004715140352,38.765,38.75004715140352,38.754999999999995,0.0049528485964742686,0.0001277824715292639,BWX,IGOV,2025-02-07,False
21.53,38.75,-0.05999999999999872,-0.00999999999999801,1.799814212726428,1.0,1.7949246336037958,1.0,1.79442771475353,1.0,38.6340286986435,38.75,0.008972138573767649,0.005,38.62505656006973,38.745,38.643000837217265,38.755,38.643000837217265,38.745,0.10199916278273236,0.0026322364589092223,BWX,IGOV,2025-02-10,False
21.54,38.77,0.00999999999999801,0.020000000000003126,1.7999071494893224,1.0,1.7957262887881857,1.0,1.7949246336037958,1.0,38.66267660782576,38.77,0.00897462316801898,0.005,38.65370198465774,38.765,38.67165123099378,38.775000000000006,38.67165123099378,38.765,0.09334876900621936,0.0024077577767918326,BWX,IGOV,2025-02-11,False
21.43,38.67,-0.10999999999999943,-0.10000000000000142,1.8044797013532432,1.0,1.7965079478310624,1.0,1.7957262887881857,1.0,38.48241436873082,38.67,0.008978631443940928,0.005,38.473435737286884,38.665,38.49139300017476,38.675000000000004,38.49139300017476,38.665,0.17360699982523897,0.004489449180895758,BWX,IGOV,2025-02-12,False
21.71,39.12,0.28000000000000114,0.44999999999999574,1.8019345923537538,1.0,1.7970725413428899,1.0,1.7965079478310624,1.0,39.00218754741237,39.12,0.008982539739155313,0.005,38.99320500767321,39.114999999999995,39.01117008715153,39.125,39.01117008715153,39.114999999999995,0.1038299128484681,0.0026541388764945834,BWX,IGOV,2025-02-13,False
21.73,39.23,0.019999999999999574,0.10999999999999943,1.8053382420616657,1.0,1.7978719699398469,1.0,1.7970725413428899,1.0,39.050386323381,39.23,0.00898536270671445,0.005,39.04140096067428,39.224999999999994,39.059371686087715,39.235,39.059371686087715,39.224999999999994,0.16562831391227917,0.004221980981704797,BWX,IGOV,2025-02-14,False
21.62,38.96,-0.10999999999999943,-0.269999999999996,1.8020351526364478,1.0,1.7985547384361003,1.0,1.7978719699398469,1.0,38.86999199009949,38.96,0.008989359849699235,0.005,38.86100263024979,38.955,38.87898134994919,38.965,38.87898134994919,38.955,0.07601865005080555,0.0019511973832342286,BWX,IGOV,2025-02-18,False
21.58,38.76,-0.0400000000000027,-0.20000000000000284,1.7961075069508805,1.0,1.7984161100505596,1.0,1.7985547384361003,1.0,38.81281125545104,38.76,0.008992773692180501,0.005,38.80381848175886,38.754999999999995,38.821804029143216,38.765,38.765,38.80381848175886,0.03881848175885949,0.0010015088173080365,IGOV,BWX,2025-02-19,False
21.74,39.11,0.16000000000000014,0.3500000000000014,1.798988040478381,1.0,1.7985148354529201,1.0,1.7984161100505596,1.0,39.09756623249916,39.11,0.008992080550252798,0.005,39.08857415194891,39.105,39.10655831304941,39.115,39.10655831304941,39.105,-0.0015583130494150055,-3.984436331922796e-05,BWX,IGOV,2025-02-20,False
21.77,39.16,0.030000000000001137,0.04999999999999716,1.798805695911805,1.0,1.798595307164398,1.0,1.7985148354529201,1.0,39.15366796781007,39.16,0.0089925741772646,0.005,39.14467539363281,39.154999999999994,39.162660541987336,39.165,39.162660541987336,39.154999999999994,-0.007660541987341674,-0.00019562160335397533,BWX,IGOV,2025-02-21,False
21.76,38.97,-0.00999999999999801,-0.18999999999999773,1.7909007352941175,1.0,1.7981170881151507,1.0,1.798595307164398,1.0,39.1374338838973,38.97,0.00899297653582199,0.005,39.12844090736148,38.964999999999996,39.146426860433124,38.975,38.975,39.12844090736148,0.1534409073614782,0.003937411017743859,IGOV,BWX,2025-02-24,False
21.88,39.26,0.11999999999999744,0.28999999999999915,1.7943327239488116,1.0,1.798241698350607,1.0,1.7981170881151507,1.0,39.342801887959496,39.26,0.008990585440575754,0.005,39.33381130251892,39.254999999999995,39.351792473400074,39.265,39.265,39.33381130251892,0.06881130251891676,0.001752707654582699,IGOV,BWX,2025-02-25,False
21.86,39.34,-0.019999999999999574,0.0800000000000054,1.7996340347666975,1.0,1.7985024698563836,1.0,1.798241698350607,1.0,39.30956352594427,39.34,0.008991208491753036,0.005,39.30057231745252,39.335,39.31855473443602,39.345000000000006,39.31855473443602,39.335,0.016445265563980627,0.00041802911957246124,BWX,IGOV,2025-02-26,False
21.69,38.91,-0.16999999999999815,-0.4300000000000068,1.7939142461964037,1.0,1.7987809327489548,1.0,1.7985024698563836,1.0,39.00951857118496,38.91,0.008992512349281919,0.005,39.00052605883568,38.904999999999994,39.01851108353424,38.915,38.915,39.00052605883568,0.08552605883568276,0.0021980482867047743,IGOV,BWX,2025-02-27,False
21.67,38.86,-0.019999999999999574,-0.04999999999999716,1.7932625749884632,1.0,1.7989459202344371,1.0,1.7987809327489548,1.0,38.979582812669854,38.86,0.008993904663744775,0.005,38.97058890800611,38.855,38.9885767173336,38.865,38.865,38.97058890800611,0.10558890800610499,0.0027171618117886,IGOV,BWX,2025-02-28,False
21.76,39.09,0.08999999999999986,0.23000000000000398,1.7964154411764706,1.0,1.798645253713158,1.0,1.7989459202344371,1.0,39.14506322430135,39.09,0.008994729601172187,0.005,39.13606849470018,39.085,39.15405795390252,39.095000000000006,39.095000000000006,39.13606849470018,0.04106849470017693,0.0010506138321866698,IGOV,BWX,2025-03-03,True
21.83,39.15,0.06999999999999673,0.05999999999999517,1.79340357306459,1.0,1.7983014005609614,1.0,1.798645253713158,1.0,39.264425888558236,39.15,0.008993226268565791,0.005,39.25543266228967,39.144999999999996,39.2734191148268,39.155,39.155,39.25543266228967,0.10043266228966985,0.0025653298158280933,IGOV,BWX,2025-03-04,False
21.9,39.5,0.07000000000000028,0.3500000000000014,1.8036529680365299,1.0,1.7984608471066394,1.0,1.7983014005609614,1.0,39.38280067228505,39.5,0.008991507002804808,0.005,39.373809165282246,39.495,39.391792179287854,39.505,39.391792179287854,39.495,0.10320782071214296,0.0026128562205605813,BWX,IGOV,2025-03-05,False
21.91,39.41,0.010000000000001563,-0.09000000000000341,1.7987220447284344,1.0,1.7984753626271943,1.0,1.7984608471066394,1.0,39.40427716010647,39.41,0.008992304235533197,0.005,39.39528485587093,39.404999999999994,39.413269464342,39.415,39.413269464342,39.404999999999994,-0.008269464342006927,-0.00020983162501920648,BWX,IGOV,2025-03-06,False
21.92,39.42,0.010000000000001563,0.010000000000005116,1.7983576642335766,1.0,1.7982640945473602,1.0,1.7984753626271943,1.0,39.422579948788105,39.42,0.008992376813135972,0.005,39.41358757197497,39.415,39.43157232560124,39.425000000000004,39.425000000000004,39.415,-0.010000000000005116,-0.00025367833587024646,IGOV,IGOV,2025-03-07,False
21.9,39.43,-0.020000000000003126,0.00999999999999801,1.8004566210045663,1.0,1.7985231460700295,1.0,1.7982640945473602,1.0,39.38198367058719,39.43,0.008991320472736802,0.005,39.37299235011445,39.425,39.39097499105993,39.435,39.39097499105993,39.425,0.03402500894006977,0.0008629218600068417,BWX,IGOV,2025-03-10,False
