SPTL_price,SCHQ_price,VGLT_price,TLT_price,SPTL_price_chg,SCHQ_price_chg,VGLT_price_chg,TLT_price_chg,TLT/SPTL,TLT/SCHQ,TLT/VGLT,TLT/TLT,TLT/SPTL_moving_avg,TLT/SCHQ_moving_avg,TLT/VGLT_moving_avg,TLT/TLT_moving_avg,TLT/SPTL_prev_moving_avg,TLT/SCHQ_prev_moving_avg,TLT/VGLT_prev_moving_avg,TLT/TLT_prev_moving_avg,SPTL_scaled_price,SCHQ_scaled_price,VGLT_scaled_price,TLT_scaled_price,SPTL_scaled_comm,SCHQ_scaled_comm,VGLT_scaled_comm,TLT_scaled_comm,SPTL_scaled_price_minus_comm,SCHQ_scaled_price_minus_comm,VGLT_scaled_price_minus_comm,TLT_scaled_price_minus_comm,SPTL_scaled_price_plus_comm,SCHQ_scaled_price_plus_comm,VGLT_scaled_price_plus_comm,TLT_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date
26.86,32.27,56.77,89.85,0.0,0.0,0.010000000000005116,-0.04000000000000625,3.3451228592702904,2.7843198016733806,1.5827021314074332,1.0,3.340004499827765,2.778317938453794,1.5801265990374325,1.0,3.3394538283427138,2.7776825935314156,1.5798461180177215,1.0,89.6977298292853,89.63581729325878,89.68786411986605,89.85,0.01669726914171357,0.013888412967657079,0.007899230590088607,0.005,89.68103256014358,89.62192888029112,89.67996488927596,89.845,89.71442709842701,89.64970570622644,89.69576335045613,89.85499999999999,89.64970570622644,89.845,0.19529429377355711,0.0021735591961442083,SCHQ,TLT,2025-02-06,False
26.7,32.09,56.44,89.27,-0.16000000000000014,-0.17999999999999972,-0.3300000000000054,-0.5799999999999983,3.343445692883895,2.781863508881271,1.5816796598157334,1.0,3.340516575250727,2.7787425129952146,1.5803707726440548,1.0,3.340004499827765,2.778317938453794,1.5801265990374325,1.0,89.17812014540132,89.15622264498226,89.18234524967268,89.27,0.016700022499138826,0.01389158969226897,0.007900632995187163,0.005,89.16142012290219,89.14233105529,89.17444461667749,89.265,89.19482016790046,89.17011423467453,89.19024588266787,89.27499999999999,89.17011423467453,89.265,0.094885765325472,0.001062907643390523,SCHQ,TLT,2025-02-07,False
26.63,31.98,56.31,89.0,-0.07000000000000028,-0.11000000000000298,-0.12999999999999545,-0.269999999999996,3.34209538114908,2.782989368355222,1.5805363168176167,1.0,3.340902655271896,2.7792482435803993,1.580516288872604,1.0,3.340516575250727,2.7787425129952146,1.5803707726440548,1.0,88.95795639892685,88.86418556558696,88.99067820758673,89.0,0.016702582876253636,0.013893712564976074,0.007901853863220273,0.005,88.9412538160506,88.85029185302199,88.98277635372351,88.995,88.9746589818031,88.87807927815194,88.99858006144994,89.005,88.87807927815194,88.995,0.1169207218480608,0.0013137159758209078,SCHQ,TLT,2025-02-10,False
26.48,31.82,55.98,88.43,-0.14999999999999858,-0.16000000000000014,-0.3300000000000054,-0.5699999999999932,3.3395015105740185,2.7790697674418605,1.5796713111825653,1.0,3.340891804295515,2.779291162846801,1.5805004092680557,1.0,3.340902655271896,2.7792482435803993,1.580516288872604,1.0,88.46710231159982,88.4356791107283,88.47730185108837,88.43,0.01670451327635948,0.013896241217901997,0.007902581444363021,0.005,88.45039779832345,88.4217828695104,88.469399269644,88.42500000000001,88.48380682487618,88.44957535194621,88.48520443253274,88.435,88.435,88.469399269644,0.03439926964399831,0.00038899999597419776,TLT,VGLT,2025-02-11,False
26.13,31.43,55.26,87.23,-0.3500000000000014,-0.39000000000000057,-0.7199999999999989,-1.2000000000000028,3.338308457711443,2.7753738466433346,1.578537821208831,1.0,3.3408338520832013,2.779241495803968,1.5804404509119387,1.0,3.340891804295515,2.779291162846801,1.5805004092680557,1.0,87.29750284624181,87.35312124827496,87.33845261615275,87.23,0.016704459021477575,0.013896455814234005,0.00790250204634028,0.005,87.28079838722033,87.33922479246073,87.33055011410642,87.22500000000001,87.3142073052633,87.36701770408919,87.34635511819909,87.235,87.235,87.33922479246073,0.10422479246072669,0.0011948273811845315,TLT,SCHQ,2025-02-12,False
26.53,31.88,56.08,88.68,0.40000000000000213,0.4499999999999993,0.8200000000000003,1.4500000000000028,3.342630983791934,2.7816813048933504,1.581312410841655,1.0,3.340926510244689,2.7793761696328763,1.5804608819496484,1.0,3.3408338520832013,2.779241495803968,1.5804404509119387,1.0,88.63232209576734,88.60221888623049,88.63110048714152,88.68,0.016704169260416006,0.01389620747901984,0.007902202254559693,0.005,88.61561792650691,88.58832267875147,88.62319828488697,88.67500000000001,88.64902626502776,88.61611509370951,88.63900268939608,88.685,88.61611509370951,88.67500000000001,0.05888490629050125,0.0006640156325045247,SCHQ,TLT,2025-02-13,False
26.69,32.07,56.42,89.15,0.16000000000000014,0.19000000000000128,0.3400000000000034,0.46999999999999886,3.3402023229674036,2.7798565637667605,1.5801134349521446,1.0,3.340937393852767,2.7795492211067008,1.5804685504298748,1.0,3.340926510244689,2.7793761696328763,1.5804608819496484,1.0,89.16932855843075,89.13459376012634,89.16960295959916,89.15,0.016704632551223446,0.013896880848164381,0.007902304409748243,0.005,89.15262392587952,89.12069687927817,89.1617006551894,89.14500000000001,89.18603319098197,89.1484906409745,89.17750526400891,89.155,89.1484906409745,89.1617006551894,0.013210014214905641,0.0001481773888379769,SCHQ,VGLT,2025-02-14,False
26.4,31.73,55.82,88.1,-0.2900000000000027,-0.33999999999999986,-0.6000000000000014,-1.0500000000000114,3.337121212121212,2.776552158840214,1.5782873522035112,1.0,3.340762803117831,2.7794507614897563,1.5803491979530306,1.0,3.340937393852767,2.7795492211067008,1.5804685504298748,1.0,88.20074719771304,88.19509678571562,88.22175448499561,88.1,0.016704686969263836,0.013897746105533505,0.007902342752149374,0.005,88.18404251074378,88.18119903961009,88.21385214224347,88.095,88.2174518846823,88.20899453182115,88.22965682774776,88.10499999999999,88.10499999999999,88.21385214224347,0.10885214224347806,0.0012355521253516238,TLT,VGLT,2025-02-18,False
26.44,31.77,55.87,88.21,0.0400000000000027,0.03999999999999915,0.04999999999999716,0.10999999999999943,3.3362329803328286,2.776518728360088,1.5788437444066583,1.0,3.340394672582972,2.779215679886895,1.580181672943148,1.0,3.340762803117831,2.7794507614897563,1.5803491979530306,1.0,88.32976851443546,88.30315069252956,88.29410968963582,88.21,0.016703814015589156,0.013897253807448781,0.007901745989765153,0.005,88.31306470041987,88.28925343872211,88.28620794364605,88.205,88.34647232845104,88.317047946337,88.30201143562559,88.21499999999999,88.21499999999999,88.31306470041987,0.09806470041988291,0.0011117186307661594,TLT,SPTL,2025-02-19,False
26.52,31.87,56.05,88.54,0.0799999999999983,0.10000000000000142,0.17999999999999972,0.3300000000000125,3.338612368024133,2.7781612802008158,1.5796610169491527,1.0,3.3403214741902856,2.779263064747459,1.5801275128079464,1.0,3.340394672582972,2.779215679886895,1.580181672943148,1.0,88.58726671690042,88.57360371799534,88.56918276846343,88.54,0.01670197336291486,0.013896078399434476,0.00790090836471574,0.005,88.5705647435375,88.5597076395959,88.56128186009872,88.53500000000001,88.60396869026333,88.58749979639478,88.57708367682815,88.545,88.545,88.5705647435375,0.025564743537501045,0.00028873665617236324,TLT,SPTL,2025-02-20,False
26.82,32.22,56.68,89.61,0.3000000000000007,0.34999999999999787,0.6300000000000026,1.0699999999999932,3.3411633109619685,2.781191806331471,1.5809809456598447,1.0,3.3405272185239334,2.7795278980307847,1.5802258417785182,1.0,3.3403214741902856,2.779263064747459,1.5801275128079464,1.0,89.58742193778346,89.54785594616314,89.5616274259544,89.61,0.01670160737095143,0.013896315323737297,0.007900637564039732,0.005,89.57072033041251,89.5339596308394,89.55372678839036,89.605,89.60412354515441,89.56175226148687,89.56952806351843,89.615,89.56175226148687,89.605,0.043247738513130685,0.0004826217890093816,SCHQ,TLT,2025-02-21,False
26.9,32.31,56.83,89.87,0.0799999999999983,0.09000000000000341,0.14999999999999858,0.2600000000000051,3.3408921933085507,2.78149179820489,1.5813830723209574,1.0,3.3406116444221325,2.7797613545440223,1.5802913722061604,1.0,3.3405272185239334,2.7795278980307847,1.5802258417785182,1.0,89.8601821782938,89.80654638537466,89.80423458827319,89.87,0.01670263609261967,0.013897639490153924,0.00790112920889259,0.005,89.84347954220118,89.7926487458845,89.7963334590643,89.86500000000001,89.87688481438641,89.82044402486481,89.81213571748208,89.875,89.81213571748208,89.86500000000001,0.052864282517930405,0.0005882305832639413,VGLT,TLT,2025-02-24,False
27.29,32.81,57.7,91.42,0.39000000000000057,0.5,0.8700000000000045,1.5499999999999972,3.3499450348112862,2.7863456263334347,1.5844020797227036,1.0,3.341221604180851,2.780233450209341,1.5805334915851719,1.0,3.3406116444221325,2.7797613545440223,1.5802913722061604,1.0,91.16529177628,91.20397004258938,91.18281217629546,91.42,0.016703058222110663,0.013898806772720112,0.007901456861030802,0.005,91.1485887180579,91.19007123581666,91.17491071943442,91.415,91.1819948345021,91.21786884936209,91.19071363315649,91.425,91.1819948345021,91.415,0.23300516549790018,0.0025487329413465343,SPTL,TLT,2025-02-25,False
27.44,32.97,58.02,91.96,0.15000000000000213,0.1599999999999966,0.3200000000000003,0.539999999999992,3.351311953352769,2.789202305125872,1.5849706997587036,1.0,3.3416340555255175,2.780680324608131,1.5807303951639997,1.0,3.341221604180851,2.780233450209341,1.5805334915851719,1.0,91.68312081872256,91.66429685340196,91.70255318177168,91.96,0.016706108020904255,0.013901167251046705,0.007902667457925859,0.005,91.66641471070166,91.65039568615092,91.69465051431375,91.955,91.69982692674346,91.67819802065301,91.7104558492296,91.96499999999999,91.67819802065301,91.955,0.2768019793469847,0.003010025873716667,SCHQ,TLT,2025-02-26,False
27.29,32.79,57.68,91.31,-0.15000000000000213,-0.17999999999999972,-0.3400000000000034,-0.6499999999999915,3.345914254305607,2.7846904544068316,1.5830443828016645,1.0,3.341927870707591,2.7808785124153603,1.5808790236398103,1.0,3.3416340555255175,2.780680324608131,1.5807303951639997,1.0,91.19319337529137,91.1785078439006,91.17652919305951,91.31,0.01670817027762759,0.013903401623040655,0.007903651975819999,0.005,91.17648520501375,91.16460444227756,91.16862554108368,91.305,91.209901545569,91.19241124552364,91.18443284503533,91.315,91.18443284503533,91.305,0.12056715496467518,0.0013204156715001115,VGLT,TLT,2025-02-27,False
27.59,33.15,58.32,92.43,0.3000000000000007,0.35999999999999943,0.6400000000000006,1.1200000000000045,3.350126857557086,2.7882352941176474,1.5848765432098766,1.0,3.3423767249318908,2.7813909060520605,1.5811350110292026,1.0,3.341927870707591,2.7808785124153603,1.5808790236398103,1.0,92.20378995282243,92.18612268656919,92.19686465867373,92.43,0.016709639353537954,0.013904392562076802,0.007904395118199051,0.005,92.1870803134689,92.17221829400711,92.18896026355553,92.42500000000001,92.22049959217597,92.20002707913127,92.20476905379194,92.435,92.20002707913127,92.42500000000001,0.224972920868737,0.0024339816171019906,SCHQ,TLT,2025-02-28,False
27.64,33.22,58.43,92.57,0.05000000000000071,0.07000000000000028,0.10999999999999943,0.13999999999998636,3.349131693198263,2.7865743527995184,1.5842888926921102,1.0,3.3431793027554955,2.782122024197406,1.5815278282163496,1.0,3.3423767249318908,2.7813909060520605,1.5811350110292026,1.0,92.38329267711747,92.39780589904944,92.3857186944363,92.57,0.016711883624659453,0.013906954530260304,0.007905675055146014,0.005,92.3665807934928,92.38389894451919,92.37781301938116,92.565,92.40000456074213,92.4117128535797,92.39362436949145,92.57499999999999,92.39362436949145,92.565,0.17137563050854965,0.001851308528773357,VGLT,TLT,2025-03-03,True
27.35,32.86,57.82,91.43,-0.28999999999999915,-0.35999999999999943,-0.6099999999999994,-1.1399999999999864,3.3429616087751373,2.7824102251978093,1.5812867519889313,1.0,3.3432310981298086,2.7822327593614276,1.5815532560076557,1.0,3.3431793027554955,2.782122024197406,1.5815278282163496,1.0,91.4359539303628,91.42052971512676,91.44393902746934,91.43,0.016715896513777476,0.01391061012098703,0.007907639141081748,0.005,91.41923803384903,91.40661910500577,91.43603138832826,91.42500000000001,91.45266982687657,91.43444032524775,91.45184666661042,91.435,91.43444032524775,91.43603138832826,0.001591063080510935,1.7401980537142456e-05,SCHQ,VGLT,2025-03-04,False
27.15,32.61,57.34,90.7,-0.20000000000000284,-0.25,-0.4799999999999969,-0.730000000000004,3.3406998158379375,2.7813554124501687,1.581792814788978,1.0,3.343101627674069,2.782172147353351,1.5816028538439941,1.0,3.3432310981298086,2.7822327593614276,1.5815532560076557,1.0,90.7687243142243,90.72861028277615,90.68626369947899,90.7,0.016716155490649042,0.013911163796807138,0.007907766280038279,0.005,90.75200815873364,90.71469911897934,90.67835593319894,90.69500000000001,90.78544046971496,90.74252144657295,90.69417146575903,90.705,90.69417146575903,90.75200815873364,0.05783669297461813,0.0006376702643287555,VGLT,SPTL,2025-03-05,False
