SPLB_price,IGLB_price,VCLT_price,SPLB_price_chg,IGLB_price_chg,VCLT_price_chg,VCLT/SPLB,VCLT/IGLB,VCLT/VCLT,VCLT/SPLB_moving_avg,VCLT/IGLB_moving_avg,VCLT/VCLT_moving_avg,VCLT/SPLB_prev_moving_avg,VCLT/IGLB_prev_moving_avg,VCLT/VCLT_prev_moving_avg,SPLB_scaled_price,IGLB_scaled_price,VCLT_scaled_price,SPLB_scaled_comm,IGLB_scaled_comm,VCLT_scaled_comm,SPLB_scaled_price_minus_comm,IGLB_scaled_price_minus_comm,VCLT_scaled_price_minus_comm,SPLB_scaled_price_plus_comm,IGLB_scaled_price_plus_comm,VCLT_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SPLB_shs_per_unit,IGLB_shs_per_unit,VCLT_shs_per_unit,SPLB_current_shs,IGLB_current_shs,VCLT_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SPLB_tgt_shs,IGLB_tgt_shs,VCLT_tgt_shs,SPLB_tgt_inv_amt,IGLB_tgt_inv_amt,VCLT_tgt_inv_amt,gross_inv_amt,net_inv_amt,SPLB_shs_to_trade,IGLB_shs_to_trade,VCLT_shs_to_trade,SPLB_shs_to_buy,IGLB_shs_to_buy,VCLT_shs_to_buy,SPLB_shs_to_sell,IGLB_shs_to_sell,VCLT_shs_to_sell,SPLB_daily_comm,IGLB_daily_comm,VCLT_daily_comm,daily_comm,SPLB_daily_profit,IGLB_daily_profit,VCLT_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.21,49.35,74.67,0.03999999999999915,0.09000000000000341,0.14000000000000057,3.3619990995047275,1.5130699088145896,1.0,3.362408466237561,1.5129923671634682,1.0,3.3624945275101097,1.51299025186364,1.0,74.68100345599954,74.66606892947064,74.67,0.01681247263755055,0.0075649512593182,0.005,74.66419098336199,74.65850397821133,74.665,74.6978159286371,74.67363388072995,74.675,74.67363388072995,74.665,-0.008633880729945531,-0.00011562716927742776,IGLB,VCLT,2025-01-17,False,4502.0,2026.0,1339.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.4,49.8,75.37,0.18999999999999773,0.44999999999999574,0.7000000000000028,3.364732142857143,1.5134538152610444,1.0,3.3626778933276036,1.512988042986305,1.0,3.362408466237561,1.5129923671634682,1.0,75.31794964372136,75.34701988474072,75.37,0.016812042331187806,0.007564961835817341,0.005,75.30113760139018,75.3394549229049,75.36500000000001,75.33476168605254,75.35458484657653,75.375,75.33476168605254,75.36500000000001,0.030238313947464235,0.00040119827447876124,SPLB,VCLT,2025-01-21,False,4462.0,2008.0,1327.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.31,49.56,75.0,-0.08999999999999986,-0.23999999999999488,-0.37000000000000455,3.3617212012550426,1.513317191283293,1.0,3.3627087091052816,1.5130664505189548,1.0,3.3626778933276036,1.512988042986305,1.0,75.02134380013884,74.98368741040127,75.0,0.016813389466638018,0.007564940214931525,0.005,75.0045304106722,74.97612247018634,74.995,75.03815718960547,74.99125235061621,75.005,74.99125235061621,75.0045304106722,0.013278060055995411,0.00017704080074660547,IGLB,SPLB,2025-01-22,False,4482.0,2017.0,1333.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.23,49.41,74.75,-0.0799999999999983,-0.15000000000000568,-0.25,3.3625730994152048,1.5128516494636715,1.0,3.3627268588459804,1.5130163648490524,1.0,3.3627087091052816,1.5130664505189548,1.0,74.7530146034104,74.76061332014156,74.75,0.01681354354552641,0.007565332252594774,0.005,74.73620105986488,74.75304798788896,74.745,74.76982814695593,74.76817865239416,74.755,74.755,74.75304798788896,-0.0019520121110332411,-2.6113874395093527e-05,VCLT,IGLB,2025-01-23,False,4499.0,2024.0,1338.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.3,49.54,74.97,0.07000000000000028,0.13000000000000256,0.21999999999999886,3.3618834080717486,1.5133225676221236,1.0,3.3626219391795673,1.5130166543981498,1.0,3.3627268588459804,1.5130163648490524,1.0,74.98880895226537,74.95483071462206,74.97,0.016813634294229902,0.007565081824245263,0.005,74.97199531797115,74.94726563279782,74.965,75.0056225865596,74.9623957964463,74.975,74.9623957964463,74.97199531797115,0.009599521524847887,0.00012804483826661181,IGLB,SPLB,2025-01-24,False,4486.0,2018.0,1334.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.52,50.02,75.7,0.21999999999999886,0.480000000000004,0.730000000000004,3.3614564831261102,1.5133946421431428,1.0,3.362516441754323,1.5130465702519778,1.0,3.3626219391795673,1.5130166543981498,1.0,75.72624607032385,75.68109305299546,75.7,0.016813109695897836,0.00756508327199075,0.005,75.70943296062795,75.67352796972348,75.69500000000001,75.74305918001976,75.68865813626745,75.705,75.68865813626745,75.70943296062795,0.020774824360501043,0.0002744362531109781,IGLB,SPLB,2025-01-27,False,4442.0,1999.0,1321.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.46,49.89,75.51,-0.05999999999999872,-0.13000000000000256,-0.18999999999999773,3.361976847729297,1.513529765484065,1.0,3.3622668186579476,1.5130957388533641,1.0,3.362516441754323,1.5130465702519778,1.0,75.5221192818021,75.48589338987117,75.51,0.016812582208771618,0.007565232851259889,0.005,75.50530669959333,75.4783281570199,75.50500000000001,75.53893186401088,75.49345862272243,75.515,75.49345862272243,75.50530669959333,0.011848076870904833,0.0001569073880400587,IGLB,SPLB,2025-01-28,False,4452.0,2003.0,1324.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.4,49.8,75.36,-0.060000000000002274,-0.09000000000000341,-0.15000000000000568,3.3642857142857143,1.5132530120481928,1.0,3.3624821547924015,1.5131702647842533,1.0,3.3622668186579476,1.5130957388533641,1.0,75.31477673793802,75.35216779489753,75.36,0.016811334093289738,0.007565478694266821,0.005,75.29796540384473,75.34460231620326,75.355,75.33158807203131,75.35973327359179,75.365,75.33158807203131,75.355,0.023411927968695068,0.0003106678339794993,SPLB,VCLT,2025-01-29,False,4462.0,2008.0,1327.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.47,49.91,75.51,0.07000000000000028,0.10999999999999943,0.15000000000000568,3.360480640854473,1.5129232618713686,1.0,3.3622858749864455,1.513210809982178,1.0,3.3624821547924015,1.5131702647842533,1.0,75.55497401818526,75.52232791538208,75.51,0.01681241077396201,0.007565851323921267,0.005,75.5381616074113,75.51476206405816,75.50500000000001,75.57178642895923,75.529893766706,75.515,75.515,75.5381616074113,0.02316160741129636,0.00030673562986751896,VCLT,SPLB,2025-01-30,False,4452.0,2003.0,1324.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.33,49.63,75.09,-0.14000000000000057,-0.27999999999999403,-0.4200000000000017,3.3627407075682942,1.5129961716703606,1.0,3.3623849344667756,1.5132111985661854,1.0,3.3622858749864455,1.513210809982178,1.0,75.07984358844732,75.10065249941549,75.09,0.016811429374932227,0.00756605404991089,0.005,75.06303215907239,75.09308644536557,75.08500000000001,75.09665501782224,75.1082185534654,75.095,75.095,75.09308644536557,-0.001913554634427328,-2.548348161442706e-05,VCLT,IGLB,2025-01-31,False,4479.0,2016.0,1332.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.32,49.62,75.08,-0.00999999999999801,-0.010000000000005116,-0.010000000000005116,3.3637992831541217,1.513099556630391,1.0,3.3625649528317147,1.5132141633477652,1.0,3.3623849344667756,1.5132111985661854,1.0,75.04843173729843,75.08553967285411,75.08,0.01681192467233388,0.007566055992830927,0.005,75.03161981262609,75.07797361686129,75.075,75.06524366197077,75.09310572884694,75.085,75.06524366197077,75.07797361686129,0.012729954890517092,0.00016955187653858674,SPLB,IGLB,2025-02-03,True,4479.0,2016.0,1332.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.4,49.78,75.29,0.0799999999999983,0.1600000000000037,0.21000000000000796,3.361160714285715,1.51245480112495,1.0,3.362207809974572,1.513114261934156,1.0,3.3625649528317147,1.5132141633477652,1.0,75.32145494343041,75.32780105145176,75.29,0.016812824764158574,0.007566070816738826,0.005,75.30464211866625,75.32023498063502,75.28500000000001,75.33826776819457,75.3353671222685,75.295,75.295,75.32023498063502,0.02523498063501961,0.00033517041619098964,VCLT,IGLB,2025-02-04,False,4465.0,2010.0,1328.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.65,50.31,76.12,0.25,0.5300000000000011,0.8299999999999983,3.360706401766005,1.5130192804611409,1.0,3.362106330025669,1.5130844708519406,1.0,3.362207809974572,1.513114261934156,1.0,76.15400689592406,76.12477851790739,76.12,0.01681103904987286,0.0075655713096707804,0.005,76.13719585687419,76.11721294659772,76.11500000000001,76.17081793497393,76.13234408921706,76.125,76.125,76.13719585687419,0.012195856874186006,0.00016021882388578566,VCLT,SPLB,2025-02-05,False,4418.0,1988.0,1314.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.61,50.23,76.0,-0.03999999999999915,-0.0800000000000054,-0.12000000000000455,3.361344537815126,1.5130400159267372,1.0,3.361983473865661,1.5131033074982472,1.0,3.362106330025669,1.5130844708519406,1.0,76.01722412188037,76.00223297089298,76.0,0.016810531650128344,0.007565422354259704,0.005,76.00041359023025,75.99466754853871,75.995,76.0340346535305,76.00979839324724,76.005,76.005,76.00041359023025,-0.004586409769743227,-6.034749697030562e-05,VCLT,SPLB,2025-02-06,False,4425.0,1991.0,1316.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
