SPMB_price,VMBS_price,MBB_price,SPMB_price_chg,VMBS_price_chg,MBB_price_chg,MBB/SPMB,MBB/VMBS,MBB/MBB,MBB/SPMB_moving_avg,MBB/VMBS_moving_avg,MBB/MBB_moving_avg,MBB/SPMB_prev_moving_avg,MBB/VMBS_prev_moving_avg,MBB/MBB_prev_moving_avg,SPMB_scaled_price,VMBS_scaled_price,MBB_scaled_price,SPMB_scaled_comm,VMBS_scaled_comm,MBB_scaled_comm,SPMB_scaled_price_minus_comm,VMBS_scaled_price_minus_comm,MBB_scaled_price_minus_comm,SPMB_scaled_price_plus_comm,VMBS_scaled_price_plus_comm,MBB_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SPMB_shs_per_unit,VMBS_shs_per_unit,MBB_shs_per_unit,SPMB_current_shs,VMBS_current_shs,MBB_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SPMB_tgt_shs,VMBS_tgt_shs,MBB_tgt_shs,SPMB_tgt_inv_amt,VMBS_tgt_inv_amt,MBB_tgt_inv_amt,gross_inv_amt,net_inv_amt,SPMB_shs_to_trade,VMBS_shs_to_trade,MBB_shs_to_trade,SPMB_shs_to_buy,VMBS_shs_to_buy,MBB_shs_to_buy,SPMB_shs_to_sell,VMBS_shs_to_sell,MBB_shs_to_sell,SPMB_daily_comm,VMBS_daily_comm,MBB_daily_comm,daily_comm,SPMB_daily_profit,VMBS_daily_profit,MBB_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.39,47.02,95.14,,,,4.249218401071907,2.0233943002977455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-02,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.44,47.12,95.35,0.05000000000000071,0.09999999999999432,0.20999999999999375,4.249108734402852,2.0235568760611207,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-05,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.43,47.12,95.3,-0.010000000000001563,0.0,-0.04999999999999716,4.248773963441819,2.0224957555178267,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-06,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.46,47.13,95.33,0.030000000000001137,0.010000000000005116,0.030000000000001137,4.244434550311665,2.022703161468279,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-07,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.42,47.06,95.23,-0.03999999999999915,-0.07000000000000028,-0.09999999999999432,4.247546833184656,2.023586910327242,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-08,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.54,47.32,95.8,0.11999999999999744,0.259999999999998,0.5699999999999932,4.250221827861579,2.0245139475908704,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-09,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.54,47.27,95.65,0.0,-0.04999999999999716,-0.14999999999999147,4.243566992014197,2.0234821239686904,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-12,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.55,47.26,95.69,0.010000000000001563,-0.010000000000005116,0.03999999999999204,4.243458980044346,2.0247566652560307,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-13,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.59,47.31,95.83,0.03999999999999915,0.05000000000000426,0.14000000000000057,4.242142540947322,2.0255759881631787,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-14,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.54,47.24,95.66,-0.05000000000000071,-0.07000000000000028,-0.1700000000000017,4.244010647737356,2.02497883149873,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-15,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.52,47.18,95.57,-0.019999999999999574,-0.060000000000002274,-0.09000000000000341,4.243783303730018,2.025646460364561,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-16,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.42,47.02,95.16,-0.09999999999999787,-0.1599999999999966,-0.4099999999999966,4.244424620874219,2.02381965121225,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-20,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.48,47.17,95.45,0.05999999999999872,0.14999999999999858,0.29000000000000625,4.245996441281139,2.0235319058723764,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-21,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.48,47.16,95.36,0.0,-0.010000000000005116,-0.09000000000000341,4.241992882562277,2.0220525869380834,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-22,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,47.18,95.55,0.019999999999999574,0.020000000000003126,0.18999999999999773,4.246666666666666,2.0252225519287834,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-23,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.54,47.28,95.75,0.03999999999999915,0.10000000000000142,0.20000000000000284,4.2480035492457855,2.0251692047377325,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-26,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.55,47.27,95.74,0.010000000000001563,-0.00999999999999801,-0.010000000000005116,4.245676274944567,2.0253860799661516,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-27,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.56,47.28,95.69,0.00999999999999801,0.00999999999999801,-0.04999999999999716,4.241578014184397,2.0239001692047376,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-28,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.57,47.29,95.79,0.010000000000001563,0.00999999999999801,0.10000000000000853,4.244129375276916,2.0255868048213155,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-29,False,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,47.24,95.69,-0.07000000000000028,-0.04999999999999716,-0.10000000000000853,4.252888888888889,2.025613886536833,1.0,4.245881174433629,2.0242486930866272,1.0,,,,,,,,,,,,,,,,,,,,,,2026-01-30,False,,,,,,,,,,,,False,False,False,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
22.42,47.03,95.23,-0.0799999999999983,-0.21000000000000085,-0.45999999999999375,4.247546833184656,2.024877737614289,1.0,4.2457975960392655,2.024322864952454,1.0,4.245881174433629,2.0242486930866272,1.0,95.19265593080198,95.20041603586408,95.23,0.021229405872168147,0.010121243465433137,0.005,95.17142652492981,95.19029479239865,95.22500000000001,95.21388533667414,95.21053727932951,95.235,95.21053727932951,95.22500000000001,0.014462720670493923,0.00015187147611565603,VMBS,MBB,2026-02-02,True,4458.0,2125.0,1050.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.43,47.03,95.25,0.00999999999999801,0.0,0.01999999999999602,4.246544806063308,2.0253029980863277,1.0,4.2456693996222885,2.0244101710537143,1.0,4.2457975960392655,2.024322864952454,1.0,95.23324007916072,95.20390433871391,95.25,0.021228987980196328,0.01012161432476227,0.005,95.21201109118053,95.19378272438915,95.245,95.25446906714092,95.21402595303867,95.255,95.21402595303867,95.245,0.0309740469613331,0.00032518684473840524,VMBS,MBB,2026-02-03,False,4458.0,2126.0,1050.0,0.0,0.0,0.0,,,0.0,0.0,0.0,False,True,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
