symbols,moving avg days,direction,entry hurdle,exit hurdle,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
BWX_IGOV,20,long,0.0,0.0,3059.028957777643,-513.8910422222223,-61363.946545454535,-160.7904545454548,122567.10263636365,0.02858824716416123,1.425910037391261,-1132.641709999981,62,438510.0
BWX_IGOV,20,long,-0.001,0.0,3866.2348058332323,-472.2251941666667,-55454.99331818181,-158.14345454545494,110751.8431818182,0.039986659408150396,1.9022704074671186,-861.1842702777757,46,325054.0
BWX_IGOV,20,long,-0.001,-0.001,3899.5595091665236,-405.56049083333335,-47273.48777272727,-153.25972727272753,94393.71581818184,0.04732060949532951,2.047414756048011,-781.2835688888869,64,451024.0
BWX_IGOV,20,long,-0.002,0.0,3211.6291766665554,-430.5608233333333,-49546.12227272727,-150.68145454545487,98941.5630909091,0.03718129291475846,1.6241603930361195,-755.708720833345,36,255352.0
BWX_IGOV,20,long,-0.002,-0.001,3861.623796666543,-361.1162033333334,-41364.3175,-144.44545454545482,82584.18954545453,0.05356127553074222,2.1510224310663446,-702.9633511111019,46,324648.0
BWX_IGOV,20,long,-0.002,-0.002,3534.516369722076,-336.1136302777778,-38182.24918181818,-139.64209090909108,76224.85627272727,0.0531142732128735,2.0635837874835503,-702.9633511111019,52,366808.0
BWX_IGOV,20,long,-0.003,0.0,1901.8030397221464,-350.00696027777775,-40000.707136363635,-133.4595000000002,79867.95477272726,0.02727538150448393,1.087232244415895,-755.708720833345,24,171208.0
BWX_IGOV,20,long,-0.003,-0.001,2523.7753999999127,-302.7846,-33637.16740909091,-126.15668181818202,67148.17813636364,0.043052098863583806,1.6063171078815321,-600.9808477777971,30,212952.0
BWX_IGOV,20,long,-0.003,-0.002,2526.559891388786,-280.5601086111111,-30909.694272727273,-121.7977727272729,61697.590772727264,0.04690717215547604,1.6918600917494457,-586.7873911111114,34,241354.0
BWX_IGOV,20,long,-0.003,-0.003,3129.655890277685,-208.33410972222225,-23636.52468181818,-103.33454545454548,47169.71481818182,0.07599958106690431,2.2907269274442035,-443.753913888891,48,339672.0
BWX_IGOV,20,long,-0.004,0.0,1998.5602499999777,-258.33975,-30000.75213636364,-107.34281818181857,59894.16145454545,0.03822175429343976,1.3473674624429501,-600.9808477777971,18,128228.0
BWX_IGOV,20,long,-0.004,-0.001,2185.0378313889078,-219.45216861111112,-25455.441090909088,-100.93450000000038,50809.94768181818,0.04925928150188178,1.578848589026587,-600.9808477777971,20,141538.0
BWX_IGOV,20,long,-0.004,-0.002,2511.607724444455,-205.56227555555557,-23182.5495,-96.744954545455,46268.35404545454,0.06217927012353452,1.9520872449898647,-586.7873911111114,24,169844.0
BWX_IGOV,20,long,-0.004,-0.003,2990.2378833333687,-152.78211666666667,-16818.51963636364,-79.78859090909127,33557.25068181819,0.10206979135243639,2.5668257240942878,-443.753913888891,32,225712.0
BWX_IGOV,20,long,-0.004,-0.004,2398.267005555612,-113.89299444444445,-12272.962363636365,-64.58754545454576,24481.33718181818,0.11221224650945782,2.208593247428234,-443.753913888891,36,254056.0
BWX_IGOV,20,long,-0.005,0.0,1251.121645555515,-208.33835444444446,-23636.82286363636,-86.91050000000033,47186.73522727273,0.03037088641364276,0.9518671191886465,-600.980847777797,10,72428.0
BWX_IGOV,20,long,-0.005,-0.001,1549.043803611096,-175.0061963888889,-20000.58109090909,-80.7789545454548,39920.38322727273,0.044447450713407104,1.2780899432049937,-600.980847777797,12,85858.0
BWX_IGOV,20,long,-0.005,-0.002,1734.2806722222183,-130.55932777777778,-14545.614954545455,-65.31645454545479,29025.913454545454,0.06844021230208046,1.6524447159334807,-586.7873911111111,14,99720.0
BWX_IGOV,20,long,-0.005,-0.003,2187.580215555533,-77.77978444444445,-9091.011181818181,-48.373636363636415,18133.648727272724,0.13818364627775517,2.4975070117138216,-226.29546666667488,16,113058.0
BWX_IGOV,20,long,-0.005,-0.004,1796.6221816666598,-55.55781833333334,-6363.7221818181815,-37.68359090909104,12689.760772727273,0.16217398273397435,2.2429582901039504,-222.89279166667507,16,113008.0
BWX_IGOV,20,long,-0.005,-0.005,1712.0498983333318,-52.78010166666667,-5909.186727272728,-35.803772727272865,11782.569681818182,0.16643867942636192,2.171373620651174,-222.89279166667507,16,112876.0
BWX_IGOV,20,long,-0.006,0.0,622.2163605555318,-163.89363944444443,-18182.2305,-67.60763636363666,36296.853363636365,0.019635877284297876,0.5461823729417652,-600.980847777797,6,43282.0
BWX_IGOV,20,long,-0.006,-0.001,486.5126811111,-147.22731888888887,-16364.17377272727,-64.75877272727303,32663.588772727275,0.01706114309353818,0.44572212262814775,-600.980847777797,6,42984.0
BWX_IGOV,20,long,-0.006,-0.002,869.8098936111128,-66.6701063888889,-7272.903681818182,-34.67309090909098,14511.134272727271,0.06865953257635528,1.0529520319040049,-586.7873911111111,6,42508.0
BWX_IGOV,20,long,-0.006,-0.003,1355.2993899999726,-38.89061,-4545.588,-25.993500000000033,9065.182499999999,0.1712523544591895,1.9834825123454796,-222.892791666675,8,56040.0
BWX_IGOV,20,long,-0.006,-0.004,1165.6050669444223,-33.33493305555556,-3636.4772272727273,-22.825636363636427,7250.128818181818,0.18415502063743547,1.739505789190976,-222.892791666675,8,56036.0
BWX_IGOV,20,long,-0.006,-0.005,1081.0327836110944,-30.55721638888889,-3181.9417727272726,-20.945818181818257,6342.937727272728,0.19522088486672382,1.6511633247723687,-222.892791666675,8,55904.0
BWX_IGOV,20,long,-0.006,-0.006,903.008277222221,-25.00172277777778,-2272.8610000000003,-15.897863636363697,4529.824136363636,0.2283432876397737,1.6593658824504989,-35.675,10,69466.0
BWX_IGOV,20,long,-0.007,0.0,300.7513013888886,-52.77869861111111,-5909.056409090908,-23.925545454545567,11794.187272727273,0.029209044867710615,0.403970428069106,-586.7873911111112,2,14028.0
BWX_IGOV,20,long,-0.007,-0.001,249.7001899999932,-38.88981,-4545.488545454546,-21.427363636363722,9069.549727272726,0.03153631946868039,0.3678972034011587,-586.7873911111112,2,13856.0
BWX_IGOV,20,long,-0.007,-0.002,249.7001899999932,-38.88981,-4545.488545454546,-21.427363636363722,9069.549727272726,0.03153631946868039,0.3678972034011587,-586.7873911111112,2,13856.0
BWX_IGOV,20,long,-0.007,-0.003,343.3649077777738,-19.445092222222222,-2272.8532727272727,-13.036363636363637,4532.670181818182,0.08677200823949306,0.8394757867399676,-222.892791666675,2,13800.0
BWX_IGOV,20,long,-0.007,-0.004,267.40313055554975,-16.666869444444444,-1818.2350000000001,-11.660272727272769,3624.8097272727273,0.08450047158587978,0.664636503866305,-222.892791666675,2,13800.0
BWX_IGOV,20,long,-0.007,-0.005,182.8308472222218,-13.889152777777777,-1363.6995454545456,-9.780454545454598,2717.618636363636,0.0770617415548136,0.48706653129474303,-222.892791666675,2,13668.0
