SCHH_price,USRT_price,SCHH_price_chg,USRT_price_chg,USRT/SCHH,USRT/USRT,USRT/SCHH_moving_avg,USRT/USRT_moving_avg,USRT/SCHH_prev_moving_avg,USRT/USRT_prev_moving_avg,SCHH_scaled_price,USRT_scaled_price,SCHH_scaled_comm,USRT_scaled_comm,SCHH_scaled_price_minus_comm,USRT_scaled_price_minus_comm,SCHH_scaled_price_plus_comm,USRT_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SCHH_shs_per_unit,USRT_shs_per_unit,SCHH_current_shs,USRT_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SCHH_tgt_shs,USRT_tgt_shs,SCHH_tgt_inv_amt,USRT_tgt_inv_amt,gross_inv_amt,net_inv_amt,SCHH_shs_to_trade,USRT_shs_to_trade,SCHH_shs_to_buy,USRT_shs_to_buy,SCHH_shs_to_sell,USRT_shs_to_sell,SCHH_daily_comm,USRT_daily_comm,daily_comm,SCHH_daily_profit,USRT_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
21.56,58.34,0.1699999999999981,0.7100000000000009,2.705936920222635,1.0,2.684865280213398,1.0,2.683725684673076,1.0,57.86112576155151,58.34,0.0134186284233653,0.005,57.84770713312815,58.335,57.87454438997488,58.345000000000006,57.87454438997488,58.335,0.4604556100251216,0.0078926227292615,SCHH,USRT,2025-08-27,False,4600.0,1714.0,4655,-1735,SCHH,USRT,0.4604556100251216,0.0078926227292615,1,True,False,False,1,SCHH,USRT,4600,-1714,99570.45,-99988.05,199558.5,-417.6000000000058,-55,21,0,21,55,0,-0.275,-0.105,-0.38,791.3499999999912,-1231.8500000000015,-440.50000000001035,-440.88000000001034,602.5800000000149
21.5,58.17,-0.0599999999999987,-0.1700000000000017,2.705581395348837,1.0,2.686341196612469,1.0,2.684865280213398,1.0,57.72460352458806,58.17,0.0134243264010669,0.005,57.711179198187,58.165,57.73802785098913,58.175,57.73802785098913,58.165,0.4269721490108722,0.0073400747638107,SCHH,USRT,2025-08-28,False,4615.0,1719.0,4600,-1714,SCHH,USRT,0.4269721490108722,0.0073400747638107,1,True,False,False,1,SCHH,USRT,4615,-1719,99176.0,-99994.76000000001,199170.76,-818.7600000000093,15,-5,15,0,0,5,-0.075,-0.025,-0.1,-275.99999999999403,291.38000000000295,15.38000000000892,15.28000000000892,617.8600000000239
21.61,58.54,0.1099999999999994,0.3699999999999974,2.708931050439612,1.0,2.6883107376401965,1.0,2.686341196612469,1.0,58.051833258795455,58.54,0.0134317059830623,0.005,58.0384015528124,58.535,58.065264964778514,58.545,58.065264964778514,58.535,0.4697350352214826,0.0080241721083273,SCHH,USRT,2025-08-29,False,4588.0,1708.0,4615,-1719,SCHH,USRT,0.4697350352214826,0.0080241721083273,1,True,False,False,1,SCHH,USRT,4588,-1708,99222.5,-99994.23,199216.72999999998,-771.7299999999959,-27,11,0,11,27,0,-0.135,-0.055,-0.19,507.64999999999725,-636.0299999999955,-128.3799999999983,-128.5699999999983,489.2900000000256
21.27,57.61,-0.3399999999999998,-0.9299999999999996,2.708509637987776,1.0,2.690070502540536,1.0,2.6883107376401965,1.0,57.18036938960698,57.61,0.0134415536882009,0.005,57.16692783591878,57.605,57.19381094329518,57.615,57.19381094329518,57.605,0.4111890567048135,0.0071374597588059,SCHH,USRT,2025-09-02,True,4667.0,1736.0,4588,-1708,SCHH,USRT,0.4111890567048135,0.0071374597588059,1,True,False,False,1,SCHH,USRT,4667,-1736,99146.68,-99986.31999999999,199133.0,-839.6399999999994,79,-28,79,0,0,28,-0.395,-0.14,-0.535,-1559.9199999999992,1588.4399999999994,28.52000000000021,27.98500000000021,517.2750000000258
21.28,57.8,0.0100000000000015,0.1899999999999977,2.7161654135338344,1.0,2.6916309018832627,1.0,2.690070502540536,1.0,57.2447002940626,57.8,0.0134503525127026,0.005,57.23124994154989,57.795,57.2581506465753,57.805,57.2581506465753,57.795,0.5368493534246923,0.009288051097313,SCHH,USRT,2025-09-03,False,4654.0,1730.0,4667,-1736,SCHH,USRT,0.5368493534246994,0.0092880510973131,1,True,False,True,0,,,0,0,99267.09,-100010.95999999999,199278.05,-743.8699999999953,-4667,1736,0,1736,4667,0,-23.335,-8.68,-32.015,46.670000000007,-329.839999999996,-283.169999999989,-315.184999999989,202.0900000000368
21.4,58.29,0.1199999999999974,0.490000000000002,2.7238317757009347,1.0,2.6938062924786954,1.0,2.6916309018832627,1.0,57.60090130030182,58.29,0.0134581545094163,0.005,57.587443145792406,58.285,57.61435945481124,58.295,57.61435945481124,58.285,0.6706405451887605,0.0115052418114386,SCHH,USRT,2025-09-04,False,4619.0,1716.0,0,0,,,0.0,0.0,0,True,False,False,1,SCHH,USRT,4619,-1716,0.0,0.0,0.0,0.0,4619,-1716,4619,0,0,1716,-23.095,-8.58,-31.674999999999997,0.0,0.0,0.0,-31.674999999999997,170.4150000000368
21.64,58.84,0.240000000000002,0.5500000000000043,2.7190388170055453,1.0,2.695902582806656,1.0,2.6938062924786954,1.0,58.29396816923897,58.84,0.0134690314623934,0.005,58.28049913777658,58.835,58.307437200701365,58.845000000000006,58.307437200701365,58.835,0.5275627992986358,0.008966057092091,SCHH,USRT,2025-09-05,False,4579.0,1700.0,4619,-1716,SCHH,USRT,0.5275627992986358,0.008966057092091,1,True,False,False,1,SCHH,USRT,4579,-1700,98846.59999999999,-100025.64,198872.24,-1179.0400000000081,-40,16,0,16,40,0,-0.2,-0.08,-0.28,1108.5600000000093,-943.8000000000073,164.76000000000192,164.48000000000192,334.89500000003875
21.5,58.61,-0.1400000000000005,-0.2300000000000039,2.726046511627907,1.0,2.698072597745673,1.0,2.695902582806656,1.0,57.961905530343095,58.61,0.0134795129140332,0.005,57.94842601742906,58.605,57.97538504325713,58.615,57.97538504325713,58.605,0.6296149567428699,0.0107424493557903,SCHH,USRT,2025-09-08,False,4599.0,1706.0,4579,-1700,SCHH,USRT,0.6296149567428699,0.0107424493557903,1,True,False,False,1,SCHH,USRT,4599,-1706,99089.56,-100028.0,199117.56,-938.4400000000023,20,-6,20,0,0,6,-0.1,-0.03,-0.13,-641.0600000000023,391.00000000000665,-250.05999999999568,-250.18999999999568,84.70500000004307
21.47,58.51,-0.0300000000000011,-0.1000000000000014,2.725197950628784,1.0,2.7003247881480177,1.0,2.698072597745673,1.0,57.9276186735996,58.51,0.0134903629887283,0.005,57.91412831061088,58.505,57.94110903658833,58.515,57.94110903658833,58.505,0.5638909634116658,0.0096375143293738,SCHH,USRT,2025-09-09,False,4611.0,1709.0,4599,-1706,SCHH,USRT,0.5638909634116729,0.009637514329374,1,True,False,False,1,SCHH,USRT,4611,-1709,98878.5,-99988.66,198867.16,-1110.1600000000035,12,-3,12,0,0,3,-0.06,-0.015,-0.075,-137.97000000000506,170.60000000000238,32.629999999997324,32.55499999999732,117.26000000004039
21.46,58.41,-0.009999999999998,-0.1000000000000014,2.721808014911463,1.0,2.7022197865947404,1.0,2.7003247881480177,1.0,57.94896995365646,58.41,0.01350162394074,0.005,57.93546832971572,58.405,57.9624715775972,58.415,57.9624715775972,58.405,0.4425284224027948,0.0075762441774147,SCHH,USRT,2025-09-10,False,4623.0,1712.0,4611,-1709,SCHH,USRT,0.4425284224028019,0.0075762441774148,1,True,False,False,1,SCHH,USRT,4623,-1712,98998.17,-99993.59,198991.76,-995.4199999999983,12,-3,12,0,0,3,-0.06,-0.015,-0.075,-46.10999999999078,170.9000000000024,124.79000000001162,124.71500000001161,241.975000000052
