SPHY_price,SCYB_price,HYLB_price,USHY_price,HYG_price,JNK_price,SPHY_price_chg,SCYB_price_chg,HYLB_price_chg,USHY_price_chg,HYG_price_chg,JNK_price_chg,JNK/SPHY,JNK/SCYB,JNK/HYLB,JNK/USHY,JNK/HYG,JNK/JNK,JNK/SPHY_moving_avg,JNK/SCYB_moving_avg,JNK/HYLB_moving_avg,JNK/USHY_moving_avg,JNK/HYG_moving_avg,JNK/JNK_moving_avg,JNK/SPHY_prev_moving_avg,JNK/SCYB_prev_moving_avg,JNK/HYLB_prev_moving_avg,JNK/USHY_prev_moving_avg,JNK/HYG_prev_moving_avg,JNK/JNK_prev_moving_avg,SPHY_scaled_price,SCYB_scaled_price,HYLB_scaled_price,USHY_scaled_price,HYG_scaled_price,JNK_scaled_price,SPHY_scaled_comm,SCYB_scaled_comm,HYLB_scaled_comm,USHY_scaled_comm,HYG_scaled_comm,JNK_scaled_comm,SPHY_scaled_price_minus_comm,SCYB_scaled_price_minus_comm,HYLB_scaled_price_minus_comm,USHY_scaled_price_minus_comm,HYG_scaled_price_minus_comm,JNK_scaled_price_minus_comm,SPHY_scaled_price_plus_comm,SCYB_scaled_price_plus_comm,HYLB_scaled_price_plus_comm,USHY_scaled_price_plus_comm,HYG_scaled_price_plus_comm,JNK_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date
23.92,26.66,37.05,37.73,81.08,97.85,0.04,0.03,0.06,0.07,0.16,0.18,4.090719064,3.670292573,2.641025641,2.593426981,1.206832758,1,4.093607003,3.669330775,2.63953631,2.593640151,1.206389404,1,4.093679344,3.669080686,2.639378088,2.593621045,1.20633662,1,97.92080992,97.81769109,97.78895815,97.85732203,97.80977313,97.85,0.020468397,0.018345403,0.01319689,0.012968105,0.006031683,0.005,97.90034152,97.79934569,97.77576126,97.84435392,97.80374145,97.845,97.94127832,97.8360365,97.80215504,97.87029013,97.81580482,97.855,97.80215504,97.90034152,0.098186485,0.001003439,HYLB,SPHY,9/26/2025,FALSE
23.95,26.73,37.12,37.8,81.22,98.06,0.03,0.07,0.07,0.07,0.14,0.21,4.094363257,3.668537224,2.641702586,2.594179894,1.207338094,1,4.093815937,3.669261211,2.639851169,2.593784968,1.206460737,1,4.093607003,3.669330775,2.63953631,2.593640151,1.206389404,1,98.04188772,98.0812116,97.97958783,98.0395977,97.98294743,98.06,0.020468035,0.018346654,0.013197682,0.012968201,0.006031947,0.005,98.02141968,98.06286495,97.96639015,98.0266295,97.97691548,98.055,98.06235575,98.09955826,97.99278551,98.0525659,97.98897938,98.065,97.98897938,98.06286495,0.073885571,0.000753473,HYG,SCYB,9/29/2025,FALSE
23.94,26.73,37.11,37.78,81.19,97.99,-0.01,0,-0.01,-0.02,-0.03,-0.07,4.093149541,3.665918444,2.64052816,2.593700371,1.206922035,1,4.093824217,3.669217489,2.640086614,2.593866132,1.206575466,1,4.093815937,3.669261211,2.639851169,2.593784968,1.206460737,1,98.00595354,98.07935218,97.96487688,97.99319609,97.9525472,97.99,0.02046908,0.018346306,0.013199256,0.012968925,0.006032304,0.005,97.98548446,98.06100587,97.95167763,97.98022717,97.9465149,97.985,98.02642262,98.09769848,97.97807614,98.00616502,97.95857951,97.995,97.95857951,98.06100587,0.102426363,0.001045274,HYG,SCYB,9/30/2025,FALSE
23.84,26.61,36.99,37.65,80.96,97.64,-0.1,-0.12,-0.12,-0.13,-0.23,-0.35,4.095637584,3.669297257,2.639632333,2.593359894,1.206027668,1,4.093928473,3.669260902,2.640156226,2.593841203,1.206623779,1,4.093824217,3.669217489,2.640086614,2.593866132,1.206575466,1,97.59676934,97.63787739,97.65680383,97.65905988,97.68434975,97.64,0.020469121,0.018346087,0.013200433,0.012969331,0.006032877,0.005,97.57630022,97.6195313,97.6436034,97.64609055,97.67831687,97.635,97.61723846,97.65622348,97.67000427,97.67202921,97.69038263,97.645,97.61723846,97.67831687,0.061078406,0.000625547,SPHY,HYG,10/1/2025,TRUE
23.83,26.59,36.97,37.61,80.93,97.59,-0.01,-0.02,-0.02,-0.04,-0.03,-0.05,4.095258078,3.670176758,2.639707871,2.59478862,1.205856913,1,4.0939625,3.669461498,2.640256973,2.593873577,1.206660532,1,4.093928473,3.669260902,2.640156226,2.593841203,1.206623779,1,97.55831552,97.56564738,97.60657567,97.55436765,97.65206246,97.59,0.020469642,0.018346305,0.013200781,0.012969206,0.006033119,0.005,97.53784588,97.54730108,97.59337489,97.54139844,97.64602934,97.585,97.57878516,97.58399369,97.61977645,97.56733685,97.65809558,97.595,97.56733685,97.64602934,0.07869249,0.000806358,USHY,HYG,10/2/2025,FALSE
23.81,26.56,36.93,37.59,80.84,97.47,-0.02,-0.03,-0.04,-0.02,-0.09,-0.12,4.093658127,3.669804217,2.639317628,2.592976856,1.205714993,1,4.093878501,3.669524319,2.640309975,2.593820371,1.206658165,1,4.0939625,3.669461498,2.640256973,2.593873577,1.206660532,1,97.47724712,97.46089737,97.50469,97.50370775,97.5464374,97.47,0.020469812,0.018347307,0.013201285,0.012969368,0.006033303,0.005,97.4567773,97.44255007,97.49148872,97.49073838,97.5404041,97.465,97.49771693,97.47924468,97.51789129,97.51667712,97.55247071,97.475,97.475,97.5404041,0.065404101,0.000671018,JNK,HYG,10/3/2025,FALSE
23.82,26.56,36.94,37.59,80.86,97.49,0.01,0,0.01,0,0.02,0.02,4.092779177,3.670557229,2.639144559,2.593508912,1.205664111,1,4.093815529,3.669536938,2.640376481,2.593814966,1.206647071,1,4.093878501,3.669524319,2.640309975,2.593820371,1.206658165,1,97.5161859,97.46256592,97.53305049,97.50170775,97.57037921,97.49,0.020469393,0.018347622,0.01320155,0.012969102,0.006033291,0.005,97.49571651,97.4442183,97.51984894,97.48873865,97.56434592,97.485,97.53665529,97.48091354,97.54625204,97.51467685,97.5764125,97.495,97.48091354,97.56434592,0.083432375,0.000855804,SCYB,HYG,10/6/2025,FALSE
23.8,26.57,36.92,37.55,80.77,97.38,-0.02,0.01,-0.02,-0.04,-0.09,-0.11,4.091596639,3.665035755,2.6375948,2.59334221,1.205645661,1,4.093773512,3.66936123,2.640385114,2.593822864,1.206642154,1,4.093815529,3.669536938,2.640376481,2.593814966,1.206647071,1,97.43280959,97.49959644,97.48269968,97.39775196,97.46088392,97.38,0.020469078,0.018347685,0.013201882,0.012969075,0.006033235,0.005,97.41234051,97.48124876,97.4694978,97.38478289,97.45485068,97.375,97.45327867,97.51794413,97.49590156,97.41072104,97.46691715,97.385,97.385,97.48124876,0.09624876,0.000988383,JNK,SCYB,10/7/2025,FALSE
23.76,26.52,36.86,37.5,80.65,97.24,-0.04,-0.05,-0.06,-0.05,-0.12,-0.14,4.092592593,3.666666667,2.638090071,2.593066667,1.205703658,1,4.093678236,3.669235776,2.640332389,2.593800752,1.206629217,1,4.093773512,3.66936123,2.640385114,2.593822864,1.206642154,1,97.26805865,97.31145983,97.32459529,97.26835741,97.31568973,97.24,0.020468868,0.018346806,0.013201926,0.012969114,0.006033211,0.005,97.24758978,97.29311303,97.31139336,97.2553883,97.30965652,97.235,97.28852752,97.32980664,97.33779721,97.28132652,97.32172294,97.245,97.245,97.31139336,0.06639336,0.000682778,JNK,HYLB,10/8/2025,FALSE
23.68,26.45,36.75,37.39,80.42,96.94,-0.08,-0.07,-0.11,-0.11,-0.23,-0.3,4.09375,3.665028355,2.637823129,2.592671837,1.205421537,1,4.09356892,3.668984941,2.640208963,2.593765909,1.206578231,1,4.093678236,3.669235776,2.640332389,2.593800752,1.206629217,1,96.93830064,97.05128627,97.0322153,96.98221012,97.03712165,96.94,0.020468391,0.018346179,0.013201662,0.012969004,0.006033146,0.005,96.91783224,97.03294009,97.01901364,96.96924111,97.03108851,96.935,96.95876903,97.06963245,97.04541696,96.99517912,97.0431548,96.945,96.945,97.03294009,0.087940089,0.00090716,JNK,SCYB,10/9/2025,FALSE
23.54,26.27,36.54,37.19,79.95,96.34,-0.14,-0.18,-0.21,-0.2,-0.47,-0.6,4.092608326,3.667301104,2.636562671,2.590481312,1.205003127,1,4.093570095,3.668860139,2.640023583,2.593693264,1.206496124,1,4.09356892,3.668984941,2.640208963,2.593765909,1.206578231,1,96.36261238,96.38423441,96.4732355,96.46215415,96.46592956,96.34,0.020467845,0.018344925,0.013201045,0.01296883,0.006032891,0.005,96.34214454,96.36588948,96.46003446,96.44918532,96.45989667,96.335,96.38308023,96.40257933,96.48643655,96.47512298,96.47196245,96.345,96.345,96.46003446,0.115034458,0.001194047,JNK,HYLB,10/10/2025,FALSE
23.69,26.45,36.76,37.4,80.45,96.92,0.15,0.18,0.22,0.21,0.5,0.58,4.091177712,3.664272212,2.63656148,2.59144385,1.204723431,1,4.09338598,3.668571877,2.639789662,2.593580438,1.206386194,1,4.093570095,3.668860139,2.640023583,2.593693264,1.206496124,1,96.97667555,97.04135068,97.04726691,97.00412809,97.06261321,96.92,0.02046785,0.018344301,0.013200118,0.012968466,0.006032481,0.005,96.9562077,97.02300638,97.03406679,96.99115962,97.05658073,96.915,96.9971434,97.05969498,97.06046702,97.01709656,97.06864569,96.925,96.925,97.05658073,0.131580731,0.001357622,JNK,HYG,10/13/2025,FALSE
23.7,26.47,36.79,37.44,80.54,96.98,0.01,0.02,0.03,0.04,0.09,0.06,4.091983122,3.663770306,2.636042403,2.590277778,1.204122175,1,4.093302862,3.66818334,2.639552947,2.593398963,1.206244713,1,4.09338598,3.668571877,2.639789662,2.593580438,1.206386194,1,97.01324773,97.10709759,97.11786167,97.10365161,97.16234408,96.98,0.02046693,0.018342859,0.013198948,0.012967902,0.006031931,0.005,96.9927808,97.08875473,97.10466273,97.09068371,97.15631215,96.975,97.03371466,97.12544045,97.13106062,97.11661952,97.16837601,96.985,96.985,97.15631215,0.171312153,0.001766469,JNK,HYG,10/14/2025,FALSE
23.79,26.58,36.91,37.55,80.8,97.34,0.09,0.11,0.12,0.11,0.26,0.36,4.091635141,3.662151994,2.637225684,2.592276964,1.20470297,1,4.093196465,3.667801258,2.639430426,2.593338985,1.206146734,1,4.093302862,3.66818334,2.639552947,2.593398963,1.206244713,1,97.37967508,97.50031317,97.42589929,97.38213106,97.46457279,97.34,0.020466514,0.018340917,0.013197765,0.012966995,0.006031224,0.005,97.35920857,97.48197225,97.41270153,97.36916407,97.45854156,97.335,97.4001416,97.51865408,97.43909706,97.39509806,97.47060401,97.345,97.345,97.48197225,0.136972248,0.001407153,JNK,SCYB,10/15/2025,FALSE
23.73,26.49,36.8,37.45,80.51,97.04,-0.06,-0.09,-0.11,-0.1,-0.29,-0.3,4.08933839,3.663269158,2.636956522,2.591188251,1.20531611,1,4.092943251,3.667544057,2.639282561,2.593173675,1.206077687,1,4.093196465,3.667801258,2.639430426,2.593338985,1.206146734,1,97.13155211,97.16005533,97.13103968,97.12054498,97.10687352,97.04,0.020465982,0.018339006,0.013197152,0.012966695,0.006030734,0.005,97.11108613,97.14171632,97.11784252,97.10757828,97.10084278,97.035,97.15201809,97.17839434,97.14423683,97.13351167,97.11290425,97.045,97.045,97.14171632,0.096716323,0.000996665,JNK,SCYB,10/16/2025,FALSE
23.78,26.55,36.87,37.54,80.72,97.24,0.05,0.06,0.07,0.09,0.21,0.2,4.089150547,3.66252354,2.637374559,2.590303676,1.204658077,1,4.092705452,3.667118588,2.6390969,2.592905848,1.205954943,1,4.092943251,3.667544057,2.639282561,2.593173675,1.206077687,1,97.3301905,97.37329472,97.31034803,97.34773977,97.35459092,97.24,0.020464716,0.01833772,0.013196413,0.012965868,0.006030388,0.005,97.30972579,97.354957,97.29715162,97.3347739,97.34856054,97.235,97.35065522,97.39163244,97.32354445,97.36070563,97.36062131,97.245,97.245,97.354957,0.109957004,0.00113078,JNK,SCYB,10/17/2025,FALSE
23.81,26.59,36.94,37.6,80.88,97.45,0.03,0.04,0.07,0.06,0.16,0.21,4.092818144,3.664911621,2.638061722,2.591755319,1.204871414,1,4.092527837,3.666694135,2.638882118,2.592784234,1.205825911,1,4.092705452,3.667118588,2.6390969,2.592905848,1.205954943,1,97.44731682,97.50868325,97.4882395,97.49325987,97.53763577,97.45,0.020463527,0.018335593,0.013195485,0.012964529,0.006029775,0.005,97.4268533,97.49034766,97.47504402,97.48029534,97.53160599,97.445,97.46778035,97.52701884,97.50143499,97.5062244,97.54366554,97.455,97.455,97.53160599,0.076605991,0.000786106,JNK,HYG,10/20/2025,FALSE
23.8,26.55,36.93,37.58,80.76,97.37,-0.01,-0.04,-0.01,-0.02,-0.12,-0.08,4.091176471,3.667419962,2.636609802,2.591005854,1.205671124,1,4.092307862,3.666644572,2.638604369,2.59253294,1.205729207,1,4.092527837,3.666694135,2.638882118,2.592784234,1.205825911,1,97.40216251,97.35072929,97.45391661,97.43683153,97.3825006,97.37,0.020462639,0.018333471,0.013194411,0.012963921,0.00602913,0.005,97.38169987,97.33239582,97.4407222,97.42386761,97.37647147,97.365,97.42262515,97.36906276,97.46711102,97.44979545,97.38852973,97.375,97.36906276,97.4407222,0.071659443,0.00073595,SCYB,HYLB,10/21/2025,FALSE
23.76,26.53,36.88,37.53,80.68,97.27,-0.04,-0.02,-0.05,-0.05,-0.08,-0.1,4.093855219,3.666415379,2.637472885,2.591793232,1.205627169,1,4.092364032,3.66655089,2.638393893,2.592450817,1.205640879,1,4.092307862,3.666644572,2.638604369,2.59253294,1.205729207,1,97.2332348,97.27608051,97.31172912,97.29776123,97.27823239,97.27,0.020461539,0.018333223,0.013193022,0.012962665,0.006028646,0.005,97.21277326,97.25774729,97.2985361,97.28479857,97.27220375,97.265,97.25369634,97.29441373,97.32492215,97.3107239,97.28426104,97.275,97.25369634,97.2985361,0.04483976,0.000460982,SPHY,HYLB,10/22/2025,FALSE
23.8,26.58,36.94,37.6,80.86,97.45,0.04,0.05,0.06,0.07,0.18,0.18,4.094537815,3.666290444,2.638061722,2.591755319,1.205169429,1,4.092589247,3.66648201,2.638274811,2.59236519,1.205549623,1,4.092364032,3.66655089,2.638393893,2.592450817,1.205640879,1,97.39826395,97.45692265,97.46227042,97.47615074,97.48812151,97.45,0.02046182,0.018332754,0.013191969,0.012962254,0.006028204,0.005,97.37780213,97.4385899,97.44907845,97.46318848,97.4820933,97.445,97.41872577,97.47525541,97.47546239,97.48911299,97.49414971,97.455,97.41872577,97.4820933,0.063367531,0.000650257,SPHY,HYG,10/23/2025,FALSE
23.87,26.63,37.06,37.7,81.08,97.74,0.07,0.05,0.12,0.1,0.22,0.29,4.094679514,3.670296658,2.637344846,2.592572944,1.205476073,1,4.09278727,3.666482214,2.638090772,2.592322488,1.205481788,1,4.092589247,3.66648201,2.638274811,2.59236519,1.205549623,1,97.69010533,97.63841592,97.77446451,97.73216766,97.74596341,97.74,0.020462946,0.01833241,0.013191374,0.012961826,0.006027748,0.005,97.66964239,97.62008351,97.76127313,97.71920583,97.73993566,97.735,97.71056828,97.65674833,97.78765588,97.74512948,97.75199115,97.745,97.65674833,97.76127313,0.1045248,0.001069417,SCYB,HYLB,10/24/2025,FALSE
23.93,26.71,37.14,37.8,81.28,98.02,0.06,0.08,0.08,0.1,0.2,0.28,4.096113665,3.669786597,2.639203016,2.593121693,1.205954724,1,4.09287479,3.666544683,2.637965793,2.592269578,1.20541262,1,4.09278727,3.666482214,2.638090772,2.592322488,1.205481788,1,97.94039937,97.93173994,97.97869126,97.98979005,97.98155976,98.02,0.020463936,0.018332411,0.013190454,0.012961612,0.006027409,0.005,97.91993543,97.91340753,97.9655008,97.97682844,97.97553235,98.015,97.9608633,97.95007235,97.99188171,98.00275166,97.98758717,98.025,97.95007235,98.015,0.064927649,0.000662392,SCYB,JNK,10/27/2025,FALSE
23.92,26.7,37.1,37.76,81.2,97.91,-0.01,-0.01,-0.04,-0.04,-0.08,-0.11,4.093227425,3.667041199,2.639083558,2.592955508,1.205788177,1,4.092878684,3.666600821,2.637893563,2.592232335,1.205355927,1,4.09287479,3.666544683,2.637965793,2.592269578,1.20541262,1,97.90156498,97.89674303,97.86853092,97.88409926,97.87950474,97.91,0.020464374,0.018332723,0.013189829,0.012961348,0.006027063,0.005,97.88110061,97.87841031,97.85534109,97.87113792,97.87347768,97.905,97.92202935,97.91507575,97.88172075,97.89706061,97.8855318,97.915,97.88172075,97.905,0.023279248,0.000237762,HYLB,JNK,10/28/2025,FALSE
23.84,26.61,36.99,37.65,80.95,97.62,-0.08,-0.09,-0.11,-0.11,-0.25,-0.29,4.094798658,3.66854566,2.639091646,2.592828685,1.205929586,1,4.092836738,3.666563241,2.637866529,2.592205774,1.205351023,1,4.092878684,3.666600821,2.637893563,2.592232335,1.205355927,1,97.57422784,97.56824783,97.57568289,97.59754741,97.5735623,97.62,0.020464393,0.018333004,0.013189468,0.012961162,0.00602678,0.005,97.55376344,97.54991483,97.56249343,97.58458625,97.56753552,97.615,97.59469223,97.58658084,97.58887236,97.61050857,97.57958908,97.625,97.57958908,97.615,0.035410923,0.000362743,HYG,JNK,10/29/2025,FALSE
23.8,26.57,36.92,37.58,80.8,97.39,-0.04,-0.04,-0.07,-0.07,-0.15,-0.23,4.092016807,3.665412119,2.637865655,2.591538052,1.205321782,1,4.092674674,3.666325009,2.637774418,2.592043246,1.205324266,1,4.092836738,3.666563241,2.637866529,2.592205774,1.205351023,1,97.40951437,97.4205853,97.39003224,97.415093,97.39236266,97.39,0.020464184,0.018332816,0.013189333,0.012961029,0.006026755,0.005,97.38905018,97.40225249,97.37684291,97.40213198,97.3863359,97.385,97.42997855,97.43891812,97.40322157,97.42805403,97.39838941,97.395,97.395,97.40225249,0.007252489,7.45E-05,JNK,SCYB,10/30/2025,FALSE
23.8,26.51,36.93,37.58,80.8,97.39,0,-0.06,0.01,0,0,0,4.092016807,3.673708035,2.637151367,2.591538052,1.205321782,1,4.092592608,3.6665202,2.637666105,2.591971306,1.205304606,1,4.092674674,3.666325009,2.637774418,2.592043246,1.205324266,1,97.40565725,97.19427598,97.41300925,97.40898519,97.39020073,97.39,0.020463373,0.018331625,0.013188872,0.012960216,0.006026621,0.005,97.38519388,97.17594436,97.39982038,97.39602497,97.38417411,97.385,97.42612063,97.21260761,97.42619812,97.4219454,97.39622735,97.395,97.21260761,97.39982038,0.187212773,0.0019223,SCYB,HYLB,10/31/2025,FALSE
23.59,26.32,36.62,37.25,80.14,96.58,-0.21,-0.19,-0.31,-0.33,-0.66,-0.81,4.094107673,3.669452888,2.637356636,2.592751678,1.205141003,1,4.092659033,3.666464983,2.637576709,2.591933444,1.205278451,1,4.092592608,3.6665202,2.637666105,2.591971306,1.205304606,1,96.54425963,96.50281165,96.59133276,96.55093114,96.59311112,96.58,0.020462963,0.018332601,0.013188331,0.012959857,0.006026523,0.005,96.52379667,96.48447905,96.57814443,96.53797129,96.58708459,96.575,96.5647226,96.52114425,96.60452109,96.563891,96.59913764,96.585,96.52114425,96.58708459,0.06594034,0.000682754,SCYB,HYG,11/3/2025,TRUE
23.57,26.31,36.61,37.23,80.15,96.56,-0.02,-0.01,-0.01,-0.02,0.01,-0.02,4.096733135,3.670087419,2.637530729,2.593607306,1.20474111,1,4.092915858,3.666717566,2.637573505,2.591946699,1.205233223,1,4.092659033,3.666464983,2.637576709,2.591933444,1.205278451,1,96.46397341,96.46469369,96.56168331,96.49768213,96.60306781,96.56,0.020463295,0.018332325,0.013187884,0.012959667,0.006026392,0.005,96.44351012,96.44636137,96.54849542,96.48472246,96.59704142,96.555,96.48443671,96.48302602,96.57487119,96.51064179,96.6090942,96.565,96.48302602,96.59704142,0.114015402,0.001180773,SCYB,HYG,11/4/2025,FALSE
23.6,26.33,36.64,37.27,80.23,96.65,0.03,0.02,0.03,0.04,0.08,0.09,4.095338983,3.670717812,2.637827511,2.59323853,1.204661598,1,4.093053178,3.666920123,2.637560377,2.591955292,1.20518112,1,4.092915858,3.666717566,2.637573505,2.591946699,1.205233223,1,96.59281425,96.54467351,96.64069323,96.60185347,96.69586148,96.65,0.020464579,0.018333588,0.013187868,0.012959733,0.006026166,0.005,96.57234967,96.52633992,96.62750536,96.58889374,96.68983532,96.645,96.61327883,96.56300709,96.6538811,96.6148132,96.70188765,96.655,96.56300709,96.68983532,0.126828223,0.001312242,SCYB,HYG,11/5/2025,FALSE
23.6,26.35,36.67,37.3,80.26,96.7,0,0.02,0.03,0.03,0.03,0.05,4.097457627,3.669829222,2.637032997,2.592493298,1.204834289,1,4.093238559,3.667160166,2.637520871,2.591946365,1.205151758,1,4.093053178,3.666920123,2.637560377,2.591955292,1.20518112,1,96.59605499,96.62334524,96.71933903,96.6799324,96.72783669,96.7,0.020465266,0.018334601,0.013187802,0.012959776,0.006025906,0.005,96.57558973,96.60501064,96.70615123,96.66697262,96.72181079,96.695,96.61652026,96.64167984,96.73252683,96.69289217,96.7338626,96.705,96.61652026,96.72181079,0.10529053,0.001088837,SPHY,HYG,11/6/2025,FALSE
23.63,26.35,36.7,37.33,80.33,96.76,0.03,0,0.03,0.03,0.07,0.06,4.094794752,3.672106262,2.636512262,2.592017144,1.204531308,1,4.09334788,3.667400424,2.63751835,2.592023157,1.205128167,1,4.093238559,3.667160166,2.637520871,2.591946365,1.205151758,1,96.72322715,96.62967038,96.79701595,96.75735781,96.80984069,96.76,0.020466193,0.018335801,0.013187604,0.012959732,0.006025759,0.005,96.70276096,96.61133458,96.78382835,96.74439808,96.80381493,96.755,96.74369334,96.64800619,96.81020355,96.77031754,96.81586645,96.765,96.64800619,96.80381493,0.155808745,0.00161026,SCYB,HYG,11/7/2025,FALSE
23.71,26.44,36.83,37.44,80.6,97.09,0.08,0.09,0.13,0.11,0.27,0.33,4.094896668,3.672087746,2.636166169,2.593215812,1.204590571,1,4.093533828,3.667791201,2.637498585,2.592111755,1.205121524,1,4.09334788,3.667400424,2.63751835,2.592023157,1.205128167,1,97.05327824,96.96606722,97.13980083,97.04534699,97.13333023,97.09,0.020466739,0.018337002,0.013187592,0.012960116,0.006025641,0.005,97.0328115,96.94773022,97.12661324,97.03238687,97.12730459,97.085,97.07374498,96.98440422,97.15298843,97.0583071,97.13935588,97.095,96.98440422,97.12730459,0.142900374,0.001471834,SCYB,HYG,11/10/2025,FALSE
23.74,26.47,36.88,37.49,80.69,97.26,0.03,0.03,0.05,0.05,0.09,0.17,4.096882898,3.674348319,2.637201735,2.594291811,1.205353823,1,4.093778817,3.668320102,2.637556551,2.592312456,1.205183106,1,4.093533828,3.667791201,2.637498585,2.592111755,1.205121524,1,97.18049308,97.08643309,97.2709478,97.17826969,97.24125575,97.26,0.020467669,0.018338956,0.013187493,0.012960559,0.006025608,0.005,97.16002541,97.06809413,97.25776031,97.16530913,97.23523014,97.255,97.20096075,97.10477205,97.28413529,97.19123025,97.24728135,97.265,97.10477205,97.25776031,0.152988259,0.001572982,SCYB,HYLB,11/11/2025,FALSE
23.69,26.43,36.8,37.43,80.53,97.03,-0.05,-0.04,-0.08,-0.06,-0.16,-0.23,4.095821022,3.671206962,2.636684783,2.592305637,1.204892587,1,4.093988111,3.66877285,2.637529506,2.59231389,1.205192587,1,4.093778817,3.668320102,2.637556551,2.592312456,1.205183106,1,96.98162017,96.95370029,97.06208108,97.03025525,97.05339553,97.03,0.020468894,0.018341601,0.013187783,0.012961562,0.006025916,0.005,96.96115128,96.93535869,97.0488933,97.01729368,97.04736962,97.025,97.00208907,96.97204189,97.07526887,97.04321681,97.05942145,97.035,96.97204189,97.0488933,0.076851414,0.000792038,SCYB,HYLB,11/12/2025,FALSE
23.59,26.32,36.66,37.26,80.2,96.6,-0.1,-0.11,-0.14,-0.17,-0.33,-0.43,4.09495549,3.670212766,2.63502455,2.592592593,1.204488778,1,4.094268966,3.66912003,2.637432908,2.592384107,1.20515122,1,4.093988111,3.66877285,2.637529506,2.59231389,1.205192587,1,96.57717954,96.56210141,96.69183169,96.58961555,96.65644547,96.6,0.020469941,0.018343864,0.013187648,0.012961569,0.006025963,0.005,96.5567096,96.54375755,96.67864405,96.57665398,96.65041951,96.595,96.59764948,96.58044528,96.70501934,96.60257712,96.66247143,96.605,96.58044528,96.67864405,0.09819877,0.00101655,SCYB,HYLB,11/13/2025,FALSE
23.59,26.33,36.67,37.27,80.22,96.63,0,0.01,0.01,0.01,0.02,0.03,4.096227215,3.669958223,2.63512408,2.592701905,1.204562453,1,4.094622799,3.669491765,2.637320384,2.592504019,1.205146439,1,4.094268966,3.66912003,2.637432908,2.592384107,1.20515122,1,96.58380491,96.6079304,96.71466472,96.61815568,96.67723089,96.63,0.020471345,0.0183456,0.013187165,0.012961921,0.006025756,0.005,96.56333356,96.5895848,96.70147755,96.60519376,96.67120514,96.625,96.60427625,96.626276,96.72785188,96.6311176,96.68325665,96.635,96.60427625,96.70147755,0.097201304,0.001005912,SPHY,HYLB,11/14/2025,FALSE
23.56,26.31,36.61,37.21,80.09,96.46,-0.03,-0.02,-0.06,-0.06,-0.13,-0.17,4.094227504,3.666286583,2.634799235,2.592313894,1.204395056,1,4.094693267,3.669560513,2.637157259,2.592531947,1.205122621,1,4.094622799,3.669491765,2.637320384,2.592504019,1.205146439,1,96.46931315,96.54432832,96.55229924,96.46707453,96.52017831,96.46,0.020473114,0.018347459,0.013186602,0.01296252,0.006025732,0.005,96.44884004,96.52598087,96.53911264,96.45411201,96.51415258,96.455,96.48978627,96.56267578,96.56548584,96.48003705,96.52620404,96.465,96.465,96.53911264,0.074112639,0.000768325,JNK,HYLB,11/17/2025,FALSE
23.56,26.3,36.6,37.21,80.11,96.41,0,-0.01,-0.01,0,0.02,-0.05,4.092105263,3.665779468,2.634153005,2.590970169,1.203470228,1,4.094739707,3.669478488,2.637034419,2.592530163,1.205012576,1,4.094693267,3.669560513,2.637157259,2.592531947,1.205122621,1,96.47097338,96.50944148,96.51995569,96.46811376,96.54237318,96.41,0.020473466,0.018347803,0.013185786,0.01296266,0.006025613,0.005,96.45049991,96.49109368,96.5067699,96.4551511,96.53634757,96.405,96.49144684,96.52778928,96.53314147,96.48107642,96.54839879,96.415,96.415,96.53634757,0.121347568,0.001258662,JNK,HYG,11/18/2025,FALSE
23.56,26.3,36.64,37.23,80.15,96.49,0,0,0.04,0.02,0.04,0.08,4.095500849,3.668821293,2.633460699,2.591727102,1.203867748,1,4.094821988,3.669598784,2.63683381,2.592526857,1.204924605,1,4.094739707,3.669478488,2.637034419,2.592530163,1.205012576,1,96.4720675,96.50728423,96.62094113,96.51989797,96.581758,96.49,0.020473699,0.018347392,0.013185172,0.012962651,0.006025063,0.005,96.4515938,96.48893684,96.60775595,96.50693532,96.57573293,96.485,96.49254119,96.52563162,96.6341263,96.53286063,96.58778306,96.495,96.49254119,96.60775595,0.115214759,0.001194059,SPHY,HYLB,11/19/2025,FALSE
23.55,26.29,36.62,37.22,80.1,96.47,-0.01,-0.01,-0.02,-0.01,-0.05,-0.02,4.096390658,3.669456067,2.634352813,2.591886083,1.204369538,1,4.094914631,3.669757065,2.636648365,2.592533395,1.204884611,1,4.094821988,3.669598784,2.63683381,2.592526857,1.204924605,1,96.43305783,96.47375202,96.56085412,96.4938496,96.51446089,96.47,0.02047411,0.018347994,0.013184169,0.012962634,0.006024623,0.005,96.41258372,96.45540403,96.54766996,96.48088697,96.50843626,96.465,96.45353194,96.49210001,96.57403829,96.50681224,96.52048551,96.475,96.45353194,96.54766996,0.094138017,0.000975827,SPHY,HYLB,11/20/2025,FALSE
