SCHZ_price,SPAB_price,BND_price,AGG_price,SCHZ_price_chg,SPAB_price_chg,BND_price_chg,AGG_price_chg,AGG/SCHZ,AGG/SPAB,AGG/BND,AGG/AGG,AGG/SCHZ_moving_avg,AGG/SPAB_moving_avg,AGG/BND_moving_avg,AGG/AGG_moving_avg,AGG/SCHZ_prev_moving_avg,AGG/SPAB_prev_moving_avg,AGG/BND_prev_moving_avg,AGG/AGG_prev_moving_avg,SCHZ_scaled_price,SPAB_scaled_price,BND_scaled_price,AGG_scaled_price,SCHZ_scaled_comm,SPAB_scaled_comm,BND_scaled_comm,AGG_scaled_comm,SCHZ_scaled_price_minus_comm,SPAB_scaled_price_minus_comm,BND_scaled_price_minus_comm,AGG_scaled_price_minus_comm,SCHZ_scaled_price_plus_comm,SPAB_scaled_price_plus_comm,BND_scaled_price_plus_comm,AGG_scaled_price_plus_comm,min_price_plus_comm,max_price_minus_comm,tgt_max-min,tgt_pct_diff,tgt_min_price_etf,tgt_max_price_etf,date,ex_div_date,SCHZ_shs_per_unit,SPAB_shs_per_unit,BND_shs_per_unit,AGG_shs_per_unit,SCHZ_current_shs,SPAB_current_shs,BND_current_shs,AGG_current_shs,current_long_etf,current_short_etf,current_max-min,current_pct_diff,current_position,open_trade,exit_trade,flatten_for_div,tgt_position,tgt_long_etf,tgt_short_etf,SCHZ_tgt_shs,SPAB_tgt_shs,BND_tgt_shs,AGG_tgt_shs,SCHZ_tgt_inv_amt,SPAB_tgt_inv_amt,BND_tgt_inv_amt,AGG_tgt_inv_amt,gross_inv_amt,net_inv_amt,SCHZ_shs_to_trade,SPAB_shs_to_trade,BND_shs_to_trade,AGG_shs_to_trade,SCHZ_shs_to_buy,SPAB_shs_to_buy,BND_shs_to_buy,AGG_shs_to_buy,SCHZ_shs_to_sell,SPAB_shs_to_sell,BND_shs_to_sell,AGG_shs_to_sell,SCHZ_daily_comm,SPAB_daily_comm,BND_daily_comm,AGG_daily_comm,daily_comm,SCHZ_daily_profit,SPAB_daily_profit,BND_daily_profit,AGG_daily_profit,daily_gross_profit,daily_net_profit,cumulative_net_profit
22.71,25.01,71.94,96.91,,,,,4.267283135,3.87485006,1.347094801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.68,24.98,71.85,96.81,-0.03,-0.03,-0.09,-0.1,4.268518519,3.8755004,1.347390397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/3/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.66,24.94,71.78,96.71,-0.02,-0.04,-0.07,-0.1,4.267872904,3.877706496,1.347311229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/6/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.59,24.87,71.53,96.37,-0.07,-0.07,-0.25,-0.34,4.266046923,3.874949739,1.347266881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/7/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.61,24.89,71.61,96.48,0.02,0.02,0.08,0.11,4.267138434,3.876255524,1.347297863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.49,24.76,71.24,95.94,-0.12,-0.13,-0.37,-0.54,4.265895954,3.874798061,1.346715328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/10/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.46,24.73,71.17,95.85,-0.03,-0.03,-0.07,-0.09,4.267586821,3.87585928,1.346775327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.48,24.73,71.22,95.88,0.02,0,0.05,0.03,4.265124555,3.877072382,1.346251053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/14/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.67,24.95,71.79,96.71,0.19,0.22,0.57,0.83,4.265990296,3.876152305,1.347123555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/15/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.72,25.01,71.93,96.92,0.05,0.06,0.14,0.21,4.26584507,3.8752499,1.347421104,1,4.266730261,3.875839415,1.347064754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1/16/2025,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.72,25.02,71.95,96.92,0,0.01,0.02,0,4.26584507,3.873701039,1.34704656,1,4.266586455,3.875724513,1.34705993,1,4.266730261,3.875839415,1.347064754,1,96.94011153,96.97350216,96.92130904,96.92,0.021333651,0.019379197,0.006735324,0.005,96.91877788,96.95412296,96.91457371,96.915,96.96144518,96.99288135,96.92804436,96.925,96.925,96.95412296,0.029122958,0.000300485,AGG,SPAB,1/17/2025,FALSE,4403,4000,1390,1032,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.79,25.1,72.16,97.24,0.07,0.08,0.21,0.32,4.266783677,3.874103586,1.347560976,1,4.26641297,3.875584831,1.347076988,1,4.266586455,3.875724513,1.34705993,1,97.2355053,97.28068527,97.20384453,97.24,0.021332932,0.019378623,0.0067353,0.005,97.21417237,97.26130664,97.19710923,97.235,97.25683823,97.30006389,97.21057983,97.245,97.21057983,97.26130664,0.050726818,0.000521666,BND,SPAB,1/21/2025,FALSE,4386,3984,1385,1028,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,BND,SPAB,0,-3984,1385,0,0,0,0,0,0,0,0,-3984,1385,0,0,0,1385,0,0,3984,0,0,0,-19.92,-6.925,0,-26.845,0,0,0,0,0,-26.845,-26.845
22.75,25.05,72.01,97.01,-0.04,-0.05,-0.15,-0.23,4.264175824,3.872654691,1.347174004,1,4.266043263,3.875079651,1.347063265,1,4.26641297,3.875584831,1.347076988,1,97.06089508,97.08340002,97.00301388,97.01,0.021332065,0.019377924,0.006735385,0.005,97.03956301,97.0640221,96.99627849,97.005,97.08222714,97.10277794,97.00974926,97.015,97.00974926,97.0640221,0.054272835,0.000559456,BND,SPAB,1/22/2025,FALSE,4399,3996,1389,1031,0,-3984,1385,0,BND,SPAB,0.054272835,0.000559456,1,TRUE,FALSE,FALSE,1,BND,SPAB,0,-3996,1389,0,0,-99998.4,99941.6,0,199940,-56.8,0,-12,4,0,0,0,4,0,0,12,0,0,0,-0.06,-0.02,0,-0.08,0,199.2,-207.75,0,-8.55,-8.63,-35.475
22.71,24.99,71.9,96.85,-0.04,-0.06,-0.11,-0.16,4.264641127,3.87555022,1.347009736,1,4.265902683,3.875139699,1.347037551,1,4.266043263,3.875079651,1.347063265,1,96.88184249,96.83824047,96.85384876,96.85,0.021330216,0.019375398,0.006735316,0.005,96.86051228,96.81886507,96.84711344,96.845,96.90317271,96.85761587,96.86058407,96.855,96.855,96.86051228,0.005512276,5.69E-05,AGG,SCHZ,1/23/2025,FALSE,4407,4003,1392,1033,0,-3996,1389,0,BND,SPAB,-0.041719003,-0.000430759,1,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,-100099.8,100021.89,0,200121.69,-77.91,0,3996,-1389,0,0,3996,0,0,0,0,1389,0,0,-19.98,-6.945,0,-26.925,0,239.76,-152.79,0,86.97,60.045,24.57
22.74,25.04,72.04,97.01,0.03,0.05,0.14,0.16,4.266051011,3.874201278,1.346612993,1,4.265793941,3.874934274,1.346969063,1,4.265902683,3.875139699,1.347037551,1,97.00662701,97.03349806,97.04058514,97.01,0.021329513,0.019375698,0.006735188,0.005,96.9852975,97.01412236,97.03384995,97.005,97.02795652,97.05287376,97.04732033,97.015,97.015,97.03384995,0.018849953,0.000194309,AGG,BND,1/24/2025,FALSE,4398,3995,1389,1031,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.86,25.18,72.42,97.55,0.12,0.14,0.38,0.54,4.26727909,3.874106434,1.34700359,1,4.265932254,3.874865111,1.34699789,1,4.265793941,3.874934274,1.346969063,1,97.51604948,97.57084502,97.54749958,97.55,0.02132897,0.019374671,0.006734845,0.005,97.49472051,97.55147035,97.54076473,97.545,97.53737845,97.59021969,97.55423442,97.555,97.53737845,97.55147035,0.014091899,0.000144458,SCHZ,SPAB,1/27/2025,FALSE,4372,3972,1381,1025,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.86,25.16,72.38,97.52,0,-0.02,-0.04,-0.03,4.265966754,3.875993641,1.347333518,1,4.265770248,3.874878547,1.347053709,1,4.265932254,3.874865111,1.34699789,1,97.51921133,97.4916062,97.49570725,97.52,0.021329661,0.019374326,0.006734989,0.005,97.49788167,97.47223188,97.48897226,97.515,97.54054099,97.51098053,97.50244224,97.525,97.50244224,97.515,0.012557758,0.000128771,BND,AGG,1/28/2025,FALSE,4373,3972,1381,1025,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.84,25.15,72.34,97.46,-0.02,-0.01,-0.04,-0.06,4.267075306,3.875149105,1.347249101,1,4.265965323,3.87468622,1.347153514,1,4.265770248,3.874878547,1.347053709,1,97.43019245,97.45319547,97.44586529,97.46,0.021328851,0.019374393,0.006735269,0.005,97.4088636,97.43382107,97.43913002,97.455,97.45152131,97.47256986,97.45260056,97.465,97.45152131,97.455,0.003478694,3.57E-05,SCHZ,AGG,1/29/2025,FALSE,4377,3976,1382,1026,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.88,25.19,72.44,97.6,0.04,0.04,0.1,0.14,4.265734266,3.874553394,1.347321922,1,4.26593972,3.874526329,1.34717335,1,4.265965323,3.87468622,1.347153514,1,97.60528658,97.60334588,97.58780052,97.6,0.021329827,0.019373431,0.006735768,0.005,97.58395676,97.58397245,97.58106476,97.595,97.62661641,97.62271931,97.59453629,97.605,97.59453629,97.595,0.000463709,4.75E-06,BND,AGG,1/30/2025,FALSE,4373,3972,1381,1025,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.83,25.15,72.34,97.4,-0.05,-0.04,-0.1,-0.2,4.266316251,3.872763419,1.346419685,1,4.265986838,3.874277681,1.347073208,1,4.26593972,3.874526329,1.34717335,1,97.3914038,97.44433717,97.45452016,97.4,0.021329699,0.019372632,0.006735867,0.005,97.3700741,97.42496454,97.44778429,97.395,97.4127335,97.4637098,97.46125602,97.405,97.405,97.44778429,0.04278429,0.000439264,AGG,BND,1/31/2025,FALSE,4381,3979,1384,1027,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57
22.76,25.07,72.17,97.17,-0.07,-0.08,-0.17,-0.23,4.269332162,3.875947347,1.346404323,1,4.266335547,3.874502312,1.347008985,1,4.265986838,3.874277681,1.347073208,1,97.09386043,97.12814145,97.21827345,97.17,0.021329934,0.019371388,0.006735366,0.005,97.07253049,97.10877007,97.21153808,97.165,97.11519036,97.14751284,97.22500881,97.175,97.11519036,97.21153808,0.096347719,0.000991538,SCHZ,BND,2/3/2025,TRUE,4390,3987,1386,1029,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,SCHZ,BND,4390,0,-1386,0,0,0,0,0,0,0,4390,0,-1386,0,4390,0,0,0,0,0,1386,0,-21.95,0,-6.93,0,-28.88,0,0,0,0,0,-28.88,-4.31
22.79,25.12,72.27,97.35,0.03,0.05,0.1,0.18,4.271610355,3.875398089,1.347031963,1,4.266818215,3.874631762,1.346956083,1,4.266335547,3.874502312,1.347008985,1,97.22978711,97.32749807,97.34833932,97.35,0.021331678,0.019372512,0.006735045,0.005,97.20845544,97.30812555,97.34160428,97.345,97.25111879,97.34687058,97.35507437,97.355,97.25111879,97.345,0.093881209,0.000964368,SCHZ,AGG,2/4/2025,FALSE,4382,3979,1383,1027,4390,0,-1386,0,SCHZ,BND,0.090485485,0.000929486,1,TRUE,FALSE,TRUE,0,,,0,0,0,0,99916.4,0,-100027.62,0,199944.02,-111.22,-4390,0,1386,0,0,0,1386,0,4390,0,0,0,-21.95,0,-6.93,0,-28.88,131.7,0,-138.6,0,-6.9,-35.78,-40.09
22.9,25.24,72.64,97.87,0.11,0.12,0.37,0.52,4.273799127,3.877575277,1.347329295,1,4.267780545,3.875123821,1.346971613,1,4.266818215,3.874631762,1.346956083,1,97.71013712,97.79570567,97.8428899,97.87,0.021334091,0.019373159,0.00673478,0.005,97.68880303,97.77633251,97.83615512,97.865,97.73147121,97.81507883,97.84962468,97.875,97.73147121,97.865,0.133528792,0.001364349,SCHZ,AGG,2/5/2025,FALSE,4361,3960,1377,1022,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,SCHZ,AGG,4361,0,0,-1022,0,0,0,0,0,0,4361,0,0,-1022,4361,0,0,0,0,0,0,1022,-21.805,0,0,-5.11,-26.915,0,0,0,0,0,-26.915,-67.005
22.9,25.22,72.56,97.77,0,-0.02,-0.08,-0.1,4.269432314,3.87668517,1.347436604,1,4.268259664,3.875237316,1.347014299,1,4.267780545,3.875123821,1.346971613,1,97.73217448,97.73062275,97.73626021,97.77,0.021338903,0.019375619,0.006734858,0.005,97.71083558,97.71124713,97.72952535,97.765,97.75351338,97.74999837,97.74299507,97.775,97.74299507,97.765,0.022004933,0.000225068,BND,AGG,2/6/2025,FALSE,4366,3964,1378,1023,4361,0,0,-1022,SCHZ,AGG,0.011486618,0.000117486,1,FALSE,TRUE,FALSE,0,,,0,0,0,0,99866.9,0,0,-100023.14,199890.04,-156.24,-4361,0,0,1022,0,0,0,1022,4361,0,0,0,-21.805,0,0,-5.11,-26.915,0,0,0,102.2,102.2,75.285,8.28
22.84,25.15,72.34,97.46,-0.06,-0.07,-0.22,-0.31,4.267075306,3.875149105,1.347249101,1,4.268362093,3.875332098,1.34707791,1,4.268259664,3.875237316,1.347014299,1,97.48705072,97.46221849,97.44301442,97.46,0.021341298,0.019376187,0.006735071,0.005,97.46570942,97.4428423,97.43627935,97.455,97.50839202,97.48159467,97.44974949,97.465,97.44974949,97.46570942,0.015959927,0.000163759,BND,SCHZ,2/7/2025,FALSE,4379,3976,1382,1026,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.83,25.16,72.36,97.49,-0.01,0.01,0.02,0.03,4.270258432,3.874801272,1.347291321,1,4.268660027,3.875401582,1.347106683,1,4.268362093,3.875332098,1.34707791,1,97.44670659,97.50335559,97.47455759,97.49,0.02134181,0.01937666,0.00673539,0.005,97.42536478,97.48397893,97.4678222,97.485,97.4680484,97.52273225,97.48129298,97.495,97.4680484,97.485,0.016951603,0.00017388,SCHZ,AGG,2/10/2025,FALSE,4379,3976,1382,1026,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.78,25.1,72.24,97.27,-0.05,-0.06,-0.12,-0.22,4.269973661,3.875298805,1.346483942,1,4.269060718,3.875332099,1.347021726,1,4.268660027,3.875401582,1.347106683,1,97.24007542,97.27257971,97.31498681,97.27,0.0213433,0.019377008,0.006735533,0.005,97.21873212,97.2532027,97.30825128,97.265,97.26141872,97.29195672,97.32172234,97.275,97.26141872,97.30825128,0.046832552,0.00048147,SCHZ,BND,2/11/2025,FALSE,4388,3984,1385,1028,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.68,24.97,71.87,96.76,-0.1,-0.13,-0.37,-0.51,4.266313933,3.87505006,1.346319744,1,4.268984581,3.875322194,1.34692879,1,4.269060718,3.875332099,1.347021726,1,96.82229709,96.7670425,96.81045144,96.76,0.021345304,0.01937666,0.006735109,0.005,96.80095178,96.74766584,96.80371633,96.755,96.84364239,96.78641916,96.81718655,96.765,96.765,96.80371633,0.038716331,0.000400127,AGG,BND,2/12/2025,FALSE,4410,4003,1391,1033,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.81,25.13,72.3,97.34,0.13,0.16,0.43,0.58,4.267426567,3.873458018,1.346334716,1,4.269153811,3.875212656,1.34683007,1,4.268984581,3.875322194,1.34692879,1,97.37553829,97.38684674,97.38295153,97.34,0.021344923,0.019376611,0.006734644,0.005,97.35419336,97.36747012,97.37621688,97.335,97.39688321,97.40622335,97.38968617,97.345,97.345,97.37621688,0.031216883,0.000320699,AGG,BND,2/13/2025,FALSE,4384,3980,1383,1027,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.89,25.21,72.53,97.7,0.08,0.08,0.23,0.36,4.268239406,3.875446251,1.347028816,1,4.269346126,3.87548094,1.346890983,1,4.269153811,3.875212656,1.34683007,1,97.72093073,97.69411107,97.68558495,97.7,0.021345769,0.019376063,0.00673415,0.005,97.69958496,97.67473501,97.6788508,97.695,97.7422765,97.71348713,97.6923191,97.705,97.6923191,97.69958496,0.007265861,7.44E-05,BND,SCHZ,2/14/2025,FALSE,4372,3968,1379,1024,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.81,25.11,72.26,97.31,-0.08,-0.1,-0.27,-0.39,4.266111355,3.875348467,1.346664821,1,4.269024046,3.875421052,1.346917033,1,4.269346126,3.87548094,1.346890983,1,97.38378514,97.31332639,97.32634241,97.31,0.021346731,0.019377405,0.006734455,0.005,97.36243841,97.29394899,97.31960796,97.305,97.40513187,97.3327038,97.33307687,97.315,97.315,97.36243841,0.047438412,0.000487498,AGG,SCHZ,2/18/2025,FALSE,4389,3984,1385,1028,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
22.84,25.15,72.36,97.45,0.03,0.04,0.1,0.14,4.266637478,3.874751491,1.34673853,1,4.268526758,3.875356392,1.346887689,1,4.269024046,3.875421052,1.346917033,1,97.5045092,97.46683945,97.46291647,97.45,0.02134512,0.019377105,0.006734585,0.005,97.48316408,97.44746234,97.45618189,97.445,97.52585432,97.48621655,97.46965106,97.455,97.455,97.48316408,0.028164083,0.000289011,AGG,SCHZ,2/19/2025,FALSE,4380,3976,1382,1026,0,0,0,0,,,0,0,0,FALSE,TRUE,FALSE,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28
